Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
ACD,All Infectious Diseases,238453,8963,229490,3881,135702,5082,93788,1.6000747971963,1.53407240689817,1.6689168940855,"1.60 (1.53, 1.67)",4.96491480614795e-106,3.05838752058714e-103,61-70,<0.001,Any,**
ACD,Bacterial Infections,249905,9170,240735,4441,153811,4729,86924,1.69185764983369,1.62310399275058,1.76352366828331,"1.69 (1.62, 1.76)",3.17829671258681e-136,1.95783077495347e-133,61-70,<0.001,Bacterial,**
ACD,Invasive Bacterial Infections,238631,9299,229332,6975,188816,2324,40516,2.07491429865149,1.97713368349281,2.17753072677548,"2.07 (1.98, 2.18)",5.02349033973931e-193,3.09447004927941e-190,61-70,<0.001,Invasive,**
ACD,Localised Bacterial Infections,249993,9470,240523,5185,164793,4285,75730,1.65055245944941,1.58414951143744,1.71973882624404,"1.65 (1.58, 1.72)",1.95821859989041e-126,1.2062626575325e-123,61-70,<0.001,Localised,**
ACD,Bacterial Infections with Sepsis,225111,9612,215499,9059,204985,553,10514,2.72390115615734,2.49090336473709,2.97869343851419,"2.72 (2.49, 2.98)",6.36723183521936e-107,3.92221481049513e-104,61-70,<0.001,Sepsis,**
ACD,Bacterial Infections without Sepsis,249046,9170,239876,4482,154033,4688,85843,1.68002031462259,1.61173560686724,1.75119805352609,"1.68 (1.61, 1.75)",1.28832141540411e-132,7.93605991888929e-130,61-70,<0.001,No-Sepsis,**
ACD,Extracellular Bacterial Infections,224942,9555,215387,8498,199582,1057,15805,2.32462162861919,2.17505082557512,2.48447790401185,"2.32 (2.18, 2.48)",1.99996975763161e-136,1.23198137070107e-133,61-70,<0.001,Extracellular,**
ACD,Intracellular Bacterial Infections,213764,9510,204254,9444,202879,66,1375,1.26040410604463,0.985410318449776,1.61213910671581,"1.26 (0.99, 1.61)",0.0653394557714248,1.0,61-70,0.021,Intracellular,
ACD,Gram Positive Bacterial Infections,219919,9581,210338,9084,202061,497,8277,2.03336488990625,1.85346113086664,2.23073076993539,"2.03 (1.85, 2.23)",5.83452276999684e-51,3.59406602631805e-48,61-70,0.002,Gram Positive,**
ACD,Gram Negative Bacterial Infections,223058,9578,213480,8754,201988,824,11492,2.56743518295381,2.38224956735953,2.76701631474123,"2.57 (2.38, 2.77)",1.50364152458218e-134,9.26243179142621e-132,61-70,0.028,Gram Negative,**
ACD,Mycobacterial Infections,213325,9516,203809,9496,203406,20,403,1.23301167035803,0.788357169410457,1.92846318677614,"1.23 (0.79, 1.93)",0.358682836703729,1.0,61-70,0.187,Mycobacterial,
ACD,Mycoplasma Infections,214987,9612,205375,9606,205302,6,73,2.94444463968037,1.33827262739323,6.4783169428115,"2.94 (1.34, 6.48)",0.00727024225654301,1.0,61-70,0.772,Mycoplasma,*
ACD,Acute Bacterial Infections,250683,9262,241421,4571,155833,4691,85588,1.70465744534206,1.63575897332661,1.77645793380581,"1.70 (1.64, 1.78)",1.2203819753364e-141,7.51755296807225e-139,61-70,<0.001,Acute Bacterial,**
ACD,Chronic Bacterial Infections,217233,9514,207719,9226,202448,288,5271,1.34417992447756,1.1941088870483,1.51311131586563,"1.34 (1.19, 1.51)",9.73098428951632e-07,0.000599428632234206,61-70,0.001,Chronic Bacterial,**
ACD,Viral Infections,213188,9409,203779,8121,177479,1288,26300,1.13728715091386,1.0720643689274,1.20647798874971,"1.14 (1.07, 1.21)",1.96121069163018e-05,0.0120810578604419,61-70,0.001,Viral,**
ACD,Acute Viral Infections,212455,9459,202996,8530,184374,929,18622,1.21052603672256,1.13078346647422,1.29589203329287,"1.21 (1.13, 1.30)",3.90447027846851e-08,2.4051536915366e-05,61-70,0.002,Acute Viral,**
ACD,Herpes Viral Infections,208839,9517,199322,9047,188889,470,10433,0.980875469794156,0.894183615534777,1.07597217230211,"0.98 (0.89, 1.08)",0.682540485284569,1.0,61-70,0.392,Herpes,
ACD,Other Potentially Persistent Viral Infections,215200,9610,205590,9586,205066,24,524,1.06421217789048,0.704233708488114,1.60819845162172,"1.06 (0.70, 1.61)",0.767663822465356,1.0,61-70,0.051,Other Viral,
ACD,Parasitic Infections,215110,9595,205515,9517,203722,78,1793,1.01248051062249,0.808853531298326,1.26737010438086,"1.01 (0.81, 1.27)",0.913785252807977,1.0,61-70,0.597,Parasitic,
ACD,Fungal Infections,225807,9601,216206,8565,194159,1036,22047,1.13483257958207,1.06363985285765,1.21079045714664,"1.13 (1.06, 1.21)",0.000130027538862728,0.0800969639394407,61-70,0.001,Fungal,*
ACD,Acute Infections,241620,9100,232520,4262,144922,4838,87598,1.67572541664163,1.60743184399908,1.7469205194994,"1.68 (1.61, 1.75)",1.27110724908832e-130,7.83002065438406e-128,61-70,<0.001,Acute,**
ACD,Chronic Infections,211195,9413,201782,8612,185305,801,16477,1.08957487280817,1.01325604567874,1.17164206275197,"1.09 (1.01, 1.17)",0.0205915085124086,1.0,61-70,0.001,Chronic,*
