Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Pairs matching,All Infectious Diseases,2408,1977,431,-0.0564629162553172,-0.185517574862636,0.072591742352002,"-0.06 (-0.19, 0.07)",0.391010699158137,1,71-80,0.036,Any,
Cognition,Pairs matching,Bacterial Infections,2530,2186,344,-0.00981769110984362,-0.151837524355242,0.132202142135555,"-0.01 (-0.15, 0.13)",0.892183378479005,1,71-80,0.182,Bacterial,
Cognition,Pairs matching,Invasive Bacterial Infections,2796,2661,135,-0.0129665258497293,-0.226748292770211,0.200815241070753,"-0.01 (-0.23, 0.20)",0.905339639704755,1,71-80,0.151,Invasive,
Cognition,Pairs matching,Localised Bacterial Infections,2635,2374,261,-0.00971599337529888,-0.169098310874903,0.149666324124305,"-0.01 (-0.17, 0.15)",0.90486046006793,1,71-80,0.226,Localised,
Cognition,Pairs matching,Bacterial Infections with Sepsis,2949,2942,7,-0.388355013238762,-1.30145021195899,0.524740185481469,"-0.39 (-1.30, 0.52)",0.404376736017957,1,71-80,0.291,Sepsis,
Cognition,Pairs matching,Bacterial Infections without Sepsis,2533,2190,343,-0.00941978782136344,-0.151534190714138,0.132694615071411,"-0.01 (-0.15, 0.13)",0.896596502344626,1,71-80,0.195,No-Sepsis,
Cognition,Pairs matching,Extracellular Bacterial Infections,2918,2874,44,0.0250435594123263,-0.342133940702881,0.392221059527534,"0.03 (-0.34, 0.39)",0.893620348239437,1,71-80,0.799,Extracellular,
Cognition,Pairs matching,Intracellular Bacterial Infections,2920,2901,19,0.1976424006568,-0.356525821916124,0.751810623229724,"0.20 (-0.36, 0.75)",0.484416306021506,1,71-80,0.176,Intracellular,
Cognition,Pairs matching,Gram Positive Bacterial Infections,2927,2894,33,0.0553431220880209,-0.367909835003883,0.478596079179925,"0.06 (-0.37, 0.48)",0.797671736453788,1,71-80,0.808,Gram Positive,
Cognition,Pairs matching,Gram Negative Bacterial Infections,2933,2914,19,-0.106663428867082,-0.663011486746113,0.44968462901195,"-0.11 (-0.66, 0.45)",0.707002417311868,1,71-80,0.995,Gram Negative,
Cognition,Pairs matching,Mycobacterial Infections,2929,2912,17,0.349996010741105,-0.235121159988925,0.935113181471134,"0.35 (-0.24, 0.94)",0.240944873037592,1,71-80,0.069,Mycobacterial,
Cognition,Pairs matching,Mycoplasma Infections,2952,2952,0,0.0,0.0,0.0,/,/,/,71-80,0.354,Mycoplasma,
Cognition,Pairs matching,Acute Bacterial Infections,2554,2220,334,-0.0132522171443149,-0.157388297607988,0.130883863319358,"-0.01 (-0.16, 0.13)",0.856939416179078,1,71-80,0.432,Acute Bacterial,
Cognition,Pairs matching,Chronic Bacterial Infections,2916,2896,20,0.416863232919452,-0.12341030719676,0.957136773035663,"0.42 (-0.12, 0.96)",0.130414807004961,1,71-80,0.002,Chronic Bacterial,
Cognition,Pairs matching,Viral Infections,2804,2671,133,-0.124031581889162,-0.337360311841478,0.0892971480631537,"-0.12 (-0.34, 0.09)",0.254367976317295,1,71-80,0.192,Viral,
Cognition,Pairs matching,Acute Viral Infections,2855,2756,99,-0.0719412014369247,-0.317346633191031,0.173464230317181,"-0.07 (-0.32, 0.17)",0.565462998010432,1,71-80,0.28,Acute Viral,
Cognition,Pairs matching,Herpes Viral Infections,2886,2810,76,-0.154186988073964,-0.435664181803953,0.127290205656026,"-0.15 (-0.44, 0.13)",0.282877927956156,1,71-80,0.256,Herpes,
Cognition,Pairs matching,Other Potentially Persistent Viral Infections,2949,2949,0,0.0,0.0,0.0,/,/,/,71-80,0.497,Other Viral,
Cognition,Pairs matching,Parasitic Infections,2937,2933,4,-0.427058865969616,-1.63567931256698,0.781561580627745,"-0.43 (-1.64, 0.78)",0.488471988456546,1,71-80,0.505,Parasitic,
Cognition,Pairs matching,Fungal Infections,2858,2785,73,0.0540403148097467,-0.234539464842764,0.342620094462257,"0.05 (-0.23, 0.34)",0.713508189288492,1,71-80,0.346,Fungal,
Cognition,Pairs matching,Acute Infections,2490,2101,389,-0.045200239553952,-0.179123746592474,0.08872326748457,"-0.05 (-0.18, 0.09)",0.508143506490652,1,71-80,0.143,Acute,
Cognition,Pairs matching,Chronic Infections,2838,2741,97,-0.0534798597984313,-0.303153923795353,0.19619420419849,"-0.05 (-0.30, 0.20)",0.674515952090765,1,71-80,0.062,Chronic,
