Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Movement,Hand grip strength right,All Infectious Diseases,2395,1970,425,-0.0648558726459445,-0.131573595984128,0.00186185069223867,"-0.06 (-0.13, 0.00)",0.0567396776367298,1,71-80,<0.001,Any,
Movement,Hand grip strength right,Bacterial Infections,2516,2178,338,-0.0697755519428241,-0.142644280551934,0.00309317666628622,"-0.07 (-0.14, 0.00)",0.0605419197596846,1,71-80,<0.001,Bacterial,
Movement,Hand grip strength right,Invasive Bacterial Infections,2778,2646,132,-0.0852229721212107,-0.196342701592543,0.0258967573501212,"-0.09 (-0.20, 0.03)",0.132734773864046,1,71-80,0.002,Invasive,
Movement,Hand grip strength right,Localised Bacterial Infections,2622,2364,258,-0.0586752911628726,-0.140767308664391,0.0234167263386457,"-0.06 (-0.14, 0.02)",0.161172930424618,1,71-80,<0.001,Localised,
Movement,Hand grip strength right,Bacterial Infections with Sepsis,2932,2925,7,-0.847650078063695,-1.31938496250946,-0.375915193617926,"-0.85 (-1.32, -0.38)",0.000432795718184209,0.533204324802946,71-80,0.038,Sepsis,*
Movement,Hand grip strength right,Bacterial Infections without Sepsis,2519,2182,337,-0.0697123647130696,-0.142633748329944,0.00320901890380444,"-0.07 (-0.14, 0.00)",0.0609614904233124,1,71-80,<0.001,No-Sepsis,
Movement,Hand grip strength right,Extracellular Bacterial Infections,2901,2857,44,-0.132185638854071,-0.322465367998556,0.058094090290415,"-0.13 (-0.32, 0.06)",0.173259637270286,1,71-80,0.235,Extracellular,
Movement,Hand grip strength right,Intracellular Bacterial Infections,2903,2884,19,-0.128105521291127,-0.415967896168886,0.159756853586633,"-0.13 (-0.42, 0.16)",0.382955831959496,1,71-80,0.534,Intracellular,
Movement,Hand grip strength right,Gram Positive Bacterial Infections,2910,2877,33,-0.159874814920306,-0.378948910768702,0.0591992809280911,"-0.16 (-0.38, 0.06)",0.152557800935852,1,71-80,0.136,Gram Positive,
Movement,Hand grip strength right,Gram Negative Bacterial Infections,2916,2897,19,-0.0958240667661029,-0.383791892917291,0.192143759385085,"-0.10 (-0.38, 0.19)",0.514150118444612,1,71-80,0.388,Gram Negative,
Movement,Hand grip strength right,Mycobacterial Infections,2912,2895,17,-0.145065315391087,-0.449445136941637,0.159314506159462,"-0.15 (-0.45, 0.16)",0.350125969484663,1,71-80,0.874,Mycobacterial,
Movement,Hand grip strength right,Mycoplasma Infections,2935,2935,0,0.0,0.0,0.0,/,/,/,71-80,0.389,Mycoplasma,
Movement,Hand grip strength right,Acute Bacterial Infections,2540,2212,328,-0.071011869209164,-0.144804344753759,0.00278060633543126,"-0.07 (-0.14, 0.00)",0.0592730138867221,1,71-80,<0.001,Acute Bacterial,
Movement,Hand grip strength right,Chronic Bacterial Infections,2899,2880,19,-0.104437194973113,-0.392369064011857,0.183494674065631,"-0.10 (-0.39, 0.18)",0.477013478870342,1,71-80,0.816,Chronic Bacterial,
Movement,Hand grip strength right,Viral Infections,2790,2659,131,-0.0698520649220495,-0.182515681514822,0.0428115516707225,"-0.07 (-0.18, 0.04)",0.224195345659671,1,71-80,0.014,Viral,
Movement,Hand grip strength right,Acute Viral Infections,2839,2741,98,0.00736286789455404,-0.122051714716471,0.136777450505579,"0.01 (-0.12, 0.14)",0.911182302323436,1,71-80,0.402,Acute Viral,
Movement,Hand grip strength right,Herpes Viral Infections,2871,2796,75,-0.0972783252316935,-0.243947171084754,0.0493905206213673,"-0.10 (-0.24, 0.05)",0.193534430624336,1,71-80,0.109,Herpes,
Movement,Hand grip strength right,Other Potentially Persistent Viral Infections,2932,2932,0,0.0,0.0,0.0,/,/,/,71-80,0.167,Other Viral,
Movement,Hand grip strength right,Parasitic Infections,2920,2916,4,-0.282974025269815,-0.907412610915013,0.341464560375384,"-0.28 (-0.91, 0.34)",0.374313915996755,1,71-80,0.728,Parasitic,
Movement,Hand grip strength right,Fungal Infections,2841,2768,73,-0.0587447393459236,-0.207971540583654,0.0904820618918064,"-0.06 (-0.21, 0.09)",0.440243016419701,1,71-80,0.001,Fungal,
Movement,Hand grip strength right,Acute Infections,2477,2094,383,-0.0650964727905369,-0.134156538483101,0.00396359290202758,"-0.07 (-0.13, 0.00)",0.0646666839963827,1,71-80,<0.001,Acute,
Movement,Hand grip strength right,Chronic Infections,2823,2728,95,-0.111489765509432,-0.24211062369209,0.019131092673227,"-0.11 (-0.24, 0.02)",0.0943159259477256,1,71-80,0.044,Chronic,
