Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Movement,Falls in the last year,All Infectious Diseases,2412,1981,431,0.0549031728763818,-0.0562738997538468,0.16608024550661,"0.05 (-0.06, 0.17)",0.332947803997963,1,71-80,<0.001,Any,
Movement,Falls in the last year,Bacterial Infections,2534,2190,344,0.0770690218762656,-0.0445894309323386,0.19872747468487,"0.08 (-0.04, 0.20)",0.214275241555104,1,71-80,<0.001,Bacterial,
Movement,Falls in the last year,Invasive Bacterial Infections,2800,2666,134,0.0186202606469205,-0.165169320063509,0.20240984135735,"0.02 (-0.17, 0.20)",0.842546248058315,1,71-80,0.106,Invasive,
Movement,Falls in the last year,Localised Bacterial Infections,2638,2377,261,0.0712718152183689,-0.0651240653191127,0.20766769575585,"0.07 (-0.07, 0.21)",0.305634276786104,1,71-80,<0.001,Localised,
Movement,Falls in the last year,Bacterial Infections with Sepsis,2952,2945,7,0.212751360952975,-0.568382814365382,0.993885536271333,"0.21 (-0.57, 0.99)",0.593354104041786,1,71-80,0.755,Sepsis,
Movement,Falls in the last year,Bacterial Infections without Sepsis,2537,2194,343,0.0802291230837792,-0.0415195435725346,0.201977789740093,"0.08 (-0.04, 0.20)",0.196411624355544,1,71-80,<0.001,No-Sepsis,
Movement,Falls in the last year,Extracellular Bacterial Infections,2921,2878,43,-0.105938653030189,-0.42317634831117,0.211299042250792,"-0.11 (-0.42, 0.21)",0.512657886811363,1,71-80,0.002,Extracellular,
Movement,Falls in the last year,Intracellular Bacterial Infections,2923,2904,19,-0.0696541365994261,-0.5448882195404,0.405579946341548,"-0.07 (-0.54, 0.41)",0.773835833939464,1,71-80,0.88,Intracellular,
Movement,Falls in the last year,Gram Positive Bacterial Infections,2930,2897,33,-0.0754486402407394,-0.43701994853565,0.286122668054171,"-0.08 (-0.44, 0.29)",0.682457194109301,1,71-80,0.011,Gram Positive,
Movement,Falls in the last year,Gram Negative Bacterial Infections,2936,2918,18,-0.0298977150748562,-0.517453161054179,0.457657730904466,"-0.03 (-0.52, 0.46)",0.904302771142985,1,71-80,0.051,Gram Negative,
Movement,Falls in the last year,Mycobacterial Infections,2932,2915,17,-0.122775813519635,-0.625943690769517,0.380392063730247,"-0.12 (-0.63, 0.38)",0.632372183100463,1,71-80,0.797,Mycobacterial,
Movement,Falls in the last year,Mycoplasma Infections,2955,2955,0,0.0,0.0,0.0,/,/,/,71-80,0.948,Mycoplasma,
Movement,Falls in the last year,Acute Bacterial Infections,2558,2224,334,0.0781022244980472,-0.0452164677857678,0.201420916781862,"0.08 (-0.05, 0.20)",0.214384960190625,1,71-80,<0.001,Acute Bacterial,
Movement,Falls in the last year,Chronic Bacterial Infections,2919,2899,20,-0.0401976200583739,-0.503673069384801,0.423277829268053,"-0.04 (-0.50, 0.42)",0.864974560389488,1,71-80,0.401,Chronic Bacterial,
Movement,Falls in the last year,Viral Infections,2807,2674,133,-0.0467374484788169,-0.231215985480346,0.137741088522712,"-0.05 (-0.23, 0.14)",0.619390044871903,1,71-80,<0.001,Viral,
Movement,Falls in the last year,Acute Viral Infections,2858,2759,99,-0.0558583554319376,-0.268058259678046,0.156341548814171,"-0.06 (-0.27, 0.16)",0.605789584885262,1,71-80,0.016,Acute Viral,
Movement,Falls in the last year,Herpes Viral Infections,2889,2813,76,-0.0880144592688979,-0.328117863178676,0.15208894464088,"-0.09 (-0.33, 0.15)",0.472344167197728,1,71-80,0.002,Herpes,
Movement,Falls in the last year,Other Potentially Persistent Viral Infections,2952,2952,0,0.0,0.0,0.0,/,/,/,71-80,0.003,Other Viral,
Movement,Falls in the last year,Parasitic Infections,2940,2936,4,0.187991939423478,-0.843301149636051,1.21928502848301,"0.19 (-0.84, 1.22)",0.72079931365268,1,71-80,0.287,Parasitic,
Movement,Falls in the last year,Fungal Infections,2861,2788,73,-0.0513998642294334,-0.297085183847741,0.194285455388874,"-0.05 (-0.30, 0.19)",0.681676168850694,1,71-80,0.2,Fungal,
Movement,Falls in the last year,Acute Infections,2494,2105,389,0.0633744156918796,-0.0521620256793216,0.178910857063081,"0.06 (-0.05, 0.18)",0.282205802671184,1,71-80,<0.001,Acute,
Movement,Falls in the last year,Chronic Infections,2841,2744,97,-0.0684657020451378,-0.281618888108952,0.144687484018676,"-0.07 (-0.28, 0.14)",0.52886411610669,1,71-80,<0.001,Chronic,
