Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Symbol digit substitution,All Infectious Diseases,31724,11749,19975,0.082471773092027,0.0602027852684332,0.104740760915621,"0.08 (0.06, 0.10)",3.99271000226371e-13,4.91901872278889e-10,71-80,0.026,Any,**
Cognition,Symbol digit substitution,Bacterial Infections,31724,20029,11695,0.0168538364622883,-0.00546615394101298,0.0391738268655896,"0.02 (-0.01, 0.04)",0.138876155163897,1,71-80,0.086,Bacterial,
Cognition,Symbol digit substitution,Invasive Bacterial Infections,31724,28039,3685,-0.0161814080278753,-0.0497165479031607,0.0173537318474102,"-0.02 (-0.05, 0.02)",0.344278312757896,1,71-80,0.203,Invasive,
Cognition,Symbol digit substitution,Localised Bacterial Infections,31724,22056,9668,0.0265303573531666,0.00313072129952851,0.0499299934068047,"0.03 (0.00, 0.05)",0.0262714552449001,1,71-80,0.031,Localised,*
Cognition,Symbol digit substitution,Bacterial Infections with Sepsis,31724,31569,155,-0.0914878824301965,-0.245544433111553,0.0625686682511597,"-0.09 (-0.25, 0.06)",0.24443809704452,1,71-80,0.754,Sepsis,
Cognition,Symbol digit substitution,Bacterial Infections without Sepsis,31724,20086,11638,0.0169357377756148,-0.0054071637758146,0.0392786393270443,"0.02 (-0.01, 0.04)",0.137370156864755,1,71-80,0.087,No-Sepsis,
Cognition,Symbol digit substitution,Extracellular Bacterial Infections,31724,28202,3522,0.0309479251499282,-0.00337016407466431,0.0652660143745207,"0.03 (-0.00, 0.07)",0.0771448258094586,1,71-80,0.893,Extracellular,
Cognition,Symbol digit substitution,Intracellular Bacterial Infections,31724,31315,409,-0.0956605701195091,-0.190881457783559,-0.000439682455459736,"-0.10 (-0.19, -0.00)",0.0489515332343836,1,71-80,0.5,Intracellular,*
Cognition,Symbol digit substitution,Gram Positive Bacterial Infections,31724,30386,1338,0.0475163279348746,-0.00594768996318472,0.100980345832934,"0.05 (-0.01, 0.10)",0.0815196873303367,1,71-80,0.699,Gram Positive,
Cognition,Symbol digit substitution,Gram Negative Bacterial Infections,31724,29172,2552,0.0164424710610885,-0.0232070052840966,0.0560919474062737,"0.02 (-0.02, 0.06)",0.416327456190035,1,71-80,0.511,Gram Negative,
Cognition,Symbol digit substitution,Mycobacterial Infections,31724,31432,292,-0.10799776980009,-0.220471314300495,0.0044757747003164,"-0.11 (-0.22, 0.00)",0.0598396027330654,1,71-80,0.007,Mycobacterial,
Cognition,Symbol digit substitution,Mycoplasma Infections,31724,31719,5,0.00866359536299316,-0.847104038945992,0.864431229671978,"0.01 (-0.85, 0.86)",0.98416875351909,1,71-80,0.646,Mycoplasma,
Cognition,Symbol digit substitution,Acute Bacterial Infections,31724,20280,11444,0.0234434820971743,0.00101905192517109,0.0458679122691775,"0.02 (0.00, 0.05)",0.0404595256966307,1,71-80,0.039,Acute Bacterial,*
Cognition,Symbol digit substitution,Chronic Bacterial Infections,31724,31284,440,-0.0954042060332772,-0.187248291310955,-0.00356012075559933,"-0.10 (-0.19, -0.00)",0.0417571315371695,1,71-80,0.274,Chronic Bacterial,*
Cognition,Symbol digit substitution,Viral Infections,31724,15652,16072,0.0972316761768835,0.0756977664626582,0.118765585891109,"0.10 (0.08, 0.12)",9.18569561191109e-19,1.13167769938745e-15,71-80,0.243,Viral,**
Cognition,Symbol digit substitution,Acute Viral Infections,31724,18415,13309,0.0889272181467753,0.0671039150466271,0.110750521246923,"0.09 (0.07, 0.11)",1.43008991421455e-15,1.76187077431233e-12,71-80,0.092,Acute Viral,**
Cognition,Symbol digit substitution,Herpes Viral Infections,31724,18046,13678,0.0961396331267974,0.0743902395372193,0.117889026716375,"0.10 (0.07, 0.12)",4.76586528080083e-18,5.87154602594662e-15,71-80,0.454,Herpes,**
Cognition,Symbol digit substitution,Other Potentially Persistent Viral Infections,31724,31671,53,0.000932816920967314,-0.262261179068124,0.264126812910059,"0.00 (-0.26, 0.26)",0.99445733982725,1,71-80,0.517,Other Viral,
Cognition,Symbol digit substitution,Parasitic Infections,31724,31323,401,-0.0352401946933107,-0.131517991555761,0.0610376021691394,"-0.04 (-0.13, 0.06)",0.47311685794695,1,71-80,0.948,Parasitic,
Cognition,Symbol digit substitution,Fungal Infections,31724,30164,1560,-0.024792157843223,-0.0744970775704555,0.0249127618840094,"-0.02 (-0.07, 0.02)",0.328259130848603,1,71-80,0.742,Fungal,
Cognition,Symbol digit substitution,Acute Infections,31724,13798,17926,0.0749969026946515,0.0532928133193829,0.0967009920699201,"0.07 (0.05, 0.10)",1.28541890585574e-11,1.58363609201427e-08,71-80,0.002,Acute,**
Cognition,Symbol digit substitution,Chronic Infections,31724,17709,14015,0.090300285890055,0.0686142260381257,0.111986345741984,"0.09 (0.07, 0.11)",3.428430651904e-16,4.22382656314573e-13,71-80,0.604,Chronic,**
