Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Movement,Falls in the last year,All Infectious Diseases,170196,139105,31091,0.0690642586194644,0.0565644621817101,0.0815640550572186,"0.07 (0.06, 0.08)",2.55164452110191e-27,3.14362604999755e-24,61-70,<0.001,Any,**
Movement,Falls in the last year,Bacterial Infections,179962,157719,22243,0.0918208949427352,0.0775790481748738,0.106062741710597,"0.09 (0.08, 0.11)",1.37713979273109e-36,1.6966362246447e-33,61-70,<0.001,Bacterial,**
Movement,Falls in the last year,Invasive Bacterial Infections,203213,195135,8078,0.126362619406957,0.103697610489866,0.149027628324047,"0.13 (0.10, 0.15)",8.68725494330816e-28,1.07026980901557e-24,61-70,0.106,Invasive,**
Movement,Falls in the last year,Localised Bacterial Infections,187045,169410,17635,0.0847552014535794,0.0690163681132879,0.100494034793871,"0.08 (0.07, 0.10)",4.91553881814002e-26,6.0559438239485e-23,61-70,<0.001,Localised,**
Movement,Falls in the last year,Bacterial Infections with Sepsis,213803,213316,487,0.22589692262325,0.135208766093645,0.316585079152855,"0.23 (0.14, 0.32)",1.05015836578255e-06,0.0012937951066441,61-70,0.755,Sepsis,**
Movement,Falls in the last year,Bacterial Infections without Sepsis,180097,157981,22116,0.0925083610424653,0.0782333124252473,0.106783409659683,"0.09 (0.08, 0.11)",6.01806923094339e-37,7.41426129252226e-34,61-70,<0.001,No-Sepsis,**
Movement,Falls in the last year,Extracellular Bacterial Infections,211734,207372,4362,0.0974767210850873,0.0669164140027448,0.12803702816743,"0.10 (0.07, 0.13)",4.0694220147821e-10,5.01352792221155e-07,61-70,0.002,Extracellular,**
Movement,Falls in the last year,Intracellular Bacterial Infections,212597,211607,990,0.134906517929826,0.0712419442582803,0.198571091601371,"0.13 (0.07, 0.20)",3.27947117424594e-05,0.04040308486671,61-70,0.88,Intracellular,**
Movement,Falls in the last year,Gram Positive Bacterial Infections,212570,210427,2143,0.168161627539655,0.124804523328329,0.21151873175098,"0.17 (0.12, 0.21)",2.93198407699142e-14,3.61220438285343e-11,61-70,0.011,Gram Positive,**
Movement,Falls in the last year,Gram Negative Bacterial Infections,212866,210028,2838,0.0520209022107482,0.0142303253112692,0.0898114791102272,"0.05 (0.01, 0.09)",0.00697590674961079,1,61-70,0.051,Gram Negative,*
Movement,Falls in the last year,Mycobacterial Infections,212952,212183,769,0.127489353305037,0.055288776286131,0.199689930323943,"0.13 (0.06, 0.20)",0.000538561769361968,0.663508099853945,61-70,0.797,Mycobacterial,*
Movement,Falls in the last year,Mycoplasma Infections,214198,214179,19,0.324457472521992,-0.13409277814323,0.783007723187214,"0.32 (-0.13, 0.78)",0.165496839264244,1,61-70,0.948,Mycoplasma,
Movement,Falls in the last year,Acute Bacterial Infections,181369,159863,21506,0.0909643992559072,0.0765230565180975,0.105405741993717,"0.09 (0.08, 0.11)",5.30947754831205e-35,6.54127633952045e-32,61-70,<0.001,Acute Bacterial,**
Movement,Falls in the last year,Chronic Bacterial Infections,212188,210959,1229,0.122856968124491,0.0656836116060748,0.180030324642907,"0.12 (0.07, 0.18)",2.53568616963116e-05,0.0312396536098559,61-70,0.401,Chronic Bacterial,**
Movement,Falls in the last year,Viral Infections,201107,184950,16157,0.00220082168051097,-0.0142747702820716,0.0186764136430936,"0.00 (-0.01, 0.02)",0.793464338243686,1,61-70,<0.001,Viral,
Movement,Falls in the last year,Acute Viral Infections,205087,192231,12856,-0.000226452976107141,-0.0185162962545501,0.0180633903023358,"-0.00 (-0.02, 0.02)",0.980639542720575,1,61-70,0.016,Acute Viral,
Movement,Falls in the last year,Herpes Viral Infections,208937,197242,11695,-0.016755548486335,-0.0358967653937514,0.00238566842108142,"-0.02 (-0.04, 0.00)",0.0862196338606667,1,61-70,0.002,Herpes,
Movement,Falls in the last year,Other Potentially Persistent Viral Infections,214056,213927,129,0.313547415472756,0.137505335400099,0.489589495545413,"0.31 (0.14, 0.49)",0.000481495127392884,0.593201996948033,61-70,0.003,Other Viral,*
Movement,Falls in the last year,Parasitic Infections,213197,212514,683,0.0883638810073671,0.0117478492451904,0.164979912769544,"0.09 (0.01, 0.16)",0.0237908619928875,1,61-70,0.287,Parasitic,*
Movement,Falls in the last year,Fungal Infections,205932,202034,3898,0.0924768723258196,0.0601324020497107,0.124821342601928,"0.09 (0.06, 0.12)",2.09952355382073e-08,2.58661301830714e-05,61-70,0.2,Fungal,**
Movement,Falls in the last year,Acute Infections,176345,148672,27673,0.0735441745663032,0.0605186693484918,0.0865696797841146,"0.07 (0.06, 0.09)",1.86660289388248e-28,2.29965476526321e-25,61-70,<0.001,Acute,**
Movement,Falls in the last year,Chronic Infections,206317,193243,13074,0.00310015718038129,-0.0150464685669236,0.0212467829276861,"0.00 (-0.02, 0.02)",0.737745464101892,1,61-70,<0.001,Chronic,
