Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Reaction time,All Infectious Diseases,168705,137868,30837,-0.0111335113102014,-0.0241900673945531,0.00192304477415029,"-0.01 (-0.02, 0.00)",0.0946640557735563,1,61-70,<0.001,Any,
Cognition,Reaction time,Bacterial Infections,178403,156365,22038,0.00808968913470552,-0.00679329827547748,0.0229726765448885,"0.01 (-0.01, 0.02)",0.286718520851352,1,61-70,<0.001,Bacterial,
Cognition,Reaction time,Invasive Bacterial Infections,201426,193435,7991,0.00274221136318198,-0.0208598234547823,0.0263442461811463,"0.00 (-0.02, 0.03)",0.819863744510055,1,61-70,0.117,Invasive,
Cognition,Reaction time,Localised Bacterial Infections,185427,167938,17489,0.00961841768834291,-0.00681581483194356,0.0260526502086294,"0.01 (-0.01, 0.03)",0.251337569811279,1,61-70,<0.001,Localised,
Cognition,Reaction time,Bacterial Infections with Sepsis,211909,211424,485,0.0544348954859425,-0.0395073148052544,0.148377105777139,"0.05 (-0.04, 0.15)",0.256079521815742,1,61-70,<0.001,Sepsis,
Cognition,Reaction time,Bacterial Infections without Sepsis,178539,156628,21911,0.00786281569901709,-0.00706168682966815,0.0227873182277023,"0.01 (-0.01, 0.02)",0.301795702802949,1,61-70,<0.001,No-Sepsis,
Cognition,Reaction time,Extracellular Bacterial Infections,209866,205522,4344,-0.0425019931139135,-0.074198104293096,-0.0108058819347309,"-0.04 (-0.07, -0.01)",0.00858511524292938,1,61-70,0.117,Extracellular,*
Cognition,Reaction time,Intracellular Bacterial Infections,210715,209733,982,-0.0736423341334504,-0.139720689465339,-0.00756397880156166,"-0.07 (-0.14, -0.01)",0.028938864067187,1,61-70,0.038,Intracellular,*
Cognition,Reaction time,Gram Positive Bacterial Infections,210692,208558,2134,0.00120691732810522,-0.0437433627444829,0.0461571974006933,"0.00 (-0.04, 0.05)",0.95803039996846,1,61-70,0.387,Gram Positive,
Cognition,Reaction time,Gram Negative Bacterial Infections,210983,208156,2827,-0.07867085537624,-0.117830136882282,-0.0395115738701976,"-0.08 (-0.12, -0.04)",8.23328189681584e-05,0.101434032968771,61-70,0.004,Gram Negative,*
Cognition,Reaction time,Mycobacterial Infections,211067,210306,761,-0.0632529291062189,-0.138276065348528,0.0117702071360904,"-0.06 (-0.14, 0.01)",0.0984383845325469,1,61-70,0.075,Mycobacterial,
Cognition,Reaction time,Mycoplasma Infections,212303,212285,18,-0.0843612536552626,-0.571470175646203,0.402747668335678,"-0.08 (-0.57, 0.40)",0.734275982662494,1,61-70,0.553,Mycoplasma,
Cognition,Reaction time,Acute Bacterial Infections,179803,158494,21309,0.00664311863890475,-0.0084551639705543,0.0217414012483638,"0.01 (-0.01, 0.02)",0.388483091477462,1,61-70,<0.001,Acute Bacterial,
Cognition,Reaction time,Chronic Bacterial Infections,210305,209087,1218,0.0332676106982567,-0.0261151488831238,0.0926503702796372,"0.03 (-0.03, 0.09)",0.272195274714508,1,61-70,0.106,Chronic Bacterial,
Cognition,Reaction time,Viral Infections,199309,183224,16085,-0.0684979510591376,-0.0855978689891735,-0.0513980331291017,"-0.07 (-0.09, -0.05)",4.14212091257235e-15,5.10309296428914e-12,61-70,0.005,Viral,**
Cognition,Reaction time,Acute Viral Infections,203258,190451,12807,-0.0711227037448121,-0.0900793428586263,-0.052166064630998,"-0.07 (-0.09, -0.05)",1.93718335673148e-13,2.38660989549318e-10,61-70,0.042,Acute Viral,**
Cognition,Reaction time,Herpes Viral Infections,207075,195420,11655,-0.0950860863967666,-0.114930688554899,-0.0752414842386342,"-0.10 (-0.11, -0.08)",5.98421899391936e-21,7.37255780050865e-18,61-70,0.085,Herpes,**
Cognition,Reaction time,Other Potentially Persistent Viral Infections,212166,212036,130,0.233740652492931,0.0524339410356084,0.415047363950254,"0.23 (0.05, 0.42)",0.0115114101635447,1,61-70,0.135,Other Viral,*
Cognition,Reaction time,Parasitic Infections,211315,210644,671,-0.0536603753548096,-0.133586127950384,0.0262653772407646,"-0.05 (-0.13, 0.03)",0.188214463972931,1,61-70,0.004,Parasitic,
Cognition,Reaction time,Fungal Infections,204106,200237,3869,0.051965287243051,0.0183959881302913,0.0855345863558107,"0.05 (0.02, 0.09)",0.00241330409029576,1,61-70,0.007,Fungal,*
Cognition,Reaction time,Acute Infections,174811,147359,27452,-0.0101423431069509,-0.0237544414694201,0.00346975525551836,"-0.01 (-0.02, 0.00)",0.144188903375424,1,61-70,<0.001,Acute,
Cognition,Reaction time,Chronic Infections,204478,191463,13015,-0.0820328941526374,-0.100857107359548,-0.0632086809457271,"-0.08 (-0.10, -0.06)",1.33658206109555e-17,1.64666909926972e-14,61-70,0.027,Chronic,**
