Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Numeric memory,All Infectious Diseases,22177,11926,10251,0.0221091761759628,-0.0033071728228535,0.047525525174779,"0.02 (-0.00, 0.05)",0.0882034435074533,1,61-70,0.207,Any,
Cognition,Numeric memory,Bacterial Infections,22177,14619,7558,0.00253604882854961,-0.0242374810049619,0.0293095786620611,"0.00 (-0.02, 0.03)",0.852711271430676,1,61-70,0.261,Bacterial,
Cognition,Numeric memory,Invasive Bacterial Infections,22177,19972,2205,-0.058195563071697,-0.100564892081042,-0.0158262340623516,"-0.06 (-0.10, -0.02)",0.00710320247306582,1,61-70,0.699,Invasive,*
Cognition,Numeric memory,Localised Bacterial Infections,22177,15790,6387,0.00399213306899487,-0.024034114856504,0.0320183809944938,"0.00 (-0.02, 0.03)",0.780095700576715,1,61-70,0.17,Localised,
Cognition,Numeric memory,Bacterial Infections with Sepsis,22177,22049,128,-0.167650317047799,-0.334895118458027,-0.000405515637570186,"-0.17 (-0.33, -0.00)",0.0494471329592337,1,61-70,0.847,Sepsis,*
Cognition,Numeric memory,Bacterial Infections without Sepsis,22177,14661,7516,0.00319333187499386,-0.0236137119114158,0.0300003756614035,"0.00 (-0.02, 0.03)",0.815383649334599,1,61-70,0.247,No-Sepsis,
Cognition,Numeric memory,Extracellular Bacterial Infections,22177,21274,903,0.0104776253714736,-0.0536581124108064,0.0746133631537535,"0.01 (-0.05, 0.07)",0.748812332730588,1,61-70,0.454,Extracellular,
Cognition,Numeric memory,Intracellular Bacterial Infections,22177,21915,262,-0.0568802758845455,-0.17403373695768,0.0602731851885895,"-0.06 (-0.17, 0.06)",0.341283635133981,1,61-70,0.055,Intracellular,
Cognition,Numeric memory,Gram Positive Bacterial Infections,22177,21676,501,-0.0286246581571501,-0.113849587686391,0.0566002713720906,"-0.03 (-0.11, 0.06)",0.510331165888615,1,61-70,0.439,Gram Positive,
Cognition,Numeric memory,Gram Negative Bacterial Infections,22177,21644,533,0.0209455791172507,-0.0618287873571302,0.103719945591631,"0.02 (-0.06, 0.10)",0.619910091261242,1,61-70,0.536,Gram Negative,
Cognition,Numeric memory,Mycobacterial Infections,22177,21979,198,-0.0478676892567807,-0.18244192111957,0.0867065426060083,"-0.05 (-0.18, 0.09)",0.485689986485005,1,61-70,0.033,Mycobacterial,
Cognition,Numeric memory,Mycoplasma Infections,22177,22172,5,0.63396906515934,-0.20916301246597,1.47710114278465,"0.63 (-0.21, 1.48)",0.140544429457725,1,61-70,0.141,Mycoplasma,
Cognition,Numeric memory,Acute Bacterial Infections,22177,14795,7382,0.00393798720947802,-0.0229953761316686,0.0308713505506247,"0.00 (-0.02, 0.03)",0.774431734325169,1,61-70,0.191,Acute Bacterial,
Cognition,Numeric memory,Chronic Bacterial Infections,22177,21865,312,-0.0610051953085835,-0.16849484565086,0.0464844550336931,"-0.06 (-0.17, 0.05)",0.265966157657187,1,61-70,0.825,Chronic Bacterial,
Cognition,Numeric memory,Viral Infections,22177,17818,4359,0.0499928362143987,0.0180138356414763,0.0819718367873211,"0.05 (0.02, 0.08)",0.00218527473988936,1,61-70,0.497,Viral,*
Cognition,Numeric memory,Acute Viral Infections,22177,18924,3253,0.070554738961806,0.0346033489561427,0.106506128967469,"0.07 (0.03, 0.11)",0.000120080608238411,0.147939309349722,61-70,0.535,Acute Viral,*
Cognition,Numeric memory,Herpes Viral Infections,22177,19712,2465,0.0390373535190102,-0.00143741939732087,0.0795121264353412,"0.04 (-0.00, 0.08)",0.0587093452935912,1,61-70,0.461,Herpes,
Cognition,Numeric memory,Other Potentially Persistent Viral Infections,22177,22156,21,-0.0774172826033533,-0.489048179227666,0.334213614020959,"-0.08 (-0.49, 0.33)",0.712400031582263,1,61-70,0.769,Other Viral,
Cognition,Numeric memory,Parasitic Infections,22177,21911,266,-0.0848477735994125,-0.201181127546344,0.0314855803475186,"-0.08 (-0.20, 0.03)",0.152852120386535,1,61-70,0.244,Parasitic,
Cognition,Numeric memory,Fungal Infections,22177,20162,2015,0.00080866376503857,-0.0432820716657697,0.0448993991958468,"0.00 (-0.04, 0.04)",0.971322976238663,1,61-70,0.897,Fungal,
Cognition,Numeric memory,Acute Infections,22177,13255,8922,0.0253078549208657,-0.000546116127840484,0.0511618259695718,"0.03 (-0.00, 0.05)",0.0550391633275098,1,61-70,0.07,Acute,
Cognition,Numeric memory,Chronic Infections,22177,19279,2898,0.0153859178389924,-0.0223077495774065,0.0530795852553913,"0.02 (-0.02, 0.05)",0.42368005333401,1,61-70,0.275,Chronic,
