Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Gram Negative Bacterial Infections,34331,32640,1691,-0.0388070688328941,-0.0862907795452827,0.00867664187949442,"-0.04 (-0.09, 0.01)",0.109191661272947,0.336476980608323,61-70,0.107,Cortical,Volume of bankssts (left hemisphere),Gram Negative,
L_caudalanteriorcingulate,Gram Negative Bacterial Infections,34331,32640,1691,-0.0113903267821959,-0.0601604668983375,0.0373798133339458,"-0.01 (-0.06, 0.04)",0.647121904559388,0.836280615122901,61-70,0.271,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Gram Negative,
L_caudalmiddlefrontal,Gram Negative Bacterial Infections,34331,32640,1691,-0.0214426583015751,-0.0686232711973766,0.0257379545942265,"-0.02 (-0.07, 0.03)",0.373044647807398,0.594982602832052,61-70,0.965,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Gram Negative,
L_cuneus,Gram Negative Bacterial Infections,34331,32640,1691,0.0162910228745654,-0.029973169701169,0.0625552154502997,"0.02 (-0.03, 0.06)",0.490081263043017,0.70170726299341,61-70,0.211,Cortical,Volume of cuneus (left hemisphere),Gram Negative,
L_entorhinal,Gram Negative Bacterial Infections,34331,32640,1691,-0.0247779096262309,-0.0712708639554656,0.0217150447030038,"-0.02 (-0.07, 0.02)",0.296225347291991,0.543588949198786,61-70,0.705,Cortical,Volume of entorhinal (left hemisphere),Gram Negative,
L_frontalpole,Gram Negative Bacterial Infections,34331,32640,1691,-0.00750890960722219,-0.054095350070692,0.0390775308562476,"-0.01 (-0.05, 0.04)",0.752063143704397,0.882482386455794,61-70,0.938,Cortical,Volume of frontalpole (left hemisphere),Gram Negative,
L_fusiform,Gram Negative Bacterial Infections,34331,32640,1691,-0.0586104213166506,-0.103556506405404,-0.0136643362278976,"-0.06 (-0.10, -0.01)",0.0105951723732992,0.0922902417386511,61-70,0.283,Cortical,Volume of fusiform (left hemisphere),Gram Negative,*
L_inferiorparietal,Gram Negative Bacterial Infections,34331,32640,1691,-0.0396194675857239,-0.086373201734859,0.00713426656341123,"-0.04 (-0.09, 0.01)",0.0967332521771444,0.323323751110854,61-70,0.175,Cortical,Volume of inferiorparietal (left hemisphere),Gram Negative,
L_inferiortemporal,Gram Negative Bacterial Infections,34331,32640,1691,-0.037173318118269,-0.0813174741628035,0.00697083792626554,"-0.04 (-0.08, 0.01)",0.0988452116585722,0.323323751110854,61-70,0.916,Cortical,Volume of inferiortemporal (left hemisphere),Gram Negative,
L_insula,Gram Negative Bacterial Infections,33568,31913,1655,0.00110676472218244,-0.0437273673367638,0.0459408967811287,"0.00 (-0.04, 0.05)",0.961409741082679,0.980871476732126,61-70,0.158,Cortical,Volume of grey matter in Insular Cortex (left),Gram Negative,
L_isthmuscingulate,Gram Negative Bacterial Infections,34331,32640,1691,0.00508756726050697,-0.0394947316388581,0.049669866159872,"0.01 (-0.04, 0.05)",0.823014068870679,0.897140974124472,61-70,0.32,Cortical,Volume of isthmuscingulate (left hemisphere),Gram Negative,
L_lateraloccipital,Gram Negative Bacterial Infections,34331,32640,1691,-0.00397178325730967,-0.0478254900478065,0.0398819235331872,"-0.00 (-0.05, 0.04)",0.859102496363998,0.917346733405625,61-70,0.268,Cortical,Volume of lateraloccipital (left hemisphere),Gram Negative,
L_lateralorbitofrontal,Gram Negative Bacterial Infections,34331,32640,1691,-0.0281062085633254,-0.071980146998206,0.0157677298715551,"-0.03 (-0.07, 0.02)",0.209261456914576,0.473605903095459,61-70,0.417,Cortical,Volume of lateralorbitofrontal (left hemisphere),Gram Negative,
L_lingual,Gram Negative Bacterial Infections,34331,32640,1691,-0.0191117607499281,-0.0661473773423053,0.0279238558424492,"-0.02 (-0.07, 0.03)",0.425798675797233,0.646393170487366,61-70,0.985,Cortical,Volume of lingual (left hemisphere),Gram Negative,
L_medialorbitofrontal,Gram Negative Bacterial Infections,34331,32640,1691,-0.0255299173831354,-0.0701779008235826,0.0191180660573118,"-0.03 (-0.07, 0.02)",0.262399692369793,0.505879888294962,61-70,0.625,Cortical,Volume of medialorbitofrontal (left hemisphere),Gram Negative,
L_middletemporal,Gram Negative Bacterial Infections,34331,32640,1691,-0.0224377447506577,-0.0665733796949837,0.0216978901936682,"-0.02 (-0.07, 0.02)",0.319041112445624,0.548051794230355,61-70,0.293,Cortical,Volume of middletemporal (left hemisphere),Gram Negative,
L_paracentral,Gram Negative Bacterial Infections,34331,32640,1691,-0.0166889971104695,-0.0639777200307713,0.0305997258098322,"-0.02 (-0.06, 0.03)",0.489112130319706,0.70170726299341,61-70,0.562,Cortical,Volume of paracentral (left hemisphere),Gram Negative,
L_parahippocampal,Gram Negative Bacterial Infections,34331,32640,1691,-0.025110683045419,-0.0734280783578627,0.0232067122670248,"-0.03 (-0.07, 0.02)",0.308383654605859,0.547272401131525,61-70,0.822,Cortical,Volume of parahippocampal (left hemisphere),Gram Negative,
L_parsopercularis,Gram Negative Bacterial Infections,34331,32640,1691,0.0137208217196994,-0.0337040039300271,0.0611456473694259,"0.01 (-0.03, 0.06)",0.570669342522979,0.764939756998886,61-70,0.524,Cortical,Volume of parsopercularis (left hemisphere),Gram Negative,
L_parsorbitalis,Gram Negative Bacterial Infections,34331,32640,1691,0.00299923781950496,-0.0423360412908028,0.0483345169298127,"0.00 (-0.04, 0.05)",0.896828630685276,0.938610774718569,61-70,0.12,Cortical,Volume of parsorbitalis (left hemisphere),Gram Negative,
