Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Mycobacterial Infections,34331,34172,159,-0.0128053887889016,-0.164100430883974,0.13848965330617,"-0.01 (-0.16, 0.14)",0.868241104946492,0.945699218720879,61-70,0.336,Cortical,Volume of bankssts (left hemisphere),Mycobacterial,
L_caudalanteriorcingulate,Mycobacterial Infections,34331,34172,159,-0.0173435778755723,-0.1727321257421,0.138044969990955,"-0.02 (-0.17, 0.14)",0.826832350713148,0.933483461661462,61-70,0.192,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Mycobacterial,
L_caudalmiddlefrontal,Mycobacterial Infections,34331,34172,159,0.0276502990851515,-0.122674890086917,0.17797548825722,"0.03 (-0.12, 0.18)",0.718459204526651,0.933483461661462,61-70,0.005,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Mycobacterial,
L_cuneus,Mycobacterial Infections,34331,34172,159,-0.0758473991755358,-0.22325013562781,0.0715553372767388,"-0.08 (-0.22, 0.07)",0.313196355823872,0.645189463543781,61-70,0.441,Cortical,Volume of cuneus (left hemisphere),Mycobacterial,
L_entorhinal,Mycobacterial Infections,34331,34172,159,0.115180138982311,-0.0329499663004979,0.26331024426512,"0.12 (-0.03, 0.26)",0.127506785308815,0.440160409559199,61-70,0.278,Cortical,Volume of entorhinal (left hemisphere),Mycobacterial,
L_frontalpole,Mycobacterial Infections,34331,34172,159,0.0997461681888577,-0.0486809180767843,0.2481732544545,"0.10 (-0.05, 0.25)",0.187785727882586,0.525800038071239,61-70,0.068,Cortical,Volume of frontalpole (left hemisphere),Mycobacterial,
L_fusiform,Mycobacterial Infections,34331,34172,159,0.0213403217467077,-0.121877363556152,0.164558007049568,"0.02 (-0.12, 0.16)",0.770244755350463,0.933483461661462,61-70,0.015,Cortical,Volume of fusiform (left hemisphere),Mycobacterial,
L_inferiorparietal,Mycobacterial Infections,34331,34172,159,0.00126819749910398,-0.147701433197022,0.15023782819523,"0.00 (-0.15, 0.15)",0.986687203100007,0.990618227813553,61-70,0.286,Cortical,Volume of inferiorparietal (left hemisphere),Mycobacterial,
L_inferiortemporal,Mycobacterial Infections,34331,34172,159,0.153185597552868,0.0125401756971941,0.293831019408542,"0.15 (0.01, 0.29)",0.0327849959989588,0.275393966391254,61-70,0.002,Cortical,Volume of inferiortemporal (left hemisphere),Mycobacterial,*
L_insula,Mycobacterial Infections,33568,33414,154,0.0488289629056949,-0.0947663705551386,0.192424296366528,"0.05 (-0.09, 0.19)",0.505095382455611,0.846491656623375,61-70,0.003,Cortical,Volume of grey matter in Insular Cortex (left),Mycobacterial,
L_isthmuscingulate,Mycobacterial Infections,34331,34172,159,-0.0106431472721738,-0.152688366342683,0.131402071798335,"-0.01 (-0.15, 0.13)",0.883242496743281,0.947136634805561,61-70,0.071,Cortical,Volume of isthmuscingulate (left hemisphere),Mycobacterial,
L_lateraloccipital,Mycobacterial Infections,34331,34172,159,-0.043446335886341,-0.183169412125471,0.0962767403527886,"-0.04 (-0.18, 0.10)",0.542220619111236,0.864807569721719,61-70,0.135,Cortical,Volume of lateraloccipital (left hemisphere),Mycobacterial,
L_lateralorbitofrontal,Mycobacterial Infections,34331,34172,159,0.0340028489456352,-0.105788128618449,0.17379382650972,"0.03 (-0.11, 0.17)",0.633536252664421,0.931162187882168,61-70,0.024,Cortical,Volume of lateralorbitofrontal (left hemisphere),Mycobacterial,
L_lingual,Mycobacterial Infections,34331,34172,159,-0.0858735148976502,-0.235733903365652,0.0639868735703515,"-0.09 (-0.24, 0.06)",0.261383809992387,0.582909027593642,61-70,0.675,Cortical,Volume of lingual (left hemisphere),Mycobacterial,
L_medialorbitofrontal,Mycobacterial Infections,34331,34172,159,-0.0239394998901273,-0.166196318041508,0.118317318261253,"-0.02 (-0.17, 0.12)",0.741521685847815,0.933483461661462,61-70,0.218,Cortical,Volume of medialorbitofrontal (left hemisphere),Mycobacterial,
L_middletemporal,Mycobacterial Infections,34331,34172,159,-0.044752303664462,-0.185375570096998,0.0958709627680745,"-0.04 (-0.19, 0.10)",0.532785487297902,0.864807569721719,61-70,0.031,Cortical,Volume of middletemporal (left hemisphere),Mycobacterial,
L_paracentral,Mycobacterial Infections,34331,34172,159,-0.0303337420787013,-0.181002639391657,0.120335155234254,"-0.03 (-0.18, 0.12)",0.693134724636235,0.933483461661462,61-70,0.097,Cortical,Volume of paracentral (left hemisphere),Mycobacterial,
L_parahippocampal,Mycobacterial Infections,34331,34172,159,0.0337127226382496,-0.120234868064229,0.187660313340728,"0.03 (-0.12, 0.19)",0.66776266589859,0.933483461661462,61-70,0.777,Cortical,Volume of parahippocampal (left hemisphere),Mycobacterial,
L_parsopercularis,Mycobacterial Infections,34331,34172,159,0.0882373274031576,-0.0628623261653437,0.239336980971659,"0.09 (-0.06, 0.24)",0.252384464219389,0.574032328223331,61-70,0.001,Cortical,Volume of parsopercularis (left hemisphere),Mycobacterial,
L_parsorbitalis,Mycobacterial Infections,34331,34172,159,0.103694754148206,-0.0407453694987745,0.248134877795187,"0.10 (-0.04, 0.25)",0.159399704131325,0.483120618993965,61-70,0.404,Cortical,Volume of parsorbitalis (left hemisphere),Mycobacterial,
L_parstriangularis,Mycobacterial Infections,34331,34172,159,0.091011677959006,-0.0568780879150621,0.238901443833074,"0.09 (-0.06, 0.24)",0.227745395702432,0.574032328223331,61-70,0.258,Cortical,Volume of parstriangularis (left hemisphere),Mycobacterial,
L_pericalcarine,Mycobacterial Infections,34331,34172,159,-0.101960449763823,-0.253089962507151,0.0491690629795058,"-0.10 (-0.25, 0.05)",0.186060999891545,0.525800038071239,61-70,0.916,Cortical,Volume of pericalcarine (left hemisphere),Mycobacterial,
