Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,All Infectious Diseases,34331,11543,22788,-0.0192895199317218,-0.0410723733103084,0.00249333344686479,"-0.02 (-0.04, 0.00)",0.0826291242780831,0.100108362106139,61-70,0.82,Cortical,Volume of bankssts (left hemisphere),Any,
L_caudalanteriorcingulate,All Infectious Diseases,34331,11543,22788,-0.0214084732000871,-0.0437805350252049,0.000963588625030716,"-0.02 (-0.04, 0.00)",0.0607170063076037,0.0753728354163357,61-70,0.306,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Any,
L_caudalmiddlefrontal,All Infectious Diseases,34331,11543,22788,-0.0373368460179536,-0.0589774403341683,-0.0156962517017388,"-0.04 (-0.06, -0.02)",0.000721257288665527,0.00151464030619761,61-70,0.149,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Any,**
L_cuneus,All Infectious Diseases,34331,11543,22788,-0.0179237419301088,-0.0391465870521194,0.00329910319190167,"-0.02 (-0.04, 0.00)",0.0978637061993229,0.115241373655277,61-70,0.526,Cortical,Volume of cuneus (left hemisphere),Any,
L_entorhinal,All Infectious Diseases,34331,11543,22788,-0.0345709338441671,-0.0558966247114706,-0.0132452429768636,"-0.03 (-0.06, -0.01)",0.00148735391743515,0.00295128493853274,61-70,0.881,Cortical,Volume of entorhinal (left hemisphere),Any,**
L_frontalpole,All Infectious Diseases,34331,11543,22788,-0.0301654600830823,-0.0515344827738218,-0.00879643739234281,"-0.03 (-0.05, -0.01)",0.00566276708185245,0.00970760071174705,61-70,0.025,Cortical,Volume of frontalpole (left hemisphere),Any,**
L_fusiform,All Infectious Diseases,34331,11543,22788,-0.0576283174493045,-0.0782401299200629,-0.037016504978546,"-0.06 (-0.08, -0.04)",4.28233321078168e-08,3.72119989350684e-07,61-70,0.211,Cortical,Volume of fusiform (left hemisphere),Any,**
L_inferiorparietal,All Infectious Diseases,34331,11543,22788,-0.0490198195295436,-0.070462529884746,-0.0275771091743412,"-0.05 (-0.07, -0.03)",7.46042834928922e-06,2.80601185674759e-05,61-70,0.384,Cortical,Volume of inferiorparietal (left hemisphere),Any,**
L_inferiortemporal,All Infectious Diseases,34331,11543,22788,-0.0423413393032567,-0.0625881722402864,-0.0220945063662269,"-0.04 (-0.06, -0.02)",4.16011789386389e-05,0.000121901128982988,61-70,0.395,Cortical,Volume of inferiortemporal (left hemisphere),Any,**
L_insula,All Infectious Diseases,33568,11321,22247,-0.0430901957779657,-0.0636475163379761,-0.0225328752179553,"-0.04 (-0.06, -0.02)",3.99305501680342e-05,0.00011838233696876,61-70,0.778,Cortical,Volume of grey matter in Insular Cortex (left),Any,**
