Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Herpes Viral Infections,34331,20104,14227,-0.0221637592005668,-0.0431102874954946,-0.00121723090563903,"-0.02 (-0.04, -0.00)",0.0380929481448499,0.0430467396076331,61-70,0.465,Cortical,Volume of bankssts (left hemisphere),Herpes,**
L_caudalanteriorcingulate,Herpes Viral Infections,34331,20104,14227,-0.0192092519310106,-0.0407229133557969,0.00230440949377579,"-0.02 (-0.04, 0.00)",0.0801123134933034,0.0866450772545599,61-70,0.844,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Herpes,
L_caudalmiddlefrontal,Herpes Viral Infections,34331,20104,14227,-0.0357933923872515,-0.0566035355370155,-0.0149832492374875,"-0.04 (-0.06, -0.01)",0.000749099347870446,0.00114407900402032,61-70,0.182,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Herpes,**
L_cuneus,Herpes Viral Infections,34331,20104,14227,-0.0143058007707456,-0.0347144583152571,0.00610285677376593,"-0.01 (-0.03, 0.01)",0.169475789790453,0.178694138189097,61-70,0.062,Cortical,Volume of cuneus (left hemisphere),Herpes,
L_entorhinal,Herpes Viral Infections,34331,20104,14227,-0.0282329038343833,-0.0487410478424262,-0.00772475982634037,"-0.03 (-0.05, -0.01)",0.00697256111013256,0.0088389104650685,61-70,0.956,Cortical,Volume of entorhinal (left hemisphere),Herpes,**
L_frontalpole,Herpes Viral Infections,34331,20104,14227,-0.0210259574081383,-0.0415760173133838,-0.000475897502892762,"-0.02 (-0.04, -0.00)",0.0449256295436982,0.050316705088942,61-70,0.033,Cortical,Volume of frontalpole (left hemisphere),Herpes,*
L_fusiform,Herpes Viral Infections,34331,20104,14227,-0.0746128981701744,-0.0944266671542123,-0.0547991291861365,"-0.07 (-0.09, -0.05)",1.60764109375501e-13,2.53203472266413e-12,61-70,0.048,Cortical,Volume of fusiform (left hemisphere),Herpes,**
L_inferiorparietal,Herpes Viral Infections,34331,20104,14227,-0.0562771954895319,-0.0768944612712799,-0.035659929707784,"-0.06 (-0.08, -0.04)",8.84506723160284e-08,3.37720748843017e-07,61-70,0.756,Cortical,Volume of inferiorparietal (left hemisphere),Herpes,**
L_inferiortemporal,Herpes Viral Infections,34331,20104,14227,-0.0497800239254409,-0.0692475123475825,-0.0303125355032993,"-0.05 (-0.07, -0.03)",5.41428574644079e-07,1.64385543144949e-06,61-70,0.728,Cortical,Volume of inferiortemporal (left hemisphere),Herpes,**
L_insula,Herpes Viral Infections,33568,19726,13842,-0.0383977019279481,-0.0581960962950886,-0.0185993075608076,"-0.04 (-0.06, -0.02)",0.000144158316215569,0.000254041228575688,61-70,0.184,Cortical,Volume of grey matter in Insular Cortex (left),Herpes,**
L_isthmuscingulate,Herpes Viral Infections,34331,20104,14227,-0.0268378598425938,-0.0465029471846376,-0.00717277250054994,"-0.03 (-0.05, -0.01)",0.0074776186794596,0.00932851439219712,61-70,0.624,Cortical,Volume of isthmuscingulate (left hemisphere),Herpes,**
L_lateraloccipital,Herpes Viral Infections,34331,20104,14227,-0.0512195612385169,-0.070557687749915,-0.0318814347271189,"-0.05 (-0.07, -0.03)",2.09901756672838e-07,7.34656148354931e-07,61-70,0.43,Cortical,Volume of lateraloccipital (left hemisphere),Herpes,**
L_lateralorbitofrontal,Herpes Viral Infections,34331,20104,14227,-0.0536623949720705,-0.073009144594969,-0.0343156453491719,"-0.05 (-0.07, -0.03)",5.46840600397988e-08,2.18736240159195e-07,61-70,0.602,Cortical,Volume of lateralorbitofrontal (left hemisphere),Herpes,**
L_lingual,Herpes Viral Infections,34331,20104,14227,-0.0333531240012587,-0.0540996989925159,-0.0126065490100015,"-0.03 (-0.05, -0.01)",0.00162831614973349,0.0023582509754761,61-70,0.215,Cortical,Volume of lingual (left hemisphere),Herpes,**
L_medialorbitofrontal,Herpes Viral Infections,34331,20104,14227,-0.0644404153709154,-0.0841250692658578,-0.0447557614759729,"-0.06 (-0.08, -0.04)",1.41316281200425e-10,1.01747722464306e-09,61-70,0.508,Cortical,Volume of medialorbitofrontal (left hemisphere),Herpes,**
L_middletemporal,Herpes Viral Infections,34331,20104,14227,-0.0473574496730927,-0.0668213630248556,-0.0278935363213298,"-0.05 (-0.07, -0.03)",1.85960424421805e-06,4.88146114107237e-06,61-70,0.543,Cortical,Volume of middletemporal (left hemisphere),Herpes,**
L_paracentral,Herpes Viral Infections,34331,20104,14227,-0.0425179036271955,-0.0633742378382792,-0.0216615694161118,"-0.04 (-0.06, -0.02)",6.46269216040507e-05,0.000120636920327561,61-70,0.421,Cortical,Volume of paracentral (left hemisphere),Herpes,**
L_parahippocampal,Herpes Viral Infections,34331,20104,14227,-0.0542624897235095,-0.0755699085198218,-0.0329550709271973,"-0.05 (-0.08, -0.03)",6.02008252120885e-07,1.78351634744724e-06,61-70,0.72,Cortical,Volume of parahippocampal (left hemisphere),Herpes,**
L_parsopercularis,Herpes Viral Infections,34331,20104,14227,-0.0358610873615144,-0.0567788251177474,-0.0149433496052814,"-0.04 (-0.06, -0.01)",0.000779556018738045,0.00118342238989149,61-70,0.661,Cortical,Volume of parsopercularis (left hemisphere),Herpes,**
L_parsorbitalis,Herpes Viral Infections,34331,20104,14227,-0.0412615583925206,-0.061256091549687,-0.0212670252353542,"-0.04 (-0.06, -0.02)",5.24807647431317e-05,0.000100955364238696,61-70,0.406,Cortical,Volume of parsorbitalis (left hemisphere),Herpes,**
L_parstriangularis,Herpes Viral Infections,34331,20104,14227,-0.0363794652916575,-0.0568526297883442,-0.0159063007949709,"-0.04 (-0.06, -0.02)",0.000496724287308638,0.000782340752511104,61-70,0.925,Cortical,Volume of parstriangularis (left hemisphere),Herpes,**
L_pericalcarine,Herpes Viral Infections,34331,20104,14227,-0.0043152118840793,-0.0252406093110819,0.0166101855429233,"-0.00 (-0.03, 0.02)",0.686071244298409,0.694337162904414,61-70,0.011,Cortical,Volume of pericalcarine (left hemisphere),Herpes,
L_postcentral,Herpes Viral Infections,34331,20104,14227,-0.0388408115814029,-0.0591068774535861,-0.0185747457092198,"-0.04 (-0.06, -0.02)",0.000172597838333595,0.000297908597671685,61-70,0.455,Cortical,Volume of postcentral (left hemisphere),Herpes,**
