Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections without Sepsis,34331,20072,14259,-0.00174380514113847,-0.0226482838224747,0.0191606735401978,"-0.00 (-0.02, 0.02)",0.870124471587273,0.909839696431505,61-70,0.642,Cortical,Volume of bankssts (left hemisphere),No-Sepsis,
L_caudalanteriorcingulate,Bacterial Infections without Sepsis,34331,20072,14259,-0.0150931569654455,-0.036562657226544,0.0063763432956531,"-0.02 (-0.04, 0.01)",0.16823936529268,0.32865364382756,61-70,0.237,Cortical,Volume of caudalanteriorcingulate (left hemisphere),No-Sepsis,
L_caudalmiddlefrontal,Bacterial Infections without Sepsis,34331,20072,14259,-0.0200325087649206,-0.0408019400483577,0.000736922518516387,"-0.02 (-0.04, 0.00)",0.0587010127430711,0.16255665067312,61-70,0.561,Cortical,Volume of caudalmiddlefrontal (left hemisphere),No-Sepsis,
L_cuneus,Bacterial Infections without Sepsis,34331,20072,14259,0.00158743549357007,-0.0187795369403176,0.0219544079274578,"0.00 (-0.02, 0.02)",0.878581957560358,0.914886997128968,61-70,0.266,Cortical,Volume of cuneus (left hemisphere),No-Sepsis,
L_entorhinal,Bacterial Infections without Sepsis,34331,20072,14259,-0.0132364359712759,-0.0337038277347314,0.00723095579217947,"-0.01 (-0.03, 0.01)",0.204960132316699,0.36631172584261,61-70,0.317,Cortical,Volume of entorhinal (left hemisphere),No-Sepsis,
L_frontalpole,Bacterial Infections without Sepsis,34331,20072,14259,-0.0150565191053579,-0.0355646309482922,0.0054515927375763,"-0.02 (-0.04, 0.01)",0.150158218076009,0.297951739804365,61-70,0.005,Cortical,Volume of frontalpole (left hemisphere),No-Sepsis,
L_fusiform,Bacterial Infections without Sepsis,34331,20072,14259,-0.0112464844974186,-0.0310345790495973,0.00854161005476007,"-0.01 (-0.03, 0.01)",0.265296858070182,0.439834264695301,61-70,0.599,Cortical,Volume of fusiform (left hemisphere),No-Sepsis,
L_inferiorparietal,Bacterial Infections without Sepsis,34331,20072,14259,-0.0147239413475056,-0.0353065274784862,0.0058586447834749,"-0.01 (-0.04, 0.01)",0.160886183203746,0.316744673182375,61-70,0.014,Cortical,Volume of inferiorparietal (left hemisphere),No-Sepsis,
L_inferiortemporal,Bacterial Infections without Sepsis,34331,20072,14259,-0.00529253644412263,-0.0247267636885648,0.0141416908003196,"-0.01 (-0.02, 0.01)",0.593499171145325,0.719047072733759,61-70,0.579,Cortical,Volume of inferiortemporal (left hemisphere),No-Sepsis,
L_insula,Bacterial Infections without Sepsis,33568,19613,13955,-0.0136852329741509,-0.0334300626511715,0.00605959670286967,"-0.01 (-0.03, 0.01)",0.174311320287243,0.33027408054425,61-70,0.712,Cortical,Volume of grey matter in Insular Cortex (left),No-Sepsis,
L_isthmuscingulate,Bacterial Infections without Sepsis,34331,20072,14259,0.0092698000870668,-0.0103563887731683,0.0288959889473019,"0.01 (-0.01, 0.03)",0.354577901658541,0.501986692235687,61-70,0.325,Cortical,Volume of isthmuscingulate (left hemisphere),No-Sepsis,
L_lateraloccipital,Bacterial Infections without Sepsis,34331,20072,14259,-0.00776641352346419,-0.027071919782729,0.0115390927358006,"-0.01 (-0.03, 0.01)",0.430408653314236,0.564911357474934,61-70,0.075,Cortical,Volume of lateraloccipital (left hemisphere),No-Sepsis,
L_lateralorbitofrontal,Bacterial Infections without Sepsis,34331,20072,14259,-0.00938250064385057,-0.0286972680849949,0.00993226679729377,"-0.01 (-0.03, 0.01)",0.341041897041494,0.491100331739751,61-70,0.865,Cortical,Volume of lateralorbitofrontal (left hemisphere),No-Sepsis,
L_lingual,Bacterial Infections without Sepsis,34331,20072,14259,-0.00282172678052122,-0.0235283378222274,0.017884884261185,"-0.00 (-0.02, 0.02)",0.78939592380708,0.861159189607724,61-70,0.096,Cortical,Volume of lingual (left hemisphere),No-Sepsis,
L_medialorbitofrontal,Bacterial Infections without Sepsis,34331,20072,14259,0.00356706161209095,-0.0160885978115648,0.0232227210357467,"0.00 (-0.02, 0.02)",0.722065874667689,0.823351133105238,61-70,0.507,Cortical,Volume of medialorbitofrontal (left hemisphere),No-Sepsis,
L_middletemporal,Bacterial Infections without Sepsis,34331,20072,14259,-0.0116290188760725,-0.0310586955984057,0.00780065784626063,"-0.01 (-0.03, 0.01)",0.240757484784643,0.406801514806974,61-70,0.444,Cortical,Volume of middletemporal (left hemisphere),No-Sepsis,
L_paracentral,Bacterial Infections without Sepsis,34331,20072,14259,-0.0232633292859196,-0.0440798850048986,-0.00244677356694058,"-0.02 (-0.04, -0.00)",0.0285008576493641,0.114003430597457,61-70,0.286,Cortical,Volume of paracentral (left hemisphere),No-Sepsis,*
L_parahippocampal,Bacterial Infections without Sepsis,34331,20072,14259,-0.0143843212331676,-0.0356548156050785,0.00688617313874337,"-0.01 (-0.04, 0.01)",0.18501877888419,0.342828913814823,61-70,0.397,Cortical,Volume of parahippocampal (left hemisphere),No-Sepsis,
L_parsopercularis,Bacterial Infections without Sepsis,34331,20072,14259,0.00115843009504745,-0.0197194464283513,0.0220363066184462,"0.00 (-0.02, 0.02)",0.91339791253609,0.943345385078256,61-70,0.744,Cortical,Volume of parsopercularis (left hemisphere),No-Sepsis,
L_parsorbitalis,Bacterial Infections without Sepsis,34331,20072,14259,-0.00240259800244851,-0.0223604900628823,0.0175552940579852,"-0.00 (-0.02, 0.02)",0.813468715514396,0.875115447280891,61-70,0.664,Cortical,Volume of parsorbitalis (left hemisphere),No-Sepsis,
L_parstriangularis,Bacterial Infections without Sepsis,34331,20072,14259,0.0106190343035843,-0.00981506046316146,0.03105312907033,"0.01 (-0.01, 0.03)",0.308411938464244,0.476709763100868,61-70,0.124,Cortical,Volume of parstriangularis (left hemisphere),No-Sepsis,
L_pericalcarine,Bacterial Infections without Sepsis,34331,20072,14259,0.0103884194421628,-0.010493430519075,0.0312702694034005,"0.01 (-0.01, 0.03)",0.329523368145413,0.481680704748771,61-70,0.898,Cortical,Volume of pericalcarine (left hemisphere),No-Sepsis,
L_postcentral,Bacterial Infections without Sepsis,34331,20072,14259,-0.0164565559708093,-0.0366840873233212,0.00377097538170248,"-0.02 (-0.04, 0.00)",0.110804580624476,0.232689619311399,61-70,0.749,Cortical,Volume of postcentral (left hemisphere),No-Sepsis,
L_posteriorcingulate,Bacterial Infections without Sepsis,34331,20072,14259,-0.0132313256587515,-0.033423292132757,0.00696064081525409,"-0.01 (-0.03, 0.01)",0.199023264171337,0.360819155188323,61-70,0.189,Cortical,Volume of posteriorcingulate (left hemisphere),No-Sepsis,
L_precentral,Bacterial Infections without Sepsis,34331,20072,14259,-0.0185785365284983,-0.0384190006896857,0.00126192763268917,"-0.02 (-0.04, 0.00)",0.0664598767826092,0.172658648961005,61-70,0.539,Cortical,Volume of precentral (left hemisphere),No-Sepsis,
L_precuneus,Bacterial Infections without Sepsis,34331,20072,14259,-0.0101674519990795,-0.0299788359883124,0.00964393199015339,"-0.01 (-0.03, 0.01)",0.314464175482644,0.476709763100868,61-70,0.464,Cortical,Volume of precuneus (left hemisphere),No-Sepsis,
L_rostralanteriorcingulate,Bacterial Infections without Sepsis,34331,20072,14259,-0.0101218639780072,-0.030516528329349,0.0102728003733347,"-0.01 (-0.03, 0.01)",0.330677626672768,0.481680704748771,61-70,0.837,Cortical,Volume of rostralanteriorcingulate (left hemisphere),No-Sepsis,
L_rostralmiddlefrontal,Bacterial Infections without Sepsis,34331,20072,14259,-0.00077538342045787,-0.0200093975732969,0.0184586307323812,"-0.00 (-0.02, 0.02)",0.937021088334663,0.963371237570487,61-70,0.09,Cortical,Volume of rostralmiddlefrontal (left hemisphere),No-Sepsis,
L_superiorfrontal,Bacterial Infections without Sepsis,34331,20072,14259,-0.00917794157926371,-0.0283952163685386,0.0100393332100112,"-0.01 (-0.03, 0.01)",0.349234222814114,0.4975583697772,61-70,0.434,Cortical,Volume of superiorfrontal (left hemisphere),No-Sepsis,
L_superiorparietal,Bacterial Infections without Sepsis,34331,20072,14259,-0.022140026946819,-0.042707770319517,-0.00157228357412106,"-0.02 (-0.04, -0.00)",0.0348771044788959,0.122069865676136,61-70,0.908,Cortical,Volume of superiorparietal (left hemisphere),No-Sepsis,*
L_superiortemporal,Bacterial Infections without Sepsis,34331,20072,14259,-0.00873390372571999,-0.0282896495954844,0.0108218421440444,"-0.01 (-0.03, 0.01)",0.381372421561803,0.525168580511336,61-70,0.317,Cortical,Volume of superiortemporal (left hemisphere),No-Sepsis,
L_supramarginal,Bacterial Infections without Sepsis,34331,20072,14259,-0.00209005725929713,-0.021674897420884,0.0174947829022898,"-0.00 (-0.02, 0.02)",0.834315957767473,0.89087975151442,61-70,0.14,Cortical,Volume of supramarginal (left hemisphere),No-Sepsis,
L_temporalpole,Bacterial Infections without Sepsis,33568,19613,13955,-0.0163802767395009,-0.0360117441471314,0.00325119066812967,"-0.02 (-0.04, 0.00)",0.101968105210906,0.226595010630086,61-70,0.271,Cortical,Volume of grey matter in Temporal Pole (left),No-Sepsis,
L_transversetemporal,Bacterial Infections without Sepsis,34331,20072,14259,0.00496170363285116,-0.0158941974498196,0.0258176047155219,"0.00 (-0.02, 0.03)",0.641003848719971,0.758370750598276,61-70,0.68,Cortical,Volume of transversetemporal (left hemisphere),No-Sepsis,
Laccumb,Bacterial Infections without Sepsis,33562,19609,13953,-0.0439713780787105,-0.0653507611478598,-0.0225919950095612,"-0.04 (-0.07, -0.02)",5.56057882143156e-05,0.00280253172600151,61-70,0.921,SubCortical,Volume of accumbens (left),No-Sepsis,**
Lamyg,Bacterial Infections without Sepsis,33562,19609,13953,-0.0073591249527045,-0.0279364353844074,0.0132181854789984,"-0.01 (-0.03, 0.01)",0.48332468777813,0.608989106600444,61-70,0.353,SubCortical,Volume of amygdala (left),No-Sepsis,
Lcaud,Bacterial Infections without Sepsis,33562,19609,13953,0.0043506017339464,-0.0159878556793442,0.024689059147237,"0.00 (-0.02, 0.02)",0.675020592295664,0.791186926783755,61-70,0.013,SubCortical,Volume of caudate (left),No-Sepsis,
