Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Movement,Falls in the last year,All Infectious Diseases,183834,144011,39823,0.0474533075101335,0.0372606796670823,0.0576459353531846,"0.05 (0.04, 0.06)",7.24544928469738e-20,4.46319675937359e-17,Male,0.004,Any,**
Movement,Falls in the last year,Bacterial Infections,194890,170402,24488,0.0776205082163326,0.0653659650407758,0.0898750513918894,"0.08 (0.07, 0.09)",2.24803264787863e-35,1.38478811109324e-32,Male,0.013,Bacterial,**
Movement,Falls in the last year,Invasive Bacterial Infections,216607,207948,8659,0.122988623143684,0.103251392934101,0.142725853353267,"0.12 (0.10, 0.14)",2.71271590749681e-34,1.67103299901803e-31,Male,0.007,Invasive,**
Movement,Falls in the last year,Localised Bacterial Infections,202126,182754,19372,0.0714846705405782,0.0578877309734391,0.0850816101077172,"0.07 (0.06, 0.09)",6.82776364827488e-25,4.20590240733733e-22,Male,0.01,Localised,**
Movement,Falls in the last year,Bacterial Infections with Sepsis,227137,226616,521,0.207547288117575,0.128202873250103,0.286891702985048,"0.21 (0.13, 0.29)",2.94861850552022e-07,0.000181634899940046,Male,0.883,Sepsis,**
Movement,Falls in the last year,Bacterial Infections without Sepsis,195026,170683,24343,0.0782329231212895,0.0659476603511522,0.0905181858914268,"0.08 (0.07, 0.09)",9.75916110566387e-36,6.01164324108894e-33,Male,0.01,No-Sepsis,**
Movement,Falls in the last year,Extracellular Bacterial Infections,225173,221140,4033,0.0916050736377845,0.0629019950729807,0.120308152202588,"0.09 (0.06, 0.12)",3.97706305911995e-10,2.44987084441789e-07,Male,0.023,Extracellular,**
Movement,Falls in the last year,Intracellular Bacterial Infections,226252,225331,921,0.14651683620281,0.0867966515622054,0.206237020843416,"0.15 (0.09, 0.21)",1.52104015572049e-06,0.000936960735923822,Male,0.207,Intracellular,**
Movement,Falls in the last year,Gram Positive Bacterial Infections,225843,223588,2255,0.170133640335274,0.131894362578996,0.208372918091551,"0.17 (0.13, 0.21)",2.79318356010009e-18,1.72060107302166e-15,Male,<0.001,Gram Positive,**
Movement,Falls in the last year,Gram Negative Bacterial Infections,226274,223892,2382,0.0336632445397567,-0.00359090950282381,0.0709173985823373,"0.03 (-0.00, 0.07)",0.0765531517638575,1.0,Male,0.996,Gram Negative,
Movement,Falls in the last year,Mycobacterial Infections,226691,226066,625,0.141955892541106,0.0694899863650158,0.214421798717196,"0.14 (0.07, 0.21)",0.000123338872734608,0.0759767456045185,Male,0.236,Mycobacterial,*
Movement,Falls in the last year,Mycoplasma Infections,227511,227482,29,0.210172664467994,-0.125900296686012,0.546245625622001,"0.21 (-0.13, 0.55)",0.220303431951265,1.0,Male,0.443,Mycoplasma,
Movement,Falls in the last year,Acute Bacterial Infections,196133,172335,23798,0.076252058024525,0.0638462820877558,0.0886578339612943,"0.08 (0.06, 0.09)",2.06720069418649e-33,1.27339562761888e-30,Male,0.014,Acute Bacterial,**
Movement,Falls in the last year,Chronic Bacterial Infections,225741,224558,1183,0.163419511771364,0.110718711522385,0.216120312020344,"0.16 (0.11, 0.22)",1.22135617871422e-09,7.5235540608796e-07,Male,0.184,Chronic Bacterial,**
Movement,Falls in the last year,Viral Infections,214170,189440,24730,-0.00711430854978127,-0.0194721523820771,0.00524353528251459,"-0.01 (-0.02, 0.01)",0.259177011524207,1.0,Male,0.143,Viral,
Movement,Falls in the last year,Acute Viral Infections,218023,198905,19118,-0.00491446528733088,-0.0187178326480458,0.00888890207338407,"-0.00 (-0.02, 0.01)",0.48529220723313,1.0,Male,0.527,Acute Viral,
Movement,Falls in the last year,Herpes Viral Infections,222451,202953,19498,-0.0269116091494043,-0.0406347192019996,-0.0131884990968089,"-0.03 (-0.04, -0.01)",0.000121278914295294,0.0747078112059011,Male,0.416,Herpes,*
Movement,Falls in the last year,Other Potentially Persistent Viral Infections,227133,226851,282,0.279891718228685,0.171984272281151,0.387799164176219,"0.28 (0.17, 0.39)",3.70237028405614e-07,0.000228066009497858,Male,0.106,Other Viral,**
Movement,Falls in the last year,Parasitic Infections,226334,225457,877,0.0586154960802463,-0.00260298279819901,0.119833974958692,"0.06 (-0.00, 0.12)",0.0605691188465925,1.0,Male,0.462,Parasitic,
Movement,Falls in the last year,Fungal Infections,218905,214186,4719,0.0810355389732584,0.0543749447714573,0.10769613317506,"0.08 (0.05, 0.11)",2.56684153713857e-09,1.58117438687736e-06,Male,0.179,Fungal,**
Movement,Falls in the last year,Acute Infections,190424,155819,34605,0.0534968563252668,0.0428196459321357,0.0641740667183979,"0.05 (0.04, 0.06)",9.32953784418884e-23,5.74699531202033e-20,Male,0.01,Acute,**
Movement,Falls in the last year,Chronic Infections,219727,198823,20904,-0.0110413742642612,-0.0243044690414185,0.00222172051289599,"-0.01 (-0.02, 0.00)",0.102753296874038,1.0,Male,0.162,Chronic,
