Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Movement,Hand grip strength right,All Infectious Diseases,183673,143947,39726,0.00412850164156672,-0.00469755139238434,0.0129545546755178,"0.00 (-0.00, 0.01)",0.359246136670288,1.0,Male,0.012,Any,
Movement,Hand grip strength right,Bacterial Infections,194717,170309,24408,-0.0333088577240706,-0.0439517407840644,-0.0226659746640767,"-0.03 (-0.04, -0.02)",8.58036920524252e-10,5.28550743042939e-07,Male,<0.001,Bacterial,**
Movement,Hand grip strength right,Invasive Bacterial Infections,216434,207818,8616,-0.0625850690871932,-0.0796813525020789,-0.0454887856723075,"-0.06 (-0.08, -0.05)",7.25580692278887e-13,4.46957706443794e-10,Male,<0.001,Invasive,**
Movement,Hand grip strength right,Localised Bacterial Infections,201955,182640,19315,-0.0318661912561305,-0.043639180486673,-0.020093202025588,"-0.03 (-0.04, -0.02)",1.1272545529882e-07,6.94388804640731e-05,Male,<0.001,Localised,**
Movement,Hand grip strength right,Bacterial Infections with Sepsis,226960,226442,518,-0.15171271699198,-0.220171445060359,-0.0832539889236008,"-0.15 (-0.22, -0.08)",1.40267286954294e-05,0.00864046487638451,Male,0.282,Sepsis,**
Movement,Hand grip strength right,Bacterial Infections without Sepsis,194856,170592,24264,-0.033161411951724,-0.043830992087326,-0.022491831816122,"-0.03 (-0.04, -0.02)",1.11945936754558e-09,6.89586970408077e-07,Male,<0.001,No-Sepsis,**
Movement,Hand grip strength right,Extracellular Bacterial Infections,225009,220994,4015,-0.0566268169161927,-0.0814105665377706,-0.0318430672946148,"-0.06 (-0.08, -0.03)",7.53044436567811e-06,0.00463875372925772,Male,<0.001,Extracellular,**
Movement,Hand grip strength right,Intracellular Bacterial Infections,226071,225154,917,-0.0796180020486515,-0.131099638945666,-0.0281363651516367,"-0.08 (-0.13, -0.03)",0.00243640953651702,1.0,Male,0.003,Intracellular,*
Movement,Hand grip strength right,Gram Positive Bacterial Infections,225682,223437,2245,-0.100863853744508,-0.133874376108679,-0.0678533313803363,"-0.10 (-0.13, -0.07)",2.11824787350224e-09,1.30484069007738e-06,Male,<0.001,Gram Positive,**
Movement,Hand grip strength right,Gram Negative Bacterial Infections,226097,223728,2369,-0.0242599410335012,-0.056401749695895,0.00788186762889254,"-0.02 (-0.06, 0.01)",0.139049181564925,1.0,Male,0.003,Gram Negative,
Movement,Hand grip strength right,Mycobacterial Infections,226511,225887,624,-0.0800807804688568,-0.142465862772868,-0.0176956981648459,"-0.08 (-0.14, -0.02)",0.0118726780957068,1.0,Male,0.001,Mycobacterial,*
Movement,Hand grip strength right,Mycoplasma Infections,227337,227308,29,-0.199918716367397,-0.488893869704231,0.0890564369694368,"-0.20 (-0.49, 0.09)",0.175116742308659,1.0,Male,0.654,Mycoplasma,
Movement,Hand grip strength right,Acute Bacterial Infections,195966,172248,23718,-0.0307147209232702,-0.0414859489121246,-0.0199434929344158,"-0.03 (-0.04, -0.02)",2.28716968874829e-08,1.40889652826895e-05,Male,<0.001,Acute Bacterial,**
Movement,Hand grip strength right,Chronic Bacterial Infections,225561,224380,1181,-0.117525243472221,-0.162926380837102,-0.0721241061073408,"-0.12 (-0.16, -0.07)",3.90700956750538e-07,0.000240671789358331,Male,<0.001,Chronic Bacterial,**
Movement,Hand grip strength right,Viral Infections,214001,189318,24683,0.0608769263130423,0.0502472849780466,0.071506567648038,"0.06 (0.05, 0.07)",3.13386036558691e-29,1.93045798520154e-26,Male,0.054,Viral,**
Movement,Hand grip strength right,Acute Viral Infections,217842,198767,19075,0.0685837645258228,0.0567033305568979,0.0804641984947477,"0.07 (0.06, 0.08)",1.13239378957241e-29,6.97554574376605e-27,Male,0.001,Acute Viral,**
Movement,Hand grip strength right,Herpes Viral Infections,222290,202833,19457,0.08298624914798,0.0711847556091322,0.0947877426868278,"0.08 (0.07, 0.09)",3.39664615885695e-43,2.09233403385588e-40,Male,<0.001,Herpes,**
Movement,Hand grip strength right,Other Potentially Persistent Viral Infections,226955,226675,280,-0.179379622534806,-0.272526362835447,-0.0862328822341641,"-0.18 (-0.27, -0.09)",0.000160389684720942,0.0988000457881003,Male,<0.001,Other Viral,*
Movement,Hand grip strength right,Parasitic Infections,226159,225286,873,0.0863706548234769,0.0335824478341395,0.139158861812814,"0.09 (0.03, 0.14)",0.00134211923112921,0.826745446375593,Male,0.417,Parasitic,*
Movement,Hand grip strength right,Fungal Infections,218741,214038,4703,-0.0464405661762423,-0.0693666725990445,-0.0235144597534401,"-0.05 (-0.07, -0.02)",7.18206194088372e-05,0.0442415015558437,Male,0.01,Fungal,**
Movement,Hand grip strength right,Acute Infections,190251,155741,34510,0.00480070571234781,-0.00445770451635373,0.0140591159410493,"0.00 (-0.00, 0.01)",0.309490522718046,1.0,Male,0.123,Acute,
Movement,Hand grip strength right,Chronic Infections,219557,198699,20858,0.0669290881474331,0.0555043584343758,0.0783538178604905,"0.07 (0.06, 0.08)",1.65677036461305e-30,1.02057054460164e-27,Male,0.044,Chronic,**
