Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Tower rearranging,All Infectious Diseases,20110,9204,10906,0.0181710264729271,-0.00912895209685653,0.0454710050427107,"0.02 (-0.01, 0.05)",0.19202966785037,1.0,Male,0.326,Any,
Cognition,Tower rearranging,Bacterial Infections,20110,13851,6259,-0.00474152890641457,-0.0341328805494968,0.0246498227366677,"-0.00 (-0.03, 0.02)",0.751847785490821,1.0,Male,0.444,Bacterial,
Cognition,Tower rearranging,Invasive Bacterial Infections,20110,18269,1841,-0.00137527913605042,-0.0485019735375817,0.0457514152654809,"-0.00 (-0.05, 0.05)",0.954386226464061,1.0,Male,0.941,Invasive,
Cognition,Tower rearranging,Localised Bacterial Infections,20110,14950,5160,-0.00132563290593909,-0.0324939869560729,0.0298427211441948,"-0.00 (-0.03, 0.03)",0.933562162231988,1.0,Male,0.585,Localised,
Cognition,Tower rearranging,Bacterial Infections with Sepsis,20110,20036,74,-0.0342635591192578,-0.258815657268634,0.190288539030118,"-0.03 (-0.26, 0.19)",0.764880923326716,1.0,Male,0.554,Sepsis,
Cognition,Tower rearranging,Bacterial Infections without Sepsis,20110,13884,6226,-0.00399569539534925,-0.0334285761809234,0.0254371853902249,"-0.00 (-0.03, 0.03)",0.790170124693225,1.0,Male,0.425,No-Sepsis,
Cognition,Tower rearranging,Extracellular Bacterial Infections,20110,18984,1126,-0.015623112862213,-0.0747816022549965,0.0435353765305706,"-0.02 (-0.07, 0.04)",0.604717728727489,1.0,Male,0.151,Extracellular,
Cognition,Tower rearranging,Intracellular Bacterial Infections,20110,19903,207,-0.0522818254676774,-0.18691578435872,0.0823521334233647,"-0.05 (-0.19, 0.08)",0.446576276695104,1.0,Male,0.967,Intracellular,
Cognition,Tower rearranging,Gram Positive Bacterial Infections,20110,19574,536,-0.00960150976411162,-0.0939844961628342,0.074781476634611,"-0.01 (-0.09, 0.07)",0.823516181205267,1.0,Male,0.38,Gram Positive,
Cognition,Tower rearranging,Gram Negative Bacterial Infections,20110,19365,745,-0.0250077309787252,-0.0970002091023581,0.0469847471449078,"-0.03 (-0.10, 0.05)",0.495964355765744,1.0,Male,0.194,Gram Negative,
Cognition,Tower rearranging,Mycobacterial Infections,20110,19993,117,-0.0149106470973769,-0.19359996570531,0.163778671510557,"-0.01 (-0.19, 0.16)",0.870080648341432,1.0,Male,0.345,Mycobacterial,
Cognition,Tower rearranging,Mycoplasma Infections,20110,20105,5,-0.591707745443323,-1.45342634369474,0.27001085280809,"-0.59 (-1.45, 0.27)",0.178346707316637,1.0,Male,0.399,Mycoplasma,
Cognition,Tower rearranging,Acute Bacterial Infections,20110,13983,6127,-0.00445648342080359,-0.0340225669814621,0.025109600139855,"-0.00 (-0.03, 0.03)",0.767659038484575,1.0,Male,0.374,Acute Bacterial,
Cognition,Tower rearranging,Chronic Bacterial Infections,20110,19898,212,0.0119748405887916,-0.121082087882914,0.145031769060498,"0.01 (-0.12, 0.15)",0.859978955376923,1.0,Male,0.833,Chronic Bacterial,
Cognition,Tower rearranging,Viral Infections,20110,12113,7997,0.0307614401525909,0.0029571037730445,0.0585657765321372,"0.03 (0.00, 0.06)",0.0301289594459664,1.0,Male,0.436,Viral,*
Cognition,Tower rearranging,Acute Viral Infections,20110,13735,6375,0.0483253110543457,0.0190925964394323,0.077558025669259,"0.05 (0.02, 0.08)",0.0011961532751698,0.736830417504597,Male,0.058,Acute Viral,*
Cognition,Tower rearranging,Herpes Viral Infections,20110,13633,6477,0.0359082673021368,0.00677013979269033,0.0650463948115834,"0.04 (0.01, 0.07)",0.0157224814743546,1.0,Male,0.302,Herpes,*
Cognition,Tower rearranging,Other Potentially Persistent Viral Infections,20110,20056,54,-0.0551946006246328,-0.31828216523909,0.207892963989825,"-0.06 (-0.32, 0.21)",0.680918178904336,1.0,Male,0.81,Other Viral,
Cognition,Tower rearranging,Parasitic Infections,20110,19898,212,-0.0290057255969317,-0.162205336042856,0.104193884848993,"-0.03 (-0.16, 0.10)",0.669507657710155,1.0,Male,0.65,Parasitic,
Cognition,Tower rearranging,Fungal Infections,20110,18902,1208,0.00278504532695771,-0.0544368016100817,0.0600068922639971,"0.00 (-0.05, 0.06)",0.923998717216933,1.0,Male,0.992,Fungal,
Cognition,Tower rearranging,Acute Infections,20110,10590,9520,0.0210374296442555,-0.00620963637360949,0.0482844956621206,"0.02 (-0.01, 0.05)",0.130199602131695,1.0,Male,0.226,Acute,
Cognition,Tower rearranging,Chronic Infections,20110,13400,6710,0.0374314801279078,0.00857094165994129,0.0662920185958744,"0.04 (0.01, 0.07)",0.0110236866772251,1.0,Male,0.196,Chronic,*
