Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
AD,All Infectious Diseases,271320,2555,268765,1211,172119,1344,96646,1.40971818420039,1.30306047350829,1.52510600948145,"1.41 (1.30, 1.53)",1.18197971562022e-17,7.28099504822055e-15,Female,0.404,Any,**
AD,Bacterial Infections,294204,2618,291586,1366,200746,1252,90840,1.49934580093041,1.38660110740623,1.62125777828984,"1.50 (1.39, 1.62)",3.15165253146792e-24,1.94141795938424e-21,Female,0.602,Bacterial,**
AD,Invasive Bacterial Infections,288855,2656,286199,2136,249904,520,36295,1.67536125092302,1.51917443836379,1.84760567990956,"1.68 (1.52, 1.85)",4.89589178056101e-25,3.01586933682558e-22,Female,0.776,Invasive,**
AD,Localised Bacterial Infections,296736,2691,294045,1536,212949,1155,81096,1.50193286020943,1.38971367530554,1.62321372859839,"1.50 (1.39, 1.62)",1.00095742135884e-24,6.16589771557046e-22,Female,0.683,Localised,**
AD,Bacterial Infections with Sepsis,280294,2734,277560,2630,269566,104,7994,2.22759031965514,1.82358861551273,2.72109542141778,"2.23 (1.82, 2.72)",4.35025958062328e-15,2.67975990166394e-12,Female,0.746,Sepsis,**
AD,Bacterial Infections without Sepsis,293479,2619,290860,1372,201012,1247,89848,1.5003965269567,1.3876143848994,1.62234534507721,"1.50 (1.39, 1.62)",2.52860611843902e-24,1.55762136895844e-21,Female,0.728,No-Sepsis,**
AD,Extracellular Bacterial Infections,279609,2722,276887,2486,262157,236,14730,1.84355028922712,1.60841833957513,2.11305577988323,"1.84 (1.61, 2.11)",1.53791892679449e-18,9.47358058905408e-16,Female,0.963,Extracellular,**
AD,Intracellular Bacterial Infections,271794,2704,269090,2680,267862,24,1228,1.7662668775454,1.17276483282461,2.66012298066626,"1.77 (1.17, 2.66)",0.00647487835413849,1.0,Female,0.019,Intracellular,*
AD,Gram Positive Bacterial Infections,275867,2728,273139,2633,265973,95,7166,1.60446358176037,1.3045682212252,1.97329916773354,"1.60 (1.30, 1.97)",7.5218811534344e-06,0.00463347879051559,Female,0.371,Gram Positive,**
AD,Gram Negative Bacterial Infections,278777,2727,276050,2544,265220,183,10830,1.88119954904096,1.61274200043417,2.19434462695162,"1.88 (1.61, 2.19)",8.71606634476889e-16,5.36909686837764e-13,Female,0.95,Gram Negative,**
AD,Mycobacterial Infections,271677,2705,268972,2697,268611,8,361,1.93196544761875,0.944946017818106,3.94995102409245,"1.93 (0.94, 3.95)",0.0711103433659879,1.0,Female,0.511,Mycobacterial,
AD,Mycoplasma Infections,273056,2735,270321,2735,270244,0,77,1.0,1.0,1.0,"0.00 (0.00, 0.00)",0.0,0.0,Female,1,Mycoplasma,**
AD,Acute Bacterial Infections,294277,2650,291627,1403,203106,1247,88521,1.51096475115064,1.39798066508956,1.63308015356096,"1.51 (1.40, 1.63)",2.25908120986384e-25,1.39159402527612e-22,Female,0.541,Acute Bacterial,**
AD,Chronic Bacterial Infections,276132,2703,273429,2640,266802,63,6627,1.15490068168201,0.897732374643918,1.48573853658627,"1.15 (0.90, 1.49)",0.262481061738838,1.0,Female,0.309,Chronic Bacterial,
AD,Viral Infections,255824,2677,253147,2320,222602,357,30545,1.04609266772367,0.935451806138856,1.16981961260203,"1.05 (0.94, 1.17)",0.429488070444465,1.0,Female,0.145,Viral,
AD,Acute Viral Infections,259430,2692,256738,2434,234338,258,22400,1.1234555302591,0.987301031141839,1.27838651906403,"1.12 (0.99, 1.28)",0.0773838943520843,1.0,Female,0.138,Acute Viral,
AD,Herpes Viral Infections,253782,2711,251071,2579,239105,132,11966,0.885621862425857,0.743844099010929,1.05442267304337,"0.89 (0.74, 1.05)",0.172376578259526,1.0,Female,0.801,Herpes,
AD,Other Potentially Persistent Viral Infections,273282,2735,270547,2729,269682,6,865,1.14584455209789,0.505426314478681,2.59772730457585,"1.15 (0.51, 2.60)",0.744420672613886,1.0,Female,0.894,Other Viral,
AD,Parasitic Infections,272692,2730,269962,2703,267680,27,2282,1.29064377600735,0.881019525501343,1.89072013540064,"1.29 (0.88, 1.89)",0.190295386678251,1.0,Female,0.854,Parasitic,
AD,Fungal Infections,282028,2731,279297,2491,257027,240,22270,1.02459489244507,0.896846624450606,1.17053982810897,"1.02 (0.90, 1.17)",0.720636670932609,1.0,Female,0.727,Fungal,
AD,Acute Infections,277325,2602,274723,1313,184434,1289,90289,1.47939923216681,1.36840252902587,1.5993993300303,"1.48 (1.37, 1.60)",7.42699666946688e-23,4.5750299483916e-20,Female,0.433,Acute,**
AD,Chronic Infections,256504,2677,253827,2465,234200,212,19627,0.992442815767065,0.862257814860713,1.14228334680477,"0.99 (0.86, 1.14)",0.915791905462328,1.0,Female,0.411,Chronic,
