Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
VD,All Infectious Diseases,271670,976,270694,344,172990,632,97704,2.1881750018375,1.91571190145588,2.4993893053688,"2.19 (1.92, 2.50)",8.14007590666001e-31,5.01428675850256e-28,Female,0.068,Any,**
VD,Bacterial Infections,294571,1002,293569,396,201720,606,91849,2.31876435096552,2.03725246873327,2.63917614425652,"2.32 (2.04, 2.64)",3.75012891469857e-37,2.31007941145432e-34,Female,0.052,Bacterial,**
VD,Invasive Bacterial Infections,289162,1017,288145,701,251344,316,36801,2.80185038253048,2.43831257474331,3.21958950111745,"2.80 (2.44, 3.22)",7.80380468544419e-48,4.80714368623362e-45,Female,0.392,Invasive,**
VD,Localised Bacterial Infections,297069,1033,296036,458,214032,575,82004,2.33799176286365,2.06245267246642,2.65034226297248,"2.34 (2.06, 2.65)",3.25184788162077e-40,2.00313829507839e-37,Female,0.718,Localised,**
VD,Bacterial Infections with Sepsis,280432,1051,279381,969,271232,82,8149,4.00744227401646,3.15882510588634,5.08404012290766,"4.01 (3.16, 5.08)",2.83115922896212e-30,1.74399408504066e-27,Female,0.309,Sepsis,**
VD,Bacterial Infections without Sepsis,293835,1002,292833,402,201987,600,90846,2.28117871336569,2.00493369883559,2.59548548928823,"2.28 (2.00, 2.60)",5.65291752552432e-36,3.48219719572298e-33,Female,0.06,No-Sepsis,**
VD,Extracellular Bacterial Infections,279763,1045,278718,864,263784,181,14934,3.57897982721698,3.02229425869784,4.23820300315328,"3.58 (3.02, 4.24)",1.90750801327577e-49,1.17502493617787e-46,Female,0.134,Extracellular,**
VD,Intracellular Bacterial Infections,271804,1041,270763,1032,269516,9,1247,1.57897688148047,0.820192872281666,3.03973379494767,"1.58 (0.82, 3.04)",0.171677268554829,1.0,Female,0.787,Intracellular,
VD,Gram Positive Bacterial Infections,275949,1047,274902,976,267635,71,7267,2.79423604678683,2.18320763004316,3.57627693203352,"2.79 (2.18, 3.58)",3.30696618943619e-16,2.03709117269269e-13,Female,0.521,Gram Positive,**
VD,Gram Negative Bacterial Infections,278882,1047,277835,899,266871,148,10964,3.79439371652152,3.1533271062091,4.5657881948335,"3.79 (3.15, 4.57)",2.74790537702284e-45,1.69270971224607e-42,Female,0.248,Gram Negative,**
VD,Mycobacterial Infections,271684,1043,270641,1041,270273,2,368,1.27925382436451,0.327715831274769,4.99362615710539,"1.28 (0.33, 4.99)",0.72301614023566,1.0,Female,0.636,Mycobacterial,
VD,Mycoplasma Infections,273062,1052,272010,1052,271933,0,77,1.0,1.0,1.0,"0.00 (0.00, 0.00)",0.0,0.0,Female,0.973,Mycoplasma,**
VD,Acute Bacterial Infections,294646,1011,293635,408,204105,603,89530,2.33083069233473,2.05024576308772,2.64981487299734,"2.33 (2.05, 2.65)",3.01656699183249e-38,1.85820526696881e-35,Female,0.039,Acute Bacterial,**
VD,Chronic Bacterial Infections,276149,1043,275106,1012,268436,31,6670,1.3797708065817,0.965334534871422,1.97213236440223,"1.38 (0.97, 1.97)",0.0773325118163944,1.0,Female,0.322,Chronic Bacterial,
VD,Viral Infections,255894,1025,254869,856,224072,169,30797,1.32070785458878,1.11967042992351,1.55784165639853,"1.32 (1.12, 1.56)",0.000961468518824416,0.59226460759584,Female,0.258,Viral,*
VD,Acute Viral Infections,259492,1029,258463,900,235878,129,22585,1.49270098476354,1.24097218029744,1.79549248991223,"1.49 (1.24, 1.80)",2.12765313576123e-05,0.0131063433162891,Female,0.366,Acute Viral,**
VD,Herpes Viral Infections,253797,1042,252755,983,240707,59,12048,1.03254942335911,0.794669401638667,1.34163755327781,"1.03 (0.79, 1.34)",0.81052852003819,1.0,Female,0.791,Herpes,
VD,Other Potentially Persistent Viral Infections,273288,1052,272236,1051,271366,1,870,0.456061890325723,0.0634091776102618,3.28016315060694,"0.46 (0.06, 3.28)",0.435431262062106,1.0,Female,0.339,Other Viral,
VD,Parasitic Infections,272704,1051,271653,1037,269352,14,2301,1.71198136513521,1.0076716410089,2.90856671488319,"1.71 (1.01, 2.91)",0.0467867770173676,1.0,Female,0.021,Parasitic,*
VD,Fungal Infections,282072,1049,281023,914,258610,135,22413,1.50556317558184,1.25519546687387,1.80587050821134,"1.51 (1.26, 1.81)",1.03684139457848e-05,0.00638694299060346,Female,0.124,Fungal,**
VD,Acute Infections,277688,990,276698,375,185376,615,91322,2.30723746882034,2.02463361466139,2.62928793584156,"2.31 (2.02, 2.63)",4.4552998668348e-36,2.74446471797024e-33,Female,0.058,Acute,**
VD,Chronic Infections,256536,1032,255504,932,235739,100,19765,1.20760325205806,0.982383945110634,1.48445587047636,"1.21 (0.98, 1.48)",0.0732611111426242,1.0,Female,0.682,Chronic,
