Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Chronic Bacterial Infections,18908,18501,407,-0.0405317598443889,-0.1379595306188,0.0568960109300225,"-0.04 (-0.14, 0.06)",0.414834425714755,0.828401449935727,51-60,0.568,Cortical,Volume of bankssts (left hemisphere),Chronic Bacterial,
L_caudalanteriorcingulate,Chronic Bacterial Infections,18908,18501,407,-0.0879640510484014,-0.18763145049971,0.0117033484029076,"-0.09 (-0.19, 0.01)",0.0836594835374621,0.561099484787763,51-60,0.404,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Chronic Bacterial,
L_caudalmiddlefrontal,Chronic Bacterial Infections,18908,18501,407,-0.00491369107081124,-0.10219406729175,0.092366685150128,"-0.00 (-0.10, 0.09)",0.921135097501665,0.972800369611232,51-60,0.553,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Chronic Bacterial,
L_cuneus,Chronic Bacterial Infections,18908,18501,407,-0.117188566884179,-0.212751552627728,-0.0216255811406299,"-0.12 (-0.21, -0.02)",0.0162418248099639,0.561099484787763,51-60,0.072,Cortical,Volume of cuneus (left hemisphere),Chronic Bacterial,*
L_entorhinal,Chronic Bacterial Infections,18908,18501,407,-0.0186840799541487,-0.11237611983496,0.0750079599266625,"-0.02 (-0.11, 0.08)",0.695889352837325,0.904683183741809,51-60,0.922,Cortical,Volume of entorhinal (left hemisphere),Chronic Bacterial,
L_frontalpole,Chronic Bacterial Infections,18908,18501,407,-0.0397131157610819,-0.131067176940533,0.0516409454183693,"-0.04 (-0.13, 0.05)",0.394178696053249,0.828401449935727,51-60,0.222,Cortical,Volume of frontalpole (left hemisphere),Chronic Bacterial,
L_fusiform,Chronic Bacterial Infections,18908,18501,407,-0.0271434718379884,-0.118786199734072,0.0644992560580952,"-0.03 (-0.12, 0.06)",0.561547389326815,0.86620994334388,51-60,0.612,Cortical,Volume of fusiform (left hemisphere),Chronic Bacterial,
L_inferiorparietal,Chronic Bacterial Infections,18908,18501,407,-0.0749043172465901,-0.170630658360336,0.0208220238671562,"-0.07 (-0.17, 0.02)",0.125110753585903,0.662249624402413,51-60,0.226,Cortical,Volume of inferiorparietal (left hemisphere),Chronic Bacterial,
L_inferiortemporal,Chronic Bacterial Infections,18908,18501,407,-0.0715557436487912,-0.163003798351973,0.0198923110543908,"-0.07 (-0.16, 0.02)",0.12511541432594,0.662249624402413,51-60,0.056,Cortical,Volume of inferiortemporal (left hemisphere),Chronic Bacterial,
L_insula,Chronic Bacterial Infections,18619,18218,401,-0.0802840585589964,-0.17152903675618,0.0109609196381871,"-0.08 (-0.17, 0.01)",0.0846102397695833,0.561099484787763,51-60,0.21,Cortical,Volume of grey matter in Insular Cortex (left),Chronic Bacterial,
L_isthmuscingulate,Chronic Bacterial Infections,18908,18501,407,-0.0372006220050232,-0.129267323668373,0.0548660796583265,"-0.04 (-0.13, 0.05)",0.428372370391747,0.836820444486204,51-60,0.682,Cortical,Volume of isthmuscingulate (left hemisphere),Chronic Bacterial,
L_lateraloccipital,Chronic Bacterial Infections,18908,18501,407,-0.10903431754985,-0.198840080049767,-0.0192285550499324,"-0.11 (-0.20, -0.02)",0.0173333288553392,0.561099484787763,51-60,0.141,Cortical,Volume of lateraloccipital (left hemisphere),Chronic Bacterial,*
L_lateralorbitofrontal,Chronic Bacterial Infections,18908,18501,407,-0.0441402437239483,-0.13465273476382,0.0463722473159238,"-0.04 (-0.13, 0.05)",0.339146482186714,0.811791790579538,51-60,0.764,Cortical,Volume of lateralorbitofrontal (left hemisphere),Chronic Bacterial,
L_lingual,Chronic Bacterial Infections,18908,18501,407,-0.0627331063118855,-0.15954231176064,0.0340760991368691,"-0.06 (-0.16, 0.03)",0.204045761099404,0.724218757704927,51-60,0.78,Cortical,Volume of lingual (left hemisphere),Chronic Bacterial,
L_medialorbitofrontal,Chronic Bacterial Infections,18908,18501,407,-0.0478793724923575,-0.139874864095279,0.0441161191105644,"-0.05 (-0.14, 0.04)",0.307677306750826,0.782824095441471,51-60,0.454,Cortical,Volume of medialorbitofrontal (left hemisphere),Chronic Bacterial,
L_middletemporal,Chronic Bacterial Infections,18908,18501,407,-0.0924806435944855,-0.182371520235441,-0.00258976695352993,"-0.09 (-0.18, -0.00)",0.0437555754044921,0.561099484787763,51-60,0.247,Cortical,Volume of middletemporal (left hemisphere),Chronic Bacterial,*
L_paracentral,Chronic Bacterial Infections,18908,18501,407,0.00811793455199353,-0.0868863468829802,0.103122215986967,"0.01 (-0.09, 0.10)",0.86698952263302,0.958726884607735,51-60,0.262,Cortical,Volume of paracentral (left hemisphere),Chronic Bacterial,
L_parahippocampal,Chronic Bacterial Infections,18908,18501,407,0.0549381385032681,-0.0422370873989755,0.152113364405512,"0.05 (-0.04, 0.15)",0.267815831846446,0.736125001927403,51-60,0.148,Cortical,Volume of parahippocampal (left hemisphere),Chronic Bacterial,
L_parsopercularis,Chronic Bacterial Infections,18908,18501,407,-0.0694084138912623,-0.168590795171082,0.0297739673885573,"-0.07 (-0.17, 0.03)",0.170178677534209,0.70303322522329,51-60,0.175,Cortical,Volume of parsopercularis (left hemisphere),Chronic Bacterial,
L_parsorbitalis,Chronic Bacterial Infections,18908,18501,407,-0.0188461589379732,-0.112457896822486,0.0747655789465395,"-0.02 (-0.11, 0.07)",0.693134935921682,0.904683183741809,51-60,0.385,Cortical,Volume of parsorbitalis (left hemisphere),Chronic Bacterial,
L_parstriangularis,Chronic Bacterial Infections,18908,18501,407,0.00963943721952509,-0.0883465695250462,0.107625443964096,"0.01 (-0.09, 0.11)",0.847098027058415,0.958726884607735,51-60,0.059,Cortical,Volume of parstriangularis (left hemisphere),Chronic Bacterial,
L_pericalcarine,Chronic Bacterial Infections,18908,18501,407,-0.0410303977207617,-0.136973361723943,0.0549125662824201,"-0.04 (-0.14, 0.05)",0.401906386480639,0.828401449935727,51-60,0.901,Cortical,Volume of pericalcarine (left hemisphere),Chronic Bacterial,
L_postcentral,Chronic Bacterial Infections,18908,18501,407,-0.0285395432802895,-0.122800114631554,0.0657210280709747,"-0.03 (-0.12, 0.07)",0.552879153306682,0.86620994334388,51-60,0.567,Cortical,Volume of postcentral (left hemisphere),Chronic Bacterial,
L_posteriorcingulate,Chronic Bacterial Infections,18908,18501,407,-0.0191575475910369,-0.11161903085363,0.073303935671556,"-0.02 (-0.11, 0.07)",0.684658619492853,0.90331922571832,51-60,0.228,Cortical,Volume of posteriorcingulate (left hemisphere),Chronic Bacterial,
L_precentral,Chronic Bacterial Infections,18908,18501,407,0.0264975059186492,-0.0644363615718454,0.117431373409144,"0.03 (-0.06, 0.12)",0.567900239410675,0.867338547463576,51-60,0.169,Cortical,Volume of precentral (left hemisphere),Chronic Bacterial,
L_precuneus,Chronic Bacterial Infections,18908,18501,407,-0.027780048695491,-0.121193971917142,0.0656338745261597,"-0.03 (-0.12, 0.07)",0.559964637251392,0.86620994334388,51-60,0.235,Cortical,Volume of precuneus (left hemisphere),Chronic Bacterial,
L_rostralanteriorcingulate,Chronic Bacterial Infections,18908,18501,407,-0.042822835896356,-0.139027649104452,0.0533819773117403,"-0.04 (-0.14, 0.05)",0.382958689737472,0.828401449935727,51-60,0.559,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Chronic Bacterial,
L_rostralmiddlefrontal,Chronic Bacterial Infections,18908,18501,407,-0.0025952724135593,-0.0927529918653842,0.0875624470382656,"-0.00 (-0.09, 0.09)",0.955005454389283,0.997881721304302,51-60,0.482,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Chronic Bacterial,
L_superiorfrontal,Chronic Bacterial Infections,18908,18501,407,-0.052986167955105,-0.143571409125091,0.0375990732148814,"-0.05 (-0.14, 0.04)",0.251595286941678,0.736125001927403,51-60,0.521,Cortical,Volume of superiorfrontal (left hemisphere),Chronic Bacterial,
L_superiorparietal,Chronic Bacterial Infections,18908,18501,407,-0.053957003384748,-0.14968234126636,0.041768334496864,"-0.05 (-0.15, 0.04)",0.269245813879423,0.736125001927403,51-60,0.81,Cortical,Volume of superiorparietal (left hemisphere),Chronic Bacterial,
L_superiortemporal,Chronic Bacterial Infections,18908,18501,407,-0.0540933182774552,-0.144235463699568,0.036048827144658,"-0.05 (-0.14, 0.04)",0.239518450160779,0.736125001927403,51-60,0.753,Cortical,Volume of superiortemporal (left hemisphere),Chronic Bacterial,
L_supramarginal,Chronic Bacterial Infections,18908,18501,407,0.0200406158753965,-0.072088978635531,0.112170210386324,"0.02 (-0.07, 0.11)",0.669842269049641,0.902675143318233,51-60,0.525,Cortical,Volume of supramarginal (left hemisphere),Chronic Bacterial,
L_temporalpole,Chronic Bacterial Infections,18619,18218,401,-0.0688301980220513,-0.161145528556635,0.0234851325125323,"-0.07 (-0.16, 0.02)",0.14391111287275,0.662249624402413,51-60,0.259,Cortical,Volume of grey matter in Temporal Pole (left),Chronic Bacterial,
L_transversetemporal,Chronic Bacterial Infections,18908,18501,407,-0.000932405073063551,-0.0978916436437352,0.0960268334976081,"-0.00 (-0.10, 0.10)",0.984961658320515,0.997881721304302,51-60,0.776,Cortical,Volume of transversetemporal (left hemisphere),Chronic Bacterial,
Laccumb,Chronic Bacterial Infections,18617,18216,401,-0.110529608172873,-0.206071702343317,-0.0149875140024299,"-0.11 (-0.21, -0.01)",0.0233670009877024,0.561099484787763,51-60,0.451,SubCortical,Volume of accumbens (left),Chronic Bacterial,*
Lamyg,Chronic Bacterial Infections,18617,18216,401,-0.118369816185986,-0.211594312159815,-0.0251453202121563,"-0.12 (-0.21, -0.03)",0.0128267430097548,0.561099484787763,51-60,0.255,SubCortical,Volume of amygdala (left),Chronic Bacterial,*
Lcaud,Chronic Bacterial Infections,18617,18216,401,-0.0400073201041989,-0.133903306888066,0.0538886666796687,"-0.04 (-0.13, 0.05)",0.403639329415916,0.828401449935727,51-60,0.702,SubCortical,Volume of caudate (left),Chronic Bacterial,
Lhippo,Chronic Bacterial Infections,18617,18216,401,-0.0116386394323496,-0.106670106068881,0.0833928272041815,"-0.01 (-0.11, 0.08)",0.810290101145786,0.958726884607735,51-60,0.349,SubCortical,Volume of hippocampus (left),Chronic Bacterial,
LLatVent,Chronic Bacterial Infections,18908,18501,407,-0.0281890832879701,-0.101743268901692,0.045365102325752,"-0.03 (-0.10, 0.05)",0.452548004759435,0.851073474664714,51-60,0.13,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Chronic Bacterial,
Lpal,Chronic Bacterial Infections,18617,18216,401,-0.0131227709439477,-0.0982996798380565,0.072054137950161,"-0.01 (-0.10, 0.07)",0.762669706320098,0.936158450031564,51-60,0.992,SubCortical,Volume of pallidum (left),Chronic Bacterial,
Lput,Chronic Bacterial Infections,18617,18216,401,-0.0568862957004585,-0.14343956675261,0.0296669753516927,"-0.06 (-0.14, 0.03)",0.197674593022628,0.724218757704927,51-60,0.893,SubCortical,Volume of putamen (left),Chronic Bacterial,
Lthal,Chronic Bacterial Infections,18617,18216,401,-0.0535230436724135,-0.145625346589825,0.0385792592449976,"-0.05 (-0.15, 0.04)",0.254692726635407,0.736125001927403,51-60,0.626,SubCortical,Volume of thalamus (left),Chronic Bacterial,
R_bankssts,Chronic Bacterial Infections,18908,18501,407,0.0185767195607635,-0.0785637254706334,0.11571716459216,"0.02 (-0.08, 0.12)",0.707784360607796,0.913664884672422,51-60,0.856,Cortical,Volume of bankssts (right hemisphere),Chronic Bacterial,
R_caudalanteriorcingulate,Chronic Bacterial Infections,18908,18501,407,-0.0637971773443099,-0.163117402929717,0.0355230482410973,"-0.06 (-0.16, 0.04)",0.208031276350445,0.728109467226557,51-60,0.724,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Chronic Bacterial,
R_caudalmiddlefrontal,Chronic Bacterial Infections,18908,18501,407,-0.0263317967573567,-0.125088470801585,0.0724248772868713,"-0.03 (-0.13, 0.07)",0.601241554145839,0.874245346372539,51-60,0.487,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Chronic Bacterial,
R_cuneus,Chronic Bacterial Infections,18908,18501,407,-0.0779940838074225,-0.17135021187779,0.0153620442629451,"-0.08 (-0.17, 0.02)",0.101532115406219,0.624051050789444,51-60,0.139,Cortical,Volume of cuneus (right hemisphere),Chronic Bacterial,
R_entorhinal,Chronic Bacterial Infections,18908,18501,407,0.0277259812709462,-0.0650243539344753,0.120476316476368,"0.03 (-0.07, 0.12)",0.557928084953895,0.86620994334388,51-60,0.831,Cortical,Volume of entorhinal (right hemisphere),Chronic Bacterial,
R_frontalpole,Chronic Bacterial Infections,18908,18501,407,-0.0329016319841551,-0.123072450438899,0.0572691864705886,"-0.03 (-0.12, 0.06)",0.474494468000068,0.86023457507926,51-60,0.383,Cortical,Volume of frontalpole (right hemisphere),Chronic Bacterial,
R_fusiform,Chronic Bacterial Infections,18908,18501,407,-0.0661226536150367,-0.156107291780271,0.0238619845501971,"-0.07 (-0.16, 0.02)",0.149794557900546,0.662249624402413,51-60,0.685,Cortical,Volume of fusiform (right hemisphere),Chronic Bacterial,
R_inferiorparietal,Chronic Bacterial Infections,18908,18501,407,-0.0127291185915293,-0.105119170101339,0.0796609329182807,"-0.01 (-0.11, 0.08)",0.787122411820798,0.944546894184957,51-60,0.556,Cortical,Volume of inferiorparietal (right hemisphere),Chronic Bacterial,
R_inferiortemporal,Chronic Bacterial Infections,18908,18501,407,-0.0473305574565219,-0.138831029873671,0.0441699149606276,"-0.05 (-0.14, 0.04)",0.310644482318044,0.782824095441471,51-60,0.255,Cortical,Volume of inferiortemporal (right hemisphere),Chronic Bacterial,
R_insula,Chronic Bacterial Infections,18619,18218,401,-0.0437843822348257,-0.134186228707276,0.0466174642376251,"-0.04 (-0.13, 0.05)",0.342463941868668,0.811791790579538,51-60,0.657,Cortical,Volume of grey matter in Insular Cortex (right),Chronic Bacterial,
R_isthmuscingulate,Chronic Bacterial Infections,18908,18501,407,-0.0423755248842495,-0.13621792015883,0.0514668703903307,"-0.04 (-0.14, 0.05)",0.37611442109508,0.828401449935727,51-60,0.399,Cortical,Volume of isthmuscingulate (right hemisphere),Chronic Bacterial,
R_lateraloccipital,Chronic Bacterial Infections,18908,18501,407,-0.139539608441422,-0.2282232416688,-0.0508559752140426,"-0.14 (-0.23, -0.05)",0.00204456263155913,0.515229783152901,51-60,0.009,Cortical,Volume of lateraloccipital (right hemisphere),Chronic Bacterial,*
R_lateralorbitofrontal,Chronic Bacterial Infections,18908,18501,407,-0.0220467506312136,-0.114303941667442,0.0702104404050145,"-0.02 (-0.11, 0.07)",0.639501353832727,0.890355476054405,51-60,0.351,Cortical,Volume of lateralorbitofrontal (right hemisphere),Chronic Bacterial,
R_lingual,Chronic Bacterial Infections,18908,18501,407,-0.0314480011780604,-0.128437944746978,0.065541942390857,"-0.03 (-0.13, 0.07)",0.52508458629159,0.865713346025956,51-60,0.388,Cortical,Volume of lingual (right hemisphere),Chronic Bacterial,
R_medialorbitofrontal,Chronic Bacterial Infections,18908,18501,407,-0.0349762197358822,-0.126764175168661,0.0568117356968968,"-0.03 (-0.13, 0.06)",0.45513256461882,0.851073474664714,51-60,0.251,Cortical,Volume of medialorbitofrontal (right hemisphere),Chronic Bacterial,
R_middletemporal,Chronic Bacterial Infections,18908,18501,407,-0.0697607033559558,-0.15947535226576,0.0199539455538483,"-0.07 (-0.16, 0.02)",0.127491756078994,0.662249624402413,51-60,0.26,Cortical,Volume of middletemporal (right hemisphere),Chronic Bacterial,
R_paracentral,Chronic Bacterial Infections,18908,18501,407,-0.0520396412008063,-0.147513326001921,0.0434340436003082,"-0.05 (-0.15, 0.04)",0.285361922873464,0.755731523312707,51-60,0.436,Cortical,Volume of paracentral (right hemisphere),Chronic Bacterial,
R_parahippocampal,Chronic Bacterial Infections,18908,18501,407,-0.0151185351483807,-0.110525658193902,0.0802885878971406,"-0.02 (-0.11, 0.08)",0.756106314741597,0.93401368291609,51-60,0.665,Cortical,Volume of parahippocampal (right hemisphere),Chronic Bacterial,
R_parsopercularis,Chronic Bacterial Infections,18908,18501,407,-0.0758296472141172,-0.173721052641326,0.0220617582130919,"-0.08 (-0.17, 0.02)",0.12894424790321,0.662249624402413,51-60,0.612,Cortical,Volume of parsopercularis (right hemisphere),Chronic Bacterial,
R_parsorbitalis,Chronic Bacterial Infections,18908,18501,407,-0.000393496711399388,-0.0946820182868787,0.09389502486408,"-0.00 (-0.09, 0.09)",0.9934733898597,0.997881721304302,51-60,0.23,Cortical,Volume of parsorbitalis (right hemisphere),Chronic Bacterial,
R_parstriangularis,Chronic Bacterial Infections,18908,18501,407,-0.0202981837038746,-0.117615560736569,0.0770191933288195,"-0.02 (-0.12, 0.08)",0.682669093644868,0.90331922571832,51-60,0.287,Cortical,Volume of parstriangularis (right hemisphere),Chronic Bacterial,
R_pericalcarine,Chronic Bacterial Infections,18908,18501,407,-0.0211667006368648,-0.116650861880188,0.0743174606064581,"-0.02 (-0.12, 0.07)",0.663924569231257,0.901379010446175,51-60,0.807,Cortical,Volume of pericalcarine (right hemisphere),Chronic Bacterial,
R_postcentral,Chronic Bacterial Infections,18908,18501,407,-0.0229185956186906,-0.118470833483606,0.0726336422462246,"-0.02 (-0.12, 0.07)",0.63826362992259,0.890355476054405,51-60,0.957,Cortical,Volume of postcentral (right hemisphere),Chronic Bacterial,
R_posteriorcingulate,Chronic Bacterial Infections,18908,18501,407,-0.0910547033680101,-0.184540062560204,0.00243065582418375,"-0.09 (-0.18, 0.00)",0.0562609129489059,0.561099484787763,51-60,0.205,Cortical,Volume of posteriorcingulate (right hemisphere),Chronic Bacterial,
R_precentral,Chronic Bacterial Infections,18908,18501,407,-0.000822715652829501,-0.0919675449979589,0.0903221136922999,"-0.00 (-0.09, 0.09)",0.985884206403653,0.997881721304302,51-60,0.217,Cortical,Volume of precentral (right hemisphere),Chronic Bacterial,
R_precuneus,Chronic Bacterial Infections,18908,18501,407,0.000621273310784823,-0.0912248006589402,0.0924673472805099,"0.00 (-0.09, 0.09)",0.989421609138989,0.997881721304302,51-60,0.416,Cortical,Volume of precuneus (right hemisphere),Chronic Bacterial,
R_rostralanteriorcingulate,Chronic Bacterial Infections,18908,18501,407,-0.126396584519266,-0.223674279072761,-0.0291188899657707,"-0.13 (-0.22, -0.03)",0.0108788586634509,0.561099484787763,51-60,0.03,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Chronic Bacterial,*
R_rostralmiddlefrontal,Chronic Bacterial Infections,18908,18501,407,-0.00034842720223945,-0.0899980220484472,0.0893011676439683,"-0.00 (-0.09, 0.09)",0.993921873203888,0.997881721304302,51-60,0.633,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Chronic Bacterial,
R_superiorfrontal,Chronic Bacterial Infections,18908,18501,407,-0.0325202788336071,-0.123099986269476,0.0580594286022621,"-0.03 (-0.12, 0.06)",0.481616469320436,0.865205643501258,51-60,0.473,Cortical,Volume of superiorfrontal (right hemisphere),Chronic Bacterial,
R_superiorparietal,Chronic Bacterial Infections,18908,18501,407,0.00107353079157821,-0.0933971835484662,0.0955442451316226,"0.00 (-0.09, 0.10)",0.982229828087804,0.997881721304302,51-60,0.942,Cortical,Volume of superiorparietal (right hemisphere),Chronic Bacterial,
R_superiortemporal,Chronic Bacterial Infections,18908,18501,407,-0.041674762931101,-0.133389132140159,0.0500396062779574,"-0.04 (-0.13, 0.05)",0.373123244784355,0.828401449935727,51-60,0.463,Cortical,Volume of superiortemporal (right hemisphere),Chronic Bacterial,
R_supramarginal,Chronic Bacterial Infections,18908,18501,407,-0.00849460462360811,-0.101752453825087,0.084763244577871,"-0.01 (-0.10, 0.08)",0.858301417583843,0.958726884607735,51-60,0.845,Cortical,Volume of supramarginal (right hemisphere),Chronic Bacterial,
R_temporalpole,Chronic Bacterial Infections,18619,18218,401,-0.0660555029334977,-0.160103314347242,0.0279923084802465,"-0.07 (-0.16, 0.03)",0.168624186948681,0.70303322522329,51-60,0.061,Cortical,Volume of grey matter in Temporal Pole (right),Chronic Bacterial,
R_transversetemporal,Chronic Bacterial Infections,18908,18501,407,-0.017571461691742,-0.113365644564219,0.0782227211807349,"-0.02 (-0.11, 0.08)",0.719196752253738,0.915341321050212,51-60,0.451,Cortical,Volume of transversetemporal (right hemisphere),Chronic Bacterial,
Raccumb,Chronic Bacterial Infections,18617,18216,401,-0.0877586871171347,-0.185441445061333,0.00992407082706341,"-0.09 (-0.19, 0.01)",0.0782622437868236,0.561099484787763,51-60,0.45,SubCortical,Volume of accumbens (right),Chronic Bacterial,
Ramyg,Chronic Bacterial Infections,18617,18216,401,-0.0739722802091665,-0.171177427658557,0.0232328672402237,"-0.07 (-0.17, 0.02)",0.13581764415919,0.662249624402413,51-60,0.096,SubCortical,Volume of amygdala (right),Chronic Bacterial,
Rcaud,Chronic Bacterial Infections,18617,18216,401,-0.0208819976110001,-0.113449696472077,0.0716857012500763,"-0.02 (-0.11, 0.07)",0.658371587989467,0.901379010446175,51-60,0.963,SubCortical,Volume of caudate (right),Chronic Bacterial,
Rhippo,Chronic Bacterial Infections,18617,18216,401,-0.0141773881976824,-0.108989688865912,0.0806349124705474,"-0.01 (-0.11, 0.08)",0.769453070425691,0.936725477039972,51-60,0.343,SubCortical,Volume of hippocampus (right),Chronic Bacterial,
RLatVent,Chronic Bacterial Infections,18908,18501,407,-0.0136344265343269,-0.0866219166309571,0.0593530635623033,"-0.01 (-0.09, 0.06)",0.714253897938362,0.913664884672422,51-60,0.087,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Chronic Bacterial,
