Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Acute Infections,18908,8579,10329,-0.0213736522541958,-0.0497848820023522,0.00703757749396051,"-0.02 (-0.05, 0.01)",0.140345551332245,0.171995393436694,51-60,0.634,Cortical,Volume of bankssts (left hemisphere),Acute,
L_caudalanteriorcingulate,Acute Infections,18908,8579,10329,-0.00358108146183244,-0.032648835342429,0.0254866724187641,"-0.00 (-0.03, 0.03)",0.809186822905399,0.832306446416981,51-60,0.552,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Acute,
L_caudalmiddlefrontal,Acute Infections,18908,8579,10329,-0.00617937497349376,-0.0345486263808509,0.0221898764338633,"-0.01 (-0.03, 0.02)",0.66942377998858,0.699978392353204,51-60,0.322,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Acute,
L_cuneus,Acute Infections,18908,8579,10329,-0.00502503408181519,-0.032897750758989,0.0228476825953587,"-0.01 (-0.03, 0.02)",0.723811384730887,0.750619213794994,51-60,0.165,Cortical,Volume of cuneus (left hemisphere),Acute,
L_entorhinal,Acute Infections,18908,8579,10329,-0.032443618738726,-0.059762743829971,-0.00512449364748104,"-0.03 (-0.06, -0.01)",0.0199352947962905,0.0315955615639321,51-60,0.758,Cortical,Volume of entorhinal (left hemisphere),Acute,**
L_frontalpole,Acute Infections,18908,8579,10329,-0.0394064183937208,-0.0660421218831457,-0.0127707149042958,"-0.04 (-0.07, -0.01)",0.00373746207880168,0.00765723938095954,51-60,0.018,Cortical,Volume of frontalpole (left hemisphere),Acute,**
L_fusiform,Acute Infections,18908,8579,10329,-0.0343410861624884,-0.0610621388637013,-0.00762003346127545,"-0.03 (-0.06, -0.01)",0.0117754586621376,0.0206070526587409,51-60,0.973,Cortical,Volume of fusiform (left hemisphere),Acute,**
L_inferiorparietal,Acute Infections,18908,8579,10329,-0.0468705699331657,-0.0747804900108105,-0.0189606498555208,"-0.05 (-0.07, -0.02)",0.000997736603741078,0.00273293069720382,51-60,0.502,Cortical,Volume of inferiorparietal (left hemisphere),Acute,**
L_inferiortemporal,Acute Infections,18908,8579,10329,-0.0112131476583145,-0.0378828593989006,0.0154565640822716,"-0.01 (-0.04, 0.02)",0.409887511707367,0.457042712169277,51-60,0.283,Cortical,Volume of inferiortemporal (left hemisphere),Acute,
L_insula,Acute Infections,18619,8461,10158,-0.0366334145795902,-0.0632471577155386,-0.0100196714436417,"-0.04 (-0.06, -0.01)",0.00698127503989069,0.0131289650003914,51-60,0.58,Cortical,Volume of grey matter in Insular Cortex (left),Acute,**
L_isthmuscingulate,Acute Infections,18908,8579,10329,-0.00936462079909752,-0.0362136779782329,0.0174844363800378,"-0.01 (-0.04, 0.02)",0.49420134949089,0.539128744899153,51-60,0.955,Cortical,Volume of isthmuscingulate (left hemisphere),Acute,
L_lateraloccipital,Acute Infections,18908,8579,10329,-0.0204388918571823,-0.0466307930412874,0.00575300932692286,"-0.02 (-0.05, 0.01)",0.126142662089473,0.156590890869691,51-60,0.094,Cortical,Volume of lateraloccipital (left hemisphere),Acute,
L_lateralorbitofrontal,Acute Infections,18908,8579,10329,-0.0225201289497832,-0.0489145103648341,0.00387425246526768,"-0.02 (-0.05, 0.00)",0.0944657167988638,0.123343837478309,51-60,0.635,Cortical,Volume of lateralorbitofrontal (left hemisphere),Acute,
L_lingual,Acute Infections,18908,8579,10329,-0.00697378291446655,-0.0352067891337967,0.0212592233048636,"-0.01 (-0.04, 0.02)",0.628279268884172,0.663687758284409,51-60,0.773,Cortical,Volume of lingual (left hemisphere),Acute,
L_medialorbitofrontal,Acute Infections,18908,8579,10329,-0.0144802777156044,-0.0413083988542428,0.012347843423034,"-0.01 (-0.04, 0.01)",0.290094643681399,0.333807535195035,51-60,0.588,Cortical,Volume of medialorbitofrontal (left hemisphere),Acute,
L_middletemporal,Acute Infections,18908,8579,10329,-0.0208171008721548,-0.0470326602371229,0.00539845849281338,"-0.02 (-0.05, 0.01)",0.11961628897218,0.149224281292027,51-60,0.188,Cortical,Volume of middletemporal (left hemisphere),Acute,
L_paracentral,Acute Infections,18908,8579,10329,-0.0367149762183855,-0.0644156633251674,-0.00901428911160363,"-0.04 (-0.06, -0.01)",0.00938584603242815,0.0170319758732011,51-60,0.341,Cortical,Volume of paracentral (left hemisphere),Acute,**
L_parahippocampal,Acute Infections,18908,8579,10329,-0.0227229410278626,-0.0510607256980002,0.00561484364227494,"-0.02 (-0.05, 0.01)",0.116032766070833,0.146201285249249,51-60,0.693,Cortical,Volume of parahippocampal (left hemisphere),Acute,
L_parsopercularis,Acute Infections,18908,8579,10329,-0.0126056294949271,-0.0415305643065723,0.016319305316718,"-0.01 (-0.04, 0.02)",0.392995751569561,0.440155241757909,51-60,0.632,Cortical,Volume of parsopercularis (left hemisphere),Acute,
L_parsorbitalis,Acute Infections,18908,8579,10329,-0.0348396484103317,-0.062134753448365,-0.00754454337229843,"-0.03 (-0.06, -0.01)",0.0123622813062583,0.0214847923391523,51-60,0.57,Cortical,Volume of parsorbitalis (left hemisphere),Acute,**
L_parstriangularis,Acute Infections,18908,8579,10329,-0.00826712882557292,-0.036842074077875,0.0203078164267291,"-0.01 (-0.04, 0.02)",0.570665781247152,0.611947986699073,51-60,0.112,Cortical,Volume of parstriangularis (left hemisphere),Acute,
L_pericalcarine,Acute Infections,18908,8579,10329,0.00902536193461374,-0.0189542205993161,0.0370049444685436,"0.01 (-0.02, 0.04)",0.52722121549578,0.570213503454663,51-60,0.201,Cortical,Volume of pericalcarine (left hemisphere),Acute,
L_postcentral,Acute Infections,18908,8579,10329,-0.0262309172084124,-0.0537173584228606,0.00125552400603577,"-0.03 (-0.05, 0.00)",0.0614219984206658,0.0841214326196076,51-60,0.616,Cortical,Volume of postcentral (left hemisphere),Acute,
L_posteriorcingulate,Acute Infections,18908,8579,10329,-0.0279530456797556,-0.0549142879222178,-0.000991803437293368,"-0.03 (-0.05, -0.00)",0.042147986957657,0.0617517018216836,51-60,0.836,Cortical,Volume of posteriorcingulate (left hemisphere),Acute,*
L_precentral,Acute Infections,18908,8579,10329,-0.00915766123867754,-0.0356761495149085,0.0173608270375534,"-0.01 (-0.04, 0.02)",0.498490334410449,0.541463639101005,51-60,0.03,Cortical,Volume of precentral (left hemisphere),Acute,
