Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Intracellular Bacterial Infections,18908,18775,133,-0.0679494194744632,-0.236866698940091,0.100967859991164,"-0.07 (-0.24, 0.10)",0.430429166796025,0.873900989255212,51-60,0.917,Cortical,Volume of bankssts (left hemisphere),Intracellular,
L_caudalanteriorcingulate,Intracellular Bacterial Infections,18908,18775,133,-0.106268968111093,-0.27907609146697,0.0665381552447853,"-0.11 (-0.28, 0.07)",0.228075206348726,0.776688540538904,51-60,0.568,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Intracellular,
L_caudalmiddlefrontal,Intracellular Bacterial Infections,18908,18775,133,-0.0813500905596521,-0.250007682178124,0.0873075010588193,"-0.08 (-0.25, 0.09)",0.344452943332401,0.873900989255212,51-60,0.312,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Intracellular,
L_cuneus,Intracellular Bacterial Infections,18908,18775,133,-0.115688283442178,-0.281389388964359,0.0500128220800038,"-0.12 (-0.28, 0.05)",0.17117673741274,0.756781365403691,51-60,0.176,Cortical,Volume of cuneus (left hemisphere),Intracellular,
L_entorhinal,Intracellular Bacterial Infections,18908,18775,133,-0.0442362008647165,-0.206675830672481,0.118203428943048,"-0.04 (-0.21, 0.12)",0.593500498445844,0.877955840579976,51-60,0.778,Cortical,Volume of entorhinal (left hemisphere),Intracellular,
L_frontalpole,Intracellular Bacterial Infections,18908,18775,133,-0.100228273772708,-0.258611554363681,0.0581550068182644,"-0.10 (-0.26, 0.06)",0.214848083664621,0.776688540538904,51-60,0.5,Cortical,Volume of frontalpole (left hemisphere),Intracellular,
L_fusiform,Intracellular Bacterial Infections,18908,18775,133,-0.215108762237841,-0.373967728113241,-0.0562497963624416,"-0.22 (-0.37, -0.06)",0.00795796462360477,0.439628006179185,51-60,0.012,Cortical,Volume of fusiform (left hemisphere),Intracellular,*
L_inferiorparietal,Intracellular Bacterial Infections,18908,18775,133,-0.175875083584474,-0.341833666817983,-0.00991650035096572,"-0.18 (-0.34, -0.01)",0.0377956115344344,0.518196046089968,51-60,0.197,Cortical,Volume of inferiorparietal (left hemisphere),Intracellular,*
L_inferiortemporal,Intracellular Bacterial Infections,18908,18775,133,-0.195503024306417,-0.354038029405756,-0.0369680192070791,"-0.20 (-0.35, -0.04)",0.015651828127594,0.439628006179185,51-60,0.065,Cortical,Volume of inferiortemporal (left hemisphere),Intracellular,*
L_insula,Intracellular Bacterial Infections,18619,18496,123,-0.152785414251983,-0.316056913751283,0.010486085247317,"-0.15 (-0.32, 0.01)",0.0666395384356976,0.562903461775663,51-60,0.104,Cortical,Volume of grey matter in Insular Cortex (left),Intracellular,
L_isthmuscingulate,Intracellular Bacterial Infections,18908,18775,133,0.0120502544634388,-0.147574542987077,0.171675051913955,"0.01 (-0.15, 0.17)",0.882368532935482,0.970990699998871,51-60,0.73,Cortical,Volume of isthmuscingulate (left hemisphere),Intracellular,
L_lateraloccipital,Intracellular Bacterial Infections,18908,18775,133,-0.206441813995034,-0.362139616055694,-0.0507440119343743,"-0.21 (-0.36, -0.05)",0.00935931854267097,0.439628006179185,51-60,0.073,Cortical,Volume of lateraloccipital (left hemisphere),Intracellular,*
L_lateralorbitofrontal,Intracellular Bacterial Infections,18908,18775,133,-0.0999593686945011,-0.256884288865073,0.0569655514760703,"-0.10 (-0.26, 0.06)",0.211843532754297,0.776688540538904,51-60,0.216,Cortical,Volume of lateralorbitofrontal (left hemisphere),Intracellular,
L_lingual,Intracellular Bacterial Infections,18908,18775,133,-0.0946877634716066,-0.262534136536833,0.0731586095936202,"-0.09 (-0.26, 0.07)",0.268847866095155,0.826215393365599,51-60,0.295,Cortical,Volume of lingual (left hemisphere),Intracellular,
L_medialorbitofrontal,Intracellular Bacterial Infections,18908,18775,133,-0.156539297709415,-0.316026844659346,0.00294824924051731,"-0.16 (-0.32, 0.00)",0.0543876663056238,0.518196046089968,51-60,0.373,Cortical,Volume of medialorbitofrontal (left hemisphere),Intracellular,
L_middletemporal,Intracellular Bacterial Infections,18908,18775,133,-0.245541568309273,-0.401368866025525,-0.089714270593021,"-0.25 (-0.40, -0.09)",0.00201414244603193,0.439628006179185,51-60,0.012,Cortical,Volume of middletemporal (left hemisphere),Intracellular,*
L_paracentral,Intracellular Bacterial Infections,18908,18775,133,-0.15956807647486,-0.324267796866212,0.00513164391649079,"-0.16 (-0.32, 0.01)",0.0575773384544408,0.518196046089968,51-60,0.135,Cortical,Volume of paracentral (left hemisphere),Intracellular,
L_parahippocampal,Intracellular Bacterial Infections,18908,18775,133,0.010733384832337,-0.157751254033928,0.179218023698602,"0.01 (-0.16, 0.18)",0.900629118422901,0.974711305297117,51-60,0.684,Cortical,Volume of parahippocampal (left hemisphere),Intracellular,
L_parsopercularis,Intracellular Bacterial Infections,18908,18775,133,-0.189952080454326,-0.361898477738074,-0.0180056831705777,"-0.19 (-0.36, -0.02)",0.0303738301341762,0.478387824613275,51-60,0.096,Cortical,Volume of parsopercularis (left hemisphere),Intracellular,*
L_parsorbitalis,Intracellular Bacterial Infections,18908,18775,133,-0.0805279047827253,-0.242825483355781,0.0817696737903305,"-0.08 (-0.24, 0.08)",0.330791303490569,0.868327171662744,51-60,0.471,Cortical,Volume of parsorbitalis (left hemisphere),Intracellular,
L_parstriangularis,Intracellular Bacterial Infections,18908,18775,133,-0.0649549328280261,-0.234837511731627,0.104927646075575,"-0.06 (-0.23, 0.10)",0.453598945235923,0.873900989255212,51-60,0.43,Cortical,Volume of parstriangularis (left hemisphere),Intracellular,
L_pericalcarine,Intracellular Bacterial Infections,18908,18775,133,0.00901003500240195,-0.157335785866281,0.175355855871085,"0.01 (-0.16, 0.18)",0.915450794592628,0.974711305297117,51-60,0.599,Cortical,Volume of pericalcarine (left hemisphere),Intracellular,
L_postcentral,Intracellular Bacterial Infections,18908,18775,133,-0.175212561339307,-0.338620879303377,-0.011804243375237,"-0.18 (-0.34, -0.01)",0.0355943525584286,0.518196046089968,51-60,0.032,Cortical,Volume of postcentral (left hemisphere),Intracellular,*
L_posteriorcingulate,Intracellular Bacterial Infections,18908,18775,133,-0.0642540933081983,-0.224558873096756,0.0960506864803592,"-0.06 (-0.22, 0.10)",0.432081216336474,0.873900989255212,51-60,0.704,Cortical,Volume of posteriorcingulate (left hemisphere),Intracellular,
L_precentral,Intracellular Bacterial Infections,18908,18775,133,-0.112661078531925,-0.270312421190948,0.0449902641270978,"-0.11 (-0.27, 0.04)",0.161313453955052,0.739108916303149,51-60,0.323,Cortical,Volume of precentral (left hemisphere),Intracellular,
L_precuneus,Intracellular Bacterial Infections,18908,18775,133,-0.0638620400675744,-0.225818944175633,0.0980948640404847,"-0.06 (-0.23, 0.10)",0.439595517831309,0.873900989255212,51-60,0.602,Cortical,Volume of precuneus (left hemisphere),Intracellular,
L_rostralanteriorcingulate,Intracellular Bacterial Infections,18908,18775,133,-0.193140061121973,-0.35991743900363,-0.0263626832403169,"-0.19 (-0.36, -0.03)",0.0232234673283956,0.439628006179185,51-60,0.122,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Intracellular,*
L_rostralmiddlefrontal,Intracellular Bacterial Infections,18908,18775,133,0.00625899264231858,-0.150053503694611,0.162571488979248,"0.01 (-0.15, 0.16)",0.93744309302927,0.974711305297117,51-60,0.789,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Intracellular,
L_superiorfrontal,Intracellular Bacterial Infections,18908,18775,133,-0.133798253272701,-0.290845857565419,0.023249351020018,"-0.13 (-0.29, 0.02)",0.0949522319531866,0.631406621687195,51-60,0.266,Cortical,Volume of superiorfrontal (left hemisphere),Intracellular,
L_superiorparietal,Intracellular Bacterial Infections,18908,18775,133,-0.127464574401599,-0.293425444746204,0.038496295943005,"-0.13 (-0.29, 0.04)",0.132231038403377,0.739108916303149,51-60,0.173,Cortical,Volume of superiorparietal (left hemisphere),Intracellular,
L_superiortemporal,Intracellular Bacterial Infections,18908,18775,133,-0.0661345656610894,-0.222422949953921,0.090153818631742,"-0.07 (-0.22, 0.09)",0.406873789541686,0.873900989255212,51-60,0.492,Cortical,Volume of superiortemporal (left hemisphere),Intracellular,
L_supramarginal,Intracellular Bacterial Infections,18908,18775,133,0.0322215234275292,-0.127509865409216,0.191952912264275,"0.03 (-0.13, 0.19)",0.692555494481143,0.913738139315435,51-60,0.404,Cortical,Volume of supramarginal (left hemisphere),Intracellular,
L_temporalpole,Intracellular Bacterial Infections,18619,18496,123,-0.192418708199547,-0.357593535918019,-0.027243880481075,"-0.19 (-0.36, -0.03)",0.0224187260445587,0.439628006179185,51-60,0.046,Cortical,Volume of grey matter in Temporal Pole (left),Intracellular,*
L_transversetemporal,Intracellular Bacterial Infections,18908,18775,133,-0.0782988464881413,-0.246399899444927,0.089802206468644,"-0.08 (-0.25, 0.09)",0.361265169571885,0.873900989255212,51-60,0.517,Cortical,Volume of transversetemporal (left hemisphere),Intracellular,
Laccumb,Intracellular Bacterial Infections,18617,18494,123,-0.0161255472817988,-0.187111201922106,0.154860107358509,"-0.02 (-0.19, 0.15)",0.853344802574299,0.960188920074875,51-60,0.751,SubCortical,Volume of accumbens (left),Intracellular,
Lamyg,Intracellular Bacterial Infections,18617,18494,123,-0.123196178961715,-0.290029649492609,0.04363729156918,"-0.12 (-0.29, 0.04)",0.147800063258912,0.739108916303149,51-60,0.695,SubCortical,Volume of amygdala (left),Intracellular,
Lcaud,Intracellular Bacterial Infections,18617,18494,123,-0.12453677867215,-0.292547044652648,0.0434734873083477,"-0.12 (-0.29, 0.04)",0.146266125090117,0.739108916303149,51-60,0.011,SubCortical,Volume of caudate (left),Intracellular,
Lhippo,Intracellular Bacterial Infections,18617,18494,123,-0.131231232058277,-0.30126950222336,0.0388070381068057,"-0.13 (-0.30, 0.04)",0.130360411277249,0.739108916303149,51-60,0.051,SubCortical,Volume of hippocampus (left),Intracellular,
LLatVent,Intracellular Bacterial Infections,18908,18775,133,-0.142445382735179,-0.269956949647672,-0.0149338158226855,"-0.14 (-0.27, -0.01)",0.0285618140081149,0.478387824613275,51-60,0.086,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Intracellular,*
Lpal,Intracellular Bacterial Infections,18617,18494,123,-0.0441101612800239,-0.196524025378723,0.108303702818675,"-0.04 (-0.20, 0.11)",0.570536971578282,0.877955840579976,51-60,0.58,SubCortical,Volume of pallidum (left),Intracellular,
Lput,Intracellular Bacterial Infections,18617,18494,123,-0.0203516795525851,-0.175235972736972,0.134532613631802,"-0.02 (-0.18, 0.13)",0.796753556614352,0.933869284961938,51-60,0.121,SubCortical,Volume of putamen (left),Intracellular,
Lthal,Intracellular Bacterial Infections,18617,18494,123,-0.14543711370134,-0.31023665365445,0.0193624262517701,"-0.15 (-0.31, 0.02)",0.0836828081767183,0.602516218872372,51-60,0.063,SubCortical,Volume of thalamus (left),Intracellular,
R_bankssts,Intracellular Bacterial Infections,18908,18775,133,-0.13659350692483,-0.305001796799557,0.0318147829498978,"-0.14 (-0.31, 0.03)",0.111896615125705,0.72302428235071,51-60,0.319,Cortical,Volume of bankssts (right hemisphere),Intracellular,
R_caudalanteriorcingulate,Intracellular Bacterial Infections,18908,18775,133,0.126526253804849,-0.0456696795026035,0.298722187112302,"0.13 (-0.05, 0.30)",0.149817198892233,0.739108916303149,51-60,0.53,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Intracellular,
R_caudalmiddlefrontal,Intracellular Bacterial Infections,18908,18775,133,-0.148020311559846,-0.319229630675386,0.0231890075556952,"-0.15 (-0.32, 0.02)",0.0901658612039495,0.631161028427646,51-60,0.245,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Intracellular,
R_cuneus,Intracellular Bacterial Infections,18908,18775,133,-0.0544727653189546,-0.21634019471597,0.107394664078061,"-0.05 (-0.22, 0.11)",0.509503751647018,0.87472060494052,51-60,0.582,Cortical,Volume of cuneus (right hemisphere),Intracellular,
R_entorhinal,Intracellular Bacterial Infections,18908,18775,133,0.0601706547796069,-0.100636018056188,0.220977327615401,"0.06 (-0.10, 0.22)",0.463307449773935,0.873900989255212,51-60,0.861,Cortical,Volume of entorhinal (right hemisphere),Intracellular,
R_frontalpole,Intracellular Bacterial Infections,18908,18775,133,-0.116113894924685,-0.272442460321316,0.040214670471946,"-0.12 (-0.27, 0.04)",0.145445945328308,0.739108916303149,51-60,0.319,Cortical,Volume of frontalpole (right hemisphere),Intracellular,
R_fusiform,Intracellular Bacterial Infections,18908,18775,133,-0.0690071339887129,-0.225025022862174,0.0870107548847477,"-0.07 (-0.23, 0.09)",0.385978818186506,0.873900989255212,51-60,0.164,Cortical,Volume of fusiform (right hemisphere),Intracellular,
R_inferiorparietal,Intracellular Bacterial Infections,18908,18775,133,-0.0684449498298002,-0.228625137814757,0.0917352381551562,"-0.07 (-0.23, 0.09)",0.402296477912354,0.873900989255212,51-60,0.389,Cortical,Volume of inferiorparietal (right hemisphere),Intracellular,
R_inferiortemporal,Intracellular Bacterial Infections,18908,18775,133,-0.183004257565132,-0.34162763387201,-0.0243808812582549,"-0.18 (-0.34, -0.02)",0.0237482256251993,0.439628006179185,51-60,0.18,Cortical,Volume of inferiortemporal (right hemisphere),Intracellular,*
R_insula,Intracellular Bacterial Infections,18619,18496,123,-0.170028994582189,-0.331778971373909,-0.00827901779046875,"-0.17 (-0.33, -0.01)",0.0393725739910998,0.518196046089968,51-60,0.048,Cortical,Volume of grey matter in Insular Cortex (right),Intracellular,*
R_isthmuscingulate,Intracellular Bacterial Infections,18908,18775,133,-0.0645669516335893,-0.227268598957095,0.0981346956899161,"-0.06 (-0.23, 0.10)",0.436668882569194,0.873900989255212,51-60,0.681,Cortical,Volume of isthmuscingulate (right hemisphere),Intracellular,
R_lateraloccipital,Intracellular Bacterial Infections,18908,18775,133,-0.0599580616484027,-0.213751178533699,0.0938350552368934,"-0.06 (-0.21, 0.09)",0.444779028716799,0.873900989255212,51-60,0.608,Cortical,Volume of lateraloccipital (right hemisphere),Intracellular,
R_lateralorbitofrontal,Intracellular Bacterial Infections,18908,18775,133,-0.0243704455432368,-0.184323500776446,0.135582609689972,"-0.02 (-0.18, 0.14)",0.765218618413941,0.933869284961938,51-60,0.454,Cortical,Volume of lateralorbitofrontal (right hemisphere),Intracellular,
R_lingual,Intracellular Bacterial Infections,18908,18775,133,-0.0507765879715678,-0.218934822213945,0.117381646270809,"-0.05 (-0.22, 0.12)",0.55394931951767,0.875105955709472,51-60,0.624,Cortical,Volume of lingual (right hemisphere),Intracellular,
R_medialorbitofrontal,Intracellular Bacterial Infections,18908,18775,133,-0.144155489747919,-0.303283517868056,0.0149725383722184,"-0.14 (-0.30, 0.01)",0.0758046567704798,0.564974848392964,51-60,0.304,Cortical,Volume of medialorbitofrontal (right hemisphere),Intracellular,
R_middletemporal,Intracellular Bacterial Infections,18908,18775,133,-0.118720881543316,-0.274265558085302,0.0368237949986702,"-0.12 (-0.27, 0.04)",0.134655742011704,0.739108916303149,51-60,0.074,Cortical,Volume of middletemporal (right hemisphere),Intracellular,
R_paracentral,Intracellular Bacterial Infections,18908,18775,133,-0.0231523696987807,-0.18868619737897,0.142381457981409,"-0.02 (-0.19, 0.14)",0.783974113531705,0.933869284961938,51-60,0.664,Cortical,Volume of paracentral (right hemisphere),Intracellular,
R_parahippocampal,Intracellular Bacterial Infections,18908,18775,133,0.0795039924581871,-0.085906296888911,0.244914281805285,"0.08 (-0.09, 0.24)",0.346147570151258,0.873900989255212,51-60,0.228,Cortical,Volume of parahippocampal (right hemisphere),Intracellular,
R_parsopercularis,Intracellular Bacterial Infections,18908,18775,133,-0.0427101412609084,-0.212440325783139,0.127020043261322,"-0.04 (-0.21, 0.13)",0.621857131820073,0.885355916489595,51-60,0.917,Cortical,Volume of parsopercularis (right hemisphere),Intracellular,
R_parsorbitalis,Intracellular Bacterial Infections,18908,18775,133,0.0145538362531272,-0.148920390692037,0.178028063198291,"0.01 (-0.15, 0.18)",0.861471659870435,0.964339017785728,51-60,0.687,Cortical,Volume of parsorbitalis (right hemisphere),Intracellular,
R_parstriangularis,Intracellular Bacterial Infections,18908,18775,133,-0.00540118333490897,-0.174127601315142,0.163325234645324,"-0.01 (-0.17, 0.16)",0.949969924559292,0.974711305297117,51-60,0.098,Cortical,Volume of parstriangularis (right hemisphere),Intracellular,
R_pericalcarine,Intracellular Bacterial Infections,18908,18775,133,0.055108640898391,-0.110437640200703,0.220654921997485,"0.06 (-0.11, 0.22)",0.514090802751521,0.87472060494052,51-60,0.716,Cortical,Volume of pericalcarine (right hemisphere),Intracellular,
R_postcentral,Intracellular Bacterial Infections,18908,18775,133,-0.111363980105415,-0.277022684413312,0.0542947242024814,"-0.11 (-0.28, 0.05)",0.187630380489843,0.776688540538904,51-60,0.429,Cortical,Volume of postcentral (right hemisphere),Intracellular,
R_posteriorcingulate,Intracellular Bacterial Infections,18908,18775,133,0.00594658711437584,-0.156150889081351,0.168044063310103,"0.01 (-0.16, 0.17)",0.942677170379793,0.974711305297117,51-60,0.236,Cortical,Volume of posteriorcingulate (right hemisphere),Intracellular,
R_precentral,Intracellular Bacterial Infections,18908,18775,133,-0.067482394746065,-0.225503392868232,0.0905386033761019,"-0.07 (-0.23, 0.09)",0.402574831256701,0.873900989255212,51-60,0.75,Cortical,Volume of precentral (right hemisphere),Intracellular,
R_precuneus,Intracellular Bacterial Infections,18908,18775,133,-0.0595450273447697,-0.218782486232065,0.0996924315425255,"-0.06 (-0.22, 0.10)",0.463596135440182,0.873900989255212,51-60,0.612,Cortical,Volume of precuneus (right hemisphere),Intracellular,
R_rostralanteriorcingulate,Intracellular Bacterial Infections,18908,18775,133,0.0222352225238445,-0.146450323306713,0.190920768354402,"0.02 (-0.15, 0.19)",0.796125355430974,0.933869284961938,51-60,0.71,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Intracellular,
R_rostralmiddlefrontal,Intracellular Bacterial Infections,18908,18775,133,-0.0789772964541205,-0.234404754340282,0.0764501614320409,"-0.08 (-0.23, 0.08)",0.319272819597959,0.865897522325196,51-60,0.642,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Intracellular,
R_superiorfrontal,Intracellular Bacterial Infections,18908,18775,133,-0.145562002815244,-0.302594477614198,0.0114704719837091,"-0.15 (-0.30, 0.01)",0.0692460607739903,0.562903461775663,51-60,0.172,Cortical,Volume of superiorfrontal (right hemisphere),Intracellular,
