Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Acute Bacterial Infections,18908,11857,7051,-0.00962252255266622,-0.0389273568265954,0.0196823117212629,"-0.01 (-0.04, 0.02)",0.519833481435029,0.65173152896332,51-60,0.704,Cortical,Volume of bankssts (left hemisphere),Acute Bacterial,
L_caudalanteriorcingulate,Acute Bacterial Infections,18908,11857,7051,-0.0193921373943532,-0.0493715189978586,0.0105872442091523,"-0.02 (-0.05, 0.01)",0.204855623515029,0.358497341151301,51-60,0.296,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Acute Bacterial,
L_caudalmiddlefrontal,Acute Bacterial Infections,18908,11857,7051,-0.0026563222118495,-0.0319166112841918,0.0266039668604928,"-0.00 (-0.03, 0.03)",0.858770564582455,0.913123131961091,51-60,0.553,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Acute Bacterial,
L_cuneus,Acute Bacterial Infections,18908,11857,7051,-0.0199560547035557,-0.0487027851629008,0.00879067575578938,"-0.02 (-0.05, 0.01)",0.1736249828077,0.32923096887827,51-60,0.426,Cortical,Volume of cuneus (left hemisphere),Acute Bacterial,
L_entorhinal,Acute Bacterial Infections,18908,11857,7051,-0.0333988147163409,-0.061575897531384,-0.00522173190129776,"-0.03 (-0.06, -0.01)",0.0201719794889383,0.0891813830037274,51-60,0.414,Cortical,Volume of entorhinal (left hemisphere),Acute Bacterial,*
L_frontalpole,Acute Bacterial Infections,18908,11857,7051,-0.0351989399354993,-0.0626726519937964,-0.0077252278772022304,"-0.04 (-0.06, -0.01)",0.0120390764885816,0.0668383917057738,51-60,0.003,Cortical,Volume of frontalpole (left hemisphere),Acute Bacterial,*
L_fusiform,Acute Bacterial Infections,18908,11857,7051,-0.0265189857293257,-0.0540812328430616,0.00104326138441028,"-0.03 (-0.05, 0.00)",0.0593240259115734,0.160748973437812,51-60,0.531,Cortical,Volume of fusiform (left hemisphere),Acute Bacterial,
L_inferiorparietal,Acute Bacterial Infections,18908,11857,7051,-0.0620985754674143,-0.0908796237707761,-0.0333175271640524,"-0.06 (-0.09, -0.03)",2.35701732390383e-05,0.00197989455207922,51-60,0.03,Cortical,Volume of inferiorparietal (left hemisphere),Acute Bacterial,**
L_inferiortemporal,Acute Bacterial Infections,18908,11857,7051,-0.0183403806703206,-0.0458468911921235,0.00916612985148221,"-0.02 (-0.05, 0.01)",0.191256035445523,0.348525302656294,51-60,0.727,Cortical,Volume of inferiortemporal (left hemisphere),Acute Bacterial,
L_insula,Acute Bacterial Infections,18619,11679,6940,-0.02787608358326,-0.0553328802065893,-0.000419286959930699,"-0.03 (-0.06, -0.00)",0.0466029417870786,0.134987831383262,51-60,0.767,Cortical,Volume of grey matter in Insular Cortex (left),Acute Bacterial,*
