Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Acute Viral Infections,18908,12492,6416,-0.0238206412111617,-0.0536802011253007,0.0060389187029772,"-0.02 (-0.05, 0.01)",0.117911109723102,0.15006868510213,51-60,0.818,Cortical,Volume of bankssts (left hemisphere),Acute Viral,
L_caudalanteriorcingulate,Acute Viral Infections,18908,12492,6416,0.0160271462051455,-0.0145218166656181,0.0465761090759092,"0.02 (-0.01, 0.05)",0.303804292260054,0.340260807331261,51-60,0.305,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Acute Viral,
L_caudalmiddlefrontal,Acute Viral Infections,18908,12492,6416,-0.0104222621231184,-0.0402376907473754,0.0193931665011386,"-0.01 (-0.04, 0.02)",0.49324653752683,0.531188578875048,51-60,0.299,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Acute Viral,
L_cuneus,Acute Viral Infections,18908,12492,6416,4.94881294803259e-05,-0.0292444134457805,0.0293433897047411,"0.00 (-0.03, 0.03)",0.99735799727504,0.99735799727504,51-60,0.144,Cortical,Volume of cuneus (left hemisphere),Acute Viral,
L_entorhinal,Acute Viral Infections,18908,12492,6416,-0.0217072454906052,-0.0504216828649048,0.00700719188369443,"-0.02 (-0.05, 0.01)",0.138418612785403,0.171830002078431,51-60,0.504,Cortical,Volume of entorhinal (left hemisphere),Acute Viral,
L_frontalpole,Acute Viral Infections,18908,12492,6416,-0.0325847415917269,-0.0605808380759408,-0.00458864510751309,"-0.03 (-0.06, -0.00)",0.022538573027996,0.0352777664786024,51-60,0.558,Cortical,Volume of frontalpole (left hemisphere),Acute Viral,**
L_fusiform,Acute Viral Infections,18908,12492,6416,-0.0248236979627208,-0.0529096068426337,0.00326221091719211,"-0.02 (-0.05, 0.00)",0.0832146163135543,0.111155423907763,51-60,0.249,Cortical,Volume of fusiform (left hemisphere),Acute Viral,
L_inferiorparietal,Acute Viral Infections,18908,12492,6416,-0.0198816583029168,-0.0492216049820082,0.00945828837617455,"-0.02 (-0.05, 0.01)",0.184122304741917,0.219899624620678,51-60,0.286,Cortical,Volume of inferiorparietal (left hemisphere),Acute Viral,
L_inferiortemporal,Acute Viral Infections,18908,12492,6416,-0.0112417884774219,-0.0392712985621204,0.0167877216072765,"-0.01 (-0.04, 0.02)",0.43179965118955,0.473102226520725,51-60,0.287,Cortical,Volume of inferiortemporal (left hemisphere),Acute Viral,
L_insula,Acute Viral Infections,18619,12308,6311,-0.0231956919603267,-0.0511810698856587,0.00478968596500528,"-0.02 (-0.05, 0.00)",0.104259927098835,0.134531881528467,51-60,0.294,Cortical,Volume of grey matter in Insular Cortex (left),Acute Viral,
L_isthmuscingulate,Acute Viral Infections,18908,12492,6416,-0.025849852685737,-0.0540657475229114,0.00236604215143735,"-0.03 (-0.05, 0.00)",0.0725540192758874,0.0999104527733531,51-60,0.962,Cortical,Volume of isthmuscingulate (left hemisphere),Acute Viral,
L_lateraloccipital,Acute Viral Infections,18908,12492,6416,-0.0206768927661815,-0.0482043110274559,0.00685052549509282,"-0.02 (-0.05, 0.01)",0.140957091342438,0.174123465775953,51-60,0.186,Cortical,Volume of lateraloccipital (left hemisphere),Acute Viral,
L_lateralorbitofrontal,Acute Viral Infections,18908,12492,6416,-0.0380298150655568,-0.0657666631167668,-0.0102929670143468,"-0.04 (-0.07, -0.01)",0.00720594283799775,0.0130640114760823,51-60,0.785,Cortical,Volume of lateralorbitofrontal (left hemisphere),Acute Viral,**
L_lingual,Acute Viral Infections,18908,12492,6416,-0.0153542680716747,-0.045026107796638,0.0143175716532885,"-0.02 (-0.05, 0.01)",0.310459145053282,0.346175683864721,51-60,0.569,Cortical,Volume of lingual (left hemisphere),Acute Viral,
