Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Viral Infections,18908,9848,9060,-0.0330576479459759,-0.0614017575243335,-0.00471353836761836,"-0.03 (-0.06, -0.00)",0.0222625607640423,0.0262157257595264,51-60,0.828,Cortical,Volume of bankssts (left hemisphere),Viral,**
L_caudalanteriorcingulate,Viral Infections,18908,9848,9060,-0.0145224645821223,-0.0435231946266329,0.0144782654623883,"-0.01 (-0.04, 0.01)",0.326339855669187,0.334299364344045,51-60,0.996,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Viral,
L_caudalmiddlefrontal,Viral Infections,18908,9848,9060,-0.0232118094789024,-0.0515145264010611,0.00509090744325632,"-0.02 (-0.05, 0.01)",0.107956730678379,0.117263345392032,51-60,0.436,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Viral,
L_cuneus,Viral Infections,18908,9848,9060,-0.0181003642535401,-0.0459083726068869,0.00970764409980668,"-0.02 (-0.05, 0.01)",0.202030747721108,0.211252068156511,51-60,0.31,Cortical,Volume of cuneus (left hemisphere),Viral,
L_entorhinal,Viral Infections,18908,9848,9060,-0.0245469181629439,-0.0518053655636977,0.00271152923780989,"-0.02 (-0.05, 0.00)",0.0775614332837296,0.0853514462336238,51-60,0.775,Cortical,Volume of entorhinal (left hemisphere),Viral,
L_frontalpole,Viral Infections,18908,9848,9060,-0.0557651553301799,-0.0823340936999824,-0.0291962169603774,"-0.06 (-0.08, -0.03)",3.90503428098795e-05,8.63218104218388e-05,51-60,0.089,Cortical,Volume of frontalpole (left hemisphere),Viral,**
L_fusiform,Viral Infections,18908,9848,9060,-0.0323332332508233,-0.0589938019637171,-0.00567266453792959,"-0.03 (-0.06, -0.01)",0.0174571339689869,0.0212413523913908,51-60,0.05,Cortical,Volume of fusiform (left hemisphere),Viral,**
L_inferiorparietal,Viral Infections,18908,9848,9060,-0.0345059682122942,-0.0623558392137266,-0.00665609721086186,"-0.03 (-0.06, -0.01)",0.0151686277346475,0.018646313117713,51-60,0.242,Cortical,Volume of inferiorparietal (left hemisphere),Viral,**
L_inferiortemporal,Viral Infections,18908,9848,9060,-0.0271753685533466,-0.0537818790352147,-0.000568858071478523,"-0.03 (-0.05, -0.00)",0.0452993155127167,0.0509869033807424,51-60,0.452,Cortical,Volume of inferiortemporal (left hemisphere),Viral,*
L_insula,Viral Infections,18619,9722,8897,-0.0252235677897873,-0.051789561448832,0.00134242586925747,"-0.03 (-0.05, 0.00)",0.0627536303884334,0.0699730745924124,51-60,0.422,Cortical,Volume of grey matter in Insular Cortex (left),Viral,
L_isthmuscingulate,Viral Infections,18908,9848,9060,-0.0347445586070982,-0.0615280976277597,-0.00796101958643671,"-0.03 (-0.06, -0.01)",0.0110079397081013,0.0142256451612386,51-60,0.747,Cortical,Volume of isthmuscingulate (left hemisphere),Viral,**
L_lateraloccipital,Viral Infections,18908,9848,9060,-0.0455182807059057,-0.0716439694980402,-0.0193925919137712,"-0.05 (-0.07, -0.02)",0.000639100045441276,0.00104580007435845,51-60,0.48,Cortical,Volume of lateraloccipital (left hemisphere),Viral,**
L_lateralorbitofrontal,Viral Infections,18908,9848,9060,-0.0437984212800671,-0.0701271148674653,-0.0174697276926688,"-0.04 (-0.07, -0.02)",0.00111351422547708,0.00173213323963101,51-60,0.67,Cortical,Volume of lateralorbitofrontal (left hemisphere),Viral,**
L_lingual,Viral Infections,18908,9848,9060,-0.0363126515740707,-0.0644766473401862,-0.00814865580795525,"-0.04 (-0.06, -0.01)",0.0115056909036854,0.0145700206418528,51-60,0.777,Cortical,Volume of lingual (left hemisphere),Viral,**
L_medialorbitofrontal,Viral Infections,18908,9848,9060,-0.0345596607244219,-0.0613228182685614,-0.00779650318028241,"-0.03 (-0.06, -0.01)",0.011378826044022,0.014555655650221,51-60,0.479,Cortical,Volume of medialorbitofrontal (left hemisphere),Viral,**
L_middletemporal,Viral Infections,18908,9848,9060,-0.0337389176492921,-0.0598919074943102,-0.00758592780427409,"-0.03 (-0.06, -0.01)",0.0114588578811878,0.0145700206418528,51-60,0.405,Cortical,Volume of middletemporal (left hemisphere),Viral,**
L_paracentral,Viral Infections,18908,9848,9060,-0.0497450694963153,-0.0773783786187066,-0.022111760373924,"-0.05 (-0.08, -0.02)",0.000418876695241512,0.000718074334699735,51-60,0.603,Cortical,Volume of paracentral (left hemisphere),Viral,**
