Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Herpes Viral Infections,18908,11260,7648,-0.0398635430598103,-0.0687506777164099,-0.0109764084032107,"-0.04 (-0.07, -0.01)",0.00683911543380969,0.00874851314375656,51-60,0.465,Cortical,Volume of bankssts (left hemisphere),Herpes,**
L_caudalanteriorcingulate,Herpes Viral Infections,18908,11260,7648,-0.01931765014201,-0.0488750897620728,0.0102397894780528,"-0.02 (-0.05, 0.01)",0.200194603062738,0.210204333215875,51-60,0.844,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Herpes,
L_caudalmiddlefrontal,Herpes Viral Infections,18908,11260,7648,-0.0343476216679261,-0.063191980108243,-0.00550326322760922,"-0.03 (-0.06, -0.01)",0.0196030964736454,0.0226744548591566,51-60,0.182,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Herpes,**
L_cuneus,Herpes Viral Infections,18908,11260,7648,-0.0211596460570695,-0.0495015910200435,0.00718229890590439,"-0.02 (-0.05, 0.01)",0.143382321891624,0.153103157274107,51-60,0.062,Cortical,Volume of cuneus (left hemisphere),Herpes,
L_entorhinal,Herpes Viral Infections,18908,11260,7648,-0.0275869110693937,-0.0553686262291487,0.000194804090361187,"-0.03 (-0.06, 0.00)",0.0516280553719899,0.0570625875164099,51-60,0.956,Cortical,Volume of entorhinal (left hemisphere),Herpes,
L_frontalpole,Herpes Viral Infections,18908,11260,7648,-0.0632770661185162,-0.0903536127542539,-0.0362005194827784,"-0.06 (-0.09, -0.04)",4.6645030044037e-06,1.14121821078615e-05,51-60,0.033,Cortical,Volume of frontalpole (left hemisphere),Herpes,**
L_fusiform,Herpes Viral Infections,18908,11260,7648,-0.0360943488800432,-0.0632663804539228,-0.00892231730616359,"-0.04 (-0.06, -0.01)",0.0092292227701292,0.0111280242016363,51-60,0.048,Cortical,Volume of fusiform (left hemisphere),Herpes,**
L_inferiorparietal,Herpes Viral Infections,18908,11260,7648,-0.0432506650464736,-0.0716333916552064,-0.0148679384377408,"-0.04 (-0.07, -0.01)",0.0028222219197031,0.00382365550411388,51-60,0.756,Cortical,Volume of inferiorparietal (left hemisphere),Herpes,**
L_inferiortemporal,Herpes Viral Infections,18908,11260,7648,-0.0359969708810114,-0.0631127343806088,-0.00888120738141394,"-0.04 (-0.06, -0.01)",0.00927335350136362,0.0111280242016363,51-60,0.728,Cortical,Volume of inferiortemporal (left hemisphere),Herpes,**
L_insula,Herpes Viral Infections,18619,11113,7506,-0.0250999109191562,-0.0521862240462894,0.00198640220797709,"-0.03 (-0.05, 0.00)",0.0693333668055379,0.0753103811853256,51-60,0.184,Cortical,Volume of grey matter in Insular Cortex (left),Herpes,
L_isthmuscingulate,Herpes Viral Infections,18908,11260,7648,-0.0422098628515076,-0.0695060731827234,-0.0149136525202919,"-0.04 (-0.07, -0.01)",0.00244066416967631,0.003324580382478,51-60,0.624,Cortical,Volume of isthmuscingulate (left hemisphere),Herpes,**
L_lateraloccipital,Herpes Viral Infections,18908,11260,7648,-0.05146055293699,-0.0780863444782559,-0.0248347613957242,"-0.05 (-0.08, -0.02)",0.00015213338512758,0.000266233423973265,51-60,0.43,Cortical,Volume of lateraloccipital (left hemisphere),Herpes,**
L_lateralorbitofrontal,Herpes Viral Infections,18908,11260,7648,-0.0443718459990694,-0.0712065274552156,-0.0175371645429233,"-0.04 (-0.07, -0.02)",0.00119292687721685,0.00176833866505087,51-60,0.602,Cortical,Volume of lateralorbitofrontal (left hemisphere),Herpes,**
L_lingual,Herpes Viral Infections,18908,11260,7648,-0.0376451724066975,-0.0663501624315357,-0.00894018238185923,"-0.04 (-0.07, -0.01)",0.0101610009364885,0.0120781709245052,51-60,0.215,Cortical,Volume of lingual (left hemisphere),Herpes,**
L_medialorbitofrontal,Herpes Viral Infections,18908,11260,7648,-0.0404584956299637,-0.0677344215581363,-0.013182569701791,"-0.04 (-0.07, -0.01)",0.00364860180322359,0.0048391981811176,51-60,0.508,Cortical,Volume of medialorbitofrontal (left hemisphere),Herpes,**
L_middletemporal,Herpes Viral Infections,18908,11260,7648,-0.0418887945378714,-0.06854212254640871,-0.015235466529334,"-0.04 (-0.07, -0.02)",0.00206944702955828,0.00287186871703381,51-60,0.543,Cortical,Volume of middletemporal (left hemisphere),Herpes,**
L_paracentral,Herpes Viral Infections,18908,11260,7648,-0.0626724652679883,-0.0908318382425795,-0.0345130922933972,"-0.06 (-0.09, -0.03)",1.29299862610725e-05,2.83335351112198e-05,51-60,0.421,Cortical,Volume of paracentral (left hemisphere),Herpes,**
L_parahippocampal,Herpes Viral Infections,18908,11260,7648,-0.0648934643300057,-0.0936968640761962,-0.0360900645838153,"-0.06 (-0.09, -0.04)",1.01082986056092e-05,2.27436718626206e-05,51-60,0.72,Cortical,Volume of parahippocampal (left hemisphere),Herpes,**
L_parsopercularis,Herpes Viral Infections,18908,11260,7648,-0.0471724752116294,-0.0765787954144722,-0.0177661550087867,"-0.05 (-0.08, -0.02)",0.00166742851459282,0.00238745446407608,51-60,0.661,Cortical,Volume of parsopercularis (left hemisphere),Herpes,**
L_parsorbitalis,Herpes Viral Infections,18908,11260,7648,-0.0550822185462296,-0.0828317907937671,-0.0273326462986921,"-0.06 (-0.08, -0.03)",0.000100285966622894,0.00018051473992121,51-60,0.406,Cortical,Volume of parsorbitalis (left hemisphere),Herpes,**
L_parstriangularis,Herpes Viral Infections,18908,11260,7648,-0.0377008025172899,-0.066753621200935,-0.00864798383364493,"-0.04 (-0.07, -0.01)",0.0109815096940578,0.012931497396741,51-60,0.925,Cortical,Volume of parstriangularis (left hemisphere),Herpes,**
L_pericalcarine,Herpes Viral Infections,18908,11260,7648,0.0144822331863463,-0.0139694467269433,0.042933913099636,"0.01 (-0.01, 0.04)",0.31843365556239,0.330227494657293,51-60,0.011,Cortical,Volume of pericalcarine (left hemisphere),Herpes,
L_postcentral,Herpes Viral Infections,18908,11260,7648,-0.0389344691868478,-0.0668822008033612,-0.0109867375703345,"-0.04 (-0.07, -0.01)",0.00632711081714611,0.00817657397908113,51-60,0.455,Cortical,Volume of postcentral (left hemisphere),Herpes,**
L_posteriorcingulate,Herpes Viral Infections,18908,11260,7648,-0.0430620556963658,-0.0704747636348588,-0.0156493477578728,"-0.04 (-0.07, -0.02)",0.00207949771353512,0.00287186871703381,51-60,0.153,Cortical,Volume of posteriorcingulate (left hemisphere),Herpes,**
L_precentral,Herpes Viral Infections,18908,11260,7648,-0.0503760132428671,-0.0773331260184505,-0.0234189004672837,"-0.05 (-0.08, -0.02)",0.000250046685529834,0.0004257551672535,51-60,0.427,Cortical,Volume of precentral (left hemisphere),Herpes,**
L_precuneus,Herpes Viral Infections,18908,11260,7648,-0.0562128212021888,-0.0839033805809132,-0.0285222618234645,"-0.06 (-0.08, -0.03)",6.94490156562954e-05,0.0001286849407749,51-60,0.862,Cortical,Volume of precuneus (left hemisphere),Herpes,**
L_rostralanteriorcingulate,Herpes Viral Infections,18908,11260,7648,-0.0600211156799097,-0.0885383979232996,-0.0315038334365198,"-0.06 (-0.09, -0.03)",3.71586913745317e-05,7.43173827490633e-05,51-60,0.133,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Herpes,**
L_rostralmiddlefrontal,Herpes Viral Infections,18908,11260,7648,-0.053815146184088,-0.080540415505241,-0.0270898768629349,"-0.05 (-0.08, -0.03)",7.94494908254738e-05,0.000146140669255616,51-60,0.439,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Herpes,**
L_superiorfrontal,Herpes Viral Infections,18908,11260,7648,-0.0498571781321566,-0.0767117678983702,-0.0230025883659429,"-0.05 (-0.08, -0.02)",0.000274401302590652,0.000460994188352296,51-60,0.09,Cortical,Volume of superiorfrontal (left hemisphere),Herpes,**
L_superiorparietal,Herpes Viral Infections,18908,11260,7648,-0.0444281445943573,-0.0728093531225604,-0.0160469360661541,"-0.04 (-0.07, -0.02)",0.00215557730404192,0.00295220369901394,51-60,0.491,Cortical,Volume of superiorparietal (left hemisphere),Herpes,**
L_superiortemporal,Herpes Viral Infections,18908,11260,7648,-0.0565382958590376,-0.0832587781869528,-0.0298178135311224,"-0.06 (-0.08, -0.03)",3.3776377858704e-05,6.86423162934951e-05,51-60,0.722,Cortical,Volume of superiortemporal (left hemisphere),Herpes,**
L_supramarginal,Herpes Viral Infections,18908,11260,7648,-0.0494829304234335,-0.0767949911589218,-0.0221708696879452,"-0.05 (-0.08, -0.02)",0.00038439113078109,0.000628958463622019,51-60,0.17,Cortical,Volume of supramarginal (left hemisphere),Herpes,**
