Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Movement,Hand grip strength left,All Infectious Diseases,212644,172214,40430,0.0197925984518011,0.0138146486220025,0.0257705482815997,"0.02 (0.01, 0.03)",8.63966174678806e-11,5.32203163602145e-08,Female,<0.001,Any,**
Movement,Hand grip strength left,Bacterial Infections,225719,200840,24879,-0.000178967099798972,-0.00740830658804978,0.00705037238845184,"-0.00 (-0.01, 0.01)",0.96130149373676,1.0,Female,<0.001,Bacterial,
Movement,Hand grip strength left,Invasive Bacterial Infections,258045,250359,7686,-0.0183904205648186,-0.0308661927232218,-0.00591464840641535,"-0.02 (-0.03, -0.01)",0.00386282054850084,1.0,Female,<0.001,Invasive,*
Movement,Hand grip strength left,Localised Bacterial Infections,233814,213128,20686,0.00106356097273016,-0.00678218560354097,0.00890930754900129,"0.00 (-0.01, 0.01)",0.790476669728718,1.0,Female,<0.001,Localised,
Movement,Hand grip strength left,Bacterial Infections with Sepsis,270709,270345,364,-0.107617247343232,-0.164254547631195,-0.0509799470552684,"-0.11 (-0.16, -0.05)",0.000195999433269824,0.120735650894212,Female,0.362,Sepsis,*
Movement,Hand grip strength left,Bacterial Infections without Sepsis,225868,201110,24758,-4.12481997806145e-05,-0.00728640364838463,0.0072039072488234,"-0.00 (-0.01, 0.01)",0.99109696095724,1.0,Female,<0.001,No-Sepsis,
Movement,Hand grip strength left,Extracellular Bacterial Infections,268105,262860,5245,0.0123658512107253,-0.00269893075174016,0.0274306331731907,"0.01 (-0.00, 0.03)",0.107653836065773,1.0,Female,<0.001,Extracellular,
Movement,Hand grip strength left,Intracellular Bacterial Infections,269480,268698,782,0.0023521488101104,-0.0363182999044618,0.0410225975246826,"0.00 (-0.04, 0.04)",0.905104085222233,1.0,Female,0.003,Intracellular,
Movement,Hand grip strength left,Gram Positive Bacterial Infections,269149,266786,2363,-0.0310513015537894,-0.0533605639725151,-0.00874203913506366,"-0.03 (-0.05, -0.01)",0.00637234066962212,1.0,Female,0.001,Gram Positive,*
Movement,Hand grip strength left,Gram Negative Bacterial Infections,269430,265951,3479,0.0290474644198735,0.0106105754809518,0.0474843533587952,"0.03 (0.01, 0.05)",0.00201561060745454,1.0,Female,0.005,Gram Negative,*
Movement,Hand grip strength left,Mycobacterial Infections,270001,269457,544,0.0437703558997897,-0.00257808633572316,0.0901187981353026,"0.04 (-0.00, 0.09)",0.0641776623493194,1.0,Female,<0.001,Mycobacterial,
Movement,Hand grip strength left,Mycoplasma Infections,271132,271114,18,-0.191433053374371,-0.445986276778687,0.0631201700299453,"-0.19 (-0.45, 0.06)",0.140491093790142,1.0,Female,0.801,Mycoplasma,
Movement,Hand grip strength left,Acute Bacterial Infections,227470,203219,24251,-0.00105029564218605,-0.00836199660166775,0.00626140531729565,"-0.00 (-0.01, 0.01)",0.778294799388478,1.0,Female,<0.001,Acute Bacterial,
Movement,Hand grip strength left,Chronic Bacterial Infections,268660,267611,1049,0.0120875107438834,-0.0213067887070382,0.0454818101948049,"0.01 (-0.02, 0.05)",0.478053190821038,1.0,Female,<0.001,Chronic Bacterial,
Movement,Hand grip strength left,Viral Infections,251787,223339,28448,0.0500416077551372,0.0431667921427198,0.0569164233675547,"0.05 (0.04, 0.06)",3.68391653107454e-46,2.26929258314192e-43,Female,0.678,Viral,**
Movement,Hand grip strength left,Acute Viral Infections,257460,235106,22354,0.0472293067266759,0.0396064967325818,0.05485211672077,"0.05 (0.04, 0.05)",6.33951933734695e-34,3.90514391180572e-31,Female,0.251,Acute Viral,**
Movement,Hand grip strength left,Herpes Viral Infections,263372,239980,23392,0.0567080091366098,0.0492232010996094,0.0641928171736101,"0.06 (0.05, 0.06)",7.33547952204646e-50,4.51865538558062e-47,Female,0.042,Herpes,**
Movement,Hand grip strength left,Other Potentially Persistent Viral Infections,270743,270557,186,0.0034199171478042,-0.0757930546865867,0.0826328889821951,"0.00 (-0.08, 0.08)",0.93256413575552,1.0,Female,<0.001,Other Viral,
Movement,Hand grip strength left,Parasitic Infections,269366,268549,817,0.0430586785551292,0.00521482368654951,0.0809025334237089,"0.04 (0.01, 0.08)",0.0257446814700507,1.0,Female,0.433,Parasitic,*
Movement,Hand grip strength left,Fungal Infections,261353,257763,3590,-0.00409598107622584,-0.0222406079489037,0.014048645796452,"-0.00 (-0.02, 0.01)",0.658167064107643,1.0,Female,0.01,Fungal,
Movement,Hand grip strength left,Acute Infections,220179,184545,35634,0.0159081236332652,0.00965799150391771,0.0221582557626127,"0.02 (0.01, 0.02)",6.08589711550608e-07,0.000374891262315175,Female,<0.001,Acute,**
Movement,Hand grip strength left,Chronic Infections,259537,235019,24518,0.0527011177374549,0.0453802356148714,0.0600219998600384,"0.05 (0.05, 0.06)",3.45775497381125e-45,2.12997706386773e-42,Female,0.964,Chronic,**
