Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Symbol digit substitution,All Infectious Diseases,42570,15141,27429,0.0631453897174567,0.0435582109535518,0.0827325684813616,"0.06 (0.04, 0.08)",2.66314908578106e-10,1.64049983684113e-07,Female,0.617,Any,**
Cognition,Symbol digit substitution,Bacterial Infections,42570,27408,15162,0.00163428485461022,-0.017962433959823,0.0212310036690434,"0.00 (-0.02, 0.02)",0.870159013268234,1.0,Female,0.412,Bacterial,
Cognition,Symbol digit substitution,Invasive Bacterial Infections,42570,38285,4285,-0.0241704533898171,-0.0553327058243283,0.00699179904469399,"-0.02 (-0.06, 0.01)",0.128454364626154,1.0,Female,0.692,Invasive,
Cognition,Symbol digit substitution,Localised Bacterial Infections,42570,29702,12868,0.00375766992122178,-0.016677085471321,0.0241924253137645,"0.00 (-0.02, 0.02)",0.718534397830356,1.0,Female,0.732,Localised,
Cognition,Symbol digit substitution,Bacterial Infections with Sepsis,42570,42441,129,-0.0532812737607679,-0.223784620951312,0.117222073429776,"-0.05 (-0.22, 0.12)",0.540213964112666,1.0,Female,0.414,Sepsis,
Cognition,Symbol digit substitution,Bacterial Infections without Sepsis,42570,27462,15108,0.00185815018114624,-0.0177544842354062,0.0214707845976987,"0.00 (-0.02, 0.02)",0.852683120048008,1.0,Female,0.409,No-Sepsis,
Cognition,Symbol digit substitution,Extracellular Bacterial Infections,42570,38683,3887,0.0220652085574,-0.0105056628407904,0.0546360799555905,"0.02 (-0.01, 0.05)",0.184244804357042,1.0,Female,0.819,Extracellular,
Cognition,Symbol digit substitution,Intracellular Bacterial Infections,42570,42208,362,-0.0998110406422011,-0.201902018241517,0.00227993695711534,"-0.10 (-0.20, 0.00)",0.0553402557758504,1.0,Female,0.93,Intracellular,
Cognition,Symbol digit substitution,Gram Positive Bacterial Infections,42570,40964,1606,0.0150559797169403,-0.0341407352976817,0.0642526947315623,"0.02 (-0.03, 0.06)",0.548617965170457,1.0,Female,0.355,Gram Positive,
Cognition,Symbol digit substitution,Gram Negative Bacterial Infections,42570,39928,2642,0.0172596138834001,-0.0216279817012226,0.0561472094680229,"0.02 (-0.02, 0.06)",0.384347813472779,1.0,Female,0.697,Gram Negative,
Cognition,Symbol digit substitution,Mycobacterial Infections,42570,42339,231,-0.111568581783913,-0.239200983871496,0.0160638203036696,"-0.11 (-0.24, 0.02)",0.0866588438401796,1.0,Female,0.823,Mycobacterial,
Cognition,Symbol digit substitution,Mycoplasma Infections,42570,42563,7,-0.447349669859061,-1.17820278304119,0.283503443323064,"-0.45 (-1.18, 0.28)",0.230257395401982,1.0,Female,0.147,Mycoplasma,
Cognition,Symbol digit substitution,Acute Bacterial Infections,42570,27678,14892,0.00326673743739687,-0.0164094282538592,0.0229429031286529,"0.00 (-0.02, 0.02)",0.744870512322801,1.0,Female,0.583,Acute Bacterial,
Cognition,Symbol digit substitution,Chronic Bacterial Infections,42570,42099,471,-0.0681892865297864,-0.157823456814407,0.0214448837548338,"-0.07 (-0.16, 0.02)",0.135946063770069,1.0,Female,0.547,Chronic Bacterial,
Cognition,Symbol digit substitution,Viral Infections,42570,19733,22837,0.0888877072823329,0.0700742423512895,0.107701172213376,"0.09 (0.07, 0.11)",2.12707619861872e-20,1.31027893834913e-17,Female,0.49,Viral,**
Cognition,Symbol digit substitution,Acute Viral Infections,42570,24487,18083,0.069496813675703,0.0505150553348852,0.0884785720165209,"0.07 (0.05, 0.09)",7.28935194417747e-13,4.49024079761332e-10,Female,0.454,Acute Viral,**
Cognition,Symbol digit substitution,Herpes Viral Infections,42570,22703,19867,0.0904407061035517,0.0716226482002842,0.109258764006819,"0.09 (0.07, 0.11)",4.73034059525333e-21,2.91388980667605e-18,Female,0.829,Herpes,**
Cognition,Symbol digit substitution,Other Potentially Persistent Viral Infections,42570,42478,92,-0.0729102742195605,-0.274804809751037,0.128984261311917,"-0.07 (-0.27, 0.13)",0.479059117920955,1.0,Female,0.246,Other Viral,
Cognition,Symbol digit substitution,Parasitic Infections,42570,42058,512,-0.0229311423185505,-0.108993520381533,0.0631312357444316,"-0.02 (-0.11, 0.06)",0.601503731372944,1.0,Female,0.468,Parasitic,
Cognition,Symbol digit substitution,Fungal Infections,42570,40641,1929,-0.0331900941800441,-0.0782532224093826,0.0118730340492945,"-0.03 (-0.08, 0.01)",0.148858213959996,1.0,Female,0.871,Fungal,
Cognition,Symbol digit substitution,Acute Infections,42570,18466,24104,0.0436372349618008,0.0247105951140792,0.0625638748095224,"0.04 (0.02, 0.06)",6.22939124443932e-06,0.00383730500657462,Female,0.724,Acute,**
Cognition,Symbol digit substitution,Chronic Infections,42570,22314,20256,0.0867951049610971,0.0680035348230261,0.105586675099168,"0.09 (0.07, 0.11)",1.44820839126305e-19,8.92096369018039e-17,Female,0.697,Chronic,**
