Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Trail making 2,All Infectious Diseases,42933,15304,27629,-0.0241270118611472,-0.0436721655315856,-0.00458185819070876,"-0.02 (-0.04, -0.00)",0.015546188717717,1.0,Female,0.404,Any,*
Cognition,Trail making 2,Bacterial Infections,42933,27644,15289,-0.0110503329435897,-0.030607189511492,0.00850652362431261,"-0.01 (-0.03, 0.01)",0.26809182362169,1.0,Female,0.751,Bacterial,
Cognition,Trail making 2,Invasive Bacterial Infections,42933,38610,4323,-0.0203295098799484,-0.0514221364095241,0.0107631166496273,"-0.02 (-0.05, 0.01)",0.200013394847855,1.0,Female,0.888,Invasive,
Cognition,Trail making 2,Localised Bacterial Infections,42933,29962,12971,-0.00567286574931837,-0.0260687754195843,0.0147230439209476,"-0.01 (-0.03, 0.01)",0.585649952908088,1.0,Female,0.716,Localised,
Cognition,Trail making 2,Bacterial Infections with Sepsis,42933,42803,130,0.0621717280843974,-0.108044167938348,0.232387624107142,"0.06 (-0.11, 0.23)",0.474056178177623,1.0,Female,0.132,Sepsis,
Cognition,Trail making 2,Bacterial Infections without Sepsis,42933,27698,15235,-0.0107318247632171,-0.0303044450114091,0.00884079548497486,"-0.01 (-0.03, 0.01)",0.282517661926164,1.0,Female,0.758,No-Sepsis,
Cognition,Trail making 2,Extracellular Bacterial Infections,42933,39022,3911,-0.0321119123799666,-0.0646493149901241,0.000425490230190825,"-0.03 (-0.06, 0.00)",0.0530719841110192,1.0,Female,0.729,Extracellular,
Cognition,Trail making 2,Intracellular Bacterial Infections,42933,42568,365,0.0806062116271252,-0.021287659332213,0.182500082586463,"0.08 (-0.02, 0.18)",0.121021205783257,1.0,Female,0.961,Intracellular,
Cognition,Trail making 2,Gram Positive Bacterial Infections,42933,41315,1618,-0.039908386326606,-0.089027406187534,0.00921063353432198,"-0.04 (-0.09, 0.01)",0.11128357613807,1.0,Female,0.29,Gram Positive,
Cognition,Trail making 2,Gram Negative Bacterial Infections,42933,40277,2656,-0.0222203888900716,-0.0610853095542939,0.0166445317741507,"-0.02 (-0.06, 0.02)",0.262460489240282,1.0,Female,0.448,Gram Negative,
Cognition,Trail making 2,Mycobacterial Infections,42933,42700,233,0.0679931946025185,-0.0593721871943645,0.195358576399402,"0.07 (-0.06, 0.20)",0.295408246027111,1.0,Female,0.707,Mycobacterial,
Cognition,Trail making 2,Mycoplasma Infections,42933,42926,7,0.161971282666871,-0.570489946680786,0.894432512014527,"0.16 (-0.57, 0.89)",0.664708392677445,1.0,Female,0.476,Mycoplasma,
Cognition,Trail making 2,Acute Bacterial Infections,42933,27917,15016,-0.0121652994583555,-0.0318017839204792,0.00747118500376825,"-0.01 (-0.03, 0.01)",0.224646900498234,1.0,Female,0.827,Acute Bacterial,
Cognition,Trail making 2,Chronic Bacterial Infections,42933,42459,474,0.0222519667744783,-0.0672951089480482,0.111799042497005,"0.02 (-0.07, 0.11)",0.62622237614903,1.0,Female,0.871,Chronic Bacterial,
Cognition,Trail making 2,Viral Infections,42933,19946,22987,-0.0283025801258206,-0.0470923637016965,-0.0095127965499447,"-0.03 (-0.05, -0.01)",0.00315558544816902,1.0,Female,0.237,Viral,*
Cognition,Trail making 2,Acute Viral Infections,42933,24727,18206,-0.0315408998787728,-0.0504967805852887,-0.012585019172257,"-0.03 (-0.05, -0.01)",0.00110990003605299,0.683698422208642,Female,0.151,Acute Viral,*
Cognition,Trail making 2,Herpes Viral Infections,42933,22941,19992,-0.0377419302983259,-0.0565409752813736,-0.0189428853152782,"-0.04 (-0.06, -0.02)",8.33153333503328e-05,0.051322245343805,Female,0.33,Herpes,*
Cognition,Trail making 2,Other Potentially Persistent Viral Infections,42933,42841,92,-0.0618242944596447,-0.264158024091362,0.140509435172073,"-0.06 (-0.26, 0.14)",0.549245575517266,1.0,Female,0.261,Other Viral,
Cognition,Trail making 2,Parasitic Infections,42933,42416,517,0.0247830738635456,-0.061047340412147,0.110613488139238,"0.02 (-0.06, 0.11)",0.57143406223746,1.0,Female,0.5,Parasitic,
Cognition,Trail making 2,Fungal Infections,42933,40985,1948,0.00432257356572278,-0.0406212565479777,0.0492664036794233,"0.00 (-0.04, 0.05)",0.850478360701022,1.0,Female,0.485,Fungal,
Cognition,Trail making 2,Acute Infections,42933,18649,24284,-0.0275661745047056,-0.0464535239696964,-0.00867882503971476,"-0.03 (-0.05, -0.01)",0.0042296792112784,1.0,Female,0.528,Acute,*
Cognition,Trail making 2,Chronic Infections,42933,22548,20385,-0.0390824594299331,-0.0578524561570676,-0.0203124627027985,"-0.04 (-0.06, -0.02)",4.49026359247222e-05,0.0276600237296289,Female,0.531,Chronic,**
