Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Anxiety,All Infectious Diseases,94383,4276,90107,2699,68011,1577,22096,1.82443195431587,1.71053823505194,1.9459091224744,"1.82 (1.71, 1.95)",1.15249587487775e-74,7.09937458924694e-72,40-50,<0.001,Any,**
Anxiety,Bacterial Infections,109034,5116,103918,3554,82353,1562,21565,1.78132350258083,1.67488331222557,1.89452805319939,"1.78 (1.67, 1.89)",2.45038704585188e-75,1.50943842024476e-72,40-50,<0.001,Bacterial,**
Anxiety,Invasive Bacterial Infections,113282,6036,107246,5447,99133,589,8113,1.81314022978851,1.66321333700395,1.97658196921356,"1.81 (1.66, 1.98)",1.30947697725651e-41,8.06637817990012e-39,40-50,0.038,Invasive,**
Anxiety,Localised Bacterial Infections,110878,5378,105500,3957,86589,1421,18911,1.7411148002572,1.63498085282992,1.85413837870187,"1.74 (1.63, 1.85)",6.59423989401474e-67,4.06205177471308e-64,40-50,0.001,Localised,**
Anxiety,Bacterial Infections with Sepsis,113477,6452,107025,6358,105543,94,1482,2.44413813966199,1.98359179438241,3.01161320724777,"2.44 (1.98, 3.01)",4.87865197101491e-17,3.00524961414518e-14,40-50,0.03,Sepsis,**
Anxiety,Bacterial Infections without Sepsis,108922,5116,103806,3562,82451,1554,21355,1.78268852160696,1.67602261253753,1.89614289288001,"1.78 (1.68, 1.90)",2.50831616324364e-75,1.54512275655808e-72,40-50,<0.001,No-Sepsis,**
Anxiety,Extracellular Bacterial Infections,112854,6299,106555,6042,103519,257,3036,2.15075950282263,1.89422406891012,2.44203762105261,"2.15 (1.89, 2.44)",3.16373268653579e-32,1.94885933490605e-29,40-50,0.01,Extracellular,**
Anxiety,Intracellular Bacterial Infections,111855,6431,105424,6408,105118,23,306,1.64819870106768,1.09569652426172,2.47929869087756,"1.65 (1.10, 2.48)",0.0164546120852066,1.0,40-50,0.957,Intracellular,*
Anxiety,Gram Positive Bacterial Infections,112434,6367,106067,6225,104291,142,1776,1.88581785806103,1.59311851791648,2.23229405332186,"1.89 (1.59, 2.23)",1.68805585962411e-13,1.03984240952845e-10,40-50,0.062,Gram Positive,**
Anxiety,Gram Negative Bacterial Infections,112848,6367,106481,6208,104547,159,1934,2.3146078403057,1.97445736221039,2.71335788604066,"2.31 (1.97, 2.71)",4.2450367818911e-25,2.61494265764492e-22,40-50,0.118,Gram Negative,**
Anxiety,Mycobacterial Infections,111979,6448,105531,6439,105434,9,97,1.85068834735049,0.962289000711695,3.55927102615303,"1.85 (0.96, 3.56)",0.0650721744029098,1.0,40-50,0.729,Mycobacterial,
Anxiety,Mycoplasma Infections,112168,6457,105711,6454,105696,3,15,3.39983947567044,1.06715206040899,10.8315477139191,"3.40 (1.07, 10.83)",0.0384618564103139,1.0,40-50,0.112,Mycoplasma,*
Anxiety,Acute Bacterial Infections,108806,5155,103651,3675,83092,1480,20559,1.7537726852279,1.64758758713254,1.8668012890316,"1.75 (1.65, 1.87)",1.47943377717283e-69,9.11331206738462e-67,40-50,<0.001,Acute Bacterial,**
Anxiety,Chronic Bacterial Infections,113294,6399,106895,6198,104740,201,2155,1.88388175487838,1.63320877724059,2.17302926350906,"1.88 (1.63, 2.17)",3.51717591814056e-18,2.16658036557459e-15,40-50,0.005,Chronic Bacterial,**
Anxiety,Viral Infections,96861,5176,91685,4652,84842,524,6843,1.60103888061847,1.46029679364616,1.75534556290559,"1.60 (1.46, 1.76)",1.17945624821356e-23,7.26545048899552e-21,40-50,0.005,Viral,**
Anxiety,Acute Viral Infections,102183,5534,96649,5108,91088,426,5561,1.59616101485763,1.44372346948654,1.76469388992993,"1.60 (1.44, 1.76)",6.81832614622721e-20,4.20008890607596e-17,40-50,0.165,Acute Viral,**
Anxiety,Herpes Viral Infections,98509,5517,92992,5361,90823,156,2169,1.40239310285269,1.19264192110922,1.6490334442543,"1.40 (1.19, 1.65)",4.29045213207508e-05,0.0264291851335825,40-50,0.069,Herpes,**
Anxiety,Other Potentially Persistent Viral Infections,112123,6438,105685,6400,105270,38,415,1.76081491406933,1.2749314444349,2.43187127836763,"1.76 (1.27, 2.43)",0.000593947825341982,0.365871860410661,40-50,0.054,Other Viral,*
Anxiety,Parasitic Infections,111655,6384,105271,6334,104621,50,650,1.40591005821514,1.06305037265682,1.85935035877043,"1.41 (1.06, 1.86)",0.016910209483708,1.0,40-50,0.713,Parasitic,*
Anxiety,Fungal Infections,112919,6279,106640,5874,100997,405,5643,1.42552301767877,1.28739671939109,1.578469047904,"1.43 (1.29, 1.58)",9.22186478585568e-12,5.6806687080871e-09,40-50,0.239,Fungal,**
Anxiety,Acute Infections,99519,4578,94941,3078,74180,1500,20761,1.82877888883272,1.71545799801906,1.9495856081013,"1.83 (1.72, 1.95)",2.24304047899806e-76,1.3817129350628e-73,40-50,<0.001,Acute,**
Anxiety,Chronic Infections,99170,5413,93757,5036,89087,377,4670,1.61381727496746,1.45096706758721,1.79494507846702,"1.61 (1.45, 1.79)",1.15991136053576e-18,7.14505398090031e-16,40-50,<0.001,Chronic,**
