Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Depression,All Infectious Diseases,89142,3907,85235,2537,64677,1370,20558,1.7025619163526,1.58980547281913,1.82331557449859,"1.70 (1.59, 1.82)",2.57534687302729e-52,1.58641367378481e-49,40-50,0.98,Any,**
Depression,Bacterial Infections,102874,4667,98207,3287,78245,1380,19962,1.69625295831964,1.5884913338533,1.81132502097356,"1.70 (1.59, 1.81)",4.33809718708453e-56,2.67226786724407e-53,40-50,0.742,Bacterial,**
Depression,Invasive Bacterial Infections,106747,5526,101221,5029,93915,497,7306,1.6732854289918,1.52163522496386,1.84004949474194,"1.67 (1.52, 1.84)",2.39714923235039e-26,1.47664392712784e-23,40-50,0.021,Invasive,**
Depression,Localised Bacterial Infections,104449,4930,99519,3677,82103,1253,17416,1.65328061939924,1.54628425252106,1.76768068485773,"1.65 (1.55, 1.77)",4.26920545184586e-49,2.62983055833705e-46,40-50,0.885,Localised,**
Depression,Bacterial Infections with Sepsis,106974,5929,101045,5851,99737,78,1308,2.44342232530445,1.94224442803273,3.07392446266068,"2.44 (1.94, 3.07)",2.38565607722712e-14,1.4695641435719e-11,40-50,0.615,Sepsis,**
Depression,Bacterial Infections without Sepsis,102766,4671,98095,3300,78333,1371,19762,1.69224216397775,1.5846477083798,1.80714207101086,"1.69 (1.58, 1.81)",1.63342660917513e-55,1.00619079125188e-52,40-50,0.779,No-Sepsis,**
Depression,Extracellular Bacterial Infections,106399,5790,100609,5591,97892,199,2717,1.87006390183579,1.61870500890586,2.16045479423896,"1.87 (1.62, 2.16)",1.90253972493481e-17,1.17196447055984e-14,40-50,0.152,Extracellular,**
Depression,Intracellular Bacterial Infections,105516,5916,99600,5890,99349,26,251,1.99954617142643,1.36775536712064,2.92317251153104,"2.00 (1.37, 2.92)",0.000348486696451355,0.214667805014035,40-50,0.262,Intracellular,*
Depression,Gram Positive Bacterial Infections,106041,5865,100176,5735,98621,130,1555,1.9657069108271,1.64199014148589,2.35324412835801,"1.97 (1.64, 2.35)",1.81888297182727e-13,1.1204319106456e-10,40-50,0.585,Gram Positive,**
Depression,Gram Negative Bacterial Infections,106388,5845,100543,5732,98805,113,1738,1.85926694137908,1.54346116114747,2.23968937238118,"1.86 (1.54, 2.24)",6.59030527844488e-11,4.05962805152205e-08,40-50,0.175,Gram Negative,**
Depression,Mycobacterial Infections,105649,5929,99720,5925,99635,4,85,0.824122317754564,0.310115608367029,2.19007871998926,"0.82 (0.31, 2.19)",0.698086317080849,1.0,40-50,0.262,Mycobacterial,
Depression,Mycoplasma Infections,105828,5936,99892,5933,99879,3,13,4.2706406132944,1.46377652943017,12.4598057703655,"4.27 (1.46, 12.46)",0.00787438713805211,1.0,40-50,0.352,Mycoplasma,*
Depression,Acute Bacterial Infections,102619,4702,97917,3372,78955,1330,18962,1.71589294538319,1.60596670247935,1.8333434905408,"1.72 (1.61, 1.83)",1.65755468029874e-57,1.02105368306403e-54,40-50,0.78,Acute Bacterial,**
Depression,Chronic Bacterial Infections,106913,5883,101030,5743,98961,140,2069,1.3475763644794,1.13503970734123,1.59991059903737,"1.35 (1.14, 1.60)",0.000658289759361775,0.405506491766853,40-50,0.177,Chronic Bacterial,*
Depression,Viral Infections,91392,4799,86593,4385,80272,414,6321,1.3740791560805,1.24025293028496,1.52234554829159,"1.37 (1.24, 1.52)",1.21384131758477e-09,7.47726251632221e-07,40-50,0.49,Viral,**
Depression,Acute Viral Infections,96446,5146,91300,4798,86169,348,5131,1.40693619215855,1.26011533118847,1.57086371367189,"1.41 (1.26, 1.57)",1.26629207634288e-09,7.80035919027217e-07,40-50,0.957,Acute Viral,**
Depression,Herpes Viral Infections,92967,5085,87882,4955,85889,130,1993,1.3582156014673,1.13670626282804,1.6228903459013,"1.36 (1.14, 1.62)",0.000750133296172458,0.462082110442234,40-50,0.098,Herpes,*
Depression,Other Potentially Persistent Viral Infections,105792,5912,99880,5868,99515,44,365,2.06765959062453,1.52697142829418,2.79980103326332,"2.07 (1.53, 2.80)",2.64243216769758e-06,0.00162773821530171,40-50,0.202,Other Viral,**
Depression,Parasitic Infections,105357,5877,99480,5827,98911,50,569,1.54018039261366,1.15752295257137,2.04933788701292,"1.54 (1.16, 2.05)",0.0030388207147039,1.0,40-50,0.299,Parasitic,*
Depression,Fungal Infections,106485,5787,100698,5417,95524,370,5174,1.452039508703,1.30462685374358,1.61610864346723,"1.45 (1.30, 1.62)",8.58012054032711e-12,5.2853542528415e-09,40-50,0.153,Fungal,**
Depression,Acute Infections,93959,4211,89748,2875,70539,1336,19209,1.75120017016614,1.6365355234672,1.87389885035477,"1.75 (1.64, 1.87)",3.86321573790258e-59,2.37974089454799e-56,40-50,0.942,Acute,**
Depression,Chronic Infections,93635,4979,88656,4668,84307,311,4349,1.44649181535355,1.28616198756605,1.62680796984554,"1.45 (1.29, 1.63)",7.33920850792294e-10,4.52095244088053e-07,40-50,0.121,Chronic,**
