Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Stroke,All Infectious Diseases,225783,6652,219131,3360,138953,3292,80178,1.47567295905874,1.40475900866976,1.55016673227052,"1.48 (1.40, 1.55)",4.32736425878663e-54,2.66565638341256e-51,Male,0.095,Any,**
Stroke,Bacterial Infections,247451,6979,240472,3909,164533,3070,75939,1.55139099359277,1.47761946095071,1.62884563895239,"1.55 (1.48, 1.63)",7.55043249240166e-70,4.65106641531942e-67,Male,0.295,Bacterial,**
Stroke,Invasive Bacterial Infections,243338,7195,236143,5712,199665,1483,36478,1.83218312490902,1.72670114729205,1.94410886242006,"1.83 (1.73, 1.94)",4.11071538412065e-89,2.53220067661832e-86,Male,0.001,Invasive,**
Stroke,Localised Bacterial Infections,247885,7222,240663,4588,175924,2634,64739,1.44972759144176,1.38008760584514,1.52288164931419,"1.45 (1.38, 1.52)",1.81039369094498e-49,1.11520251362211e-46,Male,0.193,Localised,**
Stroke,Bacterial Infections with Sepsis,233275,7472,225803,7100,216453,372,9350,2.82345011766848,2.53282553470117,3.1474219040131,"2.82 (2.53, 3.15)",2.9011671863434e-78,1.78711898678753e-75,Male,0.252,Sepsis,**
Stroke,Bacterial Infections without Sepsis,246764,6982,239782,3940,164767,3042,75015,1.54056780751615,1.46727317733821,1.61752372101603,"1.54 (1.47, 1.62)",1.2534883230005e-67,7.72148806968308e-65,Male,0.336,No-Sepsis,**
Stroke,Extracellular Bacterial Infections,232240,7393,224847,6825,211374,568,13473,1.91359522731337,1.75238683760808,2.08963375860249,"1.91 (1.75, 2.09)",2.38097806832788e-47,1.46668249008998e-44,Male,0.009,Extracellular,**
Stroke,Intracellular Bacterial Infections,223673,7419,216254,7355,214889,64,1365,1.59469114323069,1.24568101191792,2.04148559540373,"1.59 (1.25, 2.04)",0.000212916405999309,0.131156506095574,Male,0.928,Intracellular,*
Stroke,Gram Positive Bacterial Infections,228808,7434,221374,7069,213538,365,7836,2.03104675154625,1.82259987099254,2.26333325960357,"2.03 (1.82, 2.26)",1.19493968916146e-37,7.36082848523456e-35,Male,0.255,Gram Positive,**
Stroke,Gram Negative Bacterial Infections,230406,7423,222983,7082,213769,341,9214,1.76501886076353,1.57962077222077,1.9721768880459,"1.77 (1.58, 1.97)",1.07685510734589e-23,6.63342746125066e-21,Male,<0.001,Gram Negative,**
Stroke,Mycobacterial Infections,223372,7423,215949,7402,215561,21,388,1.81489192014681,1.17677770002571,2.7990271074496,"1.81 (1.18, 2.80)",0.00701007853761344,1.0,Male,0.511,Mycobacterial,*
Stroke,Mycoplasma Infections,224446,7475,216971,7468,216889,7,82,2.99776260222136,1.44003072598269,6.24054782799474,"3.00 (1.44, 6.24)",0.00333795442831216,1.0,Male,0.216,Mycoplasma,*
Stroke,Acute Bacterial Infections,247456,7032,240424,4008,166340,3024,74084,1.5601227647944,1.48606563407174,1.63787048527643,"1.56 (1.49, 1.64)",7.56226195696665e-72,4.65835336549146e-69,Male,0.446,Acute Bacterial,**
Stroke,Chronic Bacterial Infections,227340,7418,219922,7218,214272,200,5650,1.35053458055605,1.17278488955037,1.55522438047184,"1.35 (1.17, 1.56)",2.99875158206132e-05,0.0184723097454977,Male,0.298,Chronic Bacterial,**
Stroke,Viral Infections,209361,7081,202280,6267,180465,814,21815,1.17332628801911,1.09025427737644,1.26272797706379,"1.17 (1.09, 1.26)",1.98692115645285e-05,0.0122394343237496,Male,0.106,Viral,**
Stroke,Acute Viral Infections,213037,7168,205869,6601,189499,567,16370,1.16938061530215,1.07279533999777,1.27466159896562,"1.17 (1.07, 1.27)",0.000374332126108279,0.2305885896827,Male,0.12,Acute Viral,*
Stroke,Herpes Viral Infections,207883,7218,200665,6898,193119,320,7546,1.17689811027331,1.05155276037528,1.31718465697391,"1.18 (1.05, 1.32)",0.00458490896627252,1.0,Male,0.656,Herpes,*
Stroke,Other Potentially Persistent Viral Infections,224612,7473,217139,7442,216302,31,837,1.51306930710223,1.05696128651255,2.16600055017024,"1.51 (1.06, 2.17)",0.0236586478899894,1.0,Male,0.583,Other Viral,*
Stroke,Parasitic Infections,224170,7455,216715,7397,214955,58,1760,1.06457304855823,0.821248391123347,1.3799914714796,"1.06 (0.82, 1.38)",0.636495576767695,1.0,Male,0.522,Parasitic,
Stroke,Fungal Infections,232964,7438,225526,6690,204574,748,20952,1.11575599889115,1.03413432240558,1.20381987338522,"1.12 (1.03, 1.20)",0.00471430742394901,1.0,Male,0.154,Fungal,*
Stroke,Acute Infections,231807,6784,225023,3701,150299,3083,74724,1.52704162598688,1.4538827701467,1.60388180902739,"1.53 (1.45, 1.60)",4.47059200220412e-64,2.75388467335774e-61,Male,0.283,Acute,**
Stroke,Chronic Infections,210594,7153,203441,6586,189383,567,14058,1.25347354509447,1.14980843499483,1.36648495560807,"1.25 (1.15, 1.37)",2.9055889039689e-07,0.000178984276484484,Male,0.621,Chronic,**
