Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
ACD,All Infectious Diseases,230973,5432,225541,2259,142589,3173,82952,1.72671607098449,1.63453852196261,1.8240918459457,"1.73 (1.63, 1.82)",8.29135571830123e-85,5.10747512247356e-82,Male,0.018,Any,**
ACD,Bacterial Infections,252893,5586,247307,2610,168718,2976,78589,1.82881880488949,1.73310504451346,1.92981852525642,"1.83 (1.73, 1.93)",2.30077713813638e-107,1.41727871709201e-104,Male,0.01,Bacterial,**
ACD,Invasive Bacterial Infections,248562,5680,242882,4082,204982,1598,37900,2.17666721895045,2.04953955409757,2.31168028574086,"2.18 (2.05, 2.31)",1.43308285288947e-141,8.82779037379913e-139,Male,0.085,Invasive,**
ACD,Localised Bacterial Infections,253278,5796,247482,3158,180584,2638,66898,1.74381434258882,1.65399132800683,1.83851535974069,"1.74 (1.65, 1.84)",2.26965299353139e-94,1.39810624401534e-91,Male,0.212,Localised,**
ACD,Bacterial Infections with Sepsis,237887,5898,231989,5492,222341,406,9648,2.85488319291086,2.56731336722309,3.17466428104203,"2.85 (2.57, 3.17)",1.50631343975804e-83,9.27889078890952e-81,Male,0.739,Sepsis,**
ACD,Bacterial Infections without Sepsis,252203,5587,246616,2640,168973,2947,77643,1.81236196561641,1.71754461770171,1.91241372163494,"1.81 (1.72, 1.91)",2.61439899487877e-104,1.61046978084532e-101,Male,0.014,No-Sepsis,**
ACD,Extracellular Bacterial Infections,237154,5857,231297,5181,217154,676,14143,2.28742298296872,2.10416002120118,2.4866473320915,"2.29 (2.10, 2.49)",5.2652685291053e-84,3.24340541392886e-81,Male,0.155,Extracellular,**
ACD,Intracellular Bacterial Infections,228028,5840,222188,5795,220739,45,1449,1.25469935923985,0.930074812400533,1.6926277984173,"1.25 (0.93, 1.69)",0.137438210838493,1.0,Male,0.341,Intracellular,
ACD,Gram Positive Bacterial Infections,233451,5873,227578,5508,219285,365,8293,2.1448393176134,1.92411724765152,2.3908811710904,"2.14 (1.92, 2.39)",3.76793604704967e-43,2.3210486049826e-40,Male,0.977,Gram Positive,**
ACD,Gram Negative Bacterial Infections,235166,5879,229287,5386,219713,493,9574,2.45601038357473,2.2291940105157,2.70590490364339,"2.46 (2.23, 2.71)",8.17549082446447e-74,5.03610234787011e-71,Male,0.23,Gram Negative,**
ACD,Mycobacterial Infections,227697,5842,221855,5830,221442,12,413,1.12097507489698,0.631558998115589,1.989655950259,"1.12 (0.63, 1.99)",0.696461480575264,1.0,Male,0.255,Mycobacterial,
ACD,Mycoplasma Infections,228794,5899,222895,5893,222809,6,86,3.37706946543681,1.48417776917313,7.68411871627711,"3.38 (1.48, 7.68)",0.00371623316636928,1.0,Male,0.48,Mycoplasma,*
ACD,Acute Bacterial Infections,252915,5637,247278,2686,170592,2951,76686,1.84833621300552,1.7521083820257,1.94984898842717,"1.85 (1.75, 1.95)",2.73093965958456e-112,1.68225883030409e-109,Male,0.006,Acute Bacterial,**
ACD,Chronic Bacterial Infections,231804,5840,225964,5631,220121,209,5843,1.51068744654607,1.31341252783307,1.73759311167615,"1.51 (1.31, 1.74)",7.53965947980972e-09,4.64443023956279e-06,Male,0.266,Chronic Bacterial,**
ACD,Viral Infections,213821,5747,208074,4976,185568,771,22506,1.22947805532863,1.13882192619677,1.327350882313,"1.23 (1.14, 1.33)",1.24795962985903e-07,7.68743131993165e-05,Male,0.247,Viral,**
ACD,Acute Viral Infections,217437,5783,211654,5219,194819,564,16835,1.31550198093293,1.20499748710707,1.43614030763924,"1.32 (1.20, 1.44)",9.03895995518226e-10,5.56799933239227e-07,Male,0.343,Acute Viral,**
ACD,Herpes Viral Infections,212222,5825,206397,5568,198560,257,7837,1.00213573971484,0.884252615326629,1.13573431778072,"1.00 (0.88, 1.14)",0.973345195855855,1.0,Male,0.992,Herpes,
ACD,Other Potentially Persistent Viral Infections,228977,5894,223083,5868,222196,26,887,1.62980028858928,1.07816080038006,2.46368536098635,"1.63 (1.08, 2.46)",0.0205073323902425,1.0,Male,0.355,Other Viral,*
ACD,Parasitic Infections,228531,5884,222647,5842,220821,42,1826,0.9675036754561,0.716562644525234,1.30632453306474,"0.97 (0.72, 1.31)",0.829261096373964,1.0,Male,0.149,Parasitic,
ACD,Fungal Infections,237649,5889,231760,5191,210148,698,21612,1.20526885571168,1.11314961235103,1.30501147233967,"1.21 (1.11, 1.31)",4.17713953722593e-06,0.00257311795493118,Male,0.878,Fungal,**
ACD,Acute Infections,237066,5517,231549,2492,154220,3025,77329,1.81993865716271,1.72406462076696,1.92114418214892,"1.82 (1.72, 1.92)",2.75268076459383e-104,1.6956513509898e-101,Male,0.006,Acute,**
ACD,Chronic Infections,215059,5759,209300,5263,194694,496,14606,1.18112419930743,1.07650311207324,1.29591299694702,"1.18 (1.08, 1.30)",0.000435191191387956,0.268077773894981,Male,0.476,Chronic,*
