Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Depression,All Infectious Diseases,145092,6087,139005,3214,92335,2873,46670,1.66543696737248,1.58128776121567,1.75406422557682,"1.67 (1.58, 1.75)",7.54986109497283e-83,4.65071443450326e-80,51-60,0.98,Any,**
Depression,Bacterial Infections,160539,6741,153798,3939,109717,2802,44081,1.73368202580235,1.64896132007598,1.82275553101006,"1.73 (1.65, 1.82)",8.99686861651062e-103,5.54207106777054e-100,51-60,0.742,Bacterial,**
Depression,Invasive Bacterial Infections,157835,7203,150632,6063,133080,1140,17552,1.91845279678505,1.79698016611302,2.04813675904584,"1.92 (1.80, 2.05)",7.15725945135983e-85,4.40887182203765e-82,51-60,0.021,Invasive,**
Depression,Localised Bacterial Infections,161251,6956,154295,4483,116229,2473,38066,1.6630201408294,1.58067629924526,1.74965360720899,"1.66 (1.58, 1.75)",8.41982921125564e-86,5.18661479413348e-83,51-60,0.885,Localised,**
Depression,Bacterial Infections with Sepsis,153902,7456,146446,7265,142733,191,3713,2.67001762641477,2.29649691256307,3.10429075099825,"2.67 (2.30, 3.10)",2.32872096721204e-37,1.43449211580262e-34,51-60,0.615,Sepsis,**
Depression,Bacterial Infections without Sepsis,160166,6747,153419,3967,109847,2780,43572,1.72247861055635,1.63824991446241,1.81103782617791,"1.72 (1.64, 1.81)",2.81284168031622e-100,1.73271047507479e-97,51-60,0.779,No-Sepsis,**
Depression,Extracellular Bacterial Infections,153012,7353,145659,6900,139197,453,6462,2.15419807416788,1.95019070878764,2.37954643196587,"2.15 (1.95, 2.38)",1.23186506304587e-51,7.58828878836255e-49,51-60,0.152,Extracellular,**
Depression,Intracellular Bacterial Infections,150044,7421,142623,7363,141932,58,691,1.72151383665249,1.32100492182285,2.24345105822657,"1.72 (1.32, 2.24)",5.80872575125183e-05,0.0357817506277113,51-60,0.262,Intracellular,**
Depression,Gram Positive Bacterial Infections,151867,7417,144450,7153,140946,264,3504,2.09977982031044,1.84649899033729,2.3878027103484,"2.10 (1.85, 2.39)",1.15385692813727e-29,7.10775867732557e-27,51-60,0.585,Gram Positive,**
Depression,Gram Negative Bacterial Infections,152494,7384,145110,7083,140659,301,4451,2.18732178375457,1.93658801408705,2.47051853614965,"2.19 (1.94, 2.47)",2.11850363030815e-36,1.30499823626982e-33,51-60,0.175,Gram Negative,**
Depression,Mycobacterial Infections,149979,7432,142547,7413,142353,19,194,1.89195975389093,1.18535126051064,3.01978985436012,"1.89 (1.19, 3.02)",0.00752369100251369,1.0,51-60,0.262,Mycobacterial,*
Depression,Mycoplasma Infections,150492,7465,143027,7461,142972,4,55,1.56120092765069,0.596724999728509,4.08454202120957,"1.56 (0.60, 4.08)",0.363986136166027,1.0,51-60,0.352,Mycoplasma,
Depression,Acute Bacterial Infections,160122,6773,153349,4047,110731,2726,42618,1.73800259186988,1.6529209005503,1.8274637390941,"1.74 (1.65, 1.83)",2.55281035351679e-103,1.57253117776634e-100,51-60,0.78,Acute Bacterial,**
Depression,Chronic Bacterial Infections,152431,7428,145003,7186,141602,242,3401,1.6032656944465,1.40634431360335,1.82776071416178,"1.60 (1.41, 1.83)",1.66677497462916e-12,1.02673338437156e-09,51-60,0.177,Chronic Bacterial,**
Depression,Viral Infections,136970,6575,130395,5768,116288,807,14107,1.27628680234942,1.18398759170582,1.37578131161364,"1.28 (1.18, 1.38)",1.89572282159166e-10,1.16776525810046e-07,51-60,0.49,Viral,**
Depression,Acute Viral Infections,139131,6749,132382,6116,121948,633,10434,1.35555498226093,1.24685745134436,1.47372845865516,"1.36 (1.25, 1.47)",9.79186893109557e-13,6.03179126155487e-10,51-60,0.957,Acute Viral,**
Depression,Herpes Viral Infections,136739,6791,129948,6534,124650,257,5298,1.08049939280707,0.952440319160768,1.22577647582702,"1.08 (0.95, 1.23)",0.229015908220665,1.0,51-60,0.098,Herpes,
Depression,Other Potentially Persistent Viral Infections,150670,7461,143209,7415,142683,46,526,1.67268963788566,1.23612679105133,2.2634333669853,"1.67 (1.24, 2.26)",0.000857066545423406,0.527952991980818,51-60,0.202,Other Viral,*
Depression,Parasitic Infections,150285,7433,142852,7365,141691,68,1161,1.08024657642349,0.842535026337385,1.38502570148031,"1.08 (0.84, 1.39)",0.542700706469447,1.0,51-60,0.299,Parasitic,
Depression,Fungal Infections,155239,7407,147832,6729,136198,678,11634,1.32516051611012,1.22275459147226,1.43614295599811,"1.33 (1.22, 1.44)",6.84803869435105e-12,4.21839183572025e-09,51-60,0.153,Fungal,**
Depression,Acute Infections,148013,6265,141748,3551,98786,2714,42962,1.70858289615995,1.62267067168831,1.79904373942557,"1.71 (1.62, 1.80)",4.6302966116545e-92,2.85226271277917e-89,51-60,0.942,Acute,**
Depression,Chronic Infections,138566,6746,131820,6191,122559,555,9261,1.30336526956558,1.19298604411995,1.4239571655366,"1.30 (1.19, 1.42)",4.40137843198591e-09,2.71124911410332e-06,51-60,0.121,Chronic,**
