Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Mycobacterial Infections,38951,38701,250,0.0228410351948096,-0.106960464620033,0.152642535009652,"0.02 (-0.11, 0.15)",0.730168744415888,0.936399611159306,Male,0.085,Cortical,Volume of bankssts (left hemisphere),Mycobacterial,
L_caudalanteriorcingulate,Mycobacterial Infections,38951,38701,250,-0.0311405542524439,-0.160698916127411,0.0984178076225232,"-0.03 (-0.16, 0.10)",0.63756470021319,0.892590580298466,Male,0.086,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Mycobacterial,
L_caudalmiddlefrontal,Mycobacterial Infections,38951,38701,250,0.062092352973139,-0.0651709866686821,0.18935569261496,"0.06 (-0.07, 0.19)",0.33892413788843,0.879323858267302,Male,0.165,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Mycobacterial,
L_cuneus,Mycobacterial Infections,38951,38701,250,-0.049464303965966,-0.176143614698842,0.0772150067669101,"-0.05 (-0.18, 0.08)",0.444080683469469,0.879323858267302,Male,0.845,Cortical,Volume of cuneus (left hemisphere),Mycobacterial,
L_entorhinal,Mycobacterial Infections,38951,38701,250,0.0685489689532076,-0.0630113443400351,0.20010928224645,"0.07 (-0.06, 0.20)",0.307136171581483,0.879323858267302,Male,0.44,Cortical,Volume of entorhinal (left hemisphere),Mycobacterial,
L_frontalpole,Mycobacterial Infections,38951,38701,250,0.0548271473478583,-0.0721770312402189,0.181831325935935,"0.05 (-0.07, 0.18)",0.397483101974405,0.879323858267302,Male,0.138,Cortical,Volume of frontalpole (left hemisphere),Mycobacterial,
L_fusiform,Mycobacterial Infections,38951,38701,250,-0.0378067226024244,-0.159583753399898,0.0839703081950493,"-0.04 (-0.16, 0.08)",0.542855126663418,0.879323858267302,Male,0.096,Cortical,Volume of fusiform (left hemisphere),Mycobacterial,
L_inferiorparietal,Mycobacterial Infections,38951,38701,250,0.0142880545039516,-0.110268085327553,0.138844194335456,"0.01 (-0.11, 0.14)",0.822106548658901,0.978491536855107,Male,0.637,Cortical,Volume of inferiorparietal (left hemisphere),Mycobacterial,
L_inferiortemporal,Mycobacterial Infections,38951,38701,250,0.0275367508624888,-0.0923708145190169,0.147444316243994,"0.03 (-0.09, 0.15)",0.652626876412726,0.897835171206803,Male,0.084,Cortical,Volume of inferiortemporal (left hemisphere),Mycobacterial,
L_insula,Mycobacterial Infections,38344,38103,241,0.0607533430717172,-0.0609112255664174,0.182417911709852,"0.06 (-0.06, 0.18)",0.327714051266728,0.879323858267302,Male,0.024,Cortical,Volume of grey matter in Insular Cortex (left),Mycobacterial,
L_isthmuscingulate,Mycobacterial Infections,38951,38701,250,0.0547827348691023,-0.0670301103517068,0.176595580089911,"0.05 (-0.07, 0.18)",0.378063788591677,0.879323858267302,Male,0.235,Cortical,Volume of isthmuscingulate (left hemisphere),Mycobacterial,
L_lateraloccipital,Mycobacterial Infections,38951,38701,250,-0.0868419736334178,-0.205730549678038,0.0320466024112028,"-0.09 (-0.21, 0.03)",0.152238547535962,0.879323858267302,Male,0.345,Cortical,Volume of lateraloccipital (left hemisphere),Mycobacterial,
L_lateralorbitofrontal,Mycobacterial Infections,38951,38701,250,0.0371926625298396,-0.0808481103323929,0.155233435392072,"0.04 (-0.08, 0.16)",0.536861849250756,0.879323858267302,Male,0.171,Cortical,Volume of lateralorbitofrontal (left hemisphere),Mycobacterial,
L_lingual,Mycobacterial Infections,38951,38701,250,-0.00385137307103116,-0.130998055869817,0.123295309727755,"-0.00 (-0.13, 0.12)",0.952657156930176,0.981116923229925,Male,0.554,Cortical,Volume of lingual (left hemisphere),Mycobacterial,
L_medialorbitofrontal,Mycobacterial Infections,38951,38701,250,0.00927656809108488,-0.110803672093165,0.129356808275335,"0.01 (-0.11, 0.13)",0.87964680984195,0.978491536855107,Male,0.097,Cortical,Volume of medialorbitofrontal (left hemisphere),Mycobacterial,
L_middletemporal,Mycobacterial Infections,38951,38701,250,0.0255719978026746,-0.0933346533948313,0.14447864900018,"0.03 (-0.09, 0.14)",0.673376378405102,0.897835171206803,Male,0.391,Cortical,Volume of middletemporal (left hemisphere),Mycobacterial,
L_paracentral,Mycobacterial Infections,38951,38701,250,-0.0862261040694648,-0.212951058318654,0.0404988501797242,"-0.09 (-0.21, 0.04)",0.182330071197024,0.879323858267302,Male,0.739,Cortical,Volume of paracentral (left hemisphere),Mycobacterial,
L_parahippocampal,Mycobacterial Infections,38950,38700,250,0.0517002422366312,-0.0770597695206334,0.180460253993896,"0.05 (-0.08, 0.18)",0.431288321219113,0.879323858267302,Male,0.455,Cortical,Volume of parahippocampal (left hemisphere),Mycobacterial,
L_parsopercularis,Mycobacterial Infections,38951,38701,250,-0.0279743001909346,-0.157861189863429,0.101912589481559,"-0.03 (-0.16, 0.10)",0.67292587287047,0.897835171206803,Male,0.024,Cortical,Volume of parsopercularis (left hemisphere),Mycobacterial,
L_parsorbitalis,Mycobacterial Infections,38951,38701,250,-0.0211645793882643,-0.144111403164437,0.101782244387908,"-0.02 (-0.14, 0.10)",0.735812025386148,0.936488032309643,Male,0.091,Cortical,Volume of parsorbitalis (left hemisphere),Mycobacterial,
L_parstriangularis,Mycobacterial Infections,38951,38701,250,-0.0133600953041887,-0.139793052697296,0.113072862088919,"-0.01 (-0.14, 0.11)",0.835921391982664,0.978491536855107,Male,0.407,Cortical,Volume of parstriangularis (left hemisphere),Mycobacterial,
L_pericalcarine,Mycobacterial Infections,38951,38701,250,-0.0658655630875405,-0.193521579602353,0.0617904534272723,"-0.07 (-0.19, 0.06)",0.311880592344609,0.879323858267302,Male,0.657,Cortical,Volume of pericalcarine (left hemisphere),Mycobacterial,
L_postcentral,Mycobacterial Infections,38951,38701,250,0.0811873834129927,-0.0419376951100754,0.204312461936061,"0.08 (-0.04, 0.20)",0.196219459224826,0.879323858267302,Male,0.546,Cortical,Volume of postcentral (left hemisphere),Mycobacterial,
L_posteriorcingulate,Mycobacterial Infections,38951,38701,250,0.044567839951024,-0.0797410377577107,0.168876717659759,"0.04 (-0.08, 0.17)",0.482235754811903,0.879323858267302,Male,0.551,Cortical,Volume of posteriorcingulate (left hemisphere),Mycobacterial,
L_precentral,Mycobacterial Infections,38951,38701,250,0.0422664218113341,-0.0787227482454192,0.163255591868087,"0.04 (-0.08, 0.16)",0.493527125380571,0.879323858267302,Male,0.251,Cortical,Volume of precentral (left hemisphere),Mycobacterial,
L_precuneus,Mycobacterial Infections,38951,38701,250,0.00641879738742238,-0.11555017124329,0.128387766018134,"0.01 (-0.12, 0.13)",0.91784508017716,0.980389297014684,Male,0.389,Cortical,Volume of precuneus (left hemisphere),Mycobacterial,
L_rostralanteriorcingulate,Mycobacterial Infections,38951,38701,250,-0.0234928196094701,-0.14534099190815,0.0983553526892099,"-0.02 (-0.15, 0.10)",0.705506408943425,0.918799044205391,Male,0.142,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Mycobacterial,
L_rostralmiddlefrontal,Mycobacterial Infections,38951,38701,250,0.0440388272732181,-0.0753676145047167,0.163445269051153,"0.04 (-0.08, 0.16)",0.469754505726646,0.879323858267302,Male,0.305,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Mycobacterial,
L_superiorfrontal,Mycobacterial Infections,38951,38701,250,-0.0063888109097495,-0.125540051864856,0.112762430045357,"-0.01 (-0.13, 0.11)",0.916300775594214,0.980389297014684,Male,0.493,Cortical,Volume of superiorfrontal (left hemisphere),Mycobacterial,
