Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Intracellular Bacterial Infections,38951,38489,462,-0.00956987529196173,-0.105314654021362,0.0861749034374384,"-0.01 (-0.11, 0.09)",0.844682985979578,0.987043692783752,Male,0.4,Cortical,Volume of bankssts (left hemisphere),Intracellular,
L_caudalanteriorcingulate,Intracellular Bacterial Infections,38951,38489,462,-0.0197791617006241,-0.115344567433621,0.0757862440323728,"-0.02 (-0.12, 0.08)",0.684990149597144,0.973820400442723,Male,0.354,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Intracellular,
L_caudalmiddlefrontal,Intracellular Bacterial Infections,38951,38489,462,0.0163821981893477,-0.0774912354821126,0.110255631860808,"0.02 (-0.08, 0.11)",0.732314239537602,0.973820400442723,Male,0.655,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Intracellular,
L_cuneus,Intracellular Bacterial Infections,38951,38489,462,-0.00835691622903221,-0.101799260819573,0.0850854283615082,"-0.01 (-0.10, 0.09)",0.860850532418759,0.987043692783752,Male,0.778,Cortical,Volume of cuneus (left hemisphere),Intracellular,
L_entorhinal,Intracellular Bacterial Infections,38951,38489,462,0.0364302109534774,-0.0606124365195524,0.133472858426507,"0.04 (-0.06, 0.13)",0.461855968065929,0.973820400442723,Male,0.746,Cortical,Volume of entorhinal (left hemisphere),Intracellular,
L_frontalpole,Intracellular Bacterial Infections,38951,38489,462,0.00160623060310241,-0.0920759382399004,0.0952883994461052,"0.00 (-0.09, 0.10)",0.973191773465518,0.987043692783752,Male,0.159,Cortical,Volume of frontalpole (left hemisphere),Intracellular,
L_fusiform,Intracellular Bacterial Infections,38951,38489,462,-0.0596750302948055,-0.149499141538789,0.0301490809491778,"-0.06 (-0.15, 0.03)",0.192872512852646,0.90007172664568,Male,0.408,Cortical,Volume of fusiform (left hemisphere),Intracellular,
L_inferiorparietal,Intracellular Bacterial Infections,38951,38489,462,-0.0164085032864057,-0.10828399547237,0.0754669888995591,"-0.02 (-0.11, 0.08)",0.726302583322306,0.973820400442723,Male,0.689,Cortical,Volume of inferiorparietal (left hemisphere),Intracellular,
L_inferiortemporal,Intracellular Bacterial Infections,38951,38489,462,-0.0624659591033969,-0.150910690433045,0.0259787722262509,"-0.06 (-0.15, 0.03)",0.166271797717166,0.881044103755207,Male,0.465,Cortical,Volume of inferiortemporal (left hemisphere),Intracellular,
L_insula,Intracellular Bacterial Infections,38344,37896,448,-0.0287353530583985,-0.118210819540126,0.0607401134233289,"-0.03 (-0.12, 0.06)",0.529045785094061,0.973820400442723,Male,0.257,Cortical,Volume of grey matter in Insular Cortex (left),Intracellular,
L_isthmuscingulate,Intracellular Bacterial Infections,38951,38489,462,0.0918741600699613,0.00202584073012643,0.181722479409796,"0.09 (0.00, 0.18)",0.0450535977384548,0.719317445142282,Male,0.655,Cortical,Volume of isthmuscingulate (left hemisphere),Intracellular,*
L_lateraloccipital,Intracellular Bacterial Infections,38951,38489,462,-0.0859153677790234,-0.17360857045217,0.00177783489412339,"-0.09 (-0.17, 0.00)",0.0548287462454446,0.719317445142282,Male,0.767,Cortical,Volume of lateraloccipital (left hemisphere),Intracellular,
