Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Mycoplasma Infections,38951,38939,12,-0.527297580295201,-1.11792026983581,0.0633251092454104,"-0.53 (-1.12, 0.06)",0.0801476117090942,0.841549922945489,Male,0.481,Cortical,Volume of bankssts (left hemisphere),Mycoplasma,
L_caudalanteriorcingulate,Mycoplasma Infections,38951,38939,12,-0.425677442687757,-1.01520260352287,0.163847718147359,"-0.43 (-1.02, 0.16)",0.156996788856394,0.874104386022487,Male,0.935,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Mycoplasma,
L_caudalmiddlefrontal,Mycoplasma Infections,38951,38939,12,-0.0661596345727678,-0.645261504754003,0.512942235608468,"-0.07 (-0.65, 0.51)",0.822817984786857,0.977934394307145,Male,0.505,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Mycoplasma,
L_cuneus,Mycoplasma Infections,38951,38939,12,0.440981532623251,-0.135444052557224,1.01740711780373,"0.44 (-0.14, 1.02)",0.133758990468279,0.874104386022487,Male,0.614,Cortical,Volume of cuneus (left hemisphere),Mycoplasma,
L_entorhinal,Mycoplasma Infections,38951,38939,12,0.483493972167054,-0.11514304774261,1.08213099207672,"0.48 (-0.12, 1.08)",0.113422798141451,0.874104386022487,Male,0.172,Cortical,Volume of entorhinal (left hemisphere),Mycoplasma,
L_frontalpole,Mycoplasma Infections,38951,38939,12,0.22311481240167,-0.354802414265884,0.801032039069224,"0.22 (-0.35, 0.80)",0.449233544045732,0.938735199647726,Male,0.519,Cortical,Volume of frontalpole (left hemisphere),Mycoplasma,
L_fusiform,Mycoplasma Infections,38951,38939,12,-0.303338650301867,-0.857463792573991,0.250786491970256,"-0.30 (-0.86, 0.25)",0.283297980525307,0.874104386022487,Male,0.664,Cortical,Volume of fusiform (left hemisphere),Mycoplasma,
L_inferiorparietal,Mycoplasma Infections,38951,38939,12,-0.174597429197351,-0.741371821134413,0.392176962739712,"-0.17 (-0.74, 0.39)",0.545983734198518,0.9729755046033,Male,0.1,Cortical,Volume of inferiorparietal (left hemisphere),Mycoplasma,
L_inferiortemporal,Mycoplasma Infections,38951,38939,12,-0.310646328796019,-0.856262960552823,0.234970302960785,"-0.31 (-0.86, 0.23)",0.264455395277862,0.874104386022487,Male,0.246,Cortical,Volume of inferiortemporal (left hemisphere),Mycoplasma,
L_insula,Mycoplasma Infections,38344,38336,8,-0.11238322027739,-0.77808602935807,0.553319588803289,"-0.11 (-0.78, 0.55)",0.740729817959118,0.975545084254844,Male,0.484,Cortical,Volume of grey matter in Insular Cortex (left),Mycoplasma,
L_isthmuscingulate,Mycoplasma Infections,38951,38939,12,1.06481663784164,0.510618368027597,1.61901490765568,"1.06 (0.51, 1.62)",0.000166179955296519,0.0279182324898152,Male,0.112,Cortical,Volume of isthmuscingulate (left hemisphere),Mycoplasma,**
L_lateraloccipital,Mycoplasma Infections,38951,38939,12,0.09402460405653,-0.44697598884584,0.6350251969589,"0.09 (-0.45, 0.64)",0.733370710167683,0.975545084254844,Male,0.54,Cortical,Volume of lateraloccipital (left hemisphere),Mycoplasma,
L_lateralorbitofrontal,Mycoplasma Infections,38951,38939,12,-0.110767154026055,-0.647897997006349,0.42636368895424,"-0.11 (-0.65, 0.43)",0.686070481358071,0.9729755046033,Male,0.777,Cortical,Volume of lateralorbitofrontal (left hemisphere),Mycoplasma,
L_lingual,Mycoplasma Infections,38951,38939,12,0.759647272180382,0.181131847567231,1.33816269679353,"0.76 (0.18, 1.34)",0.0100652891713087,0.281828096796643,Male,0.858,Cortical,Volume of lingual (left hemisphere),Mycoplasma,*
