Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Acute Infections,38951,16647,22304,-0.0302674117028082,-0.0512411110240862,-0.00929371238153016,"-0.03 (-0.05, -0.01)",0.00467852047625718,0.0059544806061455,Male,0.318,Cortical,Volume of bankssts (left hemisphere),Acute,**
L_caudalanteriorcingulate,Acute Infections,38951,16647,22304,-0.0106145760038011,-0.0315509014516049,0.0103217494440027,"-0.01 (-0.03, 0.01)",0.320365654686209,0.330192822007872,Male,0.815,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Acute,
L_caudalmiddlefrontal,Acute Infections,38951,16647,22304,-0.0431154212088455,-0.0636768601519589,-0.022553982265732,"-0.04 (-0.06, -0.02)",3.96486669893069e-05,7.74532099325996e-05,Male,0.03,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Acute,**
L_cuneus,Acute Infections,38951,16647,22304,-0.0348778791571876,-0.0553463800219118,-0.0144093782924634,"-0.03 (-0.06, -0.01)",0.000839054536067521,0.0012814651096304,Male,0.28,Cortical,Volume of cuneus (left hemisphere),Acute,**
L_entorhinal,Acute Infections,38951,16647,22304,-0.0429913543636801,-0.0642473946668773,-0.0217353140604828,"-0.04 (-0.06, -0.02)",7.37603751155326e-05,0.000133244548595801,Male,0.708,Cortical,Volume of entorhinal (left hemisphere),Acute,**
L_frontalpole,Acute Infections,38951,16647,22304,-0.0138117532904138,-0.0343352606467709,0.00671175406594333,"-0.01 (-0.03, 0.01)",0.187162627026566,0.196520758377894,Male,0.016,Cortical,Volume of frontalpole (left hemisphere),Acute,
L_fusiform,Acute Infections,38951,16647,22304,-0.0610480061225799,-0.0807178281250663,-0.0413781841200935,"-0.06 (-0.08, -0.04)",1.18897171478173e-09,1.05130130570174e-08,Male,0.319,Cortical,Volume of fusiform (left hemisphere),Acute,**
L_inferiorparietal,Acute Infections,38951,16647,22304,-0.0569487295349376,-0.0770689676107939,-0.0368284914590813,"-0.06 (-0.08, -0.04)",2.91340144025527e-08,1.43956306459672e-07,Male,0.835,Cortical,Volume of inferiorparietal (left hemisphere),Acute,**
L_inferiortemporal,Acute Infections,38951,16647,22304,-0.0302839622461919,-0.0496586473951404,-0.0109092770972434,"-0.03 (-0.05, -0.01)",0.00218801395727635,0.00304396707913385,Male,0.718,Cortical,Volume of inferiortemporal (left hemisphere),Acute,**
L_insula,Acute Infections,38344,16402,21942,-0.0424626087285194,-0.0619098228860774,-0.0230153945709613,"-0.04 (-0.06, -0.02)",1.87617846712694e-05,3.84387783508935e-05,Male,0.396,Cortical,Volume of grey matter in Insular Cortex (left),Acute,**
L_isthmuscingulate,Acute Infections,38951,16647,22304,-0.0222735154512322,-0.0419573301928731,-0.00258970070959137,"-0.02 (-0.04, -0.00)",0.0265677035711112,0.0307818910341151,Male,0.584,Cortical,Volume of isthmuscingulate (left hemisphere),Acute,**
L_lateraloccipital,Acute Infections,38951,16647,22304,-0.0488654875845924,-0.0680721626577761,-0.0296588125114087,"-0.05 (-0.07, -0.03)",6.16888426847827e-07,1.84467744504491e-06,Male,0.209,Cortical,Volume of lateraloccipital (left hemisphere),Acute,**
L_lateralorbitofrontal,Acute Infections,38951,16647,22304,-0.0499760348121728,-0.0690449650399431,-0.0309071045844025,"-0.05 (-0.07, -0.03)",2.80723763670449e-07,9.62481475441539e-07,Male,0.55,Cortical,Volume of lateralorbitofrontal (left hemisphere),Acute,**
L_lingual,Acute Infections,38951,16647,22304,-0.0246617134162031,-0.0452070596776255,-0.0041163671547806,"-0.02 (-0.05, -0.00)",0.018641302963756,0.0219002720133637,Male,0.969,Cortical,Volume of lingual (left hemisphere),Acute,**
L_medialorbitofrontal,Acute Infections,38951,16647,22304,-0.0345398104133881,-0.0539416567974774,-0.0151379640292989,"-0.03 (-0.05, -0.02)",0.000484819879909352,0.000761212521726834,Male,0.668,Cortical,Volume of medialorbitofrontal (left hemisphere),Acute,**
L_middletemporal,Acute Infections,38951,16647,22304,-0.0431384814168367,-0.0623489695877884,-0.023927993245885,"-0.04 (-0.06, -0.02)",1.07854457049142e-05,2.44858767354809e-05,Male,0.902,Cortical,Volume of middletemporal (left hemisphere),Acute,**
L_paracentral,Acute Infections,38951,16647,22304,-0.046377807485656,-0.0668517475413068,-0.0259038674300053,"-0.05 (-0.07, -0.03)",9.02599369511609e-06,2.10606519552709e-05,Male,0.681,Cortical,Volume of paracentral (left hemisphere),Acute,**
L_parahippocampal,Acute Infections,38950,16647,22303,-0.0408712261116723,-0.0616751809303863,-0.0200672712929582,"-0.04 (-0.06, -0.02)",0.000117996058997033,0.000204364308365995,Male,0.535,Cortical,Volume of parahippocampal (left hemisphere),Acute,**
