Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Invasive Bacterial Infections,38951,33505,5446,-0.0251436001282739,-0.0550783912859538,0.00479119102940589,"-0.03 (-0.06, 0.00)",0.0997070828759582,0.123167572964419,Male,0.623,Cortical,Volume of bankssts (left hemisphere),Invasive,
L_caudalanteriorcingulate,Invasive Bacterial Infections,38951,33505,5446,-0.0153932064439565,-0.0452726134499553,0.0144862005620422,"-0.02 (-0.05, 0.01)",0.312615951409962,0.350129865579157,Male,0.184,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Invasive,
L_caudalmiddlefrontal,Invasive Bacterial Infections,38951,33505,5446,-0.0301473039952434,-0.0594965389100207,-0.00079806908046616,"-0.03 (-0.06, -0.00)",0.0440876099620056,0.0592537477889356,Male,0.352,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Invasive,*
L_cuneus,Invasive Bacterial Infections,38951,33505,5446,-0.0436291747528553,-0.0728419047764472,-0.0144164447292634,"-0.04 (-0.07, -0.01)",0.00342122517677066,0.0066065037896261,Male,0.327,Cortical,Volume of cuneus (left hemisphere),Invasive,**
L_entorhinal,Invasive Bacterial Infections,38951,33505,5446,-0.0290442524295268,-0.0593847051403963,0.00129620028134277,"-0.03 (-0.06, 0.00)",0.0606230775585757,0.0777456261819902,Male,0.26,Cortical,Volume of entorhinal (left hemisphere),Invasive,
L_frontalpole,Invasive Bacterial Infections,38951,33505,5446,-0.0299819622181065,-0.0592713657091721,-0.000692558727040889,"-0.03 (-0.06, -0.00)",0.0448236437104126,0.0597648582805501,Male,0.876,Cortical,Volume of frontalpole (left hemisphere),Invasive,*
L_fusiform,Invasive Bacterial Infections,38951,33505,5446,-0.0661929160059594,-0.0942704761735928,-0.038115355838326,"-0.07 (-0.09, -0.04)",3.83554238236148e-06,4.60265085883378e-05,Male,0.877,Cortical,Volume of fusiform (left hemisphere),Invasive,**
L_inferiorparietal,Invasive Bacterial Infections,38951,33505,5446,-0.0625754590418451,-0.091294815113506,-0.0338561029701841,"-0.06 (-0.09, -0.03)",1.95391778556748e-05,0.00013320104686417,Male,0.317,Cortical,Volume of inferiorparietal (left hemisphere),Invasive,**
L_inferiortemporal,Invasive Bacterial Infections,38951,33505,5446,-0.0419643691697313,-0.0696152737715257,-0.0143134645679369,"-0.04 (-0.07, -0.01)",0.00293522064965017,0.00573391940861893,Male,0.744,Cortical,Volume of inferiortemporal (left hemisphere),Invasive,**
L_insula,Invasive Bacterial Infections,38344,32971,5373,-0.0398609467654423,-0.0676032524978766,-0.0121186410330079,"-0.04 (-0.07, -0.01)",0.00486169197908059,0.0085975184472162,Male,0.752,Cortical,Volume of grey matter in Insular Cortex (left),Invasive,**
L_isthmuscingulate,Invasive Bacterial Infections,38951,33505,5446,-0.0100756812787337,-0.0381691677578664,0.0180178052003989,"-0.01 (-0.04, 0.02)",0.482085122144545,0.512596838735972,Male,0.269,Cortical,Volume of isthmuscingulate (left hemisphere),Invasive,
L_lateraloccipital,Invasive Bacterial Infections,38951,33505,5446,-0.0651317833213247,-0.0925438386900985,-0.037719727952551,"-0.07 (-0.09, -0.04)",3.21796116208674e-06,4.1585959633121e-05,Male,0.384,Cortical,Volume of lateraloccipital (left hemisphere),Invasive,**
L_lateralorbitofrontal,Invasive Bacterial Infections,38951,33505,5446,-0.0451433346751657,-0.0723632154872179,-0.0179234538631134,"-0.05 (-0.07, -0.02)",0.00115242948006602,0.00284717871545722,Male,0.63,Cortical,Volume of lateralorbitofrontal (left hemisphere),Invasive,**
L_lingual,Invasive Bacterial Infections,38951,33505,5446,-0.0249222749797765,-0.0542447449699666,0.00440019501041348,"-0.02 (-0.05, 0.00)",0.0957415332308387,0.11914501913171,Male,0.866,Cortical,Volume of lingual (left hemisphere),Invasive,
L_medialorbitofrontal,Invasive Bacterial Infections,38951,33505,5446,-0.0277086093315173,-0.0554010478219901,-1.61708410444626e-05,"-0.03 (-0.06, -0.00)",0.0498663746522469,0.0649536661656998,Male,0.989,Cortical,Volume of medialorbitofrontal (left hemisphere),Invasive,*
L_middletemporal,Invasive Bacterial Infections,38951,33505,5446,-0.0358876640325129,-0.0633085457427318,-0.00846678232229409,"-0.04 (-0.06, -0.01)",0.0103146197636733,0.0168238458281273,Male,0.838,Cortical,Volume of middletemporal (left hemisphere),Invasive,**
L_paracentral,Invasive Bacterial Infections,38951,33505,5446,-0.0534539343441532,-0.0826760296847908,-0.0242318390035156,"-0.05 (-0.08, -0.02)",0.000337055566783712,0.00113250670439327,Male,0.828,Cortical,Volume of paracentral (left hemisphere),Invasive,**
L_parahippocampal,Invasive Bacterial Infections,38950,33505,5445,-0.0373329181237481,-0.0670286763151127,-0.00763715993238338,"-0.04 (-0.07, -0.01)",0.0137398963688968,0.021373172129395,Male,0.758,Cortical,Volume of parahippocampal (left hemisphere),Invasive,**
L_parsopercularis,Invasive Bacterial Infections,38951,33505,5446,-0.0099736593394234,-0.0399290446757051,0.0199817259968583,"-0.01 (-0.04, 0.02)",0.514023713958341,0.543119395880512,Male,0.601,Cortical,Volume of parsopercularis (left hemisphere),Invasive,
L_parsorbitalis,Invasive Bacterial Infections,38951,33505,5446,-0.0326100513978755,-0.0609631534613358,-0.00425694933441516,"-0.03 (-0.06, -0.00)",0.0241825804631318,0.0350230475672944,Male,0.922,Cortical,Volume of parsorbitalis (left hemisphere),Invasive,**
L_parstriangularis,Invasive Bacterial Infections,38951,33505,5446,-0.0115366751345173,-0.0406953750627214,0.0176220247936867,"-0.01 (-0.04, 0.02)",0.438057099944214,0.46874899866642,Male,0.447,Cortical,Volume of parstriangularis (left hemisphere),Invasive,
L_pericalcarine,Invasive Bacterial Infections,38951,33505,5446,-0.0339256516286332,-0.0633650895673224,-0.004486213689944,"-0.03 (-0.06, -0.00)",0.0239070028884498,0.0349250129153006,Male,0.549,Cortical,Volume of pericalcarine (left hemisphere),Invasive,**
L_postcentral,Invasive Bacterial Infections,38951,33505,5446,-0.0453669533619677,-0.0737600077844922,-0.0169738989394432,"-0.05 (-0.07, -0.02)",0.00173887860469858,0.00381600097861962,Male,0.937,Cortical,Volume of postcentral (left hemisphere),Invasive,**
L_posteriorcingulate,Invasive Bacterial Infections,38951,33505,5446,-0.0452319321375302,-0.0738976308745164,-0.0165662334005439,"-0.05 (-0.07, -0.02)",0.00198454277028492,0.00427439981292136,Male,0.577,Cortical,Volume of posteriorcingulate (left hemisphere),Invasive,**
L_precentral,Invasive Bacterial Infections,38951,33505,5446,-0.0751731730353432,-0.10306676985291,-0.0472795762177761,"-0.08 (-0.10, -0.05)",1.28282884570685e-07,4.310304921575e-06,Male,0.854,Cortical,Volume of precentral (left hemisphere),Invasive,**
L_precuneus,Invasive Bacterial Infections,38951,33505,5446,-0.057741946738923,-0.0858654928750895,-0.0296184006027565,"-0.06 (-0.09, -0.03)",5.72696990543628e-05,0.000267258595587026,Male,0.732,Cortical,Volume of precuneus (left hemisphere),Invasive,**
L_rostralanteriorcingulate,Invasive Bacterial Infections,38951,33505,5446,-0.0385880869648349,-0.0666870559316514,-0.0104891179980184,"-0.04 (-0.07, -0.01)",0.007112214114975,0.011948519713158,Male,0.451,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Invasive,**
L_rostralmiddlefrontal,Invasive Bacterial Infections,38951,33505,5446,-0.0405793238743311,-0.0681149601512527,-0.0130436875974096,"-0.04 (-0.07, -0.01)",0.00387306273499128,0.00731094988178129,Male,0.996,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Invasive,**
L_superiorfrontal,Invasive Bacterial Infections,38951,33505,5446,-0.0633930269110924,-0.0908653601123392,-0.0359206937098457,"-0.06 (-0.09, -0.04)",6.1206367163159e-06,6.04862922553571e-05,Male,0.981,Cortical,Volume of superiorfrontal (left hemisphere),Invasive,**
L_superiorparietal,Invasive Bacterial Infections,38951,33505,5446,-0.0461905883059176,-0.07479156504864,-0.0175896115631952,"-0.05 (-0.07, -0.02)",0.00154967317461806,0.00361590407410881,Male,0.781,Cortical,Volume of superiorparietal (left hemisphere),Invasive,**
L_superiortemporal,Invasive Bacterial Infections,38951,33505,5446,-0.036855903722074,-0.0646427790454336,-0.00906902839871438,"-0.04 (-0.06, -0.01)",0.00933312086933626,0.0153721990789068,Male,0.809,Cortical,Volume of superiortemporal (left hemisphere),Invasive,**
