Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Herpes Viral Infections,38951,23899,15052,-0.033334966321887,-0.0546748072109581,-0.0119951254328158,"-0.03 (-0.05, -0.01)",0.0022019342798602,0.00256892332650356,Male,0.785,Cortical,Volume of bankssts (left hemisphere),Herpes,**
L_caudalanteriorcingulate,Herpes Viral Infections,38951,23899,15052,-0.0161886689369714,-0.0374905224075497,0.0051131845336069,"-0.02 (-0.04, 0.01)",0.136350466887884,0.143167990232278,Male,0.935,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Herpes,
L_caudalmiddlefrontal,Herpes Viral Infections,38951,23899,15052,-0.0444018806029569,-0.0653225222564634,-0.0234812389494504,"-0.04 (-0.07, -0.02)",3.19001339294414e-05,4.32195362915012e-05,Male,0.046,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Herpes,**
L_cuneus,Herpes Viral Infections,38951,23899,15052,-0.0310125138554177,-0.0518394092331853,-0.0101856184776501,"-0.03 (-0.05, -0.01)",0.00351812454002378,0.00407617188085514,Male,0.016,Cortical,Volume of cuneus (left hemisphere),Herpes,**
L_entorhinal,Herpes Viral Infections,38951,23899,15052,-0.0260820696787741,-0.0477123747947404,-0.00445176456280783,"-0.03 (-0.05, -0.00)",0.0181119954695908,0.0197585405122808,Male,0.048,Cortical,Volume of entorhinal (left hemisphere),Herpes,**
L_frontalpole,Herpes Viral Infections,38951,23899,15052,-0.0337854672393453,-0.0546653950162243,-0.0129055394624664,"-0.03 (-0.05, -0.01)",0.0015177982067452,0.00180844041654747,Male,0.002,Cortical,Volume of frontalpole (left hemisphere),Herpes,**
L_fusiform,Herpes Viral Infections,38951,23899,15052,-0.0639206352276603,-0.0839336287060676,-0.043907641749253,"-0.06 (-0.08, -0.04)",3.88398868456765e-10,1.20835203519882e-09,Male,0.607,Cortical,Volume of fusiform (left hemisphere),Herpes,**
L_inferiorparietal,Herpes Viral Infections,38951,23899,15052,-0.0600723948140353,-0.0805436311261604,-0.0396011585019101,"-0.06 (-0.08, -0.04)",8.90367354015147e-09,2.23256291753052e-08,Male,0.305,Cortical,Volume of inferiorparietal (left hemisphere),Herpes,**
L_inferiortemporal,Herpes Viral Infections,38951,23899,15052,-0.0520218654042537,-0.0717307281801592,-0.0323130026283482,"-0.05 (-0.07, -0.03)",2.30864110575113e-07,4.17044844909882e-07,Male,0.197,Cortical,Volume of inferiortemporal (left hemisphere),Herpes,**
L_insula,Herpes Viral Infections,38344,23594,14750,-0.0481182398744918,-0.067922787300543,-0.0283136924484406,"-0.05 (-0.07, -0.03)",1.92203515034838e-06,3.01777481550026e-06,Male,0.321,Cortical,Volume of grey matter in Insular Cortex (left),Herpes,**
L_isthmuscingulate,Herpes Viral Infections,38951,23899,15052,-0.0359993552580161,-0.0560252197014274,-0.0159734908146047,"-0.04 (-0.06, -0.02)",0.000426495561033119,0.000534710852638537,Male,0.074,Cortical,Volume of isthmuscingulate (left hemisphere),Herpes,**
L_lateraloccipital,Herpes Viral Infections,38951,23899,15052,-0.0603746613021165,-0.0799140135512549,-0.0408353090529782,"-0.06 (-0.08, -0.04)",1.40576394373191e-09,4.14330425520983e-09,Male,0.038,Cortical,Volume of lateraloccipital (left hemisphere),Herpes,**
L_lateralorbitofrontal,Herpes Viral Infections,38951,23899,15052,-0.0662204469964315,-0.0856180327012723,-0.0468228612915907,"-0.07 (-0.09, -0.05)",2.24293473817695e-11,8.97173895270781e-11,Male,0.233,Cortical,Volume of lateralorbitofrontal (left hemisphere),Herpes,**
L_lingual,Herpes Viral Infections,38951,23899,15052,-0.0415690681400745,-0.0624708544368111,-0.0206672818433378,"-0.04 (-0.06, -0.02)",9.7128915859226e-05,0.000125520445110384,Male,0.074,Cortical,Volume of lingual (left hemisphere),Herpes,**
L_medialorbitofrontal,Herpes Viral Infections,38951,23899,15052,-0.0545007137193056,-0.0742372724121067,-0.0347641550265044,"-0.05 (-0.07, -0.03)",6.25414959636866e-08,1.28133796608529e-07,Male,0.19,Cortical,Volume of medialorbitofrontal (left hemisphere),Herpes,**
L_middletemporal,Herpes Viral Infections,38951,23899,15052,-0.0526897806502895,-0.07223382964001,-0.0331457316605689,"-0.05 (-0.07, -0.03)",1.2698245854538e-07,2.42421057222998e-07,Male,0.304,Cortical,Volume of middletemporal (left hemisphere),Herpes,**
L_paracentral,Herpes Viral Infections,38951,23899,15052,-0.0461639487191738,-0.0669958998558736,-0.025331997582474,"-0.05 (-0.07, -0.03)",1.40618142929857e-05,2.0020210179844e-05,Male,0.401,Cortical,Volume of paracentral (left hemisphere),Herpes,**
L_parahippocampal,Herpes Viral Infections,38950,23898,15052,-0.0513003267503245,-0.072465594123505,-0.030135059377144,"-0.05 (-0.07, -0.03)",2.03431598510547e-06,3.16449153238629e-06,Male,0.559,Cortical,Volume of parahippocampal (left hemisphere),Herpes,**
L_parsopercularis,Herpes Viral Infections,38951,23899,15052,-0.0358583339594371,-0.0572118294726255,-0.0145048384462486,"-0.04 (-0.06, -0.01)",0.000997731855918057,0.00119727822710167,Male,0.84,Cortical,Volume of parsopercularis (left hemisphere),Herpes,**
L_parsorbitalis,Herpes Viral Infections,38951,23899,15052,-0.0605134809096717,-0.080719880865275,-0.0403070809540684,"-0.06 (-0.08, -0.04)",4.39797104893056e-09,1.17279227971482e-08,Male,0.042,Cortical,Volume of parsorbitalis (left hemisphere),Herpes,**
L_parstriangularis,Herpes Viral Infections,38951,23899,15052,-0.0368990026938863,-0.0576842933098323,-0.0161137120779403,"-0.04 (-0.06, -0.02)",0.000502850299022745,0.000621168016439861,Male,0.893,Cortical,Volume of parstriangularis (left hemisphere),Herpes,**
L_pericalcarine,Herpes Viral Infections,38951,23899,15052,-0.00784684410542346,-0.0288365850896089,0.013142896878762,"-0.01 (-0.03, 0.01)",0.463721806590849,0.469308816308811,Male,0.028,Cortical,Volume of pericalcarine (left hemisphere),Herpes,
L_postcentral,Herpes Viral Infections,38951,23899,15052,-0.0562790512632356,-0.076516383994353,-0.0360417185321181,"-0.06 (-0.08, -0.04)",5.04659780446874e-08,1.04670176685278e-07,Male,0.024,Cortical,Volume of postcentral (left hemisphere),Herpes,**
L_posteriorcingulate,Herpes Viral Infections,38951,23899,15052,-0.0296867372444643,-0.0501240022132694,-0.00924947227565927,"-0.03 (-0.05, -0.01)",0.00441438814399144,0.00501092708236866,Male,0.295,Cortical,Volume of posteriorcingulate (left hemisphere),Herpes,**
L_precentral,Herpes Viral Infections,38951,23899,15052,-0.0685052283774221,-0.0883871317249534,-0.0486233250298908,"-0.07 (-0.09, -0.05)",1.46368894040134e-11,6.14749354968561e-11,Male,0.041,Cortical,Volume of precentral (left hemisphere),Herpes,**
L_precuneus,Herpes Viral Infections,38951,23899,15052,-0.0651536889936561,-0.0851977730885651,-0.0451096048987471,"-0.07 (-0.09, -0.05)",1.89770423831188e-10,6.13104446223837e-10,Male,0.148,Cortical,Volume of precuneus (left hemisphere),Herpes,**
L_rostralanteriorcingulate,Herpes Viral Infections,38951,23899,15052,-0.0405787821914663,-0.0606094292600019,-0.0205481351229306,"-0.04 (-0.06, -0.02)",7.17944483839064e-05,9.42302135038772e-05,Male,0.178,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Herpes,**
L_rostralmiddlefrontal,Herpes Viral Infections,38951,23899,15052,-0.0590500125906215,-0.0786745686227441,-0.0394254565584988,"-0.06 (-0.08, -0.04)",3.71668784374347e-09,1.00710251249823e-08,Male,0.124,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Herpes,**
L_superiorfrontal,Herpes Viral Infections,38951,23899,15052,-0.0655295784319431,-0.0851099918391426,-0.0459491650247435,"-0.07 (-0.09, -0.05)",5.46283052032231e-11,2.08580801685034e-10,Male,0.054,Cortical,Volume of superiorfrontal (left hemisphere),Herpes,**
L_superiorparietal,Herpes Viral Infections,38951,23899,15052,-0.0481115853264081,-0.0684993476296584,-0.0277238230231579,"-0.05 (-0.07, -0.03)",3.75223893067721e-06,5.52961526626116e-06,Male,0.095,Cortical,Volume of superiorparietal (left hemisphere),Herpes,**
L_superiortemporal,Herpes Viral Infections,38951,23899,15052,-0.0538775944550451,-0.0736824188046637,-0.0340727701054265,"-0.05 (-0.07, -0.03)",9.7620210488411e-08,1.92943474847683e-07,Male,0.925,Cortical,Volume of superiortemporal (left hemisphere),Herpes,**
L_supramarginal,Herpes Viral Infections,38951,23899,15052,-0.045083322200371,-0.0651468389100438,-0.0250198054906981,"-0.05 (-0.07, -0.03)",1.06440736122924e-05,1.52837980073942e-05,Male,0.145,Cortical,Volume of supramarginal (left hemisphere),Herpes,**
L_temporalpole,Herpes Viral Infections,38344,23594,14750,-0.0669840368528962,-0.0867781974676037,-0.0471898762381886,"-0.07 (-0.09, -0.05)",3.3377905619974e-11,1.30406701026875e-10,Male,0.193,Cortical,Volume of grey matter in Temporal Pole (left),Herpes,**
L_transversetemporal,Herpes Viral Infections,38951,23899,15052,-0.0115384174265831,-0.0327505058302103,0.00967367097704408,"-0.01 (-0.03, 0.01)",0.286355684015292,0.293339968991275,Male,0.581,Cortical,Volume of transversetemporal (left hemisphere),Herpes,
Laccumb,Herpes Viral Infections,38337,23588,14749,-0.0906563514685765,-0.112006357001487,-0.0693063459356659,"-0.09 (-0.11, -0.07)",8.88235430693707e-17,1.06588251683245e-15,Male,0.094,SubCortical,Volume of accumbens (left),Herpes,**
Lamyg,Herpes Viral Infections,38337,23588,14749,-0.0138788561755287,-0.0357344003844526,0.00797668803339513,"-0.01 (-0.04, 0.01)",0.21326107230863,0.219802822992944,Male,0.53,SubCortical,Volume of amygdala (left),Herpes,
Lcaud,Herpes Viral Infections,38337,23588,14749,-0.0382001742548762,-0.0587068635518551,-0.0176934849578972,"-0.04 (-0.06, -0.02)",0.000261399430230613,0.000332690183929871,Male,0.616,SubCortical,Volume of caudate (left),Herpes,**
Lhippo,Herpes Viral Infections,38337,23588,14749,-0.074792125879278,-0.0963031104754495,-0.0532811412831065,"-0.07 (-0.10, -0.05)",9.57443180550758e-12,4.34730957655479e-11,Male,<0.001,SubCortical,Volume of hippocampus (left),Herpes,**
LLatVent,Herpes Viral Infections,38951,23899,15052,0.0597546672746036,0.0377328267804972,0.08177650776871,"0.06 (0.04, 0.08)",1.05268736414552e-07,2.03277559972927e-07,Male,0.71,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Herpes,**
Lpal,Herpes Viral Infections,38337,23588,14749,-0.032063134625067,-0.052337552672916,-0.011788716577218,"-0.03 (-0.05, -0.01)",0.00193858340902082,0.00227749659241607,Male,0.374,SubCortical,Volume of pallidum (left),Herpes,**
Lput,Herpes Viral Infections,38337,23588,14749,-0.0807570547230661,-0.100795914732662,-0.0607181947134698,"-0.08 (-0.10, -0.06)",2.88726910088951e-15,3.03163255593399e-14,Male,0.114,SubCortical,Volume of putamen (left),Herpes,**
Lthal,Herpes Viral Infections,38337,23588,14749,-0.0726560097522142,-0.0924296087615653,-0.052882410742863,"-0.07 (-0.09, -0.05)",6.04662335172417e-13,4.06333089235864e-12,Male,0.72,SubCortical,Volume of thalamus (left),Herpes,**
R_bankssts,Herpes Viral Infections,38951,23899,15052,-0.0287225534308673,-0.0496551379757588,-0.00778996888597576,"-0.03 (-0.05, -0.01)",0.00716026035804285,0.00796638238510728,Male,0.857,Cortical,Volume of bankssts (right hemisphere),Herpes,**
R_caudalanteriorcingulate,Herpes Viral Infections,38951,23899,15052,-0.0391153194498552,-0.0609930548017566,-0.0172375840979538,"-0.04 (-0.06, -0.02)",0.000458256190960631,0.000570274370973229,Male,0.353,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Herpes,**
R_caudalmiddlefrontal,Herpes Viral Infections,38951,23899,15052,-0.0497892490060694,-0.0706750873400235,-0.0289034106721152,"-0.05 (-0.07, -0.03)",2.98612959246477e-06,4.56063428667347e-06,Male,0.004,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Herpes,**
R_cuneus,Herpes Viral Infections,38951,23899,15052,-0.0238521787744746,-0.0445609031986662,-0.00314345435028299,"-0.02 (-0.04, -0.00)",0.0239795943845537,0.0259907861716453,Male,0.011,Cortical,Volume of cuneus (right hemisphere),Herpes,**
R_entorhinal,Herpes Viral Infections,38951,23899,15052,-0.0462723460283028,-0.0677272839224023,-0.0248174081342033,"-0.05 (-0.07, -0.02)",2.37124900147369e-05,3.31974860206317e-05,Male,0.075,Cortical,Volume of entorhinal (right hemisphere),Herpes,**
R_frontalpole,Herpes Viral Infections,38951,23899,15052,-0.0300567770621752,-0.0506815479600198,-0.00943200616433052,"-0.03 (-0.05, -0.01)",0.0042873861298108,0.00489986986264092,Male,0.006,Cortical,Volume of frontalpole (right hemisphere),Herpes,**
R_fusiform,Herpes Viral Infections,38951,23899,15052,-0.0552612150535715,-0.0750173495829836,-0.0355050805241594,"-0.06 (-0.08, -0.04)",4.21913995794083e-08,8.97234826498809e-08,Male,0.279,Cortical,Volume of fusiform (right hemisphere),Herpes,**
R_inferiorparietal,Herpes Viral Infections,38951,23899,15052,-0.0607912755246311,-0.0808236165962352,-0.040758934453027,"-0.06 (-0.08, -0.04)",2.73746347552133e-09,7.53924367028827e-09,Male,0.285,Cortical,Volume of inferiorparietal (right hemisphere),Herpes,**
R_inferiortemporal,Herpes Viral Infections,38951,23899,15052,-0.0509168911829539,-0.0704821126341061,-0.0313516697318016,"-0.05 (-0.07, -0.03)",3.3979676706818e-07,6.00903756499518e-07,Male,0.028,Cortical,Volume of inferiortemporal (right hemisphere),Herpes,**
R_insula,Herpes Viral Infections,38344,23594,14750,-0.053860720959239,-0.0736219534010095,-0.0340994885174685,"-0.05 (-0.07, -0.03)",9.23493200054077e-08,1.84698640010815e-07,Male,0.644,Cortical,Volume of grey matter in Insular Cortex (right),Herpes,**
R_isthmuscingulate,Herpes Viral Infections,38951,23899,15052,-0.0421717595120915,-0.0625136577361179,-0.0218298612880651,"-0.04 (-0.06, -0.02)",4.84534340505556e-05,6.46045787340741e-05,Male,0.062,Cortical,Volume of isthmuscingulate (right hemisphere),Herpes,**
R_lateraloccipital,Herpes Viral Infections,38951,23899,15052,-0.0460847694249016,-0.0655786213870463,-0.026590917462757,"-0.05 (-0.07, -0.03)",3.60471476037713e-06,5.40707214056569e-06,Male,0.125,Cortical,Volume of lateraloccipital (right hemisphere),Herpes,**
R_lateralorbitofrontal,Herpes Viral Infections,38951,23899,15052,-0.0615597943944162,-0.0810253767579134,-0.0420942120309189,"-0.06 (-0.08, -0.04)",5.75496981259584e-10,1.75788168821109e-09,Male,0.541,Cortical,Volume of lateralorbitofrontal (right hemisphere),Herpes,**
R_lingual,Herpes Viral Infections,38951,23899,15052,-0.0532259044839055,-0.0742547862549923,-0.0321970227128186,"-0.05 (-0.07, -0.03)",7.04294559849816e-07,1.19516652580575e-06,Male,0.151,Cortical,Volume of lingual (right hemisphere),Herpes,**
R_medialorbitofrontal,Herpes Viral Infections,38951,23899,15052,-0.0571349509933623,-0.0767274414324479,-0.0375424605542768,"-0.06 (-0.08, -0.04)",1.10012516533905e-08,2.67856561995594e-08,Male,0.968,Cortical,Volume of medialorbitofrontal (right hemisphere),Herpes,**
R_middletemporal,Herpes Viral Infections,38951,23899,15052,-0.0652195692415672,-0.08471848947625,-0.0457206490068843,"-0.07 (-0.08, -0.05)",5.6016371998253e-11,2.09127788793478e-10,Male,0.082,Cortical,Volume of middletemporal (right hemisphere),Herpes,**
R_paracentral,Herpes Viral Infections,38951,23899,15052,-0.0526630833520071,-0.0734829585182564,-0.0318432081857579,"-0.05 (-0.07, -0.03)",7.15920015749604e-07,1.20274562645933e-06,Male,0.463,Cortical,Volume of paracentral (right hemisphere),Herpes,**
R_parahippocampal,Herpes Viral Infections,38951,23899,15052,-0.0593243222353333,-0.0802100027467101,-0.0384386417239565,"-0.06 (-0.08, -0.04)",2.60397588264308e-08,5.83290597712051e-08,Male,0.841,Cortical,Volume of parahippocampal (right hemisphere),Herpes,**
R_parsopercularis,Herpes Viral Infections,38951,23899,15052,-0.0441525206293563,-0.0651356529962554,-0.0231693882624572,"-0.04 (-0.07, -0.02)",3.72688425978895e-05,5.00893244515635e-05,Male,0.786,Cortical,Volume of parsopercularis (right hemisphere),Herpes,**
R_parsorbitalis,Herpes Viral Infections,38951,23899,15052,-0.0523912597153468,-0.0726371668094921,-0.0321453526212016,"-0.05 (-0.07, -0.03)",3.95364919652802e-07,6.84755737130626e-07,Male,0.943,Cortical,Volume of parsorbitalis (right hemisphere),Herpes,**
R_parstriangularis,Herpes Viral Infections,38951,23899,15052,-0.0474917621108991,-0.0682553321473383,-0.0267281920744598,"-0.05 (-0.07, -0.03)",7.37781890299401e-06,1.06851170319224e-05,Male,0.473,Cortical,Volume of parstriangularis (right hemisphere),Herpes,**
R_pericalcarine,Herpes Viral Infections,38951,23899,15052,-0.00369265670209457,-0.0246685644997269,0.0172832510955377,"-0.00 (-0.02, 0.02)",0.730060001698887,0.734431618475527,Male,0.036,Cortical,Volume of pericalcarine (right hemisphere),Herpes,
R_postcentral,Herpes Viral Infections,38951,23899,15052,-0.0717320479570722,-0.0920733961209641,-0.0513906997931802,"-0.07 (-0.09, -0.05)",4.85682473850086e-12,2.33127587448042e-11,Male,0.035,Cortical,Volume of postcentral (right hemisphere),Herpes,**
R_posteriorcingulate,Herpes Viral Infections,38951,23899,15052,-0.0492848390602061,-0.0700215224852246,-0.0285481556351877,"-0.05 (-0.07, -0.03)",3.19747836677707e-06,4.83942671728421e-06,Male,0.394,Cortical,Volume of posteriorcingulate (right hemisphere),Herpes,**
R_precentral,Herpes Viral Infections,38951,23899,15052,-0.0705761597426416,-0.0905879154387158,-0.0505644040465673,"-0.07 (-0.09, -0.05)",4.83545817472509e-12,2.33127587448042e-11,Male,0.109,Cortical,Volume of precentral (right hemisphere),Herpes,**
R_precuneus,Herpes Viral Infections,38951,23899,15052,-0.0621490079044634,-0.0819955627928402,-0.0423024530160865,"-0.06 (-0.08, -0.04)",8.44935517193617e-10,2.53480655158085e-09,Male,0.116,Cortical,Volume of precuneus (right hemisphere),Herpes,**
R_rostralanteriorcingulate,Herpes Viral Infections,38951,23899,15052,-0.0361252165644464,-0.0566535834163361,-0.0155968497125567,"-0.04 (-0.06, -0.02)",0.000562857105122887,0.000690218931829526,Male,0.662,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Herpes,**
R_rostralmiddlefrontal,Herpes Viral Infections,38951,23899,15052,-0.0559307138816856,-0.0754660093438481,-0.0363954184195231,"-0.06 (-0.08, -0.04)",2.01745490987689e-08,4.77369612477912e-08,Male,0.096,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Herpes,**
R_superiorfrontal,Herpes Viral Infections,38951,23899,15052,-0.0728067320914143,-0.0925213152481958,-0.0530921489346328,"-0.07 (-0.09, -0.05)",4.62216213568974e-13,3.42018418117759e-12,Male,0.061,Cortical,Volume of superiorfrontal (right hemisphere),Herpes,**
R_superiorparietal,Herpes Viral Infections,38951,23899,15052,-0.0531821941400477,-0.0734215767463015,-0.032942811533794,"-0.05 (-0.07, -0.03)",2.61367057617258e-07,4.67124102975525e-07,Male,0.352,Cortical,Volume of superiorparietal (right hemisphere),Herpes,**
R_superiortemporal,Herpes Viral Infections,38951,23899,15052,-0.072212886045345,-0.092230691652165,-0.052195080438525,"-0.07 (-0.09, -0.05)",1.56793187606648e-12,9.75602056219141e-12,Male,0.549,Cortical,Volume of superiortemporal (right hemisphere),Herpes,**
R_supramarginal,Herpes Viral Infections,38951,23899,15052,-0.0470343385249076,-0.067436555957304,-0.0266321210925112,"-0.05 (-0.07, -0.03)",6.24469687427898e-06,9.12268760764234e-06,Male,0.041,Cortical,Volume of supramarginal (right hemisphere),Herpes,**
R_temporalpole,Herpes Viral Infections,38344,23594,14750,-0.0714664521816374,-0.0913953630870003,-0.0515375412762745,"-0.07 (-0.09, -0.05)",2.11810498131621e-12,1.22704012710732e-11,Male,0.035,Cortical,Volume of grey matter in Temporal Pole (right),Herpes,**
R_transversetemporal,Herpes Viral Infections,38951,23899,15052,-0.022383041423294,-0.0435749517220201,-0.00119113112456789,"-0.02 (-0.04, -0.00)",0.0384409642060237,0.0413979614526409,Male,0.348,Cortical,Volume of transversetemporal (right hemisphere),Herpes,**
Raccumb,Herpes Viral Infections,38337,23588,14749,-0.096497593982509,-0.117878904943819,-0.0751162830211991,"-0.10 (-0.12, -0.08)",9.45513268597033e-19,1.32371857603585e-17,Male,0.065,SubCortical,Volume of accumbens (right),Herpes,**
Ramyg,Herpes Viral Infections,38337,23588,14749,-0.0105089969757559,-0.0321857514784242,0.0111677575269124,"-0.01 (-0.03, 0.01)",0.342001302860983,0.348219508367546,Male,0.698,SubCortical,Volume of amygdala (right),Herpes,
Rcaud,Herpes Viral Infections,38337,23588,14749,-0.029625073703612,-0.0502208324770603,-0.00902931493016376,"-0.03 (-0.05, -0.01)",0.00481510937381595,0.00542911660940322,Male,0.839,SubCortical,Volume of caudate (right),Herpes,**
Rhippo,Herpes Viral Infections,38337,23588,14749,-0.0659939569625631,-0.0876113352264124,-0.0443765786987137,"-0.07 (-0.09, -0.04)",2.20184924121171e-09,6.26967241565368e-09,Male,0.167,SubCortical,Volume of hippocampus (right),Herpes,**
RLatVent,Herpes Viral Infections,38951,23899,15052,0.0628552079890327,0.0408512256545968,0.0848591903234687,"0.06 (0.04, 0.08)",2.17185555260612e-08,4.99824291558668e-08,Male,0.743,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Herpes,**
Rpal,Herpes Viral Infections,38337,23588,14749,-0.0513932436494751,-0.0717589159675186,-0.0310275713314316,"-0.05 (-0.07, -0.03)",7.60075364486226e-07,1.26428377459095e-06,Male,0.211,SubCortical,Volume of pallidum (right),Herpes,**
Rput,Herpes Viral Infections,38337,23588,14749,-0.0718132837503962,-0.0918318197665845,-0.0517947477342078,"-0.07 (-0.09, -0.05)",2.08069670180649e-12,1.22704012710732e-11,Male,0.198,SubCortical,Volume of putamen (right),Herpes,**
Rthal,Herpes Viral Infections,38337,23588,14749,-0.0729328465174833,-0.0923366270273259,-0.0535290660076407,"-0.07 (-0.09, -0.05)",1.77838538794108e-13,1.42270831035286e-12,Male,0.745,SubCortical,Volume of thalamus (right),Herpes,**
