Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Gram Positive Bacterial Infections,38951,37565,1386,-0.0214011546585854,-0.077366661617418,0.0345643523002472,"-0.02 (-0.08, 0.03)",0.453553440993567,0.572909609676085,Male,0.291,Cortical,Volume of bankssts (left hemisphere),Gram Positive,
L_caudalanteriorcingulate,Gram Positive Bacterial Infections,38951,37565,1386,-0.00444719394908456,-0.0603083284284067,0.0514139405302376,"-0.00 (-0.06, 0.05)",0.876001743109781,0.914088775418901,Male,0.007,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Gram Positive,
L_caudalmiddlefrontal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0315830109916828,-0.08645421870418,0.0232881967208145,"-0.03 (-0.09, 0.02)",0.259259406585753,0.449026601096974,Male,0.364,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Gram Positive,
L_cuneus,Gram Positive Bacterial Infections,38951,37565,1386,-0.0177436708615751,-0.0723634448260754,0.0368761031029252,"-0.02 (-0.07, 0.04)",0.524304611323461,0.633691904333392,Male,0.901,Cortical,Volume of cuneus (left hemisphere),Gram Positive,
L_entorhinal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0401768322983405,-0.0969003516301567,0.0165466870334758,"-0.04 (-0.10, 0.02)",0.165062613794204,0.352500807250099,Male,0.665,Cortical,Volume of entorhinal (left hemisphere),Gram Positive,
L_frontalpole,Gram Positive Bacterial Infections,38951,37565,1386,-0.036624473268308,-0.0913834872703901,0.0181345407337741,"-0.04 (-0.09, 0.02)",0.189891330579381,0.366686707325702,Male,0.598,Cortical,Volume of frontalpole (left hemisphere),Gram Positive,
L_fusiform,Gram Positive Bacterial Infections,38951,37565,1386,-0.0511028771695347,-0.103606630319304,0.00140087598023477,"-0.05 (-0.10, 0.00)",0.0564336497894889,0.225734599157955,Male,0.492,Cortical,Volume of fusiform (left hemisphere),Gram Positive,
L_inferiorparietal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0715031258324189,-0.12520267467254,-0.0178035769922976,"-0.07 (-0.13, -0.02)",0.00906159008901748,0.103611490280248,Male,0.236,Cortical,Volume of inferiorparietal (left hemisphere),Gram Positive,*
L_inferiortemporal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0393144015382034,-0.0910129709674419,0.0123841678910352,"-0.04 (-0.09, 0.01)",0.136098432837902,0.326636238810965,Male,0.443,Cortical,Volume of inferiortemporal (left hemisphere),Gram Positive,
L_insula,Gram Positive Bacterial Infections,38344,36990,1354,-0.0137079856982978,-0.0658179223222176,0.0384019509256219,"-0.01 (-0.07, 0.04)",0.606135129346326,0.688045281960694,Male,0.041,Cortical,Volume of grey matter in Insular Cortex (left),Gram Positive,
L_isthmuscingulate,Gram Positive Bacterial Infections,38951,37565,1386,-0.0223469632084062,-0.0748684175255971,0.0301744911087848,"-0.02 (-0.07, 0.03)",0.404310650798233,0.547330658123262,Male,0.367,Cortical,Volume of isthmuscingulate (left hemisphere),Gram Positive,
L_lateraloccipital,Gram Positive Bacterial Infections,38951,37565,1386,-0.0511255691553751,-0.102384960455253,0.00013382214450286,"-0.05 (-0.10, 0.00)",0.0506010861416761,0.225734599157955,Male,0.618,Cortical,Volume of lateraloccipital (left hemisphere),Gram Positive,
L_lateralorbitofrontal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0310859281745584,-0.0819802555679997,0.0198083992188829,"-0.03 (-0.08, 0.02)",0.231247345217657,0.417737139748026,Male,0.311,Cortical,Volume of lateralorbitofrontal (left hemisphere),Gram Positive,
L_lingual,Gram Positive Bacterial Infections,38951,37565,1386,-0.0307887887187274,-0.0856090998993141,0.0240315224618593,"-0.03 (-0.09, 0.02)",0.270985796328374,0.455256137831668,Male,0.485,Cortical,Volume of lingual (left hemisphere),Gram Positive,
L_medialorbitofrontal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0153467295803477,-0.0671208815817224,0.0364274224210269,"-0.02 (-0.07, 0.04)",0.561254359739413,0.661584098352574,Male,0.145,Cortical,Volume of medialorbitofrontal (left hemisphere),Gram Positive,
L_middletemporal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0210003472436564,-0.0722683908723629,0.0302676963850501,"-0.02 (-0.07, 0.03)",0.422058953530168,0.560832668890433,Male,0.555,Cortical,Volume of middletemporal (left hemisphere),Gram Positive,
L_paracentral,Gram Positive Bacterial Infections,38951,37565,1386,-0.02935611729954,-0.0839959145606794,0.0252836799615993,"-0.03 (-0.08, 0.03)",0.292322239329941,0.482310556928043,Male,0.225,Cortical,Volume of paracentral (left hemisphere),Gram Positive,
L_parahippocampal,Gram Positive Bacterial Infections,38950,37564,1386,-0.0245211498901147,-0.080037846126623,0.0309955463463936,"-0.02 (-0.08, 0.03)",0.386647576334596,0.547330658123262,Male,0.945,Cortical,Volume of parahippocampal (left hemisphere),Gram Positive,
L_parsopercularis,Gram Positive Bacterial Infections,38951,37565,1386,0.0276833023649404,-0.0283187929592955,0.0836853976891762,"0.03 (-0.03, 0.08)",0.332605271534066,0.50340257313264,Male,0.688,Cortical,Volume of parsopercularis (left hemisphere),Gram Positive,
L_parsorbitalis,Gram Positive Bacterial Infections,38951,37565,1386,-0.00162279397914666,-0.0546331998896853,0.051387611931392,"-0.00 (-0.05, 0.05)",0.952154556174101,0.952182292419423,Male,0.401,Cortical,Volume of parsorbitalis (left hemisphere),Gram Positive,
L_parstriangularis,Gram Positive Bacterial Infections,38951,37565,1386,0.00590397973596742,-0.0486094473749301,0.060417406846865,"0.01 (-0.05, 0.06)",0.831892040080548,0.878980268764353,Male,0.978,Cortical,Volume of parstriangularis (left hemisphere),Gram Positive,
L_pericalcarine,Gram Positive Bacterial Infections,38951,37565,1386,-0.00236188988015912,-0.0574033763519434,0.0526795965916252,"-0.00 (-0.06, 0.05)",0.93297195458044,0.952182292419423,Male,0.742,Cortical,Volume of pericalcarine (left hemisphere),Gram Positive,
L_postcentral,Gram Positive Bacterial Infections,38951,37565,1386,-0.0319688247624062,-0.0850562017649092,0.0211185522400967,"-0.03 (-0.09, 0.02)",0.237883170944548,0.425152901262597,Male,0.341,Cortical,Volume of postcentral (left hemisphere),Gram Positive,
L_posteriorcingulate,Gram Positive Bacterial Infections,38951,37565,1386,-0.0362004958809287,-0.089797229908892,0.0173962381470347,"-0.04 (-0.09, 0.02)",0.185561645525563,0.362492516840634,Male,0.977,Cortical,Volume of posteriorcingulate (left hemisphere),Gram Positive,
L_precentral,Gram Positive Bacterial Infections,38951,37565,1386,-0.0428422021171999,-0.0950070399484271,0.00932263571402735,"-0.04 (-0.10, 0.01)",0.107462913238903,0.295963433182553,Male,0.501,Cortical,Volume of precentral (left hemisphere),Gram Positive,
L_precuneus,Gram Positive Bacterial Infections,38951,37565,1386,-0.0611860755518146,-0.113771284584316,-0.00860086651931349,"-0.06 (-0.11, -0.01)",0.0225770498698007,0.140479421412093,Male,0.671,Cortical,Volume of precuneus (left hemisphere),Gram Positive,*
L_rostralanteriorcingulate,Gram Positive Bacterial Infections,38951,37565,1386,-0.0203469500835252,-0.0728832887690591,0.0321893886020086,"-0.02 (-0.07, 0.03)",0.447795120591319,0.572909609676085,Male,0.323,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Gram Positive,
L_rostralmiddlefrontal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0150345411839311,-0.0665185131845417,0.0364494308166795,"-0.02 (-0.07, 0.04)",0.567072084302207,0.661584098352574,Male,0.294,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Gram Positive,
L_superiorfrontal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0471462498382443,-0.098517931940981,0.00422543226449242,"-0.05 (-0.10, 0.00)",0.0720567015138933,0.241535591412176,Male,0.738,Cortical,Volume of superiorfrontal (left hemisphere),Gram Positive,
L_superiorparietal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0226339107657182,-0.0761106763271202,0.0308428547956837,"-0.02 (-0.08, 0.03)",0.406783765653301,0.547330658123262,Male,0.288,Cortical,Volume of superiorparietal (left hemisphere),Gram Positive,
L_superiortemporal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0470654324213082,-0.099016209210179,0.00488534436756259,"-0.05 (-0.10, 0.00)",0.0757888344767652,0.241535591412176,Male,0.913,Cortical,Volume of superiortemporal (left hemisphere),Gram Positive,
L_supramarginal,Gram Positive Bacterial Infections,38951,37565,1386,-0.029924814280396,-0.0825493660499873,0.0226997374891953,"-0.03 (-0.08, 0.02)",0.265044585821778,0.454362147123048,Male,0.183,Cortical,Volume of supramarginal (left hemisphere),Gram Positive,
L_temporalpole,Gram Positive Bacterial Infections,38344,36990,1354,-0.0490204731296817,-0.10111542132551,0.00307447506614669,"-0.05 (-0.10, 0.00)",0.0651396421585289,0.231358880258766,Male,0.404,Cortical,Volume of grey matter in Temporal Pole (left),Gram Positive,
L_transversetemporal,Gram Positive Bacterial Infections,38951,37565,1386,0.0138277414492032,-0.0417970715278072,0.0694525544262135,"0.01 (-0.04, 0.07)",0.626089935946041,0.7038003827265,Male,0.154,Cortical,Volume of transversetemporal (left hemisphere),Gram Positive,
Laccumb,Gram Positive Bacterial Infections,38337,36983,1354,-0.0598024420903202,-0.116006951407297,-0.00359793277334311,"-0.06 (-0.12, -0.00)",0.0370308109541939,0.182975771773664,Male,0.191,SubCortical,Volume of accumbens (left),Gram Positive,*
Lamyg,Gram Positive Bacterial Infections,38337,36983,1354,-0.0397973778950648,-0.0972838446191614,0.0176890888290318,"-0.04 (-0.10, 0.02)",0.174818190744129,0.352754162071372,Male,0.387,SubCortical,Volume of amygdala (left),Gram Positive,
Lcaud,Gram Positive Bacterial Infections,38337,36983,1354,0.0173534324480779,-0.0365944591745453,0.0713013240707011,"0.02 (-0.04, 0.07)",0.528383007208225,0.63405960864987,Male,0.787,SubCortical,Volume of caudate (left),Gram Positive,
Lhippo,Gram Positive Bacterial Infections,38337,36983,1354,-0.0881047496801733,-0.144712543237288,-0.0314969561230585,"-0.09 (-0.14, -0.03)",0.00228542585795149,0.0834568618595679,Male,0.507,SubCortical,Volume of hippocampus (left),Gram Positive,*
LLatVent,Gram Positive Bacterial Infections,38951,37565,1386,0.0440262844617236,-0.0137406058291757,0.101793174752623,"0.04 (-0.01, 0.10)",0.135234041724391,0.326636238810965,Male,0.121,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Gram Positive,
Lpal,Gram Positive Bacterial Infections,38337,36983,1354,-0.0459302479088432,-0.0992627965727527,0.0074023007550663,"-0.05 (-0.10, 0.01)",0.0914224868172627,0.269455750619301,Male,0.647,SubCortical,Volume of pallidum (left),Gram Positive,
Lput,Gram Positive Bacterial Infections,38337,36983,1354,-0.0733805014670088,-0.126126535598832,-0.0206344673351859,"-0.07 (-0.13, -0.02)",0.0063981620213797,0.103611490280248,Male,0.77,SubCortical,Volume of putamen (left),Gram Positive,*
Lthal,Gram Positive Bacterial Infections,38337,36983,1354,-0.0337243202497221,-0.0857689536310218,0.0183203131315776,"-0.03 (-0.09, 0.02)",0.204065947897049,0.380923102741158,Male,0.703,SubCortical,Volume of thalamus (left),Gram Positive,
R_bankssts,Gram Positive Bacterial Infections,38951,37565,1386,-0.0607930043209444,-0.115686012769119,-0.00589999587276963,"-0.06 (-0.12, -0.01)",0.0299604999046567,0.157292624499448,Male,0.478,Cortical,Volume of bankssts (right hemisphere),Gram Positive,*
R_caudalanteriorcingulate,Gram Positive Bacterial Infections,38951,37565,1386,-0.0168340632232404,-0.074212554207585,0.0405444277611042,"-0.02 (-0.07, 0.04)",0.565264551223799,0.661584098352574,Male,0.181,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Gram Positive,
R_caudalmiddlefrontal,Gram Positive Bacterial Infections,38951,37565,1386,-0.00450552784534149,-0.0592895127360295,0.0502784570453465,"-0.00 (-0.06, 0.05)",0.871940045838293,0.914088775418901,Male,0.16,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Gram Positive,
R_cuneus,Gram Positive Bacterial Infections,38951,37565,1386,-0.0305450140128275,-0.0848519266692578,0.0237618986436028,"-0.03 (-0.08, 0.02)",0.270286239577224,0.455256137831668,Male,0.96,Cortical,Volume of cuneus (right hemisphere),Gram Positive,
R_entorhinal,Gram Positive Bacterial Infections,38951,37565,1386,-0.00634774112316514,-0.062621607124121,0.0499261248777908,"-0.01 (-0.06, 0.05)",0.825021554684544,0.877238108778503,Male,0.477,Cortical,Volume of entorhinal (right hemisphere),Gram Positive,
R_frontalpole,Gram Positive Bacterial Infections,38951,37565,1386,-0.0714550341926297,-0.125540099316532,-0.0173699690687275,"-0.07 (-0.13, -0.02)",0.00961492762033416,0.103611490280248,Male,0.224,Cortical,Volume of frontalpole (right hemisphere),Gram Positive,*
R_fusiform,Gram Positive Bacterial Infections,38951,37565,1386,-0.0595075093905054,-0.11133037524155,-0.00768464353946053,"-0.06 (-0.11, -0.01)",0.0244119637647022,0.141421031464481,Male,0.023,Cortical,Volume of fusiform (right hemisphere),Gram Positive,*
R_inferiorparietal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0559192355762866,-0.108470697189204,-0.00336777396336872,"-0.06 (-0.11, -0.00)",0.0370183186154568,0.182975771773664,Male,0.641,Cortical,Volume of inferiorparietal (right hemisphere),Gram Positive,*
R_inferiortemporal,Gram Positive Bacterial Infections,38951,37565,1386,-0.0507077774670152,-0.102028059815207,0.000612504881176548,"-0.05 (-0.10, 0.00)",0.052797554898904,0.225734599157955,Male,0.202,Cortical,Volume of inferiortemporal (right hemisphere),Gram Positive,
R_insula,Gram Positive Bacterial Infections,38344,36990,1354,-0.0353086750327121,-0.0873075925303991,0.0166902424649749,"-0.04 (-0.09, 0.02)",0.183226305260104,0.362141403337618,Male,0.051,Cortical,Volume of grey matter in Insular Cortex (right),Gram Positive,
R_isthmuscingulate,Gram Positive Bacterial Infections,38951,37565,1386,-0.0226817553673024,-0.0760348723004753,0.0306713615658705,"-0.02 (-0.08, 0.03)",0.40470546773471,0.547330658123262,Male,0.977,Cortical,Volume of isthmuscingulate (right hemisphere),Gram Positive,
R_lateraloccipital,Gram Positive Bacterial Infections,38951,37565,1386,-0.0653947593868377,-0.116523188732757,-0.0142663300409188,"-0.07 (-0.12, -0.01)",0.0121825471321464,0.113703773233367,Male,0.309,Cortical,Volume of lateraloccipital (right hemisphere),Gram Positive,*
