Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_isthmuscingulate,Gram Negative Bacterial Infections,38951,36968,1983,-0.0496983378534487,-0.0939531275757704,-0.00544354813112701,"-0.05 (-0.09, -0.01)",0.0277335721526187,0.0480334033158758,Male,0.102,Cortical,Volume of isthmuscingulate (left hemisphere),Gram Negative,**
L_lateraloccipital,Gram Negative Bacterial Infections,38951,36968,1983,-0.0736850367707148,-0.116874626643249,-0.0304954468981803,"-0.07 (-0.12, -0.03)",0.000826678351355525,0.00365478850072969,Male,0.73,Cortical,Volume of lateraloccipital (left hemisphere),Gram Negative,**
L_lateralorbitofrontal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0593737895068197,-0.102256574358853,-0.016491004654786,"-0.06 (-0.10, -0.02)",0.00665511743088283,0.0153158866902509,Male,0.357,Cortical,Volume of lateralorbitofrontal (left hemisphere),Gram Negative,**
L_lingual,Gram Negative Bacterial Infections,38951,36968,1983,-0.0434340431537005,-0.0896270243918072,0.00275893808440626,"-0.04 (-0.09, 0.00)",0.0653424789654957,0.0962941795280988,Male,0.485,Cortical,Volume of lingual (left hemisphere),Gram Negative,
L_medialorbitofrontal,Gram Negative Bacterial Infections,38951,36968,1983,-0.041732513858167,-0.0853581678268555,0.00189314011052159,"-0.04 (-0.09, 0.00)",0.0608044104226612,0.0903994774425405,Male,0.596,Cortical,Volume of medialorbitofrontal (left hemisphere),Gram Negative,
L_middletemporal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0430630109702116,-0.0862622134700391,0.000136191529615977,"-0.04 (-0.09, 0.00)",0.0507266220589826,0.0781841514303585,Male,0.15,Cortical,Volume of middletemporal (left hemisphere),Gram Negative,
L_paracentral,Gram Negative Bacterial Infections,38951,36968,1983,-0.0821132717650593,-0.128148869234196,-0.0360776742959228,"-0.08 (-0.13, -0.04)",0.000472675353074474,0.00251297138071258,Male,0.659,Cortical,Volume of paracentral (left hemisphere),Gram Negative,**
L_parahippocampal,Gram Negative Bacterial Infections,38950,36967,1983,-0.0556707508661522,-0.102449030488163,-0.00889247124414182,"-0.06 (-0.10, -0.01)",0.0196730449703225,0.0359246908153715,Male,0.362,Cortical,Volume of parahippocampal (left hemisphere),Gram Negative,**
L_parsopercularis,Gram Negative Bacterial Infections,38951,36968,1983,-0.0267983485496033,-0.0739882730368359,0.0203915759376294,"-0.03 (-0.07, 0.02)",0.265687589836157,0.314334613327285,Male,0.721,Cortical,Volume of parsopercularis (left hemisphere),Gram Negative,
L_parsorbitalis,Gram Negative Bacterial Infections,38951,36968,1983,-0.0204349684094701,-0.065103671716958,0.0242337348980178,"-0.02 (-0.07, 0.02)",0.369901042469374,0.4198876698301,Male,0.405,Cortical,Volume of parsorbitalis (left hemisphere),Gram Negative,
L_parstriangularis,Gram Negative Bacterial Infections,38951,36968,1983,-0.060041537179718,-0.105973373357824,-0.0141097010016122,"-0.06 (-0.11, -0.01)",0.0104072434420228,0.0221318594716433,Male,0.596,Cortical,Volume of parstriangularis (left hemisphere),Gram Negative,**
L_pericalcarine,Gram Negative Bacterial Infections,38951,36968,1983,-0.00482851590791676,-0.0512091456796782,0.0415521138638447,"-0.00 (-0.05, 0.04)",0.838314751719059,0.864029928152159,Male,0.887,Cortical,Volume of pericalcarine (left hemisphere),Gram Negative,
L_postcentral,Gram Negative Bacterial Infections,38951,36968,1983,-0.0820761549571607,-0.126803547203299,-0.037348762711022,"-0.08 (-0.13, -0.04)",0.000322670336935114,0.00216834466420396,Male,0.652,Cortical,Volume of postcentral (left hemisphere),Gram Negative,**
L_posteriorcingulate,Gram Negative Bacterial Infections,38951,36968,1983,-0.0510752575894793,-0.0962366555243177,-0.00591385965464091,"-0.05 (-0.10, -0.01)",0.0266501018486147,0.0466376782350757,Male,0.618,Cortical,Volume of posteriorcingulate (left hemisphere),Gram Negative,**
L_precentral,Gram Negative Bacterial Infections,38951,36968,1983,-0.0646963977892061,-0.108649807926041,-0.0207429876523709,"-0.06 (-0.11, -0.02)",0.0039160116521864,0.0104426977391637,Male,0.97,Cortical,Volume of precentral (left hemisphere),Gram Negative,**
L_precuneus,Gram Negative Bacterial Infections,38951,36968,1983,-0.0676383229071857,-0.111947059533592,-0.023329586280779,"-0.07 (-0.11, -0.02)",0.00277308187213252,0.00789623312742819,Male,0.943,Cortical,Volume of precuneus (left hemisphere),Gram Negative,**
L_rostralanteriorcingulate,Gram Negative Bacterial Infections,38951,36968,1983,-0.033209645718364,-0.0774784344199345,0.0110591429832066,"-0.03 (-0.08, 0.01)",0.141468220426563,0.188624293902084,Male,0.696,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Gram Negative,
L_rostralmiddlefrontal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0450345460608745,-0.0884153366178765,-0.00165375550387264,"-0.05 (-0.09, -0.00)",0.0418833319724824,0.0683145608871557,Male,0.699,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Gram Negative,*
L_superiorfrontal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0715294752137496,-0.114813736026561,-0.0282452144009379,"-0.07 (-0.11, -0.03)",0.0012003229106333,0.00438378802144335,Male,0.945,Cortical,Volume of superiorfrontal (left hemisphere),Gram Negative,**
L_superiorparietal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0660102597605956,-0.111068027008815,-0.0209524925123763,"-0.07 (-0.11, -0.02)",0.0040879578423475,0.0107308893361622,Male,0.852,Cortical,Volume of superiorparietal (left hemisphere),Gram Negative,**
L_superiortemporal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0325030930930159,-0.0762799422428895,0.0112737560568578,"-0.03 (-0.08, 0.01)",0.145604252854631,0.192610350232897,Male,0.586,Cortical,Volume of superiortemporal (left hemisphere),Gram Negative,
L_supramarginal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0567189109660507,-0.101060061930175,-0.0123777600019262,"-0.06 (-0.10, -0.01)",0.0121745076052038,0.0249428936301736,Male,0.898,Cortical,Volume of supramarginal (left hemisphere),Gram Negative,**
L_temporalpole,Gram Negative Bacterial Infections,38344,36382,1962,-0.0544433678722096,-0.0980734775062469,-0.0108132582381723,"-0.05 (-0.10, -0.01)",0.0144576831318255,0.0285751854840787,Male,0.072,Cortical,Volume of grey matter in Temporal Pole (left),Gram Negative,**
L_transversetemporal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0286185520187448,-0.0754900226471552,0.0182529186096656,"-0.03 (-0.08, 0.02)",0.231414272115941,0.287982205299837,Male,0.201,Cortical,Volume of transversetemporal (left hemisphere),Gram Negative,
Laccumb,Gram Negative Bacterial Infections,38337,36375,1962,-0.0958052054851453,-0.142871652346874,-0.0487387586234164,"-0.10 (-0.14, -0.05)",6.62817106229999e-05,0.00101230248951491,Male,0.475,SubCortical,Volume of accumbens (left),Gram Negative,**
Lamyg,Gram Negative Bacterial Infections,38337,36375,1962,-0.0133674538788239,-0.06151566584203,0.0347807580843822,"-0.01 (-0.06, 0.03)",0.586331329436793,0.627411868441919,Male,0.281,SubCortical,Volume of amygdala (left),Gram Negative,
Lcaud,Gram Negative Bacterial Infections,38337,36375,1962,-0.0204682890359705,-0.0656516001023115,0.0247150220303705,"-0.02 (-0.07, 0.02)",0.374598752878515,0.4223663790845,Male,0.925,SubCortical,Volume of caudate (left),Gram Negative,
Lhippo,Gram Negative Bacterial Infections,38337,36375,1962,-0.0586183001526427,-0.106031741240204,-0.0112048590650813,"-0.06 (-0.11, -0.01)",0.0153880409752435,0.0300603591144292,Male,0.231,SubCortical,Volume of hippocampus (left),Gram Negative,**
LLatVent,Gram Negative Bacterial Infections,38951,36968,1983,0.0907538334629286,0.0420835779234706,0.139424089002387,"0.09 (0.04, 0.14)",0.000257726385731517,0.00188252316534325,Male,0.578,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Gram Negative,**
Lpal,Gram Negative Bacterial Infections,38337,36375,1962,-0.0151358911700416,-0.0598054616325626,0.0295336792924794,"-0.02 (-0.06, 0.03)",0.50660628139862,0.552661397889403,Male,0.218,SubCortical,Volume of pallidum (left),Gram Negative,
Lput,Gram Negative Bacterial Infections,38337,36375,1962,-0.0593812579754321,-0.103558480128754,-0.0152040358221102,"-0.06 (-0.10, -0.02)",0.00842732035380555,0.0184533721894016,Male,0.89,SubCortical,Volume of putamen (left),Gram Negative,**
Lthal,Gram Negative Bacterial Infections,38337,36375,1962,-0.078902426895161,-0.122485670233709,-0.0353191835566132,"-0.08 (-0.12, -0.04)",0.000388041711402322,0.00223633527458664,Male,0.614,SubCortical,Volume of thalamus (left),Gram Negative,**
R_bankssts,Gram Negative Bacterial Infections,38951,36968,1983,-0.0265761122388013,-0.0728336934167914,0.0196814689391888,"-0.03 (-0.07, 0.02)",0.260137637158519,0.310289090471805,Male,0.338,Cortical,Volume of bankssts (right hemisphere),Gram Negative,
R_caudalanteriorcingulate,Gram Negative Bacterial Infections,38951,36968,1983,-0.029596466062387,-0.0779457022875488,0.0187527701627748,"-0.03 (-0.08, 0.02)",0.230221132658858,0.287982205299837,Male,0.564,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Gram Negative,
R_caudalmiddlefrontal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0349020806277457,-0.081064461038701,0.0112602997832096,"-0.03 (-0.08, 0.01)",0.138369716671227,0.185968899206128,Male,0.413,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Gram Negative,
R_cuneus,Gram Negative Bacterial Infections,38951,36968,1983,-0.0295867657125895,-0.0753481986929046,0.0161746672677255,"-0.03 (-0.08, 0.02)",0.205076444212589,0.259043929531691,Male,0.146,Cortical,Volume of cuneus (right hemisphere),Gram Negative,
R_entorhinal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0149774333278031,-0.0623963433636672,0.0324414767080611,"-0.01 (-0.06, 0.03)",0.535866673180351,0.577087186501916,Male,0.055,Cortical,Volume of entorhinal (right hemisphere),Gram Negative,
R_frontalpole,Gram Negative Bacterial Infections,38951,36968,1983,-0.0612310192000215,-0.106805608088022,-0.0156564303120206,"-0.06 (-0.11, -0.02)",0.00845779558680907,0.0184533721894016,Male,0.679,Cortical,Volume of frontalpole (right hemisphere),Gram Negative,**
R_fusiform,Gram Negative Bacterial Infections,38951,36968,1983,-0.0702325902759683,-0.113898341167545,-0.0265668393843918,"-0.07 (-0.11, -0.03)",0.00161984504021435,0.00544267933512023,Male,0.879,Cortical,Volume of fusiform (right hemisphere),Gram Negative,**
R_inferiorparietal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0741964964171481,-0.118475270051112,-0.0299177227831844,"-0.07 (-0.12, -0.03)",0.00102308154882954,0.00401075988566185,Male,0.465,Cortical,Volume of inferiorparietal (right hemisphere),Gram Negative,**
R_inferiortemporal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0725415728090525,-0.115782633612363,-0.0293005120057419,"-0.07 (-0.12, -0.03)",0.00100935830458914,0.00401075988566185,Male,0.374,Cortical,Volume of inferiortemporal (right hemisphere),Gram Negative,**
R_insula,Gram Negative Bacterial Infections,38344,36382,1962,-0.0716864409223021,-0.115232681814952,-0.0281402000296519,"-0.07 (-0.12, -0.03)",0.00125365764304673,0.00441091721274648,Male,0.24,Cortical,Volume of grey matter in Insular Cortex (right),Gram Negative,**
R_isthmuscingulate,Gram Negative Bacterial Infections,38951,36968,1983,-0.0682971197372011,-0.113250349059358,-0.0233438904150448,"-0.07 (-0.11, -0.02)",0.00290454987730891,0.00813273965646494,Male,0.193,Cortical,Volume of isthmuscingulate (right hemisphere),Gram Negative,**
R_lateraloccipital,Gram Negative Bacterial Infections,38951,36968,1983,-0.0758242021242715,-0.118904412369491,-0.0327439918790524,"-0.08 (-0.12, -0.03)",0.000561633904526268,0.00277513223412979,Male,0.6,Cortical,Volume of lateraloccipital (right hemisphere),Gram Negative,**
R_lateralorbitofrontal,Gram Negative Bacterial Infections,38951,36968,1983,-0.070317135794707,-0.113345137495778,-0.0272891340936363,"-0.07 (-0.11, -0.03)",0.00136062325532679,0.00466499401826329,Male,0.673,Cortical,Volume of lateralorbitofrontal (right hemisphere),Gram Negative,**
R_lingual,Gram Negative Bacterial Infections,38951,36968,1983,-0.045518302899248,-0.091997611146462,0.000961005347966011,"-0.05 (-0.09, 0.00)",0.0549284525475446,0.0823926788213169,Male,0.855,Cortical,Volume of lingual (right hemisphere),Gram Negative,
R_medialorbitofrontal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0477021072382048,-0.0910105520107127,-0.00439366246569684,"-0.05 (-0.09, -0.00)",0.0308663138562517,0.0523791992712151,Male,0.996,Cortical,Volume of medialorbitofrontal (right hemisphere),Gram Negative,*
R_middletemporal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0543519323760834,-0.0974584443463692,-0.0112454204057976,"-0.05 (-0.10, -0.01)",0.0134647661615721,0.0269295323231442,Male,0.387,Cortical,Volume of middletemporal (right hemisphere),Gram Negative,**
R_paracentral,Gram Negative Bacterial Infections,38951,36968,1983,-0.0515607433959578,-0.0975774010815603,-0.00554408571035536,"-0.05 (-0.10, -0.01)",0.0280857487378132,0.0481469978362513,Male,0.479,Cortical,Volume of paracentral (right hemisphere),Gram Negative,**
R_parahippocampal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0473312629078116,-0.0934976314067054,-0.00116489440891776,"-0.05 (-0.09, -0.00)",0.0444930022471377,0.0707377892316669,Male,0.427,Cortical,Volume of parahippocampal (right hemisphere),Gram Negative,*
R_parsopercularis,Gram Negative Bacterial Infections,38951,36968,1983,-0.0605120632644487,-0.10688402683031,-0.0141400996985876,"-0.06 (-0.11, -0.01)",0.010540721881832,0.0221355159518471,Male,0.599,Cortical,Volume of parsopercularis (right hemisphere),Gram Negative,**
R_parsorbitalis,Gram Negative Bacterial Infections,38951,36968,1983,-0.0301020623087879,-0.0748525508279948,0.0146484262104191,"-0.03 (-0.07, 0.01)",0.187364466854082,0.240284201767068,Male,0.785,Cortical,Volume of parsorbitalis (right hemisphere),Gram Negative,
R_parstriangularis,Gram Negative Bacterial Infections,38951,36968,1983,-0.0474222409166698,-0.0933122362867499,-0.00153224554658975,"-0.05 (-0.09, -0.00)",0.0428260123739712,0.0691804815271842,Male,0.843,Cortical,Volume of parstriangularis (right hemisphere),Gram Negative,*
R_pericalcarine,Gram Negative Bacterial Infections,38951,36968,1983,0.00900581542232101,-0.0373439371498339,0.0553555679944759,"0.01 (-0.04, 0.06)",0.703327530410708,0.733906988254651,Male,0.543,Cortical,Volume of pericalcarine (right hemisphere),Gram Negative,
R_postcentral,Gram Negative Bacterial Infections,38951,36968,1983,-0.0763962958730594,-0.121365064265697,-0.031427527480422,"-0.08 (-0.12, -0.03)",0.000869776930584702,0.00374673139328795,Male,0.964,Cortical,Volume of postcentral (right hemisphere),Gram Negative,**
R_posteriorcingulate,Gram Negative Bacterial Infections,38951,36968,1983,-0.0622463609014687,-0.108076119992757,-0.0164166018101809,"-0.06 (-0.11, -0.02)",0.00776815802087755,0.0174006739667657,Male,0.455,Cortical,Volume of posteriorcingulate (right hemisphere),Gram Negative,**
R_precentral,Gram Negative Bacterial Infections,38951,36968,1983,-0.0804247041479889,-0.124663931201781,-0.0361854770941972,"-0.08 (-0.12, -0.04)",0.000366760818533966,0.00222967540589867,Male,0.847,Cortical,Volume of precentral (right hemisphere),Gram Negative,**
R_precuneus,Gram Negative Bacterial Infections,38951,36968,1983,-0.072629657354537,-0.116499211516226,-0.0287601031928484,"-0.07 (-0.12, -0.03)",0.00117556937650829,0.00438378802144335,Male,0.838,Cortical,Volume of precuneus (right hemisphere),Gram Negative,**
R_rostralanteriorcingulate,Gram Negative Bacterial Infections,38951,36968,1983,-0.0360521585862258,-0.0814185267625025,0.00931420959005098,"-0.04 (-0.08, 0.01)",0.119333747922708,0.164328439762418,Male,0.861,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Gram Negative,
R_rostralmiddlefrontal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0643923255204919,-0.10757153678909,-0.0212131142518938,"-0.06 (-0.11, -0.02)",0.00346934601384334,0.00955492016927345,Male,0.962,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Gram Negative,**
R_superiorfrontal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0730142200608571,-0.116600149700008,-0.0294282904217062,"-0.07 (-0.12, -0.03)",0.00102656354216345,0.00401075988566185,Male,0.932,Cortical,Volume of superiorfrontal (right hemisphere),Gram Negative,**
R_superiorparietal,Gram Negative Bacterial Infections,38951,36968,1983,-0.085294142618001,-0.130023643771551,-0.0405646414644514,"-0.09 (-0.13, -0.04)",0.000186089396633844,0.00183900109614622,Male,0.558,Cortical,Volume of superiorparietal (right hemisphere),Gram Negative,**
R_superiortemporal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0728194609909471,-0.117074621830918,-0.0285643001509761,"-0.07 (-0.12, -0.03)",0.00126026206078471,0.00441091721274648,Male,0.876,Cortical,Volume of superiortemporal (right hemisphere),Gram Negative,**
R_supramarginal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0616068482800128,-0.106696618456983,-0.0165170781030427,"-0.06 (-0.11, -0.02)",0.00740915797679661,0.0168207910824572,Male,0.959,Cortical,Volume of supramarginal (right hemisphere),Gram Negative,**
R_temporalpole,Gram Negative Bacterial Infections,38344,36382,1962,-0.0802447803471621,-0.124171083824872,-0.0363184768694523,"-0.08 (-0.12, -0.04)",0.000343250023438157,0.00221792322836963,Male,0.032,Cortical,Volume of grey matter in Temporal Pole (right),Gram Negative,**
R_transversetemporal,Gram Negative Bacterial Infections,38951,36968,1983,-0.0779010060499724,-0.124724250945052,-0.0310777611548923,"-0.08 (-0.12, -0.03)",0.00111137945638427,0.00424344883346722,Male,0.706,Cortical,Volume of transversetemporal (right hemisphere),Gram Negative,**
Raccumb,Gram Negative Bacterial Infections,38337,36375,1962,-0.0982873976605547,-0.145427891731819,-0.0511469035892901,"-0.10 (-0.15, -0.05)",4.38571340274377e-05,0.000736799851660953,Male,0.335,SubCortical,Volume of accumbens (right),Gram Negative,**
Ramyg,Gram Negative Bacterial Infections,38337,36375,1962,-0.0350155014854839,-0.0827683308408433,0.0127373278698754,"-0.04 (-0.08, 0.01)",0.150663845956368,0.197746297817733,Male,0.272,SubCortical,Volume of amygdala (right),Gram Negative,
Rcaud,Gram Negative Bacterial Infections,38337,36375,1962,-0.000849320471387912,-0.046226162180952,0.0445275212381762,"-0.00 (-0.05, 0.04)",0.970735645159303,0.982431255341945,Male,0.81,SubCortical,Volume of caudate (right),Gram Negative,
Rhippo,Gram Negative Bacterial Infections,38337,36375,1962,-0.10224673852276,-0.149880729975918,-0.0546127470696015,"-0.10 (-0.15, -0.05)",2.59129203847325e-05,0.000544171328079382,Male,0.221,SubCortical,Volume of hippocampus (right),Gram Negative,**
RLatVent,Gram Negative Bacterial Infections,38951,36968,1983,0.0878568531019334,0.0392236425600806,0.136490063643786,"0.09 (0.04, 0.14)",0.000399345584747614,0.00223633527458664,Male,0.263,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Gram Negative,**
Rpal,Gram Negative Bacterial Infections,38337,36375,1962,-0.0693741228066596,-0.114248326708428,-0.0244999189048909,"-0.07 (-0.11, -0.02)",0.00244604123370595,0.00733812370111785,Male,0.589,SubCortical,Volume of pallidum (right),Gram Negative,**
Rput,Gram Negative Bacterial Infections,38337,36375,1962,-0.0817860947278461,-0.125907459899235,-0.0376647295564571,"-0.08 (-0.13, -0.04)",0.000280265783062403,0.00196186048143682,Male,0.692,SubCortical,Volume of putamen (right),Gram Negative,**
Rthal,Gram Negative Bacterial Infections,38337,36375,1962,-0.0593143383179018,-0.102086704622951,-0.0165419720128529,"-0.06 (-0.10, -0.02)",0.00656964687335995,0.0153158866902509,Male,0.731,SubCortical,Volume of thalamus (right),Gram Negative,**
