Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,All Infectious Diseases,38951,13499,25452,-0.0184387807341818,-0.0402380183097872,0.00336045684142353,"-0.02 (-0.04, 0.00)",0.0973502117410661,0.102217722328119,Male,0.182,Cortical,Volume of bankssts (left hemisphere),Any,
L_caudalanteriorcingulate,All Infectious Diseases,38951,13499,25452,-0.0046963163484574,-0.0264554674353079,0.0170628347383931,"-0.00 (-0.03, 0.02)",0.672271572573583,0.680371230074469,Male,0.946,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Any,
L_caudalmiddlefrontal,All Infectious Diseases,38951,13499,25452,-0.0446081557228238,-0.065977506434175,-0.0232388050114725,"-0.04 (-0.07, -0.02)",4.2941961313281e-05,7.43737061920743e-05,Male,0.05,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Any,**
L_cuneus,All Infectious Diseases,38951,13499,25452,-0.035928935270857,-0.0572017082121621,-0.014656162329552,"-0.04 (-0.06, -0.01)",0.000932439173488634,0.00128401459955812,Male,0.484,Cortical,Volume of cuneus (left hemisphere),Any,**
L_entorhinal,All Infectious Diseases,38951,13499,25452,-0.0376054968086771,-0.059697998750591,-0.0155129948667633,"-0.04 (-0.06, -0.02)",0.000849740189863553,0.00117980456113287,Male,0.244,Cortical,Volume of entorhinal (left hemisphere),Any,**
L_frontalpole,All Infectious Diseases,38951,13499,25452,-0.0216949536400328,-0.0430242287613315,-0.000365678518734206,"-0.02 (-0.04, -0.00)",0.046199638350664,0.0500744467284616,Male,0.003,Cortical,Volume of frontalpole (left hemisphere),Any,*
L_fusiform,All Infectious Diseases,38951,13499,25452,-0.061770345162102,-0.0822135118282433,-0.0413271784959607,"-0.06 (-0.08, -0.04)",3.20047533535128e-09,1.37866629830516e-08,Male,0.171,Cortical,Volume of fusiform (left hemisphere),Any,**
L_inferiorparietal,All Infectious Diseases,38951,13499,25452,-0.0580277308323744,-0.0789388244974825,-0.0371166371672662,"-0.06 (-0.08, -0.04)",5.38972375458512e-08,1.56116136339707e-07,Male,0.524,Cortical,Volume of inferiorparietal (left hemisphere),Any,**
L_inferiortemporal,All Infectious Diseases,38951,13499,25452,-0.0404510730327811,-0.0605854180539247,-0.0203167280116375,"-0.04 (-0.06, -0.02)",8.23736840269593e-05,0.000134357076859506,Male,0.916,Cortical,Volume of inferiortemporal (left hemisphere),Any,**
L_insula,All Infectious Diseases,38344,13323,25021,-0.0418733707822587,-0.0620757139729193,-0.021671027591598,"-0.04 (-0.06, -0.02)",4.86375322638781e-05,8.25364183871871e-05,Male,0.212,Cortical,Volume of grey matter in Insular Cortex (left),Any,**
L_isthmuscingulate,All Infectious Diseases,38951,13499,25452,-0.0331907682297272,-0.0536466063232524,-0.0127349301362019,"-0.03 (-0.05, -0.01)",0.00147261994711297,0.00193281368058578,Male,0.179,Cortical,Volume of isthmuscingulate (left hemisphere),Any,**
L_lateraloccipital,All Infectious Diseases,38951,13499,25452,-0.0565155689466725,-0.0764753650705376,-0.0365557728228074,"-0.06 (-0.08, -0.04)",2.87934059298113e-08,9.48488665923195e-08,Male,0.509,Cortical,Volume of lateraloccipital (left hemisphere),Any,**
L_lateralorbitofrontal,All Infectious Diseases,38951,13499,25452,-0.0553481754402867,-0.0751654239722613,-0.0355309269083121,"-0.06 (-0.08, -0.04)",4.42172798657093e-08,1.32651839597128e-07,Male,0.422,Cortical,Volume of lateralorbitofrontal (left hemisphere),Any,**
L_lingual,All Infectious Diseases,38951,13499,25452,-0.0320011543543631,-0.0533528902023117,-0.0106494185064144,"-0.03 (-0.05, -0.01)",0.00330947247092965,0.00408817187585427,Male,0.727,Cortical,Volume of lingual (left hemisphere),Any,**
L_medialorbitofrontal,All Infectious Diseases,38951,13499,25452,-0.0360167461512585,-0.0561808806315451,-0.015852611670972,"-0.04 (-0.06, -0.02)",0.000464113363671949,0.000666419188862286,Male,0.448,Cortical,Volume of medialorbitofrontal (left hemisphere),Any,**
L_middletemporal,All Infectious Diseases,38951,13499,25452,-0.0457440921896734,-0.0657091671370975,-0.0257790172422494,"-0.05 (-0.07, -0.03)",7.11530219403763e-06,1.47576638098558e-05,Male,0.789,Cortical,Volume of middletemporal (left hemisphere),Any,**
L_paracentral,All Infectious Diseases,38951,13499,25452,-0.0396991690528571,-0.0609792739134764,-0.0184190641922379,"-0.04 (-0.06, -0.02)",0.000255988119321967,0.000383982178982951,Male,0.402,Cortical,Volume of paracentral (left hemisphere),Any,**
L_parahippocampal,All Infectious Diseases,38950,13499,25451,-0.0442691407631319,-0.0658900858780857,-0.022648195648178,"-0.04 (-0.07, -0.02)",6.001966651419e-05,9.98346928156823e-05,Male,0.824,Cortical,Volume of parahippocampal (left hemisphere),Any,**
L_parsopercularis,All Infectious Diseases,38951,13499,25452,-0.0256929660016901,-0.0475058377113392,-0.0038800942920409,"-0.03 (-0.05, -0.00)",0.0209667780042635,0.0234827913647752,Male,0.91,Cortical,Volume of parsopercularis (left hemisphere),Any,**
L_parsorbitalis,All Infectious Diseases,38951,13499,25452,-0.0525457729483092,-0.0731879457634702,-0.0319036001331482,"-0.05 (-0.07, -0.03)",6.08434013923761e-07,1.41967936582211e-06,Male,0.824,Cortical,Volume of parsorbitalis (left hemisphere),Any,**
L_parstriangularis,All Infectious Diseases,38951,13499,25452,-0.0268381020219443,-0.0480706720133121,-0.00560553203057658,"-0.03 (-0.05, -0.01)",0.0132354511027659,0.0151262298317324,Male,0.986,Cortical,Volume of parstriangularis (left hemisphere),Any,**
L_pericalcarine,All Infectious Diseases,38951,13499,25452,-0.0127231925948583,-0.0341627445999263,0.00871635941020984,"-0.01 (-0.03, 0.01)",0.244768973506313,0.250738948469881,Male,0.535,Cortical,Volume of pericalcarine (left hemisphere),Any,
L_postcentral,All Infectious Diseases,38951,13499,25452,-0.0560425449974557,-0.0767141722861494,-0.0353709177087619,"-0.06 (-0.08, -0.04)",1.07954947731722e-07,2.83381737795771e-07,Male,0.868,Cortical,Volume of postcentral (left hemisphere),Any,**
L_posteriorcingulate,All Infectious Diseases,38951,13499,25452,-0.0295218840793561,-0.0503974526000645,-0.00864631555864771,"-0.03 (-0.05, -0.01)",0.00557677744662407,0.00659787754248481,Male,0.553,Cortical,Volume of posteriorcingulate (left hemisphere),Any,**
L_precentral,All Infectious Diseases,38951,13499,25452,-0.0653087477698882,-0.0856184671927439,-0.0449990283470326,"-0.07 (-0.09, -0.04)",2.95564663933257e-10,1.98619454163149e-09,Male,0.094,Cortical,Volume of precentral (left hemisphere),Any,**
L_precuneus,All Infectious Diseases,38951,13499,25452,-0.0586312155627614,-0.0791074486050329,-0.0381549825204899,"-0.06 (-0.08, -0.04)",2.01017208736196e-08,7.50464245948467e-08,Male,0.916,Cortical,Volume of precuneus (left hemisphere),Any,**
L_rostralanteriorcingulate,All Infectious Diseases,38951,13499,25452,-0.0337635478297604,-0.0542250607178774,-0.0133020349416435,"-0.03 (-0.05, -0.01)",0.00122069599589818,0.00164338559064474,Male,0.407,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Any,**
L_rostralmiddlefrontal,All Infectious Diseases,38951,13499,25452,-0.0444366026914024,-0.0644860175803945,-0.0243871878024104,"-0.04 (-0.06, -0.02)",1.40195305131145e-05,2.67645582523095e-05,Male,0.305,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Any,**
L_superiorfrontal,All Infectious Diseases,38951,13499,25452,-0.0609451948707148,-0.0809473162635359,-0.0409430734778937,"-0.06 (-0.08, -0.04)",2.3628674363721e-09,1.10267147030698e-08,Male,0.634,Cortical,Volume of superiorfrontal (left hemisphere),Any,**
L_superiorparietal,All Infectious Diseases,38951,13499,25452,-0.0448737443679474,-0.0656995864486461,-0.0240479022872487,"-0.04 (-0.07, -0.02)",2.41303628581364e-05,4.50433440018547e-05,Male,0.703,Cortical,Volume of superiorparietal (left hemisphere),Any,**
L_superiortemporal,All Infectious Diseases,38951,13499,25452,-0.040426575180984,-0.060659429985841,-0.0201937203761269,"-0.04 (-0.06, -0.02)",9.00869940589057e-05,0.000142779386810341,Male,0.196,Cortical,Volume of superiortemporal (left hemisphere),Any,**
