Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections with Sepsis,38951,38467,484,-0.0844384648409894,-0.178054093848778,0.00917716416679881,"-0.08 (-0.18, 0.01)",0.0770882674382498,0.202356702025406,Male,0.896,Cortical,Volume of bankssts (left hemisphere),Sepsis,
L_caudalanteriorcingulate,Bacterial Infections with Sepsis,38951,38467,484,-0.0295023823261705,-0.122946069524992,0.0639413048726513,"-0.03 (-0.12, 0.06)",0.536034462177448,0.692721458813933,Male,0.035,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Sepsis,
L_caudalmiddlefrontal,Bacterial Infections with Sepsis,38951,38467,484,-0.0137421209241754,-0.105531694632379,0.0780474527840284,"-0.01 (-0.11, 0.08)",0.76918602892383,0.824630211334784,Male,0.462,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Sepsis,
L_cuneus,Bacterial Infections with Sepsis,38951,38467,484,-0.0175355455760255,-0.108903433548361,0.0738323423963096,"-0.02 (-0.11, 0.07)",0.706790549816634,0.785703648166904,Male,0.504,Cortical,Volume of cuneus (left hemisphere),Sepsis,
L_entorhinal,Bacterial Infections with Sepsis,38951,38467,484,-0.0957159339168358,-0.190600227756614,-0.000831640077058063,"-0.10 (-0.19, -0.00)",0.0480256061477518,0.158083483300229,Male,0.048,Cortical,Volume of entorhinal (left hemisphere),Sepsis,*
L_frontalpole,Bacterial Infections with Sepsis,38951,38467,484,-0.0728515732514778,-0.164451234338785,0.0187480878358295,"-0.07 (-0.16, 0.02)",0.11903803201831,0.259719342585403,Male,0.571,Cortical,Volume of frontalpole (left hemisphere),Sepsis,
L_fusiform,Bacterial Infections with Sepsis,38951,38467,484,-0.0671507340259413,-0.154980219383358,0.0206787513314751,"-0.07 (-0.15, 0.02)",0.133997820229077,0.284957389854241,Male,0.731,Cortical,Volume of fusiform (left hemisphere),Sepsis,
L_inferiorparietal,Bacterial Infections with Sepsis,38951,38467,484,-0.0343316335055323,-0.124167075675379,0.0555038086643141,"-0.03 (-0.12, 0.06)",0.453834149786862,0.619299483561312,Male,0.443,Cortical,Volume of inferiorparietal (left hemisphere),Sepsis,
L_inferiortemporal,Bacterial Infections with Sepsis,38951,38467,484,-0.0467860743807686,-0.133268300650639,0.0396961518891023,"-0.05 (-0.13, 0.04)",0.28898964848126,0.471361756746133,Male,0.584,Cortical,Volume of inferiortemporal (left hemisphere),Sepsis,
L_insula,Bacterial Infections with Sepsis,38344,37865,479,-0.0221584491200774,-0.108773674178853,0.0644567759386985,"-0.02 (-0.11, 0.06)",0.616074160611396,0.75914529675884,Male,0.895,Cortical,Volume of grey matter in Insular Cortex (left),Sepsis,
L_isthmuscingulate,Bacterial Infections with Sepsis,38951,38467,484,-0.0253032615154036,-0.113161210467857,0.0625546874370497,"-0.03 (-0.11, 0.06)",0.572423262886479,0.717664986305436,Male,0.32,Cortical,Volume of isthmuscingulate (left hemisphere),Sepsis,
L_lateraloccipital,Bacterial Infections with Sepsis,38951,38467,484,-0.084158658005551,-0.169905144685443,0.0015878286743409,"-0.08 (-0.17, 0.00)",0.0543957501553324,0.166648074361774,Male,0.769,Cortical,Volume of lateraloccipital (left hemisphere),Sepsis,
L_lateralorbitofrontal,Bacterial Infections with Sepsis,38951,38467,484,-0.0693917884898932,-0.154526242179302,0.0157426651995157,"-0.07 (-0.15, 0.02)",0.11014319881512,0.253099536183783,Male,0.884,Cortical,Volume of lateralorbitofrontal (left hemisphere),Sepsis,
L_lingual,Bacterial Infections with Sepsis,38951,38467,484,-0.0500179852554111,-0.141721101935371,0.0416851314245492,"-0.05 (-0.14, 0.04)",0.285047475958811,0.469489960402747,Male,0.154,Cortical,Volume of lingual (left hemisphere),Sepsis,
L_medialorbitofrontal,Bacterial Infections with Sepsis,38951,38467,484,-0.0202916456051747,-0.106899228130302,0.0663159369199524,"-0.02 (-0.11, 0.07)",0.64607712052457,0.775292544629484,Male,0.566,Cortical,Volume of medialorbitofrontal (left hemisphere),Sepsis,
L_middletemporal,Bacterial Infections with Sepsis,38951,38467,484,-0.0766889236016351,-0.162447077197534,0.00906922999426399,"-0.08 (-0.16, 0.01)",0.079653605467578,0.202754632099289,Male,0.379,Cortical,Volume of middletemporal (left hemisphere),Sepsis,
L_paracentral,Bacterial Infections with Sepsis,38951,38467,484,-0.0687033071939564,-0.160103134112112,0.0226965197241987,"-0.07 (-0.16, 0.02)",0.140675800349315,0.288213834862011,Male,0.082,Cortical,Volume of paracentral (left hemisphere),Sepsis,
L_parahippocampal,Bacterial Infections with Sepsis,38950,38466,484,-0.172601811612078,-0.265454790717901,-0.0797488325062542,"-0.17 (-0.27, -0.08)",0.000269372329820471,0.0150848504699464,Male,0.152,Cortical,Volume of parahippocampal (left hemisphere),Sepsis,**
L_parsopercularis,Bacterial Infections with Sepsis,38951,38467,484,-0.05666041908822,-0.1503397735614,0.0370189353849604,"-0.06 (-0.15, 0.04)",0.235831442939415,0.408450334163111,Male,0.498,Cortical,Volume of parsopercularis (left hemisphere),Sepsis,
L_parsorbitalis,Bacterial Infections with Sepsis,38951,38467,484,-0.0672602267089878,-0.15593315233892,0.0214126989209441,"-0.07 (-0.16, 0.02)",0.137097149028616,0.287421066339451,Male,0.611,Cortical,Volume of parsorbitalis (left hemisphere),Sepsis,
L_parstriangularis,Bacterial Infections with Sepsis,38951,38467,484,-0.0464855479243081,-0.137674113567394,0.0447030177187774,"-0.05 (-0.14, 0.04)",0.317718804649439,0.508350087439102,Male,0.793,Cortical,Volume of parstriangularis (left hemisphere),Sepsis,
L_pericalcarine,Bacterial Infections with Sepsis,38951,38467,484,-0.00460224678319012,-0.0966752598423835,0.0874707662760033,"-0.00 (-0.10, 0.09)",0.921955539102645,0.960176867466756,Male,0.272,Cortical,Volume of pericalcarine (left hemisphere),Sepsis,
L_postcentral,Bacterial Infections with Sepsis,38951,38467,484,-0.0522936331243534,-0.141097897981156,0.0365106317324492,"-0.05 (-0.14, 0.04)",0.248430152863892,0.425880262052385,Male,0.781,Cortical,Volume of postcentral (left hemisphere),Sepsis,
L_posteriorcingulate,Bacterial Infections with Sepsis,38951,38467,484,-0.0822632889044004,-0.171917827048702,0.00739124923990094,"-0.08 (-0.17, 0.01)",0.0721154252790044,0.195409539465689,Male,0.835,Cortical,Volume of posteriorcingulate (left hemisphere),Sepsis,
L_precentral,Bacterial Infections with Sepsis,38951,38467,484,-0.0577110044816102,-0.1449730034804,0.02955099451718,"-0.06 (-0.14, 0.03)",0.194890576774659,0.365107488844692,Male,0.578,Cortical,Volume of precentral (left hemisphere),Sepsis,
L_precuneus,Bacterial Infections with Sepsis,38951,38467,484,-0.0903857028900317,-0.178351168641716,-0.00242023713834738,"-0.09 (-0.18, -0.00)",0.0440214337049839,0.150930629845659,Male,0.627,Cortical,Volume of precuneus (left hemisphere),Sepsis,*
L_rostralanteriorcingulate,Bacterial Infections with Sepsis,38951,38467,484,-0.081979890393154,-0.169859189928977,0.0058994091426695,"-0.08 (-0.17, 0.01)",0.0674901632097819,0.188972456987389,Male,0.461,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Sepsis,
