Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Fungal Infections,44289,41060,3229,-0.00178183575744348,-0.0332763214702408,0.0297126499553538,"-0.00 (-0.03, 0.03)",0.911703930344442,0.933940611572355,Female,0.164,Cortical,Volume of bankssts (left hemisphere),Fungal,
L_caudalanteriorcingulate,Fungal Infections,44289,41060,3229,-0.0090039559327287,-0.0431561362837417,0.0251482244182843,"-0.01 (-0.04, 0.03)",0.605337916690587,0.86920316242751,Female,0.257,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Fungal,
L_caudalmiddlefrontal,Fungal Infections,44289,41060,3229,-0.00478595185572432,-0.0370733635608062,0.0275014598493576,"-0.00 (-0.04, 0.03)",0.771410079205493,0.929449732318578,Female,0.403,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Fungal,
L_cuneus,Fungal Infections,44289,41060,3229,-0.0234800236798686,-0.054884584411208,0.00792453705147073,"-0.02 (-0.05, 0.01)",0.142810100692948,0.599378466820887,Female,0.157,Cortical,Volume of cuneus (left hemisphere),Fungal,
L_entorhinal,Fungal Infections,44289,41060,3229,-0.00185957577908009,-0.0335922955411306,0.0298731439829704,"-0.00 (-0.03, 0.03)",0.908557085810633,0.933940611572355,Female,0.049,Cortical,Volume of entorhinal (left hemisphere),Fungal,
L_frontalpole,Fungal Infections,44289,41060,3229,0.0137138688428769,-0.0197141933218064,0.0471419310075602,"0.01 (-0.02, 0.05)",0.421344939558352,0.792629583597481,Female,0.683,Cortical,Volume of frontalpole (left hemisphere),Fungal,
L_fusiform,Fungal Infections,44289,41060,3229,-0.0118795703452379,-0.0428196481983739,0.0190605075078981,"-0.01 (-0.04, 0.02)",0.451720274582843,0.792629583597481,Female,0.024,Cortical,Volume of fusiform (left hemisphere),Fungal,
L_inferiorparietal,Fungal Infections,44289,41060,3229,-0.0125937339654297,-0.0447324654612072,0.0195449975303477,"-0.01 (-0.04, 0.02)",0.442465511699445,0.792629583597481,Female,0.082,Cortical,Volume of inferiorparietal (left hemisphere),Fungal,
L_inferiortemporal,Fungal Infections,44289,41060,3229,0.022328520126546,-0.00782499364654474,0.0524820338996367,"0.02 (-0.01, 0.05)",0.146680377359963,0.599378466820887,Female,0.222,Cortical,Volume of inferiortemporal (left hemisphere),Fungal,
L_insula,Fungal Infections,43526,40364,3162,0.00546489862082957,-0.0263425198253569,0.0372723170670161,"0.01 (-0.03, 0.04)",0.736303335017259,0.929449732318578,Female,0.001,Cortical,Volume of grey matter in Insular Cortex (left),Fungal,
L_isthmuscingulate,Fungal Infections,44289,41060,3229,-0.00315809338625839,-0.0334925519219621,0.0271763651494453,"-0.00 (-0.03, 0.03)",0.838310926684076,0.933940611572355,Female,0.072,Cortical,Volume of isthmuscingulate (left hemisphere),Fungal,
L_lateraloccipital,Fungal Infections,44289,41060,3229,-0.0155007062960745,-0.0456296808851356,0.0146282682929866,"-0.02 (-0.05, 0.01)",0.313274375451537,0.717632324603623,Female,0.004,Cortical,Volume of lateraloccipital (left hemisphere),Fungal,
L_lateralorbitofrontal,Fungal Infections,44289,41060,3229,0.0156689221170182,-0.0151155371965186,0.046453381430555,"0.02 (-0.02, 0.05)",0.318466427127415,0.717632324603623,Female,0.113,Cortical,Volume of lateralorbitofrontal (left hemisphere),Fungal,
