Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Extracellular Bacterial Infections,44289,39891,4398,-0.0231387177467823,-0.0505390708127017,0.00426163531913705,"-0.02 (-0.05, 0.00)",0.097896729664747,0.130528972886329,Female,0.062,Cortical,Volume of bankssts (left hemisphere),Extracellular,
L_caudalanteriorcingulate,Extracellular Bacterial Infections,44289,39891,4398,-0.01419077219001,-0.0439040430450946,0.0155224986650746,"-0.01 (-0.04, 0.02)",0.349234259635893,0.410289200131678,Female,0.045,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Extracellular,
L_caudalmiddlefrontal,Extracellular Bacterial Infections,44289,39891,4398,-0.0313999173829371,-0.0594894889626199,-0.00331034580325427,"-0.03 (-0.06, -0.00)",0.0284566292592563,0.0447789097092071,Female,0.45,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Extracellular,**
L_cuneus,Extracellular Bacterial Infections,44289,39891,4398,-0.0319175999637247,-0.0592396043896893,-0.00459559553776024,"-0.03 (-0.06, -0.00)",0.0220436864092367,0.0370333931675176,Female,0.591,Cortical,Volume of cuneus (left hemisphere),Extracellular,**
L_entorhinal,Extracellular Bacterial Infections,44289,39891,4398,-0.0296097213684349,-0.0572168158057482,-0.00200262693112152,"-0.03 (-0.06, -0.00)",0.0355415825756605,0.0537926655199186,Female,0.182,Cortical,Volume of entorhinal (left hemisphere),Extracellular,*
L_frontalpole,Extracellular Bacterial Infections,44289,39891,4398,0.0026474366012065,-0.0264362349369741,0.0317311081393871,"0.00 (-0.03, 0.03)",0.85839629333786,0.89018874864667,Female,0.74,Cortical,Volume of frontalpole (left hemisphere),Extracellular,
L_fusiform,Extracellular Bacterial Infections,44289,39891,4398,-0.0241710275655148,-0.0510891027559674,0.00274704762493779,"-0.02 (-0.05, 0.00)",0.0784158050990519,0.107982420136399,Female,0.414,Cortical,Volume of fusiform (left hemisphere),Extracellular,
L_inferiorparietal,Extracellular Bacterial Infections,44289,39891,4398,-0.0630898877747808,-0.0910456083708026,-0.035134167178759,"-0.06 (-0.09, -0.04)",9.74239564169086e-06,0.000181858051978229,Female,0.367,Cortical,Volume of inferiorparietal (left hemisphere),Extracellular,**
L_inferiortemporal,Extracellular Bacterial Infections,44289,39891,4398,-0.0420295445578554,-0.0682617562138206,-0.0157973329018903,"-0.04 (-0.07, -0.02)",0.00168850052207886,0.00511281285004711,Female,0.809,Cortical,Volume of inferiortemporal (left hemisphere),Extracellular,**
L_insula,Extracellular Bacterial Infections,43526,39201,4325,-0.0337128234511204,-0.0613313761205747,-0.00609427078166614,"-0.03 (-0.06, -0.01)",0.0167376313753119,0.0299140645856639,Female,0.85,Cortical,Volume of grey matter in Insular Cortex (left),Extracellular,**
L_isthmuscingulate,Extracellular Bacterial Infections,44289,39891,4398,-0.0116430173401409,-0.038034743664784,0.0147487089845022,"-0.01 (-0.04, 0.01)",0.387216625003393,0.445564335620343,Female,0.057,Cortical,Volume of isthmuscingulate (left hemisphere),Extracellular,
L_lateraloccipital,Extracellular Bacterial Infections,44289,39891,4398,-0.052521053640107,-0.0787299477716709,-0.0263121595085432,"-0.05 (-0.08, -0.03)",8.58714273603714e-05,0.000801466655363466,Female,0.83,Cortical,Volume of lateraloccipital (left hemisphere),Extracellular,**
L_lateralorbitofrontal,Extracellular Bacterial Infections,44289,39891,4398,-0.0266667467117127,-0.0534493474391275,0.000115854015702105,"-0.03 (-0.05, 0.00)",0.0509992486294767,0.0738609807737249,Female,0.175,Cortical,Volume of lateralorbitofrontal (left hemisphere),Extracellular,
L_lingual,Extracellular Bacterial Infections,44289,39891,4398,-0.031348340247915,-0.0594127499374334,-0.00328393055839667,"-0.03 (-0.06, -0.00)",0.0285753644239065,0.0447789097092071,Female,0.728,Cortical,Volume of lingual (left hemisphere),Extracellular,**
L_medialorbitofrontal,Extracellular Bacterial Infections,44289,39891,4398,-0.0387762614370078,-0.0656623555588253,-0.0118901673151902,"-0.04 (-0.07, -0.01)",0.0047033789476574,0.0114113395767736,Female,0.379,Cortical,Volume of medialorbitofrontal (left hemisphere),Extracellular,**
