Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_parsorbitalis,Herpes Viral Infections,44289,25243,19046,-0.0475052785543448,-0.0642617920448676,-0.030748765063822,"-0.05 (-0.06, -0.03)",2.76476481617967e-08,6.11158538313401e-08,Female,0.042,Cortical,Volume of parsorbitalis (left hemisphere),Herpes,**
L_parstriangularis,Herpes Viral Infections,44289,25243,19046,-0.0444240896237593,-0.0610879279756634,-0.0277602512718552,"-0.04 (-0.06, -0.03)",1.74747504016081e-07,3.2986045701912e-07,Female,0.893,Cortical,Volume of parstriangularis (left hemisphere),Herpes,**
L_pericalcarine,Herpes Viral Infections,44289,25243,19046,-0.0159922914402289,-0.0332566994377577,0.00127211655729982,"-0.02 (-0.03, 0.00)",0.0694392887382392,0.0733698145158754,Female,0.028,Cortical,Volume of pericalcarine (left hemisphere),Herpes,
L_postcentral,Herpes Viral Infections,44289,25243,19046,-0.0361463924996181,-0.0530214281150184,-0.0192713568842178,"-0.04 (-0.05, -0.02)",2.69373205033991e-05,3.70940151194349e-05,Female,0.024,Cortical,Volume of postcentral (left hemisphere),Herpes,**
L_posteriorcingulate,Herpes Viral Infections,44289,25243,19046,-0.0408544172911428,-0.0578614081596116,-0.023847426422674,"-0.04 (-0.06, -0.02)",2.50448633562484e-06,3.8601257283025e-06,Female,0.295,Cortical,Volume of posteriorcingulate (left hemisphere),Herpes,**
L_precentral,Herpes Viral Infections,44289,25243,19046,-0.0611428851157787,-0.077703781531976,-0.0445819886995814,"-0.06 (-0.08, -0.04)",4.68239500994551e-13,3.42018418117759e-12,Female,0.041,Cortical,Volume of precentral (left hemisphere),Herpes,**
L_precuneus,Herpes Viral Infections,44289,25243,19046,-0.0588431308213955,-0.0752736963003168,-0.0424125653424743,"-0.06 (-0.08, -0.04)",2.25936666333517e-12,1.26524533146769e-11,Female,0.148,Cortical,Volume of precuneus (left hemisphere),Herpes,**
L_rostralanteriorcingulate,Herpes Viral Infections,44289,25243,19046,-0.0365593372855692,-0.0536439302329739,-0.0194747443381645,"-0.04 (-0.05, -0.02)",2.74315897886124e-05,3.7467537272251e-05,Female,0.178,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Herpes,**
L_rostralmiddlefrontal,Herpes Viral Infections,44289,25243,19046,-0.0574942758905429,-0.0731400706984777,-0.0418484810826081,"-0.06 (-0.07, -0.04)",6.00310435469573e-13,4.06333089235864e-12,Female,0.124,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Herpes,**
L_superiorfrontal,Herpes Viral Infections,44289,25243,19046,-0.0597390369981195,-0.0756050987529443,-0.0438729752432946,"-0.06 (-0.08, -0.04)",1.61209741692733e-13,1.35416183021895e-12,Female,0.054,Cortical,Volume of superiorfrontal (left hemisphere),Herpes,**
L_superiorparietal,Herpes Viral Infections,44289,25243,19046,-0.060928086356221,-0.078141435350015,-0.043714737362427,"-0.06 (-0.08, -0.04)",4.04151103012582e-12,2.05749652442769e-11,Female,0.095,Cortical,Volume of superiorparietal (left hemisphere),Herpes,**
L_superiortemporal,Herpes Viral Infections,44289,25243,19046,-0.0475568624625071,-0.0635673545217126,-0.0315463704033015,"-0.05 (-0.06, -0.03)",5.85654454775936e-09,1.50417007724504e-08,Female,0.925,Cortical,Volume of superiortemporal (left hemisphere),Herpes,**
L_supramarginal,Herpes Viral Infections,44289,25243,19046,-0.0402347871811095,-0.0561100030121064,-0.0243595713501127,"-0.04 (-0.06, -0.02)",6.80570709958198e-07,1.16669264564262e-06,Female,0.145,Cortical,Volume of supramarginal (left hemisphere),Herpes,**
L_temporalpole,Herpes Viral Infections,43526,24843,18683,-0.0819527814327432,-0.0982251109718671,-0.0656804518936194,"-0.08 (-0.10, -0.07)",5.8613480249484e-23,1.23088308523916e-21,Female,0.193,Cortical,Volume of grey matter in Temporal Pole (left),Herpes,**
L_transversetemporal,Herpes Viral Infections,44289,25243,19046,-0.0165678568724467,-0.0337490554807917,0.000613341735898269,"-0.02 (-0.03, 0.00)",0.0587580628631941,0.0628748698153924,Female,0.581,Cortical,Volume of transversetemporal (left hemisphere),Herpes,
Laccumb,Herpes Viral Infections,43521,24838,18683,-0.115350793998039,-0.132967459570746,-0.0977341284253326,"-0.12 (-0.13, -0.10)",1.24022527183904e-37,1.83501782492488e-35,Female,0.094,SubCortical,Volume of accumbens (left),Herpes,**
Lamyg,Herpes Viral Infections,43521,24838,18683,-0.0242468195320734,-0.0407105893614418,-0.00778304970270498,"-0.02 (-0.04, -0.01)",0.00389628310123753,0.0044833942534788,Female,0.53,SubCortical,Volume of amygdala (left),Herpes,**
Lcaud,Herpes Viral Infections,43521,24838,18683,-0.0427739186867575,-0.0599481486503426,-0.0255996887231724,"-0.04 (-0.06, -0.03)",1.05602339973246e-06,1.70588395341398e-06,Female,0.616,SubCortical,Volume of caudate (left),Herpes,**
Lhippo,Herpes Viral Infections,43521,24838,18683,-0.076066196506796,-0.093383584215539,-0.0587488087980531,"-0.08 (-0.09, -0.06)",7.59056335287568e-18,9.80934340987011e-17,Female,<0.001,SubCortical,Volume of hippocampus (left),Herpes,**
LLatVent,Herpes Viral Infections,44289,25243,19046,0.0849003964860042,0.069131647143759,0.100669145828249,"0.08 (0.07, 0.10)",5.2877599270387e-26,1.48057277957084e-24,Female,0.71,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Herpes,**
Lpal,Herpes Viral Infections,43521,24838,18683,-0.0469360011388713,-0.0646483227507794,-0.0292236795269632,"-0.05 (-0.06, -0.03)",2.06897042301492e-07,3.77811990289682e-07,Female,0.374,SubCortical,Volume of pallidum (left),Herpes,**
Lput,Herpes Viral Infections,43521,24838,18683,-0.0869968589605008,-0.103137156321715,-0.0708565615992865,"-0.09 (-0.10, -0.07)",4.67727994333139e-26,1.48057277957084e-24,Female,0.114,SubCortical,Volume of putamen (left),Herpes,**
Lthal,Herpes Viral Infections,43521,24838,18683,-0.0880723189638878,-0.104358818708486,-0.0717858192192895,"-0.09 (-0.10, -0.07)",3.23627123093581e-26,1.48057277957084e-24,Female,0.72,SubCortical,Volume of thalamus (left),Herpes,**
R_bankssts,Herpes Viral Infections,44289,25243,19046,-0.0294807310073663,-0.0466990383571724,-0.0122624236575602,"-0.03 (-0.05, -0.01)",0.000791764246588841,0.000963886908890763,Female,0.857,Cortical,Volume of bankssts (right hemisphere),Herpes,**
R_caudalanteriorcingulate,Herpes Viral Infections,44289,25243,19046,-0.0241399195040993,-0.0414202504143716,-0.00685958859382706,"-0.02 (-0.04, -0.01)",0.0061826582781761,0.00692457727155723,Female,0.353,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Herpes,**
R_caudalmiddlefrontal,Herpes Viral Infections,44289,25243,19046,-0.0368451935512894,-0.0540253201812413,-0.0196650669213376,"-0.04 (-0.05, -0.02)",2.63296097188148e-05,3.65568134938917e-05,Female,0.004,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Herpes,**
R_cuneus,Herpes Viral Infections,44289,25243,19046,-0.026202981066249,-0.0424669931831548,-0.00993896894934323,"-0.03 (-0.04, -0.01)",0.00159077792653897,0.00188204712435597,Female,0.011,Cortical,Volume of cuneus (right hemisphere),Herpes,**
R_entorhinal,Herpes Viral Infections,44289,25243,19046,-0.0452298225655289,-0.0622441839282941,-0.0282154612027638,"-0.05 (-0.06, -0.03)",1.89299552319718e-07,3.53359164330141e-07,Female,0.075,Cortical,Volume of entorhinal (right hemisphere),Herpes,**
R_frontalpole,Herpes Viral Infections,44289,25243,19046,-0.0227294220201742,-0.0404902915846774,-0.00496855245567097,"-0.02 (-0.04, -0.00)",0.0121339855545806,0.0133235919815003,Female,0.006,Cortical,Volume of frontalpole (right hemisphere),Herpes,**
R_fusiform,Herpes Viral Infections,44289,25243,19046,-0.0483532445490424,-0.0642092275299306,-0.0324972615681542,"-0.05 (-0.06, -0.03)",2.28841630192581e-09,6.40756564539228e-09,Female,0.279,Cortical,Volume of fusiform (right hemisphere),Herpes,**
R_inferiorparietal,Herpes Viral Infections,44289,25243,19046,-0.0415598799211784,-0.0575884972329643,-0.0255312626093926,"-0.04 (-0.06, -0.03)",3.74916561563422e-07,6.56103982735989e-07,Female,0.285,Cortical,Volume of inferiorparietal (right hemisphere),Herpes,**
R_inferiortemporal,Herpes Viral Infections,44289,25243,19046,-0.0548336717708746,-0.0707308471726895,-0.0389364963690598,"-0.05 (-0.07, -0.04)",1.39090984595777e-11,5.99161164412579e-11,Female,0.028,Cortical,Volume of inferiortemporal (right hemisphere),Herpes,**
R_insula,Herpes Viral Infections,43526,24843,18683,-0.0475012218100725,-0.0641400282608564,-0.0308624153592886,"-0.05 (-0.06, -0.03)",2.21243696096267e-08,5.02282985732065e-08,Female,0.644,Cortical,Volume of grey matter in Insular Cortex (right),Herpes,**
R_isthmuscingulate,Herpes Viral Infections,44289,25243,19046,-0.0415649683015461,-0.0581469568111159,-0.0249829797919762,"-0.04 (-0.06, -0.02)",8.99919033417596e-07,1.46782910305006e-06,Female,0.062,Cortical,Volume of isthmuscingulate (right hemisphere),Herpes,**
R_lateraloccipital,Herpes Viral Infections,44289,25243,19046,-0.0507541405380326,-0.0662464418328788,-0.0352618392431864,"-0.05 (-0.07, -0.04)",1.3657973232887e-10,4.58907900625004e-10,Female,0.125,Cortical,Volume of lateraloccipital (right hemisphere),Herpes,**
R_lateralorbitofrontal,Herpes Viral Infections,44289,25243,19046,-0.0573109134548251,-0.073648628644896,-0.0409731982647541,"-0.06 (-0.07, -0.04)",6.25780866085359e-12,2.92031070839834e-11,Female,0.541,Cortical,Volume of lateralorbitofrontal (right hemisphere),Herpes,**
R_lingual,Herpes Viral Infections,44289,25243,19046,-0.0375462358099859,-0.054608816960058,-0.0204836546599137,"-0.04 (-0.05, -0.02)",1.61386509698064e-05,2.27839778397266e-05,Female,0.151,Cortical,Volume of lingual (right hemisphere),Herpes,**
R_medialorbitofrontal,Herpes Viral Infections,44289,25243,19046,-0.057475755343596,-0.0736616238659736,-0.0412898868212184,"-0.06 (-0.07, -0.04)",3.45018740729674e-12,1.86977898201888e-11,Female,0.968,Cortical,Volume of medialorbitofrontal (right hemisphere),Herpes,**
R_middletemporal,Herpes Viral Infections,44289,25243,19046,-0.0578355608277966,-0.0735938933091459,-0.0420772283464473,"-0.06 (-0.07, -0.04)",6.41154326174663e-13,4.14284333835936e-12,Female,0.082,Cortical,Volume of middletemporal (right hemisphere),Herpes,**
R_paracentral,Herpes Viral Infections,44289,25243,19046,-0.0561519577484115,-0.0731895457095926,-0.0391143697872304,"-0.06 (-0.07, -0.04)",1.05950288333705e-10,3.65245762204077e-10,Female,0.463,Cortical,Volume of paracentral (right hemisphere),Herpes,**
R_parahippocampal,Herpes Viral Infections,44288,25242,19046,-0.0698128818106529,-0.0879785284486039,-0.051647235172702,"-0.07 (-0.09, -0.05)",5.06853874455752e-14,4.73063616158702e-13,Female,0.841,Cortical,Volume of parahippocampal (right hemisphere),Herpes,**
R_parsopercularis,Herpes Viral Infections,44289,25243,19046,-0.0399048390566927,-0.0567965452490679,-0.0230131328643175,"-0.04 (-0.06, -0.02)",3.66117910029919e-06,5.44316892787844e-06,Female,0.786,Cortical,Volume of parsopercularis (right hemisphere),Herpes,**
R_parsorbitalis,Herpes Viral Infections,44289,25243,19046,-0.0422098786627992,-0.0590067382711392,-0.0254130190544593,"-0.04 (-0.06, -0.03)",8.44690036820992e-07,1.3912541782934e-06,Female,0.943,Cortical,Volume of parsorbitalis (right hemisphere),Herpes,**
R_parstriangularis,Herpes Viral Infections,44289,25243,19046,-0.0473690653474499,-0.0638801412329662,-0.0308579894619336,"-0.05 (-0.06, -0.03)",1.88637774944934e-08,4.52730659867841e-08,Female,0.473,Cortical,Volume of parstriangularis (right hemisphere),Herpes,**
R_pericalcarine,Herpes Viral Infections,44289,25243,19046,-0.0024325919294598,-0.0196608716998157,0.0147956878408961,"-0.00 (-0.02, 0.01)",0.781973524319518,0.781973524319518,Female,0.036,Cortical,Volume of pericalcarine (right hemisphere),Herpes,
R_postcentral,Herpes Viral Infections,44289,25243,19046,-0.0477326086573528,-0.0648599690767845,-0.0306052482379211,"-0.05 (-0.06, -0.03)",4.72223559841597e-08,9.91669475667354e-08,Female,0.035,Cortical,Volume of postcentral (right hemisphere),Herpes,**
R_posteriorcingulate,Herpes Viral Infections,44289,25243,19046,-0.0484681495923943,-0.0654194478192447,-0.0315168513655438,"-0.05 (-0.07, -0.03)",2.10463701116744e-08,4.91081969272402e-08,Female,0.394,Cortical,Volume of posteriorcingulate (right hemisphere),Herpes,**
R_precentral,Herpes Viral Infections,44289,25243,19046,-0.0637277197742731,-0.0803495068892005,-0.0471059326593458,"-0.06 (-0.08, -0.05)",5.81217750761834e-14,5.139188533052e-13,Female,0.109,Cortical,Volume of precentral (right hemisphere),Herpes,**
R_precuneus,Herpes Viral Infections,44289,25243,19046,-0.0477412661573973,-0.0637984836191584,-0.0316840486956363,"-0.05 (-0.06, -0.03)",5.66467004146028e-09,1.48697588588332e-08,Female,0.116,Cortical,Volume of precuneus (right hemisphere),Herpes,**
R_rostralanteriorcingulate,Herpes Viral Infections,44289,25243,19046,-0.0476278067761771,-0.0649370203017208,-0.0303185932506333,"-0.05 (-0.06, -0.03)",6.9583622798229e-08,1.40843959398825e-07,Female,0.662,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Herpes,**
R_rostralmiddlefrontal,Herpes Viral Infections,44289,25243,19046,-0.047929980426985,-0.063627445367023,-0.0322325154869471,"-0.05 (-0.06, -0.03)",2.18538369488501e-09,6.26967241565368e-09,Female,0.096,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Herpes,**
R_superiorfrontal,Herpes Viral Infections,44289,25243,19046,-0.0645973898857,-0.0804109044464523,-0.0487838753249478,"-0.06 (-0.08, -0.05)",1.20804832464924e-15,1.35301412360715e-14,Female,0.061,Cortical,Volume of superiorfrontal (right hemisphere),Herpes,**
R_superiorparietal,Herpes Viral Infections,44289,25243,19046,-0.0584727031735503,-0.0755567126128357,-0.0413886937342649,"-0.06 (-0.08, -0.04)",1.99039612459348e-11,8.15576948613913e-11,Female,0.352,Cortical,Volume of superiorparietal (right hemisphere),Herpes,**
R_superiortemporal,Herpes Viral Infections,44289,25243,19046,-0.0543401624146588,-0.0708301268289855,-0.0378501980003322,"-0.05 (-0.07, -0.04)",1.06530013976189e-10,3.65245762204077e-10,Female,0.549,Cortical,Volume of superiortemporal (right hemisphere),Herpes,**
R_supramarginal,Herpes Viral Infections,44289,25243,19046,-0.0462481425879711,-0.0626514743175352,-0.0298448108584071,"-0.05 (-0.06, -0.03)",3.29185288378162e-08,7.0901446727604e-08,Female,0.041,Cortical,Volume of supramarginal (right hemisphere),Herpes,**
R_temporalpole,Herpes Viral Infections,43526,24843,18683,-0.0804475133127693,-0.0971756176783684,-0.0637194089471701,"-0.08 (-0.10, -0.06)",4.46347374930107e-21,8.331817665362e-20,Female,0.035,Cortical,Volume of grey matter in Temporal Pole (right),Herpes,**
R_transversetemporal,Herpes Viral Infections,44289,25243,19046,-0.0124453668782477,-0.0296689816563534,0.00477824789985808,"-0.01 (-0.03, 0.00)",0.156706071814955,0.162510000400695,Female,0.348,Cortical,Volume of transversetemporal (right hemisphere),Herpes,
Raccumb,Herpes Viral Infections,43521,24838,18683,-0.116453846568608,-0.134300281141662,-0.0986074119955538,"-0.12 (-0.13, -0.10)",2.18454502967248e-37,1.83501782492488e-35,Female,0.065,SubCortical,Volume of accumbens (right),Herpes,**
Ramyg,Herpes Viral Infections,43521,24838,18683,-0.0125061111516354,-0.0293828090422035,0.00437058673893265,"-0.01 (-0.03, 0.00)",0.146389504050862,0.152754265096552,Female,0.698,SubCortical,Volume of amygdala (right),Herpes,
Rcaud,Herpes Viral Infections,43521,24838,18683,-0.0345092462563569,-0.0516446049304117,-0.017373887582302,"-0.03 (-0.05, -0.02)",7.91547414567949e-05,0.000103085244687919,Female,0.839,SubCortical,Volume of caudate (right),Herpes,**
Rhippo,Herpes Viral Infections,43521,24838,18683,-0.079664556206353,-0.0966581591079166,-0.0626709533047894,"-0.08 (-0.10, -0.06)",4.1578174908061e-20,6.98513338455424e-19,Female,0.167,SubCortical,Volume of hippocampus (right),Herpes,**
RLatVent,Herpes Viral Infections,44289,25243,19046,0.0850720188939894,0.0693034109369837,0.100840626850995,"0.09 (0.07, 0.10)",4.21069539442716e-26,1.48057277957084e-24,Female,0.743,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Herpes,**
Rpal,Herpes Viral Infections,43521,24838,18683,-0.0585879772772716,-0.0761878342596408,-0.0409881202949024,"-0.06 (-0.08, -0.04)",6.88909764059065e-11,2.4624859651473e-10,Female,0.211,SubCortical,Volume of pallidum (right),Herpes,**
Rput,Herpes Viral Infections,43521,24838,18683,-0.0726664555918384,-0.0885678525354802,-0.0567650586481966,"-0.07 (-0.09, -0.06)",3.46744423584996e-19,5.29573301475267e-18,Female,0.198,SubCortical,Volume of putamen (right),Herpes,**
Rthal,Herpes Viral Infections,43521,24838,18683,-0.0834577061655694,-0.0996936693324449,-0.0672217429986938,"-0.08 (-0.10, -0.07)",7.56259643721836e-24,1.81502314493241e-22,Female,0.745,SubCortical,Volume of thalamus (right),Herpes,**
