Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Acute Viral Infections,44289,26509,17780,-0.0161967209793329,-0.0329287584556152,0.00053531649694934,"-0.02 (-0.03, 0.00)",0.0577935705538351,0.0634596068826425,Female,0.914,Cortical,Volume of bankssts (left hemisphere),Acute Viral,
L_caudalanteriorcingulate,Acute Viral Infections,44289,26509,17780,0.00296357622392451,-0.0151811803307386,0.0211083327785876,"0.00 (-0.02, 0.02)",0.748872107731454,0.748872107731454,Female,0.395,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Acute Viral,
L_caudalmiddlefrontal,Acute Viral Infections,44289,26509,17780,-0.0296082007620813,-0.0467599889530615,-0.0124564125711011,"-0.03 (-0.05, -0.01)",0.000716375354829418,0.00102864153513968,Female,0.339,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Acute Viral,**
L_cuneus,Acute Viral Infections,44289,26509,17780,-0.0143642320844156,-0.0310490393366475,0.00232057516781633,"-0.01 (-0.03, 0.00)",0.0915311643790867,0.09985217932264,Female,0.176,Cortical,Volume of cuneus (left hemisphere),Acute Viral,
L_entorhinal,Acute Viral Infections,44289,26509,17780,-0.0255934965336961,-0.0424511000660473,-0.00873589300134496,"-0.03 (-0.04, -0.01)",0.00292448435115605,0.00372207099238043,Female,0.312,Cortical,Volume of entorhinal (left hemisphere),Acute Viral,**
L_frontalpole,Acute Viral Infections,44289,26509,17780,-0.0236312222244845,-0.0413899934570561,-0.00587245099191296,"-0.02 (-0.04, -0.01)",0.00910625457815637,0.0107735969657061,Female,0.138,Cortical,Volume of frontalpole (left hemisphere),Acute Viral,**
L_fusiform,Acute Viral Infections,44289,26509,17780,-0.0390346706085844,-0.0554689173761396,-0.0226004238410292,"-0.04 (-0.06, -0.02)",3.2422685948268e-06,7.67184681592819e-06,Female,0.29,Cortical,Volume of fusiform (left hemisphere),Acute Viral,**
L_inferiorparietal,Acute Viral Infections,44289,26509,17780,-0.0445690535586137,-0.0616391160470719,-0.0274989910701556,"-0.04 (-0.06, -0.03)",3.10895592953917e-07,1.04460919232516e-06,Female,0.561,Cortical,Volume of inferiorparietal (left hemisphere),Acute Viral,**
L_inferiortemporal,Acute Viral Infections,44289,26509,17780,-0.0385889613614663,-0.0546055790858738,-0.0225723436370589,"-0.04 (-0.05, -0.02)",2.33922472141683e-06,6.04599620304657e-06,Female,0.36,Cortical,Volume of inferiortemporal (left hemisphere),Acute Viral,**
L_insula,Acute Viral Infections,43526,26057,17469,-0.0396578595551068,-0.056525622999295,-0.0227900961109186,"-0.04 (-0.06, -0.02)",4.07308112604821e-06,9.37366615309725e-06,Female,0.518,Cortical,Volume of grey matter in Insular Cortex (left),Acute Viral,**
