Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Gram Negative Bacterial Infections,44289,41236,3053,-0.0390330756311707,-0.071377449137034,-0.00668870212530749,"-0.04 (-0.07, -0.01)",0.0180176994186634,0.0343974261629029,Female,0.059,Cortical,Volume of bankssts (left hemisphere),Gram Negative,**
L_caudalanteriorcingulate,Gram Negative Bacterial Infections,44289,41236,3053,-0.0206309248149626,-0.0557065022178868,0.0144446525879616,"-0.02 (-0.06, 0.01)",0.248977061723679,0.305314937004219,Female,0.995,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Gram Negative,
L_caudalmiddlefrontal,Gram Negative Bacterial Infections,44289,41236,3053,-0.0229914260477313,-0.056151553432971,0.0101687013375084,"-0.02 (-0.06, 0.01)",0.174163202526832,0.225072446342368,Female,0.993,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Gram Negative,
L_cuneus,Gram Negative Bacterial Infections,44289,41236,3053,-0.0178769893280003,-0.0501313969951148,0.0143774183391141,"-0.02 (-0.05, 0.01)",0.277335059891197,0.323557569873063,Female,0.47,Cortical,Volume of cuneus (left hemisphere),Gram Negative,
L_entorhinal,Gram Negative Bacterial Infections,44289,41236,3053,-0.0351201982715237,-0.0677096520730095,-0.00253074447003795,"-0.04 (-0.07, -0.00)",0.0346728804641895,0.0576737021582558,Female,0.159,Cortical,Volume of entorhinal (left hemisphere),Gram Negative,*
L_frontalpole,Gram Negative Bacterial Infections,44289,41236,3053,-0.0123652286859456,-0.046697578679152,0.0219671213072608,"-0.01 (-0.05, 0.02)",0.480238470200583,0.532770469941148,Female,0.739,Cortical,Volume of frontalpole (left hemisphere),Gram Negative,
L_fusiform,Gram Negative Bacterial Infections,44289,41236,3053,-0.0338271612438156,-0.0656028102140451,-0.00205151227358599,"-0.03 (-0.07, -0.00)",0.0369335418484981,0.0608317159857616,Female,0.657,Cortical,Volume of fusiform (left hemisphere),Gram Negative,*
L_inferiorparietal,Gram Negative Bacterial Infections,44289,41236,3053,-0.0772012990232904,-0.11020176916668,-0.044200828879901,"-0.08 (-0.11, -0.04)",4.54649796282887e-06,0.000127301942959208,Female,0.861,Cortical,Volume of inferiorparietal (left hemisphere),Gram Negative,**
L_inferiortemporal,Gram Negative Bacterial Infections,44289,41236,3053,-0.0611448756765994,-0.0921095416548461,-0.0301802096983526,"-0.06 (-0.09, -0.03)",0.000108821504260686,0.00130585805112823,Female,0.702,Cortical,Volume of inferiortemporal (left hemisphere),Gram Negative,**
L_insula,Gram Negative Bacterial Infections,43526,40523,3003,-0.0473185323966002,-0.0799164660939229,-0.0147205986992774,"-0.05 (-0.08, -0.01)",0.00444147091412628,0.011136822590645,Female,0.399,Cortical,Volume of grey matter in Insular Cortex (left),Gram Negative,**
L_isthmuscingulate,Gram Negative Bacterial Infections,44289,41236,3053,-0.017051315429096,-0.0482059319561349,0.0141033010979429,"-0.02 (-0.05, 0.01)",0.28339256185135,0.326095550623471,Female,0.102,Cortical,Volume of isthmuscingulate (left hemisphere),Gram Negative,
L_lateraloccipital,Gram Negative Bacterial Infections,44289,41236,3053,-0.0473863922414918,-0.0783275634912677,-0.0164452209917158,"-0.05 (-0.08, -0.02)",0.00268567894450665,0.00778591908032369,Female,0.73,Cortical,Volume of lateraloccipital (left hemisphere),Gram Negative,**
L_lateralorbitofrontal,Gram Negative Bacterial Infections,44289,41236,3053,-0.029153087485236,-0.0607694566550811,0.00246328168460921,"-0.03 (-0.06, 0.00)",0.07072082404795,0.103313899478744,Female,0.357,Cortical,Volume of lateralorbitofrontal (left hemisphere),Gram Negative,
