Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Acute Infections,44289,17505,26784,-0.023238011948111,-0.0400014991380226,-0.00647452475819937,"-0.02 (-0.04, -0.01)",0.00658960675897113,0.00826159653363545,Female,0.318,Cortical,Volume of bankssts (left hemisphere),Acute,**
L_caudalanteriorcingulate,Acute Infections,44289,17505,26784,-0.0110643370919384,-0.0292437041040617,0.00711502992018486,"-0.01 (-0.03, 0.01)",0.232912170174019,0.241538546847131,Female,0.815,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Acute,
L_caudalmiddlefrontal,Acute Infections,44289,17505,26784,-0.0178520586822053,-0.0350382367439298,-0.000665880620480858,"-0.02 (-0.04, -0.00)",0.0417604434398618,0.0467716966526452,Female,0.03,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Acute,**
L_cuneus,Acute Infections,44289,17505,26784,-0.0159573839221322,-0.0326741428285626,0.000759374984298098,"-0.02 (-0.03, 0.00)",0.0613541848249765,0.0682616096065964,Female,0.28,Cortical,Volume of cuneus (left hemisphere),Acute,
L_entorhinal,Acute Infections,44289,17505,26784,-0.0235947895751995,-0.0404850592910272,-0.00670451985937173,"-0.02 (-0.04, -0.01)",0.00618316065115998,0.00781030819093892,Female,0.708,Cortical,Volume of entorhinal (left hemisphere),Acute,**
L_frontalpole,Acute Infections,44289,17505,26784,-0.0291957864517711,-0.0469879856571341,-0.0114035872464081,"-0.03 (-0.05, -0.01)",0.00129968522824123,0.00189867059430023,Female,0.016,Cortical,Volume of frontalpole (left hemisphere),Acute,**
L_fusiform,Acute Infections,44289,17505,26784,-0.0334930231025201,-0.0499599376623005,-0.0170261085427397,"-0.03 (-0.05, -0.02)",6.71358404617477e-05,0.000123943090083226,Female,0.319,Cortical,Volume of fusiform (left hemisphere),Acute,**
L_inferiorparietal,Acute Infections,44289,17505,26784,-0.0528484903680987,-0.069949341560813,-0.0357476391753843,"-0.05 (-0.07, -0.04)",1.39589677641968e-09,1.17255329219253e-08,Female,0.835,Cortical,Volume of inferiorparietal (left hemisphere),Acute,**
L_inferiortemporal,Acute Infections,44289,17505,26784,-0.0429121842570582,-0.0589586552319482,-0.0268657132821682,"-0.04 (-0.06, -0.03)",1.59948339838318e-07,5.71730236017818e-07,Female,0.718,Cortical,Volume of inferiortemporal (left hemisphere),Acute,**
L_insula,Acute Infections,43526,17222,26304,-0.0487314639552903,-0.0656273408556164,-0.0318355870549642,"-0.05 (-0.07, -0.03)",1.58537310591126e-08,8.32320880603411e-08,Female,0.396,Cortical,Volume of grey matter in Insular Cortex (left),Acute,**
L_isthmuscingulate,Acute Infections,44289,17505,26784,-0.00467321951143125,-0.0208205548846703,0.0114741158618079,"-0.00 (-0.02, 0.01)",0.570546529755258,0.577420584330622,Female,0.584,Cortical,Volume of isthmuscingulate (left hemisphere),Acute,
L_lateraloccipital,Acute Infections,44289,17505,26784,-0.0381314299120976,-0.0541656850502352,-0.0220971747739599,"-0.04 (-0.05, -0.02)",3.15343015419684e-06,7.79082743978043e-06,Female,0.209,Cortical,Volume of lateraloccipital (left hemisphere),Acute,**
L_lateralorbitofrontal,Acute Infections,44289,17505,26784,-0.0322062796478161,-0.0485906444347837,-0.0158219148608485,"-0.03 (-0.05, -0.02)",0.000116962823189829,0.000204364308365995,Female,0.55,Cortical,Volume of lateralorbitofrontal (left hemisphere),Acute,**
L_lingual,Acute Infections,44289,17505,26784,-0.0148920126446422,-0.0320630378636404,0.00227901257435587,"-0.01 (-0.03, 0.00)",0.0891613556699641,0.0972669334581426,Female,0.969,Cortical,Volume of lingual (left hemisphere),Acute,
L_medialorbitofrontal,Acute Infections,44289,17505,26784,-0.0374802958388506,-0.0539278019201311,-0.0210327897575701,"-0.04 (-0.05, -0.02)",7.97230557014319e-06,1.8864046982874e-05,Female,0.668,Cortical,Volume of medialorbitofrontal (left hemisphere),Acute,**
L_middletemporal,Acute Infections,44289,17505,26784,-0.0487385957198139,-0.0646888353150547,-0.032788356124573,"-0.05 (-0.06, -0.03)",2.1255266600799e-09,1.70042132806392e-08,Female,0.902,Cortical,Volume of middletemporal (left hemisphere),Acute,**
L_paracentral,Acute Infections,44289,17505,26784,-0.0452470426437928,-0.0628088920405621,-0.0276851932470235,"-0.05 (-0.06, -0.03)",4.4387028942154e-07,1.35582197496034e-06,Female,0.681,Cortical,Volume of paracentral (left hemisphere),Acute,**
L_parahippocampal,Acute Infections,44289,17505,26784,-0.032646920690692,-0.0508817874324639,-0.0144120539489201,"-0.03 (-0.05, -0.01)",0.000450019346501849,0.000720030954402958,Female,0.535,Cortical,Volume of parahippocampal (left hemisphere),Acute,**
L_parsopercularis,Acute Infections,44289,17505,26784,-0.0246176668817617,-0.0414931719032586,-0.00774216186026469,"-0.02 (-0.04, -0.01)",0.00424860433557613,0.00557629319044368,Female,0.86,Cortical,Volume of parsopercularis (left hemisphere),Acute,**
L_parsorbitalis,Acute Infections,44289,17505,26784,-0.0346508663599427,-0.0515836330398651,-0.0177180996800202,"-0.03 (-0.05, -0.02)",6.0576754256693e-05,0.000113076607945827,Female,0.996,Cortical,Volume of parsorbitalis (left hemisphere),Acute,**
L_parstriangularis,Acute Infections,44289,17505,26784,-0.0369300481771755,-0.0537680308433125,-0.0200920655110385,"-0.04 (-0.05, -0.02)",1.72072455425776e-05,3.6592623432317e-05,Female,0.9,Cortical,Volume of parstriangularis (left hemisphere),Acute,**
L_pericalcarine,Acute Infections,44289,17505,26784,-0.00159627698614823,-0.0190400112317463,0.0158474572594499,"-0.00 (-0.02, 0.02)",0.857654833475973,0.857654833475973,Female,0.601,Cortical,Volume of pericalcarine (left hemisphere),Acute,
L_postcentral,Acute Infections,44289,17505,26784,-0.0258321459331752,-0.0428835307124468,-0.0087807611539036,"-0.03 (-0.04, -0.01)",0.00298594337157633,0.00398125782876843,Female,0.487,Cortical,Volume of postcentral (left hemisphere),Acute,**
L_posteriorcingulate,Acute Infections,44289,17505,26784,-0.030627225148235,-0.047812168540776,-0.013442281755694,"-0.03 (-0.05, -0.01)",0.000477791253758674,0.000757254062560917,Female,0.726,Cortical,Volume of posteriorcingulate (left hemisphere),Acute,**
L_precentral,Acute Infections,44289,17505,26784,-0.0365830995680109,-0.0533218221601789,-0.0198443769758429,"-0.04 (-0.05, -0.02)",1.84205235585011e-05,3.84387783508935e-05,Female,0.069,Cortical,Volume of precentral (left hemisphere),Acute,**
L_precuneus,Acute Infections,44289,17505,26784,-0.0401439163640857,-0.0567495602740032,-0.0235382724541682,"-0.04 (-0.06, -0.02)",2.16170011632057e-06,5.50250938699782e-06,Female,0.844,Cortical,Volume of precuneus (left hemisphere),Acute,**
L_rostralanteriorcingulate,Acute Infections,44289,17505,26784,-0.0208151562088764,-0.0380789116095901,-0.00355140080816268,"-0.02 (-0.04, -0.00)",0.0181211511938611,0.021439108454709,Female,0.697,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Acute,**
L_rostralmiddlefrontal,Acute Infections,44289,17505,26784,-0.0347665745467823,-0.0505802432720019,-0.0189529058215628,"-0.03 (-0.05, -0.02)",1.64253834218192e-05,3.53777489085337e-05,Female,0.315,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Acute,**
L_superiorfrontal,Acute Infections,44289,17505,26784,-0.0435366999918158,-0.0595717016546421,-0.0275016983289895,"-0.04 (-0.06, -0.03)",1.03328354286393e-07,4.03701477211953e-07,Female,0.679,Cortical,Volume of superiorfrontal (left hemisphere),Acute,**
L_superiorparietal,Acute Infections,44289,17505,26784,-0.0473086885392448,-0.0647040621607333,-0.0299133149177563,"-0.05 (-0.06, -0.03)",9.84267939142179e-08,3.96366815276619e-07,Female,0.202,Cortical,Volume of superiorparietal (left hemisphere),Acute,**
L_superiortemporal,Acute Infections,44289,17505,26784,-0.0370387119468361,-0.0532174220554366,-0.0208600018382356,"-0.04 (-0.05, -0.02)",7.235903664676e-06,1.73661687952224e-05,Female,0.405,Cortical,Volume of superiortemporal (left hemisphere),Acute,**
L_supramarginal,Acute Infections,44289,17505,26784,-0.0238392678712558,-0.0398817216381636,-0.00779681410434795,"-0.02 (-0.04, -0.01)",0.00358602927467236,0.00474372376492092,Female,0.474,Cortical,Volume of supramarginal (left hemisphere),Acute,**
L_temporalpole,Acute Infections,43526,17222,26304,-0.0724040507209314,-0.0888425266411042,-0.0559655748007585,"-0.07 (-0.09, -0.06)",6.17546296636706e-18,2.59369444587416e-16,Female,0.695,Cortical,Volume of grey matter in Temporal Pole (left),Acute,**
L_transversetemporal,Acute Infections,44289,17505,26784,-0.012431970033694,-0.0297913046968094,0.00492736462942135,"-0.01 (-0.03, 0.00)",0.160422396277205,0.170575712497281,Female,0.755,Cortical,Volume of transversetemporal (left hemisphere),Acute,
Laccumb,Acute Infections,43521,17219,26302,-0.0860418960344627,-0.103849451626256,-0.0682343404426697,"-0.09 (-0.10, -0.07)",2.92395520129516e-21,4.91224473817587e-19,Female,0.017,SubCortical,Volume of accumbens (left),Acute,**
Lamyg,Acute Infections,43521,17219,26302,-0.0277049885973038,-0.0443324085248897,-0.0110775686697178,"-0.03 (-0.04, -0.01)",0.00109228990481673,0.00162393543370983,Female,0.742,SubCortical,Volume of amygdala (left),Acute,**
Lcaud,Acute Infections,43521,17219,26302,-0.0280781362846121,-0.0454262869793697,-0.0107299855898545,"-0.03 (-0.05, -0.01)",0.00151337890656267,0.00219179014053904,Female,0.315,SubCortical,Volume of caudate (left),Acute,**
Lhippo,Acute Infections,43521,17219,26302,-0.0483138012219156,-0.0658127975317297,-0.0308148049121015,"-0.05 (-0.07, -0.03)",6.28259438370122e-08,2.70634834990207e-07,Female,0.523,SubCortical,Volume of hippocampus (left),Acute,**
LLatVent,Acute Infections,44289,17505,26784,0.0416149354181313,0.0256676678241192,0.0575622030121434,"0.04 (0.03, 0.06)",3.15494127992007e-07,1.03927477456191e-06,Female,0.371,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Acute,**
Lpal,Acute Infections,43521,17219,26302,-0.0462517505991193,-0.0641408788542907,-0.028362622343948,"-0.05 (-0.06, -0.03)",4.04587746212923e-07,1.25871743266243e-06,Female,0.727,SubCortical,Volume of pallidum (left),Acute,**
Lput,Acute Infections,43521,17219,26302,-0.0609279083444255,-0.0772399298063108,-0.0446158868825402,"-0.06 (-0.08, -0.04)",2.50431113669264e-13,4.67471412182626e-12,Female,0.659,SubCortical,Volume of putamen (left),Acute,**
Lthal,Acute Infections,43521,17219,26302,-0.0736206575166409,-0.0900761746275099,-0.0571651404057719,"-0.07 (-0.09, -0.06)",1.86704892814396e-18,1.04554739976062e-16,Female,0.024,SubCortical,Volume of thalamus (left),Acute,**
R_bankssts,Acute Infections,44289,17505,26784,-0.0218010148880201,-0.0391985556117468,-0.00440347416429344,"-0.02 (-0.04, -0.00)",0.0140486069852414,0.0168583283822897,Female,0.437,Cortical,Volume of bankssts (right hemisphere),Acute,**
R_caudalanteriorcingulate,Acute Infections,44289,17505,26784,-0.0158381773474438,-0.0332982111458282,0.0016218564509406,"-0.02 (-0.03, 0.00)",0.0754185643514706,0.0833573605989938,Female,0.461,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Acute,
R_caudalmiddlefrontal,Acute Infections,44289,17505,26784,-0.0273207189767272,-0.0446802546704328,-0.00996118328302155,"-0.03 (-0.04, -0.01)",0.00203877949336791,0.00287827693181351,Female,0.039,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Acute,**
R_cuneus,Acute Infections,44289,17505,26784,-0.0226191151274423,-0.0390519562538112,-0.0061862740010735,"-0.02 (-0.04, -0.01)",0.00698086514091426,0.00868729884202663,Female,0.556,Cortical,Volume of cuneus (right hemisphere),Acute,**
