Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Parasitic Infections,44289,43656,633,-0.0241266184656417,-0.0931572799298122,0.0449040429985287,"-0.02 (-0.09, 0.04)",0.493323804252069,0.984925782689377,Female,0.19,Cortical,Volume of bankssts (left hemisphere),Parasitic,
L_caudalanteriorcingulate,Parasitic Infections,44289,43656,633,0.0354446615520371,-0.0394111073319021,0.110300430435976,"0.04 (-0.04, 0.11)",0.353371012031645,0.984925782689377,Female,0.351,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Parasitic,
L_caudalmiddlefrontal,Parasitic Infections,44289,43656,633,-0.0536163998547407,-0.124383693104046,0.0171508933945645,"-0.05 (-0.12, 0.02)",0.137552234324121,0.984925782689377,Female,0.801,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Parasitic,
L_cuneus,Parasitic Infections,44289,43656,633,-0.00433297637935838,-0.0731685501772365,0.0645025974185198,"-0.00 (-0.07, 0.06)",0.901809322002272,0.999766504576847,Female,0.675,Cortical,Volume of cuneus (left hemisphere),Parasitic,
L_entorhinal,Parasitic Infections,44289,43656,633,-0.0568719119176017,-0.126423094337187,0.0126792705019841,"-0.06 (-0.13, 0.01)",0.109007190970415,0.984925782689377,Female,0.624,Cortical,Volume of entorhinal (left hemisphere),Parasitic,
L_frontalpole,Parasitic Infections,44289,43656,633,-0.0270943692888045,-0.100363586417857,0.0461748478402479,"-0.03 (-0.10, 0.05)",0.468579309074202,0.984925782689377,Female,0.144,Cortical,Volume of frontalpole (left hemisphere),Parasitic,
L_fusiform,Parasitic Infections,44289,43656,633,0.00511672027443583,-0.0626995386255205,0.0729329791743921,"0.01 (-0.06, 0.07)",0.882435896549311,0.999766504576847,Female,0.046,Cortical,Volume of fusiform (left hemisphere),Parasitic,
L_inferiorparietal,Parasitic Infections,44289,43656,633,0.0120530044799018,-0.0583904797186351,0.0824964886784388,"0.01 (-0.06, 0.08)",0.737353267113171,0.999766504576847,Female,0.156,Cortical,Volume of inferiorparietal (left hemisphere),Parasitic,
L_inferiortemporal,Parasitic Infections,44289,43656,633,-0.0437701303841675,-0.109862260742996,0.0223219999746615,"-0.04 (-0.11, 0.02)",0.194280374668892,0.984925782689377,Female,0.425,Cortical,Volume of inferiortemporal (left hemisphere),Parasitic,
L_insula,Parasitic Infections,43526,42902,624,-0.0236960421521212,-0.0931980580567737,0.0458059737525313,"-0.02 (-0.09, 0.05)",0.503977944187181,0.984925782689377,Female,0.734,Cortical,Volume of grey matter in Insular Cortex (left),Parasitic,
L_isthmuscingulate,Parasitic Infections,44289,43656,633,-0.0290239820533792,-0.0955118820661321,0.0374639179593737,"-0.03 (-0.10, 0.04)",0.3922198094096,0.984925782689377,Female,0.987,Cortical,Volume of isthmuscingulate (left hemisphere),Parasitic,
L_lateraloccipital,Parasitic Infections,44289,43656,633,0.0457810193504172,-0.0202563915943157,0.11181843029515,"0.05 (-0.02, 0.11)",0.174217047850013,0.984925782689377,Female,0.069,Cortical,Volume of lateraloccipital (left hemisphere),Parasitic,
L_lateralorbitofrontal,Parasitic Infections,44289,43656,633,-0.0356070919096971,-0.103081785316653,0.0318676014972591,"-0.04 (-0.10, 0.03)",0.300991540884515,0.984925782689377,Female,0.253,Cortical,Volume of lateralorbitofrontal (left hemisphere),Parasitic,
L_lingual,Parasitic Infections,44289,43656,633,-0.0320310963316497,-0.102736123716356,0.0386739310530567,"-0.03 (-0.10, 0.04)",0.374580212235139,0.984925782689377,Female,0.311,Cortical,Volume of lingual (left hemisphere),Parasitic,
L_medialorbitofrontal,Parasitic Infections,44289,43656,633,0.0116589236299867,-0.0560804362799216,0.0793982835398949,"0.01 (-0.06, 0.08)",0.735856650585719,0.999766504576847,Female,0.195,Cortical,Volume of medialorbitofrontal (left hemisphere),Parasitic,
L_middletemporal,Parasitic Infections,44289,43656,633,-0.00546686184113321,-0.0711700908119252,0.0602363671296588,"-0.01 (-0.07, 0.06)",0.870453043175855,0.999766504576847,Female,0.343,Cortical,Volume of middletemporal (left hemisphere),Parasitic,
L_paracentral,Parasitic Infections,44289,43656,633,-0.0084034152393927,-0.080736802565666,0.0639299720868806,"-0.01 (-0.08, 0.06)",0.819874835601033,0.999766504576847,Female,0.721,Cortical,Volume of paracentral (left hemisphere),Parasitic,
L_parahippocampal,Parasitic Infections,44289,43656,633,-0.0113234912895438,-0.0864176782875535,0.0637706957084659,"-0.01 (-0.09, 0.06)",0.767573573029674,0.999766504576847,Female,0.898,Cortical,Volume of parahippocampal (left hemisphere),Parasitic,
L_parsopercularis,Parasitic Infections,44289,43656,633,-0.0285165810714907,-0.0980090056018108,0.0409758434588293,"-0.03 (-0.10, 0.04)",0.421226038240657,0.984925782689377,Female,0.555,Cortical,Volume of parsopercularis (left hemisphere),Parasitic,
L_parsorbitalis,Parasitic Infections,44289,43656,633,-0.022130919862206,-0.0918655793029926,0.0476037395785806,"-0.02 (-0.09, 0.05)",0.533925895815527,0.984925782689377,Female,0.035,Cortical,Volume of parsorbitalis (left hemisphere),Parasitic,
L_parstriangularis,Parasitic Infections,44289,43656,633,0.00970064141070764,-0.0596457835495227,0.079047066370938,"0.01 (-0.06, 0.08)",0.783947301277733,0.999766504576847,Female,0.891,Cortical,Volume of parstriangularis (left hemisphere),Parasitic,
L_pericalcarine,Parasitic Infections,44289,43656,633,-0.00671726252913834,-0.0785435166512144,0.0651089915929377,"-0.01 (-0.08, 0.07)",0.854561286873275,0.999766504576847,Female,0.392,Cortical,Volume of pericalcarine (left hemisphere),Parasitic,
L_postcentral,Parasitic Infections,44289,43656,633,0.0275693296289168,-0.0426479105325583,0.0977865697903919,"0.03 (-0.04, 0.10)",0.44156512085564,0.984925782689377,Female,0.07,Cortical,Volume of postcentral (left hemisphere),Parasitic,
L_posteriorcingulate,Parasitic Infections,44289,43656,633,0.00989982052330233,-0.0608705294735432,0.0806701705201479,"0.01 (-0.06, 0.08)",0.783947493640214,0.999766504576847,Female,0.623,Cortical,Volume of posteriorcingulate (left hemisphere),Parasitic,
L_precentral,Parasitic Infections,44289,43656,633,0.0321261156184138,-0.0368108193451341,0.101063050581962,"0.03 (-0.04, 0.10)",0.361031424116541,0.984925782689377,Female,0.665,Cortical,Volume of precentral (left hemisphere),Parasitic,
L_precuneus,Parasitic Infections,44289,43656,633,0.00426542363618361,-0.0641272382201831,0.0726580854925504,"0.00 (-0.06, 0.07)",0.902709662149382,0.999766504576847,Female,0.231,Cortical,Volume of precuneus (left hemisphere),Parasitic,
L_rostralanteriorcingulate,Parasitic Infections,44289,43656,633,-0.00374581618998719,-0.0748354662635521,0.0673438338835777,"-0.00 (-0.07, 0.07)",0.91774426963874,0.999766504576847,Female,0.717,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Parasitic,
L_rostralmiddlefrontal,Parasitic Infections,44289,43656,633,-0.0314606475146906,-0.0965879456853335,0.0336666506559524,"-0.03 (-0.10, 0.03)",0.343738857657556,0.984925782689377,Female,0.173,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Parasitic,
L_superiorfrontal,Parasitic Infections,44289,43656,633,0.0230015963695385,-0.043044834099381,0.0890480268384579,"0.02 (-0.04, 0.09)",0.494860912642953,0.984925782689377,Female,0.655,Cortical,Volume of superiorfrontal (left hemisphere),Parasitic,
L_superiorparietal,Parasitic Infections,44289,43656,633,0.0245608546831262,-0.0470888880401488,0.0962105974064011,"0.02 (-0.05, 0.10)",0.50166646455163,0.984925782689377,Female,0.28,Cortical,Volume of superiorparietal (left hemisphere),Parasitic,
L_superiortemporal,Parasitic Infections,44289,43656,633,0.0249541905586075,-0.0416779477736015,0.0915863288908164,"0.02 (-0.04, 0.09)",0.462928273245913,0.984925782689377,Female,0.616,Cortical,Volume of superiortemporal (left hemisphere),Parasitic,
