Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Chronic Bacterial Infections,44289,43248,1041,-0.0542960040029855,-0.108394458600394,-0.000197549405576612,"-0.05 (-0.11, -0.00)",0.0491692854646949,0.362428345302039,Female,0.847,Cortical,Volume of bankssts (left hemisphere),Chronic Bacterial,*
L_caudalanteriorcingulate,Chronic Bacterial Infections,44289,43248,1041,-0.0674517651113074,-0.126114741239286,-0.0087887889833292,"-0.07 (-0.13, -0.01)",0.0242221766564413,0.362428345302039,Female,0.938,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Chronic Bacterial,*
L_caudalmiddlefrontal,Chronic Bacterial Infections,44289,43248,1041,-0.0193725438181352,-0.0748351923297668,0.0360901046934964,"-0.02 (-0.07, 0.04)",0.493590879381766,0.727397085404708,Female,0.767,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Chronic Bacterial,
L_cuneus,Chronic Bacterial Infections,44289,43248,1041,-0.0258270079527738,-0.0797741193643742,0.0281201034588265,"-0.03 (-0.08, 0.03)",0.348068573367635,0.663479085789168,Female,0.074,Cortical,Volume of cuneus (left hemisphere),Chronic Bacterial,
L_entorhinal,Chronic Bacterial Infections,44289,43248,1041,-0.0506055315281966,-0.105113547946711,0.0039024848903175,"-0.05 (-0.11, 0.00)",0.0688128695666168,0.372921357651343,Female,0.485,Cortical,Volume of entorhinal (left hemisphere),Chronic Bacterial,
L_frontalpole,Chronic Bacterial Infections,44289,43248,1041,0.0028118474604482,-0.0546108494036402,0.0602345443245366,"0.00 (-0.05, 0.06)",0.923539104506629,0.951868524890268,Female,0.544,Cortical,Volume of frontalpole (left hemisphere),Chronic Bacterial,
L_fusiform,Chronic Bacterial Infections,44289,43248,1041,-0.00961674927910629,-0.0627654706730403,0.0435319721148277,"-0.01 (-0.06, 0.04)",0.722856272266935,0.867162428693614,Female,0.96,Cortical,Volume of fusiform (left hemisphere),Chronic Bacterial,
L_inferiorparietal,Chronic Bacterial Infections,44289,43248,1041,-0.0535384356338015,-0.108744039034638,0.00166716776703517,"-0.05 (-0.11, 0.00)",0.057331228316953,0.362428345302039,Female,0.538,Cortical,Volume of inferiorparietal (left hemisphere),Chronic Bacterial,
L_inferiortemporal,Chronic Bacterial Infections,44289,43248,1041,-0.024942877989547,-0.0767408967120986,0.0268551407330047,"-0.02 (-0.08, 0.03)",0.3452621209799,0.663479085789168,Female,0.203,Cortical,Volume of inferiortemporal (left hemisphere),Chronic Bacterial,
L_insula,Chronic Bacterial Infections,43526,42505,1021,-0.0322453599921818,-0.0868403749015533,0.0223496549171897,"-0.03 (-0.09, 0.02)",0.247016365826421,0.624659518085391,Female,0.909,Cortical,Volume of grey matter in Insular Cortex (left),Chronic Bacterial,
L_isthmuscingulate,Chronic Bacterial Infections,44289,43248,1041,-0.0221342165554544,-0.0742419651989364,0.0299735320880276,"-0.02 (-0.07, 0.03)",0.405090637671019,0.689550840225465,Female,0.134,Cortical,Volume of isthmuscingulate (left hemisphere),Chronic Bacterial,
L_lateraloccipital,Chronic Bacterial Infections,44289,43248,1041,-0.0399750911172595,-0.0917295002886636,0.0117793180541446,"-0.04 (-0.09, 0.01)",0.13005402511884,0.475084153343654,Female,0.256,Cortical,Volume of lateraloccipital (left hemisphere),Chronic Bacterial,
L_lateralorbitofrontal,Chronic Bacterial Infections,44289,43248,1041,-0.0306364373352849,-0.083517399114784,0.0222445244442142,"-0.03 (-0.08, 0.02)",0.256159174127391,0.624659518085391,Female,0.85,Cortical,Volume of lateralorbitofrontal (left hemisphere),Chronic Bacterial,
L_lingual,Chronic Bacterial Infections,44289,43248,1041,-0.0543152126317182,-0.109726158034284,0.00109573277084719,"-0.05 (-0.11, 0.00)",0.0547054913628715,0.362428345302039,Female,0.853,Cortical,Volume of lingual (left hemisphere),Chronic Bacterial,
L_medialorbitofrontal,Chronic Bacterial Infections,44289,43248,1041,-0.0420997550153056,-0.0951868913824865,0.0109873813518752,"-0.04 (-0.10, 0.01)",0.120106892403624,0.475084153343654,Female,0.961,Cortical,Volume of medialorbitofrontal (left hemisphere),Chronic Bacterial,
L_middletemporal,Chronic Bacterial Infections,44289,43248,1041,-0.0558285416773713,-0.107318696213587,-0.00433838714115556,"-0.06 (-0.11, -0.00)",0.0335786150840059,0.362428345302039,Female,0.664,Cortical,Volume of middletemporal (left hemisphere),Chronic Bacterial,*
L_paracentral,Chronic Bacterial Infections,44289,43248,1041,-0.0290306530867389,-0.0857189772625223,0.0276576710890445,"-0.03 (-0.09, 0.03)",0.315507297267005,0.663479085789168,Female,0.455,Cortical,Volume of paracentral (left hemisphere),Chronic Bacterial,
L_parahippocampal,Chronic Bacterial Infections,44289,43248,1041,-0.0493221357604886,-0.108173023177943,0.00952875165696586,"-0.05 (-0.11, 0.01)",0.10045950760526,0.448629782234187,Female,0.012,Cortical,Volume of parahippocampal (left hemisphere),Chronic Bacterial,
L_parsopercularis,Chronic Bacterial Infections,44289,43248,1041,-0.0512525472113794,-0.105713276384323,0.00320818196156414,"-0.05 (-0.11, 0.00)",0.0651087529008711,0.364609016244878,Female,0.114,Cortical,Volume of parsopercularis (left hemisphere),Chronic Bacterial,
L_parsorbitalis,Chronic Bacterial Infections,44289,43248,1041,-0.0151146033791958,-0.0697669285337399,0.0395377217753483,"-0.02 (-0.07, 0.04)",0.587779285865669,0.789975360203458,Female,0.329,Cortical,Volume of parsorbitalis (left hemisphere),Chronic Bacterial,
L_parstriangularis,Chronic Bacterial Infections,44289,43248,1041,-0.016113551873872,-0.0704613922990158,0.0382342885512717,"-0.02 (-0.07, 0.04)",0.561159714047003,0.77269554587865,Female,0.409,Cortical,Volume of parstriangularis (left hemisphere),Chronic Bacterial,
L_pericalcarine,Chronic Bacterial Infections,44289,43248,1041,-0.0238214921002904,-0.0801125629653128,0.032469578764732,"-0.02 (-0.08, 0.03)",0.406855151338788,0.689550840225465,Female,0.601,Cortical,Volume of pericalcarine (left hemisphere),Chronic Bacterial,
L_postcentral,Chronic Bacterial Infections,44289,43248,1041,-0.0416471816819737,-0.0966766568293782,0.0133822934654307,"-0.04 (-0.10, 0.01)",0.137982599169812,0.475084153343654,Female,0.502,Cortical,Volume of postcentral (left hemisphere),Chronic Bacterial,
L_posteriorcingulate,Chronic Bacterial Infections,44289,43248,1041,-0.0127133634113186,-0.0681772404933396,0.0427505136707024,"-0.01 (-0.07, 0.04)",0.653237019888689,0.825501949452955,Female,0.681,Cortical,Volume of posteriorcingulate (left hemisphere),Chronic Bacterial,
L_precentral,Chronic Bacterial Infections,44289,43248,1041,-0.0259070919290229,-0.0799341391319907,0.0281199552739449,"-0.03 (-0.08, 0.03)",0.347289806803675,0.663479085789168,Female,0.899,Cortical,Volume of precentral (left hemisphere),Chronic Bacterial,
L_precuneus,Chronic Bacterial Infections,44289,43248,1041,-0.0421626294222943,-0.0957617202663967,0.0114364614218081,"-0.04 (-0.10, 0.01)",0.123127461698732,0.475084153343654,Female,0.799,Cortical,Volume of precuneus (left hemisphere),Chronic Bacterial,
L_rostralanteriorcingulate,Chronic Bacterial Infections,44289,43248,1041,-0.044160990762888,-0.0998736761818702,0.0115516946560943,"-0.04 (-0.10, 0.01)",0.120282338798668,0.475084153343654,Female,0.87,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Chronic Bacterial,
L_rostralmiddlefrontal,Chronic Bacterial Infections,44289,43248,1041,-0.0171829455082922,-0.0682246096881364,0.0338587186715521,"-0.02 (-0.07, 0.03)",0.509365684651135,0.737702026046471,Female,0.201,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Chronic Bacterial,
L_superiorfrontal,Chronic Bacterial Infections,44289,43248,1041,-0.0259131916892655,-0.0776746396023024,0.0258482562237713,"-0.03 (-0.08, 0.03)",0.326480642552136,0.663479085789168,Female,0.562,Cortical,Volume of superiorfrontal (left hemisphere),Chronic Bacterial,
L_superiorparietal,Chronic Bacterial Infections,44289,43248,1041,-0.0348276668103882,-0.090980167699339,0.0213248340785626,"-0.03 (-0.09, 0.02)",0.224117626687551,0.624659518085391,Female,0.508,Cortical,Volume of superiorparietal (left hemisphere),Chronic Bacterial,
L_superiortemporal,Chronic Bacterial Infections,44289,43248,1041,-0.0579921187091801,-0.110210410027764,-0.00577382739059659,"-0.06 (-0.11, -0.01)",0.0295053404666122,0.362428345302039,Female,0.718,Cortical,Volume of superiortemporal (left hemisphere),Chronic Bacterial,*
