Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Other Potentially Persistent Viral Infections,44289,44148,141,-0.0521884851143461,-0.197590615268103,0.0932136450394105,"-0.05 (-0.20, 0.09)",0.481748123815921,0.957095185871676,Female,0.734,Cortical,Volume of bankssts (left hemisphere),Other Viral,
L_caudalanteriorcingulate,Other Potentially Persistent Viral Infections,44289,44148,141,0.0229579477596637,-0.134715280902044,0.180631176421371,"0.02 (-0.13, 0.18)",0.775348557630118,0.961955695134771,Female,0.842,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Other Viral,
L_caudalmiddlefrontal,Other Potentially Persistent Viral Infections,44289,44148,141,-0.00861570419920156,-0.15767950749533,0.140448099096927,"-0.01 (-0.16, 0.14)",0.909803853322533,0.983414113580534,Female,0.433,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Other Viral,
L_cuneus,Other Potentially Persistent Viral Infections,44289,44148,141,0.0424627848326616,-0.102527951457511,0.187453521122835,"0.04 (-0.10, 0.19)",0.565956147772853,0.957095185871676,Female,0.012,Cortical,Volume of cuneus (left hemisphere),Other Viral,
L_entorhinal,Other Potentially Persistent Viral Infections,44289,44148,141,0.105902406968384,-0.0405970887645873,0.252401902701355,"0.11 (-0.04, 0.25)",0.156528299174587,0.852748810604549,Female,0.622,Cortical,Volume of entorhinal (left hemisphere),Other Viral,
L_frontalpole,Other Potentially Persistent Viral Infections,44289,44148,141,0.0680251245268102,-0.0863045096892841,0.222354758742905,"0.07 (-0.09, 0.22)",0.387629465243679,0.957095185871676,Female,0.244,Cortical,Volume of frontalpole (left hemisphere),Other Viral,
L_fusiform,Other Potentially Persistent Viral Infections,44289,44148,141,-0.130695750297751,-0.27353482240603,0.0121433218105275,"-0.13 (-0.27, 0.01)",0.0729176280303217,0.700362484748798,Female,0.036,Cortical,Volume of fusiform (left hemisphere),Other Viral,
L_inferiorparietal,Other Potentially Persistent Viral Infections,44289,44148,141,-0.148657203291035,-0.297028989469213,-0.000285417112856262,"-0.15 (-0.30, -0.00)",0.0495609326526434,0.700362484748798,Female,0.129,Cortical,Volume of inferiorparietal (left hemisphere),Other Viral,*
L_inferiortemporal,Other Potentially Persistent Viral Infections,44289,44148,141,-0.0660553353288786,-0.205269245723906,0.0731585750661485,"-0.07 (-0.21, 0.07)",0.352373621754765,0.957095185871676,Female,0.055,Cortical,Volume of inferiortemporal (left hemisphere),Other Viral,
L_insula,Other Potentially Persistent Viral Infections,43526,43384,142,-0.0893321028460406,-0.234161531573948,0.0554973258818666,"-0.09 (-0.23, 0.06)",0.226685873158847,0.852748810604549,Female,0.106,Cortical,Volume of grey matter in Insular Cortex (left),Other Viral,
