Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
PD,All Infectious Diseases,98475,115,98360,64,72758,51,25602,2.16221215087165,1.49328002279578,3.13080019420869,"2.16 (1.49, 3.13)",4.44370930916019e-05,0.0273732493444267,40-50,0.026,Any,**
PD,Bacterial Infections,114062,120,113942,75,88794,45,25148,2.09825894701823,1.44894200851217,3.03855543070554,"2.10 (1.45, 3.04)",8.74935464490663e-05,0.0538960246126249,40-50,0.013,Bacterial,*
PD,Invasive Bacterial Infections,118717,130,118587,106,108932,24,9655,3.13453328973247,2.01407133150986,4.87832719264987,"3.13 (2.01, 4.88)",4.13967409780256e-07,0.000255003924424638,40-50,0.001,Invasive,**
PD,Localised Bacterial Infections,115996,123,115873,88,93638,35,22235,1.66832843489284,1.1239176413971,2.47644459358441,"1.67 (1.12, 2.48)",0.0110973926656391,1.0,40-50,0.089,Localised,*
PD,Bacterial Infections with Sepsis,118619,137,118482,132,116678,5,1804,4.6788917634585,1.9239678381763,11.378583206937,"4.68 (1.92, 11.38)",0.000665967915570831,0.410236235991632,40-50,0.017,Sepsis,*
PD,Bacterial Infections without Sepsis,113943,120,113823,75,88907,45,24916,2.11424101316112,1.46010582924983,3.06143224154456,"2.11 (1.46, 3.06)",7.3707733591812e-05,0.0454039638925562,40-50,0.012,No-Sepsis,**
PD,Extracellular Bacterial Infections,118051,135,117916,124,114190,11,3726,3.58094212798507,1.92009700392323,6.67838473669683,"3.58 (1.92, 6.68)",6.03290041527049e-05,0.0371626665580662,40-50,0.01,Extracellular,**
PD,Intracellular Bacterial Infections,116779,138,116641,135,116281,3,360,7.23729285789233,2.31536216014435,22.6221231444993,"7.24 (2.32, 22.62)",0.000664539574046566,0.409356377612685,40-50,0.048,Intracellular,*
PD,Gram Positive Bacterial Infections,117519,135,117384,130,115214,5,2170,2.54684423739577,1.04659429428103,6.19764086714417,"2.55 (1.05, 6.20)",0.0393667286308098,1.0,40-50,0.046,Gram Positive,*
PD,Gram Negative Bacterial Infections,117972,137,117835,131,115445,6,2390,3.1250534789678,1.35695393117001,7.196971851497,"3.13 (1.36, 7.20)",0.00742563878926444,1.0,40-50,0.357,Gram Negative,*
PD,Mycobacterial Infections,116899,138,116761,136,116650,2,111,12.1370471382887,2.96631396337663,49.6602568223621,"12.14 (2.97, 49.66)",0.000515591313828568,0.317604249318398,40-50,0.021,Mycobacterial,*
PD,Mycoplasma Infections,117098,138,116960,138,116940,0,20,1.0,1.0,1.0,"0.00 (0.00, 0.00)",3.67510395523093e-235,2.26386403642225e-232,40-50,0.677,Mycoplasma,**
PD,Acute Bacterial Infections,113787,123,113664,79,89696,44,23968,2.08136487744995,1.436341386209,3.01605161187767,"2.08 (1.44, 3.02)",0.000107374173188584,0.0661424906841676,40-50,0.011,Acute Bacterial,*
PD,Chronic Bacterial Infections,118494,135,118359,126,115657,9,2702,3.28356361336203,1.67567329028605,6.43430319352683,"3.28 (1.68, 6.43)",0.000532275798843228,0.327881892087429,40-50,0.024,Chronic Bacterial,*
PD,Viral Infections,101083,126,100957,115,92764,11,8193,1.19454369433372,0.639910472320274,2.22989730500656,"1.19 (0.64, 2.23)",0.576720951926139,1.0,40-50,0.387,Viral,
PD,Acute Viral Infections,106732,131,106601,119,99889,12,6712,1.67241771110226,0.921989559678975,3.0336363042792,"1.67 (0.92, 3.03)",0.0905245773567773,1.0,40-50,0.117,Acute Viral,
PD,Herpes Viral Infections,102686,129,102557,128,100000,1,2557,0.357352133379965,0.0497413070469042,2.5672937607127,"0.36 (0.05, 2.57)",0.306396691681786,1.0,40-50,0.461,Herpes,
PD,Other Potentially Persistent Viral Infections,117058,138,116920,137,116422,1,498,1.66497371672698,0.230732679448417,12.0144987004817,"1.66 (0.23, 12.01)",0.613141663409262,1.0,40-50,0.933,Other Viral,
PD,Parasitic Infections,116555,138,116417,136,115642,2,775,2.26342588600125,0.55046471549108,9.30685763727856,"2.26 (0.55, 9.31)",0.257470503449947,1.0,40-50,0.713,Parasitic,
PD,Fungal Infections,118043,136,117907,126,111247,10,6660,1.32143455314029,0.69001022743888,2.53067158832474,"1.32 (0.69, 2.53)",0.400500356087497,1.0,40-50,0.506,Fungal,
PD,Acute Infections,103928,120,103808,75,79666,45,24142,1.95224710696679,1.34312432559167,2.83761428040643,"1.95 (1.34, 2.84)",0.000454914128253862,0.280227103004379,40-50,0.046,Acute,*
PD,Chronic Infections,103565,126,103439,114,97789,12,5650,1.97833633384102,1.09499505142455,3.57427610718767,"1.98 (1.09, 3.57)",0.0237800253873321,1.0,40-50,0.168,Chronic,*
