Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Fluid intelligence,All Infectious Diseases,37906,22531,15375,0.0444678851711824,0.0256693349184881,0.0632664354238767,"0.04 (0.03, 0.06)",3.55652528821903e-06,0.00438163915508584,40-50,0.084,Any,**
Cognition,Fluid intelligence,Bacterial Infections,37906,27890,10016,-0.000798386584047327,-0.0217958117499328,0.0201990385818381,"-0.00 (-0.02, 0.02)",0.940592063934964,1,40-50,0.478,Bacterial,
Cognition,Fluid intelligence,Invasive Bacterial Infections,37906,35286,2620,-0.0242586786184595,-0.0606186807038639,0.0121013234669449,"-0.02 (-0.06, 0.01)",0.190985998202142,1,40-50,0.183,Invasive,
Cognition,Fluid intelligence,Localised Bacterial Infections,37906,29388,8518,0.00421408791160717,-0.0179724474883031,0.0264006233115174,"0.00 (-0.02, 0.03)",0.709682409814545,1,40-50,0.587,Localised,
Cognition,Fluid intelligence,Bacterial Infections with Sepsis,37906,37788,118,-0.0334205202238204,-0.198781416543825,0.131940376096185,"-0.03 (-0.20, 0.13)",0.692008250289283,1,40-50,0.32,Sepsis,
Cognition,Fluid intelligence,Bacterial Infections without Sepsis,37906,27933,9973,-0.000456418041033204,-0.0214837484396596,0.0205709123575932,"-0.00 (-0.02, 0.02)",0.966065080403805,1,40-50,0.491,No-Sepsis,
Cognition,Fluid intelligence,Extracellular Bacterial Infections,37906,36999,907,0.119046949055618,0.0587640061033307,0.179329892007906,"0.12 (0.06, 0.18)",0.000108719918258252,0.133942939294166,40-50,0.048,Extracellular,*
Cognition,Fluid intelligence,Intracellular Bacterial Infections,37906,37682,224,-0.129067774056906,-0.249241822069415,-0.00889372604439615,"-0.13 (-0.25, -0.01)",0.0352907043596102,1,40-50,0.077,Intracellular,*
Cognition,Fluid intelligence,Gram Positive Bacterial Infections,37906,37351,555,0.0806748907937435,0.003975139333301,0.157374642254186,"0.08 (0.00, 0.16)",0.0392517395961953,1,40-50,0.242,Gram Positive,*
Cognition,Fluid intelligence,Gram Negative Bacterial Infections,37906,37393,513,0.139607605822965,0.0599076836528545,0.219307527993076,"0.14 (0.06, 0.22)",0.000596895061328622,0.735374715556862,40-50,0.083,Gram Negative,*
Cognition,Fluid intelligence,Mycobacterial Infections,37906,37812,94,-0.294702411391338,-0.47995400503125,-0.109450817751426,"-0.29 (-0.48, -0.11)",0.0018218543206712,1,40-50,<0.001,Mycobacterial,*
Cognition,Fluid intelligence,Mycoplasma Infections,37906,37892,14,0.0853190026046313,-0.393937843776077,0.564575848985339,"0.09 (-0.39, 0.56)",0.727143138220087,1,40-50,0.332,Mycoplasma,
Cognition,Fluid intelligence,Acute Bacterial Infections,37906,28192,9714,-0.00250452054327077,-0.0237092591666549,0.0187002180801134,"-0.00 (-0.02, 0.02)",0.816926540458861,1,40-50,0.465,Acute Bacterial,
Cognition,Fluid intelligence,Chronic Bacterial Infections,37906,37433,473,0.0139691155489484,-0.0691223146385097,0.0970605457364064,"0.01 (-0.07, 0.10)",0.741768593931634,1,40-50,0.001,Chronic Bacterial,
Cognition,Fluid intelligence,Viral Infections,37906,29650,8256,0.09986373623793,0.0774379568599721,0.122289515615888,"0.10 (0.08, 0.12)",2.69231339335775e-18,3.31693010061675e-15,40-50,0.001,Viral,**
Cognition,Fluid intelligence,Acute Viral Infections,37906,32208,5698,0.0916037073803605,0.0657577726002245,0.117449642160497,"0.09 (0.07, 0.12)",3.79772749823849e-12,4.67880027782982e-09,40-50,0.042,Acute Viral,**
Cognition,Fluid intelligence,Herpes Viral Infections,37906,32307,5599,0.148982736712123,0.122838827375242,0.175126646049004,"0.15 (0.12, 0.18)",6.39304931682185e-29,7.87623675832452e-26,40-50,<0.001,Herpes,**
Cognition,Fluid intelligence,Other Potentially Persistent Viral Infections,37906,37738,168,-0.0452446083309198,-0.184235764838223,0.0937465481763837,"-0.05 (-0.18, 0.09)",0.523457500577917,1,40-50,0.093,Other Viral,
Cognition,Fluid intelligence,Parasitic Infections,37906,37384,522,-0.0286783855680623,-0.107759833859399,0.0504030627232744,"-0.03 (-0.11, 0.05)",0.477218001800161,1,40-50,0.335,Parasitic,
Cognition,Fluid intelligence,Fungal Infections,37906,35779,2127,-0.021238475178131,-0.0612739361398609,0.0187969857835989,"-0.02 (-0.06, 0.02)",0.298449864382348,1,40-50,0.441,Fungal,
Cognition,Fluid intelligence,Acute Infections,37906,24983,12923,0.0338213874957811,0.0143334633153494,0.0533093116762129,"0.03 (0.01, 0.05)",0.000670530324657978,0.826093359978629,40-50,0.133,Acute,*
Cognition,Fluid intelligence,Chronic Infections,37906,31512,6394,0.129027815143683,0.104332224164111,0.153723406123256,"0.13 (0.10, 0.15)",1.40399569627119e-24,1.72972269780611e-21,40-50,<0.001,Chronic,**
