Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Movement,Hand grip strength left,All Infectious Diseases,91787,72364,19423,0.0383124293008052,0.0269791707144595,0.0496456878871508,"0.04 (0.03, 0.05)",3.47258391476612e-11,4.27822338299186e-08,40-50,<0.001,Any,**
Movement,Hand grip strength left,Bacterial Infections,98140,88348,9792,0.0210181033149858,0.00617564007189317,0.0358605665580784,"0.02 (0.01, 0.04)",0.00551275952640418,1,40-50,<0.001,Bacterial,*
Movement,Hand grip strength left,Invasive Bacterial Infections,111108,108378,2730,0.0108652021323887,-0.0161030679302635,0.0378334721950409,"0.01 (-0.02, 0.04)",0.429730799332987,1,40-50,<0.001,Invasive,
Movement,Hand grip strength left,Localised Bacterial Infections,101368,93172,8196,0.0184486300044445,0.00236813726777428,0.0345291227411147,"0.02 (0.00, 0.03)",0.0245381700374645,1,40-50,<0.001,Localised,*
Movement,Hand grip strength left,Bacterial Infections with Sepsis,116210,116089,121,-0.00466998636720054,-0.131566942086873,0.122226969352472,"-0.00 (-0.13, 0.12)",0.942498431635782,1,40-50,0.015,Sepsis,
Movement,Hand grip strength left,Bacterial Infections without Sepsis,98203,88459,9744,0.021202242615107,0.00632738712815195,0.036077098102062,"0.02 (0.01, 0.04)",0.00521160661416433,1,40-50,<0.001,No-Sepsis,*
Movement,Hand grip strength left,Extracellular Bacterial Infections,115169,113616,1553,0.00296359534727822,-0.0326946965192423,0.0386218872137987,"0.00 (-0.03, 0.04)",0.870600427541209,1,40-50,0.176,Extracellular,
Movement,Hand grip strength left,Intracellular Bacterial Infections,115886,115697,189,-0.078744088891707,-0.180247596214639,0.0227594184312249,"-0.08 (-0.18, 0.02)",0.128385347161926,1,40-50,0.308,Intracellular,
Movement,Hand grip strength left,Gram Positive Bacterial Infections,115488,114637,851,-0.0301220363793297,-0.0781300830973321,0.0178860103386726,"-0.03 (-0.08, 0.02)",0.218786767711117,1,40-50,0.378,Gram Positive,
Movement,Hand grip strength left,Gram Negative Bacterial Infections,115745,114865,880,0.00615825617658202,-0.0410410547806217,0.0533575671337858,"0.01 (-0.04, 0.05)",0.798162944600466,1,40-50,0.673,Gram Negative,
Movement,Hand grip strength left,Mycobacterial Infections,116148,116065,83,0.052614802720404,-0.100568561579308,0.205798167020116,"0.05 (-0.10, 0.21)",0.500816615643521,1,40-50,0.288,Mycobacterial,
Movement,Hand grip strength left,Mycoplasma Infections,116361,116354,7,0.0950950336962,-0.432228069826512,0.622418137218912,"0.10 (-0.43, 0.62)",0.723748294282421,1,40-50,0.505,Mycoplasma,
Movement,Hand grip strength left,Acute Bacterial Infections,98821,89247,9574,0.0230347772153717,0.0080340438680382,0.0380355105627052,"0.02 (0.01, 0.04)",0.00261561482100478,1,40-50,<0.001,Acute Bacterial,*
Movement,Hand grip strength left,Chronic Bacterial Infections,115429,115074,355,-0.0687754834627042,-0.142874465724006,0.00532349879859809,"-0.07 (-0.14, 0.01)",0.0688875968233828,1,40-50,0.735,Chronic Bacterial,
Movement,Hand grip strength left,Viral Infections,107733,92258,15475,0.0500290217568477,0.0377593748140621,0.0622986686996333,"0.05 (0.04, 0.06)",1.34320575870763e-15,1.6548294947278e-12,40-50,0.029,Viral,**
Movement,Hand grip strength left,Acute Viral Infections,110335,99359,10976,0.0484315736459691,0.0342869001476513,0.062576247144287,"0.05 (0.03, 0.06)",1.94198576937108e-11,2.39252646786517e-08,40-50,0.467,Acute Viral,**
Movement,Hand grip strength left,Herpes Viral Infections,112891,99458,13433,0.0552187539129223,0.0422344850783849,0.0682030227474596,"0.06 (0.04, 0.07)",7.81485893148711e-17,9.62790620359212e-14,40-50,0.063,Herpes,**
Movement,Hand grip strength left,Other Potentially Persistent Viral Infections,116005,115842,163,-0.102328458444872,-0.211767925366892,0.00711100847714816,"-0.10 (-0.21, 0.01)",0.0668599910019146,1,40-50,0.39,Other Viral,
Movement,Hand grip strength left,Parasitic Infections,115469,115064,405,0.0871258853333394,0.0176632896549771,0.156588481011702,"0.09 (0.02, 0.16)",0.0139580366493126,1,40-50,0.709,Parasitic,*
Movement,Hand grip strength left,Fungal Infections,112233,110695,1538,-0.00623458240115408,-0.0420385922769837,0.0295694274746756,"-0.01 (-0.04, 0.03)",0.732883008031416,1,40-50,0.001,Fungal,
Movement,Hand grip strength left,Acute Infections,95330,79250,16080,0.0374389657426419,0.0253274709394973,0.0495504605457866,"0.04 (0.03, 0.05)",1.37734993029904e-09,1.69689511412842e-06,40-50,<0.001,Acute,**
Movement,Hand grip strength left,Chronic Infections,111112,97259,13853,0.0498856392003323,0.037086054319434,0.0626852240812306,"0.05 (0.04, 0.06)",2.20777660277076e-14,2.71998077461358e-11,40-50,0.006,Chronic,**
