Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Numeric memory,All Infectious Diseases,11838,6215,5623,0.00133642096321847,-0.033212983089922,0.035885825016359,"0.00 (-0.03, 0.04)",0.939561989182671,1,40-50,0.207,Any,
Cognition,Numeric memory,Bacterial Infections,11838,8136,3702,-0.00112811121044641,-0.0384758696531873,0.0362196472322945,"-0.00 (-0.04, 0.04)",0.952787487478254,1,40-50,0.261,Bacterial,
Cognition,Numeric memory,Invasive Bacterial Infections,11838,10922,916,-0.00312560991361377,-0.0677551869473388,0.0615039671201112,"-0.00 (-0.07, 0.06)",0.924477427685338,1,40-50,0.699,Invasive,
Cognition,Numeric memory,Localised Bacterial Infections,11838,8637,3201,0.00245718664329882,-0.0365546500134921,0.0414690233000897,"0.00 (-0.04, 0.04)",0.901743135778019,1,40-50,0.17,Localised,
Cognition,Numeric memory,Bacterial Infections with Sepsis,11838,11807,31,-0.0130155014417492,-0.350553823657668,0.32452282077417,"-0.01 (-0.35, 0.32)",0.939751274243322,1,40-50,0.847,Sepsis,
Cognition,Numeric memory,Bacterial Infections without Sepsis,11838,8149,3689,-0.00150728733325507,-0.0388911085236291,0.035876533857119,"-0.00 (-0.04, 0.04)",0.937008225347574,1,40-50,0.247,No-Sepsis,
Cognition,Numeric memory,Extracellular Bacterial Infections,11838,11539,299,0.0846834990104448,-0.0252227979941453,0.194589796015035,"0.08 (-0.03, 0.19)",0.130988689203952,1,40-50,0.454,Extracellular,
Cognition,Numeric memory,Intracellular Bacterial Infections,11838,11770,68,-0.261249096734182,-0.489487005407589,-0.0330111880607754,"-0.26 (-0.49, -0.03)",0.0248718809833502,1,40-50,0.055,Intracellular,*
Cognition,Numeric memory,Gram Positive Bacterial Infections,11838,11659,179,0.0340318544850845,-0.107248989833909,0.175312698804078,"0.03 (-0.11, 0.18)",0.636816874740571,1,40-50,0.439,Gram Positive,
Cognition,Numeric memory,Gram Negative Bacterial Infections,11838,11670,168,0.142171854825236,-0.00357993066558959,0.287923640316061,"0.14 (-0.00, 0.29)",0.055897846206203,1,40-50,0.536,Gram Negative,
Cognition,Numeric memory,Mycobacterial Infections,11838,11807,31,-0.559773401907126,-0.897493725038519,-0.222053078775734,"-0.56 (-0.90, -0.22)",0.00116141424561598,1,40-50,0.033,Mycobacterial,*
Cognition,Numeric memory,Mycoplasma Infections,11838,11836,2,-0.94813831747861,-2.27407911262494,0.377802477667717,"-0.95 (-2.27, 0.38)",0.161045514855503,1,40-50,0.141,Mycoplasma,
Cognition,Numeric memory,Acute Bacterial Infections,11838,8208,3630,0.00379046324177617,-0.0337612513515831,0.0413421778351354,"0.00 (-0.03, 0.04)",0.843159043730236,1,40-50,0.191,Acute Bacterial,
Cognition,Numeric memory,Chronic Bacterial Infections,11838,11712,126,-0.0917120799781805,-0.259932495288961,0.0765083353325998,"-0.09 (-0.26, 0.08)",0.285243776999566,1,40-50,0.825,Chronic Bacterial,
Cognition,Numeric memory,Viral Infections,11838,8709,3129,0.0296127404123563,-0.00972891946198542,0.0689544002866981,"0.03 (-0.01, 0.07)",0.140123723522953,1,40-50,0.497,Viral,
Cognition,Numeric memory,Acute Viral Infections,11838,9631,2207,0.0354029426255687,-0.00900584167505859,0.0798117269261961,"0.04 (-0.01, 0.08)",0.118160588815693,1,40-50,0.535,Acute Viral,
Cognition,Numeric memory,Herpes Viral Infections,11838,9725,2113,0.0449233062052975,-0.000599914361415585,0.0904465267720106,"0.04 (-0.00, 0.09)",0.0530960042198443,1,40-50,0.461,Herpes,
Cognition,Numeric memory,Other Potentially Persistent Viral Infections,11838,11798,40,-0.23971854348832,-0.537865358846397,0.0584282718697566,"-0.24 (-0.54, 0.06)",0.115046035158249,1,40-50,0.769,Other Viral,
Cognition,Numeric memory,Parasitic Infections,11838,11628,210,-0.038978483791073,-0.169826148924553,0.0918691813424072,"-0.04 (-0.17, 0.09)",0.559286924574095,1,40-50,0.244,Parasitic,
Cognition,Numeric memory,Fungal Infections,11838,11003,835,-0.00781248524620991,-0.0751850270909493,0.0595600565985295,"-0.01 (-0.08, 0.06)",0.82019464453619,1,40-50,0.897,Fungal,
Cognition,Numeric memory,Acute Infections,11838,7044,4794,0.0160277640673667,-0.0191331001047862,0.0511886282395196,"0.02 (-0.02, 0.05)",0.371595097578605,1,40-50,0.07,Acute,
Cognition,Numeric memory,Chronic Infections,11838,9476,2362,0.0301340835709393,-0.0133116016989851,0.0735797688408638,"0.03 (-0.01, 0.07)",0.173989662008454,1,40-50,0.275,Chronic,
