Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Movement,Hand grip strength right,All Infectious Diseases,91765,72344,19421,0.0423484738997206,0.0309930904782829,0.0537038573211583,"0.04 (0.03, 0.05)",2.70237922113732e-13,3.32933120044118e-10,40-50,<0.001,Any,**
Movement,Hand grip strength right,Bacterial Infections,98124,88329,9795,0.0215048809628818,0.00664790162401838,0.0363618603017453,"0.02 (0.01, 0.04)",0.00455483494848267,1,40-50,<0.001,Bacterial,*
Movement,Hand grip strength right,Invasive Bacterial Infections,111090,108363,2727,-0.00826342074804028,-0.0352654139073026,0.018738572411222,"-0.01 (-0.04, 0.02)",0.54863117813917,1,40-50,0.002,Invasive,
Movement,Hand grip strength right,Localised Bacterial Infections,101351,93150,8201,0.0228203332744999,0.00671967752421814,0.0389209890247817,"0.02 (0.01, 0.04)",0.0054705261947069,1,40-50,<0.001,Localised,*
Movement,Hand grip strength right,Bacterial Infections with Sepsis,116190,116069,121,-0.0719703469341939,-0.198951994854845,0.0550113009864569,"-0.07 (-0.20, 0.06)",0.266624390852356,1,40-50,0.038,Sepsis,
Movement,Hand grip strength right,Bacterial Infections without Sepsis,98188,88441,9747,0.0218063929731053,0.00691765480918457,0.036695131137026,"0.02 (0.01, 0.04)",0.00409723677434655,1,40-50,<0.001,No-Sepsis,*
Movement,Hand grip strength right,Extracellular Bacterial Infections,115149,113596,1553,-0.00554256183151191,-0.04122880847724,0.0301436848142162,"-0.01 (-0.04, 0.03)",0.7608142766407,1,40-50,0.235,Extracellular,
Movement,Hand grip strength right,Intracellular Bacterial Infections,115868,115680,188,-0.0976170982491248,-0.199492333967935,0.00425813746968481,"-0.10 (-0.20, 0.00)",0.0603752112886198,1,40-50,0.534,Intracellular,
Movement,Hand grip strength right,Gram Positive Bacterial Infections,115467,114616,851,-0.0217594819601208,-0.0698134916153217,0.0262945276950801,"-0.02 (-0.07, 0.03)",0.374808092814221,1,40-50,0.136,Gram Positive,
Movement,Hand grip strength right,Gram Negative Bacterial Infections,115725,114846,879,-0.0151165523201432,-0.0623868970126453,0.0321537923723589,"-0.02 (-0.06, 0.03)",0.530803285538124,1,40-50,0.388,Gram Negative,
Movement,Hand grip strength right,Mycobacterial Infections,116130,116047,83,-0.0461656231864759,-0.19946278106879,0.107131534695838,"-0.05 (-0.20, 0.11)",0.555023090885723,1,40-50,0.874,Mycobacterial,
Movement,Hand grip strength right,Mycoplasma Infections,116342,116335,7,0.0715510579450883,-0.456160519906677,0.599262635796854,"0.07 (-0.46, 0.60)",0.790432801931073,1,40-50,0.389,Mycoplasma,
Movement,Hand grip strength right,Acute Bacterial Infections,98803,89227,9576,0.0229954024998504,0.00798557853993762,0.0380052264597633,"0.02 (0.01, 0.04)",0.00267621144597444,1,40-50,<0.001,Acute Bacterial,*
Movement,Hand grip strength right,Chronic Bacterial Infections,115413,115056,357,-0.0856784297410408,-0.159645409273812,-0.0117114502082693,"-0.09 (-0.16, -0.01)",0.0231902680235254,1,40-50,0.816,Chronic Bacterial,*
Movement,Hand grip strength right,Viral Infections,107717,92248,15469,0.0575027994991637,0.0452086951223161,0.0697969038760114,"0.06 (0.05, 0.07)",4.92869527571289e-20,6.07215257967828e-17,40-50,0.014,Viral,**
Movement,Hand grip strength right,Acute Viral Infections,110321,99348,10973,0.0583305115657625,0.0441617654417984,0.0724992576897267,"0.06 (0.04, 0.07)",7.16083660823726e-16,8.82215070134831e-13,40-50,0.402,Acute Viral,**
Movement,Hand grip strength right,Herpes Viral Infections,112871,99444,13427,0.0636375483150284,0.0506386647959227,0.0766364318341341,"0.06 (0.05, 0.08)",8.52643489933731e-22,1.05045677959836e-18,40-50,0.109,Herpes,**
Movement,Hand grip strength right,Other Potentially Persistent Viral Infections,115987,115823,164,-0.043772223337414,-0.152959893917552,0.0654154472427244,"-0.04 (-0.15, 0.07)",0.432022736645755,1,40-50,0.167,Other Viral,
Movement,Hand grip strength right,Parasitic Infections,115450,115047,403,0.0589471050200897,-0.0107326426982434,0.128626852738423,"0.06 (-0.01, 0.13)",0.0973016675750425,1,40-50,0.728,Parasitic,
Movement,Hand grip strength right,Fungal Infections,112207,110673,1534,0.00106401039430223,-0.0348119003119718,0.0369399211005762,"0.00 (-0.03, 0.04)",0.953645673295813,1,40-50,0.001,Fungal,
Movement,Hand grip strength right,Acute Infections,95313,79232,16081,0.0422285568783761,0.0301023547964234,0.0543547589603288,"0.04 (0.03, 0.05)",8.81355572656206e-12,1.08583006551245e-08,40-50,<0.001,Acute,**
Movement,Hand grip strength right,Chronic Infections,111095,97244,13851,0.0571158733338111,0.0442998267841042,0.069931919883518,"0.06 (0.04, 0.07)",2.47275084508654e-18,3.04642904114662e-15,40-50,0.044,Chronic,**
