Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Mycobacterial Infections,18908,18857,51,-0.214425160587311,-0.486817429360138,0.0579671081855154,"-0.21 (-0.49, 0.06)",0.122855319485497,0.440160409559199,51-60,0.336,Cortical,Volume of bankssts (left hemisphere),Mycobacterial,
L_caudalanteriorcingulate,Mycobacterial Infections,18908,18857,51,-0.259835429889972,-0.538499428986625,0.0188285692066816,"-0.26 (-0.54, 0.02)",0.0676176150074488,0.378658644041713,51-60,0.192,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Mycobacterial,
L_caudalmiddlefrontal,Mycobacterial Infections,18908,18857,51,-0.347786782932218,-0.619734154066428,-0.0758394117980076,"-0.35 (-0.62, -0.08)",0.0121943888691613,0.184976926608331,51-60,0.005,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Mycobacterial,*
L_cuneus,Mycobacterial Infections,18908,18857,51,-0.0904145860322656,-0.357643100379298,0.176813928314767,"-0.09 (-0.36, 0.18)",0.507223175198927,0.846491656623375,51-60,0.441,Cortical,Volume of cuneus (left hemisphere),Mycobacterial,
L_entorhinal,Mycobacterial Infections,18908,18857,51,-0.0862087771735776,-0.348166618154852,0.175749063807696,"-0.09 (-0.35, 0.18)",0.518900093542034,0.860281734030214,51-60,0.278,Cortical,Volume of entorhinal (left hemisphere),Mycobacterial,
L_frontalpole,Mycobacterial Infections,18908,18857,51,-0.254908576874414,-0.510310373466269,0.000493219717441318,"-0.25 (-0.51, 0.00)",0.0504440267192864,0.33452354561211,51-60,0.068,Cortical,Volume of frontalpole (left hemisphere),Mycobacterial,
L_fusiform,Mycobacterial Infections,18908,18857,51,-0.329710845202375,-0.585899843174357,-0.0735218472303925,"-0.33 (-0.59, -0.07)",0.011657171313972,0.184976926608331,51-60,0.015,Cortical,Volume of fusiform (left hemisphere),Mycobacterial,*
L_inferiorparietal,Mycobacterial Infections,18908,18857,51,-0.214713521806997,-0.482360172142035,0.0529331285280408,"-0.21 (-0.48, 0.05)",0.115865778729226,0.440160409559199,51-60,0.286,Cortical,Volume of inferiorparietal (left hemisphere),Mycobacterial,
L_inferiortemporal,Mycobacterial Infections,18908,18857,51,-0.356974026434963,-0.61262482229298,-0.101323230576947,"-0.36 (-0.61, -0.10)",0.00620714603479905,0.156420080076936,51-60,0.002,Cortical,Volume of inferiortemporal (left hemisphere),Mycobacterial,*
L_insula,Mycobacterial Infections,18619,18574,45,-0.417812926122584,-0.687321403309188,-0.14830444893598,"-0.42 (-0.69, -0.15)",0.0023794229615482,0.149903646577537,51-60,0.003,Cortical,Volume of grey matter in Insular Cortex (left),Mycobacterial,*
