Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Gram Positive Bacterial Infections,18908,18374,534,-0.0102354182260002,-0.0954730811417982,0.0750022446897977,"-0.01 (-0.10, 0.08)",0.813924594363753,0.939531474421392,51-60,0.874,Cortical,Volume of bankssts (left hemisphere),Gram Positive,
L_caudalanteriorcingulate,Gram Positive Bacterial Infections,18908,18374,534,0.0554123293201994,-0.0317866604162473,0.142611319056646,"0.06 (-0.03, 0.14)",0.212934871340157,0.668376491855673,51-60,0.39,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Gram Positive,
L_caudalmiddlefrontal,Gram Positive Bacterial Infections,18908,18374,534,-0.00317432657616988,-0.0882816737453281,0.0819330205929883,"-0.00 (-0.09, 0.08)",0.941721543262086,0.976640642099098,51-60,0.703,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Gram Positive,
L_cuneus,Gram Positive Bacterial Infections,18908,18374,534,0.0707814664032949,-0.0128300749184592,0.154393007725049,"0.07 (-0.01, 0.15)",0.0970686216012972,0.552128954140705,51-60,0.042,Cortical,Volume of cuneus (left hemisphere),Gram Positive,
L_entorhinal,Gram Positive Bacterial Infections,18908,18374,534,0.00966366785114078,-0.0723045698547504,0.0916319055570319,"0.01 (-0.07, 0.09)",0.817251038956376,0.939531474421392,51-60,0.21,Cortical,Volume of entorhinal (left hemisphere),Gram Positive,
L_frontalpole,Gram Positive Bacterial Infections,18908,18374,534,0.0229897934101583,-0.0569336730068943,0.102913259827211,"0.02 (-0.06, 0.10)",0.572886690250917,0.851414876870606,51-60,0.982,Cortical,Volume of frontalpole (left hemisphere),Gram Positive,
L_fusiform,Gram Positive Bacterial Infections,18908,18374,534,0.0441198835822942,-0.0360535103461903,0.124293277510779,"0.04 (-0.04, 0.12)",0.2807581527436,0.717314514831565,51-60,0.375,Cortical,Volume of fusiform (left hemisphere),Gram Positive,
L_inferiorparietal,Gram Positive Bacterial Infections,18908,18374,534,-0.0648285557653189,-0.148576430960554,0.0189193194299164,"-0.06 (-0.15, 0.02)",0.129210327568192,0.587660465210947,51-60,0.545,Cortical,Volume of inferiorparietal (left hemisphere),Gram Positive,
L_inferiortemporal,Gram Positive Bacterial Infections,18908,18374,534,-0.0442634304234853,-0.124270756209177,0.0357438953622067,"-0.04 (-0.12, 0.04)",0.278199414364489,0.717314514831565,51-60,0.618,Cortical,Volume of inferiortemporal (left hemisphere),Gram Positive,
L_insula,Gram Positive Bacterial Infections,18619,18092,527,0.0305098961041648,-0.0492598476848355,0.110279639893165,"0.03 (-0.05, 0.11)",0.453453859846331,0.79354425473108,51-60,0.531,Cortical,Volume of grey matter in Insular Cortex (left),Gram Positive,
L_isthmuscingulate,Gram Positive Bacterial Infections,18908,18374,534,0.0291622331226292,-0.0513840986729146,0.109708564918173,"0.03 (-0.05, 0.11)",0.477923150048096,0.824908450767946,51-60,0.248,Cortical,Volume of isthmuscingulate (left hemisphere),Gram Positive,
L_lateraloccipital,Gram Positive Bacterial Infections,18908,18374,534,-0.00314526427206633,-0.0817250771071743,0.0754345485630416,"-0.00 (-0.08, 0.08)",0.93746674797338,0.976640642099098,51-60,0.558,Cortical,Volume of lateraloccipital (left hemisphere),Gram Positive,
L_lateralorbitofrontal,Gram Positive Bacterial Infections,18908,18374,534,0.00324187213457875,-0.0759463710153916,0.0824301152845491,"0.00 (-0.08, 0.08)",0.936044262905851,0.976640642099098,51-60,0.92,Cortical,Volume of lateralorbitofrontal (left hemisphere),Gram Positive,
L_lingual,Gram Positive Bacterial Infections,18908,18374,534,0.0851168428766537,0.000426799865662478,0.169806885887645,"0.09 (0.00, 0.17)",0.0488566748034933,0.537662679440272,51-60,0.021,Cortical,Volume of lingual (left hemisphere),Gram Positive,*
L_medialorbitofrontal,Gram Positive Bacterial Infections,18908,18374,534,0.00423975032461609,-0.0762462129282255,0.0847257135774577,"0.00 (-0.08, 0.08)",0.917764522385842,0.976640642099098,51-60,0.961,Cortical,Volume of medialorbitofrontal (left hemisphere),Gram Positive,
L_middletemporal,Gram Positive Bacterial Infections,18908,18374,534,0.0144449606280113,-0.0642057462674884,0.093095667523511,"0.01 (-0.06, 0.09)",0.718859122672119,0.924247443435582,51-60,0.099,Cortical,Volume of middletemporal (left hemisphere),Gram Positive,
L_paracentral,Gram Positive Bacterial Infections,18908,18374,534,-0.00935283816252913,-0.0924688510154554,0.0737631746903971,"-0.01 (-0.09, 0.07)",0.825434314670869,0.939531474421392,51-60,0.679,Cortical,Volume of paracentral (left hemisphere),Gram Positive,
L_parahippocampal,Gram Positive Bacterial Infections,18908,18374,534,-0.0224739923709723,-0.10749149621221,0.062543511470265,"-0.02 (-0.11, 0.06)",0.604366097095511,0.856437481872201,51-60,0.932,Cortical,Volume of parahippocampal (left hemisphere),Gram Positive,
L_parsopercularis,Gram Positive Bacterial Infections,18908,18374,534,0.086030284775937,-0.000736699851324296,0.172797269403198,"0.09 (-0.00, 0.17)",0.0519769663450646,0.537662679440272,51-60,0.052,Cortical,Volume of parsopercularis (left hemisphere),Gram Positive,
L_parsorbitalis,Gram Positive Bacterial Infections,18908,18374,534,0.00781375076441367,-0.0740842795341082,0.0897117810629355,"0.01 (-0.07, 0.09)",0.851655750296775,0.953854440332388,51-60,0.912,Cortical,Volume of parsorbitalis (left hemisphere),Gram Positive,
L_parstriangularis,Gram Positive Bacterial Infections,18908,18374,534,0.0437779455750662,-0.0419445347451754,0.129500425895308,"0.04 (-0.04, 0.13)",0.316836854957123,0.717314514831565,51-60,0.463,Cortical,Volume of parstriangularis (left hemisphere),Gram Positive,
L_pericalcarine,Gram Positive Bacterial Infections,18908,18374,534,0.0945029279716704,0.0105749077800104,0.178430948163331,"0.09 (0.01, 0.18)",0.0273218248803144,0.537662679440272,51-60,0.037,Cortical,Volume of pericalcarine (left hemisphere),Gram Positive,*
L_postcentral,Gram Positive Bacterial Infections,18908,18374,534,-0.00588733643006017,-0.0883534736616285,0.0765788008015082,"-0.01 (-0.09, 0.08)",0.888714679901212,0.969506923528595,51-60,0.872,Cortical,Volume of postcentral (left hemisphere),Gram Positive,
L_posteriorcingulate,Gram Positive Bacterial Infections,18908,18374,534,0.00969799952345917,-0.0711936847606456,0.0905896838075639,"0.01 (-0.07, 0.09)",0.814217018000181,0.939531474421392,51-60,0.908,Cortical,Volume of posteriorcingulate (left hemisphere),Gram Positive,
L_precentral,Gram Positive Bacterial Infections,18908,18374,534,0.00716634574619294,-0.0723892651546057,0.0867219566469916,"0.01 (-0.07, 0.09)",0.859852541781408,0.954549958277158,51-60,0.632,Cortical,Volume of precentral (left hemisphere),Gram Positive,
L_precuneus,Gram Positive Bacterial Infections,18908,18374,534,-0.0198487007727939,-0.10157365268095,0.0618762511353617,"-0.02 (-0.10, 0.06)",0.634043667850395,0.856437481872201,51-60,0.939,Cortical,Volume of precuneus (left hemisphere),Gram Positive,
L_rostralanteriorcingulate,Gram Positive Bacterial Infections,18908,18374,534,-0.0337618838298444,-0.117928565600697,0.0504047979410084,"-0.03 (-0.12, 0.05)",0.431729070023088,0.776653901056619,51-60,0.738,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Gram Positive,
L_rostralmiddlefrontal,Gram Positive Bacterial Infections,18908,18374,534,-0.0155425202698608,-0.0944181791550032,0.0633331386152816,"-0.02 (-0.09, 0.06)",0.699325182827921,0.909986260334968,51-60,0.839,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Gram Positive,
L_superiorfrontal,Gram Positive Bacterial Infections,18908,18374,534,0.00616134612197322,-0.0730913507708537,0.0854140430148001,"0.01 (-0.07, 0.09)",0.878886226989731,0.967158642800926,51-60,0.885,Cortical,Volume of superiorfrontal (left hemisphere),Gram Positive,
L_superiorparietal,Gram Positive Bacterial Infections,18908,18374,534,-0.0170354169308189,-0.100784656719244,0.0667138228576064,"-0.02 (-0.10, 0.07)",0.690117706816281,0.909986260334968,51-60,0.809,Cortical,Volume of superiorparietal (left hemisphere),Gram Positive,
L_superiortemporal,Gram Positive Bacterial Infections,18908,18374,534,0.00271087664818721,-0.0761543404433503,0.0815760937397247,"0.00 (-0.08, 0.08)",0.946283711795332,0.977309407264032,51-60,0.895,Cortical,Volume of superiortemporal (left hemisphere),Gram Positive,
L_supramarginal,Gram Positive Bacterial Infections,18908,18374,534,0.0409145650414172,-0.0396848016699693,0.121513931752804,"0.04 (-0.04, 0.12)",0.319749958475329,0.717314514831565,51-60,0.277,Cortical,Volume of supramarginal (left hemisphere),Gram Positive,
L_temporalpole,Gram Positive Bacterial Infections,18619,18092,527,-0.0666039812842969,-0.147303190018453,0.0140952274498588,"-0.07 (-0.15, 0.01)",0.105736768778981,0.555118036089649,51-60,0.501,Cortical,Volume of grey matter in Temporal Pole (left),Gram Positive,
L_transversetemporal,Gram Positive Bacterial Infections,18908,18374,534,0.0008795181819277,-0.0839468662607183,0.0857059026245737,"0.00 (-0.08, 0.09)",0.983785849392626,0.995638690951574,51-60,0.977,Cortical,Volume of transversetemporal (left hemisphere),Gram Positive,
Laccumb,Gram Positive Bacterial Infections,18617,18090,527,-0.0270869456422166,-0.110618559292517,0.0564446680080838,"-0.03 (-0.11, 0.06)",0.525043432332752,0.842744872279321,51-60,0.932,SubCortical,Volume of accumbens (left),Gram Positive,
Lamyg,Gram Positive Bacterial Infections,18617,18090,527,-3.0921283554379e-05,-0.081539469369255,0.0814776268021462,"-0.00 (-0.08, 0.08)",0.999406712913274,0.999406712913274,51-60,0.839,SubCortical,Volume of amygdala (left),Gram Positive,
Lcaud,Gram Positive Bacterial Infections,18617,18090,527,0.0130922002204752,-0.0689911053090176,0.0951755057499681,"0.01 (-0.07, 0.10)",0.754563370470797,0.939531474421392,51-60,0.994,SubCortical,Volume of caudate (left),Gram Positive,
Lhippo,Gram Positive Bacterial Infections,18617,18090,527,-0.0253155231683063,-0.108389450736326,0.057758404399713,"-0.03 (-0.11, 0.06)",0.550308863628826,0.851414876870606,51-60,0.879,SubCortical,Volume of hippocampus (left),Gram Positive,
LLatVent,Gram Positive Bacterial Infections,18908,18374,534,0.0602831113699411,-0.00406219547268935,0.124628418212572,"0.06 (-0.00, 0.12)",0.0663220877748537,0.537662679440272,51-60,0.274,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Gram Positive,
Lpal,Gram Positive Bacterial Infections,18617,18090,527,-0.00808748308583646,-0.0825475145330268,0.0663725483613539,"-0.01 (-0.08, 0.07)",0.831410788872898,0.939531474421392,51-60,0.531,SubCortical,Volume of pallidum (left),Gram Positive,
Lput,Gram Positive Bacterial Infections,18617,18090,527,-0.0129815392327042,-0.0886478127399054,0.0626847342744969,"-0.01 (-0.09, 0.06)",0.736664013744564,0.929919103157135,51-60,0.73,SubCortical,Volume of putamen (left),Gram Positive,
Lthal,Gram Positive Bacterial Infections,18617,18090,527,0.0429801209146483,-0.0375342974109653,0.123494539240262,"0.04 (-0.04, 0.12)",0.29542046084916,0.717314514831565,51-60,0.406,SubCortical,Volume of thalamus (left),Gram Positive,
R_bankssts,Gram Positive Bacterial Infections,18908,18374,534,0.0237752361796519,-0.0612093194945186,0.108759791853822,"0.02 (-0.06, 0.11)",0.583455564393221,0.854830245506348,51-60,0.486,Cortical,Volume of bankssts (right hemisphere),Gram Positive,
R_caudalanteriorcingulate,Gram Positive Bacterial Infections,18908,18374,534,0.0349829075679178,-0.0519112389875281,0.121877054123364,"0.03 (-0.05, 0.12)",0.430053635872697,0.776653901056619,51-60,0.494,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Gram Positive,
R_caudalmiddlefrontal,Gram Positive Bacterial Infections,18908,18374,534,-0.00157370728177887,-0.0879732295914506,0.0848258150278929,"-0.00 (-0.09, 0.08)",0.971520616047,0.989626865527501,51-60,0.998,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Gram Positive,
R_cuneus,Gram Positive Bacterial Infections,18908,18374,534,0.00243105525969672,-0.0792488786909708,0.0841109892103642,"0.00 (-0.08, 0.08)",0.953479605952208,0.980721880407985,51-60,0.485,Cortical,Volume of cuneus (right hemisphere),Gram Positive,
R_entorhinal,Gram Positive Bacterial Infections,18908,18374,534,-0.0117964865285278,-0.092941205776003,0.0693482327189473,"-0.01 (-0.09, 0.07)",0.775685736901229,0.939531474421392,51-60,0.181,Cortical,Volume of entorhinal (right hemisphere),Gram Positive,
R_frontalpole,Gram Positive Bacterial Infections,18908,18374,534,-0.0365596230270696,-0.115446391643949,0.0423271455898097,"-0.04 (-0.12, 0.04)",0.3636825613772,0.76373337889212,51-60,0.856,Cortical,Volume of frontalpole (right hemisphere),Gram Positive,
