Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections,18908,11627,7281,-0.00869060515223517,-0.0378196425469225,0.0204384322424522,"-0.01 (-0.04, 0.02)",0.558696032909136,0.683453399481079,51-60,0.604,Cortical,Volume of bankssts (left hemisphere),Bacterial,
L_caudalanteriorcingulate,Bacterial Infections,18908,11627,7281,-0.0245212758890632,-0.0543199730237169,0.00527742124559052,"-0.02 (-0.05, 0.01)",0.106771428292319,0.232051291005634,51-60,0.237,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Bacterial,
L_caudalmiddlefrontal,Bacterial Infections,18908,11627,7281,0.00228248318957885,-0.0268022267557047,0.0313671931348624,"0.00 (-0.03, 0.03)",0.877751641422849,0.902830259749216,51-60,0.505,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Bacterial,
L_cuneus,Bacterial Infections,18908,11627,7281,-0.0252085780716353,-0.0537819437198002,0.00336478757652961,"-0.03 (-0.05, 0.00)",0.0837770757050209,0.19368645025381,51-60,0.272,Cortical,Volume of cuneus (left hemisphere),Bacterial,
L_entorhinal,Bacterial Infections,18908,11627,7281,-0.0336865621026815,-0.0616944411820712,-0.00567868302329188,"-0.03 (-0.06, -0.01)",0.0184084108094793,0.081384553052435,51-60,0.365,Cortical,Volume of entorhinal (left hemisphere),Bacterial,*
L_frontalpole,Bacterial Infections,18908,11627,7281,-0.0341055061052534,-0.061414580770916,-0.0067964314395908,"-0.03 (-0.06, -0.01)",0.0143782417006555,0.0696791713185612,51-60,0.006,Cortical,Volume of frontalpole (left hemisphere),Bacterial,*
L_fusiform,Bacterial Infections,18908,11627,7281,-0.0254377521317208,-0.0528347808718514,0.00195927660840989,"-0.03 (-0.05, 0.00)",0.0687877178262176,0.168296164002008,51-60,0.58,Cortical,Volume of fusiform (left hemisphere),Bacterial,
L_inferiorparietal,Bacterial Infections,18908,11627,7281,-0.0617973406424171,-0.0904056481333862,-0.0331890331514481,"-0.06 (-0.09, -0.03)",2.30629274385204e-05,0.00145296442862679,51-60,0.026,Cortical,Volume of inferiorparietal (left hemisphere),Bacterial,**
L_inferiortemporal,Bacterial Infections,18908,11627,7281,-0.0170810035171735,-0.0444226037884838,0.0102605967541367,"-0.02 (-0.04, 0.01)",0.220771939512108,0.381058416144186,51-60,0.61,Cortical,Volume of inferiortemporal (left hemisphere),Bacterial,
L_insula,Bacterial Infections,18619,11454,7165,-0.0282814122673409,-0.0555737823912536,-0.000989042143428303,"-0.03 (-0.06, -0.00)",0.0422567245458038,0.128297525127019,51-60,0.733,Cortical,Volume of grey matter in Insular Cortex (left),Bacterial,*
L_isthmuscingulate,Bacterial Infections,18908,11627,7281,-0.00482394659136676,-0.0323502627561319,0.0227023695733984,"-0.00 (-0.03, 0.02)",0.731224036412319,0.83758389625411,51-60,0.418,Cortical,Volume of isthmuscingulate (left hemisphere),Bacterial,
L_lateraloccipital,Bacterial Infections,18908,11627,7281,-0.0427885699247276,-0.0696356335791742,-0.0159415062702811,"-0.04 (-0.07, -0.02)",0.00178698324730211,0.0204690808327333,51-60,0.093,Cortical,Volume of lateraloccipital (left hemisphere),Bacterial,**
L_lateralorbitofrontal,Bacterial Infections,18908,11627,7281,-0.0147745955366581,-0.0418356995692788,0.0122865084959625,"-0.01 (-0.04, 0.01)",0.28456396829209,0.442655061787695,51-60,0.88,Cortical,Volume of lateralorbitofrontal (left hemisphere),Bacterial,
L_lingual,Bacterial Infections,18908,11627,7281,-0.0239048820973128,-0.0528479610582636,0.00503819686363794,"-0.02 (-0.05, 0.01)",0.105487261657969,0.232051291005634,51-60,0.118,Cortical,Volume of lingual (left hemisphere),Bacterial,
L_medialorbitofrontal,Bacterial Infections,18908,11627,7281,-0.01005869704381,-0.0375637354587749,0.0174463413711549,"-0.01 (-0.04, 0.02)",0.473498841403802,0.58801596035554,51-60,0.54,Cortical,Volume of medialorbitofrontal (left hemisphere),Bacterial,
L_middletemporal,Bacterial Infections,18908,11627,7281,-0.0296045698910977,-0.0564795670202025,-0.00272957276199282,"-0.03 (-0.06, -0.00)",0.0308497560921965,0.11049590785531,51-60,0.467,Cortical,Volume of middletemporal (left hemisphere),Bacterial,*
L_paracentral,Bacterial Infections,18908,11627,7281,-0.0391794750749115,-0.0675782173177314,-0.0107807328320917,"-0.04 (-0.07, -0.01)",0.00685347256464354,0.0466777050348695,51-60,0.289,Cortical,Volume of paracentral (left hemisphere),Bacterial,**
L_parahippocampal,Bacterial Infections,18908,11627,7281,-0.0314604981488734,-0.0605112608019326,-0.00240973549581421,"-0.03 (-0.06, -0.00)",0.0337938728745135,0.110584769619355,51-60,0.486,Cortical,Volume of parahippocampal (left hemisphere),Bacterial,*
L_parsopercularis,Bacterial Infections,18908,11627,7281,-0.00444041741665883,-0.0340952054682915,0.0252143706349738,"-0.00 (-0.03, 0.03)",0.769144882909752,0.85141140922175,51-60,0.754,Cortical,Volume of parsopercularis (left hemisphere),Bacterial,
L_parsorbitalis,Bacterial Infections,18908,11627,7281,-0.0147134351684125,-0.0427006412884001,0.0132737709515752,"-0.01 (-0.04, 0.01)",0.302808075513544,0.462470515329776,51-60,0.621,Cortical,Volume of parsorbitalis (left hemisphere),Bacterial,
L_parstriangularis,Bacterial Infections,18908,11627,7281,-0.00274820326102704,-0.0320438946988977,0.0265474881768436,"-0.00 (-0.03, 0.03)",0.854114045040433,0.893098503527755,51-60,0.095,Cortical,Volume of parstriangularis (left hemisphere),Bacterial,
L_pericalcarine,Bacterial Infections,18908,11627,7281,0.00434951168435446,-0.0243358181562999,0.0330348415250089,"0.00 (-0.02, 0.03)",0.766313031158832,0.85141140922175,51-60,0.874,Cortical,Volume of pericalcarine (left hemisphere),Bacterial,
L_postcentral,Bacterial Infections,18908,11627,7281,-0.0204970161548505,-0.0486776272896375,0.00768359497993655,"-0.02 (-0.05, 0.01)",0.153982850427106,0.291756979756621,51-60,0.789,Cortical,Volume of postcentral (left hemisphere),Bacterial,
L_posteriorcingulate,Bacterial Infections,18908,11627,7281,-0.0360966942392442,-0.0637359973298518,-0.00845739114863664,"-0.04 (-0.06, -0.01)",0.0104791363597948,0.0586831636148511,51-60,0.203,Cortical,Volume of posteriorcingulate (left hemisphere),Bacterial,*
L_precentral,Bacterial Infections,18908,11627,7281,-0.0108378700684087,-0.0380249177416362,0.0163491776048189,"-0.01 (-0.04, 0.02)",0.434593561979434,0.558763151116416,51-60,0.519,Cortical,Volume of precentral (left hemisphere),Bacterial,
