Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Invasive Bacterial Infections,44289,38177,6112,-0.0384663982077247,-0.0622208662243799,-0.0147119301910696,"-0.04 (-0.06, -0.01)",0.00150497227359682,0.00361193345663236,Female,0.623,Cortical,Volume of bankssts (left hemisphere),Invasive,**
L_caudalanteriorcingulate,Invasive Bacterial Infections,44289,38177,6112,-0.0277357703897699,-0.0534964926942683,-0.00197504808527157,"-0.03 (-0.05, -0.00)",0.0348389698695307,0.0483714622981913,Female,0.184,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Invasive,**
L_caudalmiddlefrontal,Invasive Bacterial Infections,44289,38177,6112,-0.0255144466831202,-0.0498686035157662,-0.0011602898504742,"-0.03 (-0.05, -0.00)",0.0400399070291084,0.0546886535031724,Female,0.352,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Invasive,*
L_cuneus,Invasive Bacterial Infections,44289,38177,6112,-0.0296160284161805,-0.0533043307757629,-0.00592772605659804,"-0.03 (-0.05, -0.01)",0.0142700539427725,0.0219942115815209,Female,0.327,Cortical,Volume of cuneus (left hemisphere),Invasive,**
L_entorhinal,Invasive Bacterial Infections,44289,38177,6112,-0.0340176967635309,-0.0579524764641951,-0.0100829170628668,"-0.03 (-0.06, -0.01)",0.00534338320841894,0.00925451937128229,Female,0.26,Cortical,Volume of entorhinal (left hemisphere),Invasive,**
L_frontalpole,Invasive Bacterial Infections,44289,38177,6112,-0.00499739157779274,-0.0302132504837842,0.0202184673281987,"-0.00 (-0.03, 0.02)",0.697688587166287,0.723528905209483,Female,0.876,Cortical,Volume of frontalpole (left hemisphere),Invasive,
L_fusiform,Invasive Bacterial Infections,44289,38177,6112,-0.039810552307238,-0.0631467169893025,-0.0164743876251736,"-0.04 (-0.06, -0.02)",0.000827344561918397,0.00231076762753404,Female,0.877,Cortical,Volume of fusiform (left hemisphere),Invasive,**
L_inferiorparietal,Invasive Bacterial Infections,44289,38177,6112,-0.059792815673097,-0.0840297175924807,-0.0355559137537132,"-0.06 (-0.08, -0.04)",1.33327534067108e-06,1.86658547693952e-05,Female,0.317,Cortical,Volume of inferiorparietal (left hemisphere),Invasive,**
L_inferiortemporal,Invasive Bacterial Infections,44289,38177,6112,-0.0388635515527256,-0.0616068462266886,-0.0161202568787625,"-0.04 (-0.06, -0.02)",0.000810948465658126,0.00230914139373839,Female,0.744,Cortical,Volume of inferiortemporal (left hemisphere),Invasive,**
L_insula,Invasive Bacterial Infections,43526,37519,6007,-0.0489000906135845,-0.0728480819220545,-0.0249520993051144,"-0.05 (-0.07, -0.02)",6.28553154202236e-05,0.000285397107853988,Female,0.752,Cortical,Volume of grey matter in Insular Cortex (left),Invasive,**
L_isthmuscingulate,Invasive Bacterial Infections,44289,38177,6112,0.0036261721713748,-0.0192559400726521,0.0265082844154017,"0.00 (-0.02, 0.03)",0.756100304585449,0.774541775428996,Female,0.269,Cortical,Volume of isthmuscingulate (left hemisphere),Invasive,
L_lateraloccipital,Invasive Bacterial Infections,44289,38177,6112,-0.038721970779206,-0.0614464933206496,-0.0159974482377625,"-0.04 (-0.06, -0.02)",0.000839028721902242,0.00231076762753404,Female,0.384,Cortical,Volume of lateraloccipital (left hemisphere),Invasive,**
L_lateralorbitofrontal,Invasive Bacterial Infections,44289,38177,6112,-0.0357381847883811,-0.0589576338378568,-0.0125187357389055,"-0.04 (-0.06, -0.01)",0.00255638322006105,0.00505261624670889,Female,0.63,Cortical,Volume of lateralorbitofrontal (left hemisphere),Invasive,**
L_lingual,Invasive Bacterial Infections,44289,38177,6112,-0.0246945205808294,-0.0490269309659967,-0.000362110195662079,"-0.02 (-0.05, -0.00)",0.0466868013559707,0.0617589183291581,Female,0.866,Cortical,Volume of lingual (left hemisphere),Invasive,*
L_medialorbitofrontal,Invasive Bacterial Infections,44289,38177,6112,-0.0372248514271411,-0.0605349427849407,-0.0139147600693414,"-0.04 (-0.06, -0.01)",0.00174900044853399,0.00381600097861962,Female,0.989,Cortical,Volume of medialorbitofrontal (left hemisphere),Invasive,**
L_middletemporal,Invasive Bacterial Infections,44289,38177,6112,-0.0621552170068857,-0.0847597115084004,-0.0395507225053709,"-0.06 (-0.08, -0.04)",7.10422892999909e-08,2.98377615059962e-06,Female,0.838,Cortical,Volume of middletemporal (left hemisphere),Invasive,**
L_paracentral,Invasive Bacterial Infections,44289,38177,6112,-0.0532727553082484,-0.0781615074804508,-0.0283840031360459,"-0.05 (-0.08, -0.03)",2.73052747601713e-05,0.000152909538656959,Female,0.828,Cortical,Volume of paracentral (left hemisphere),Invasive,**
L_parahippocampal,Invasive Bacterial Infections,44289,38177,6112,-0.0401591293921836,-0.066000266577382,-0.0143179922069851,"-0.04 (-0.07, -0.01)",0.00232029425609467,0.00469649921715547,Female,0.758,Cortical,Volume of parahippocampal (left hemisphere),Invasive,**
L_parsopercularis,Invasive Bacterial Infections,44289,38177,6112,-0.0118214816319798,-0.0357373641407127,0.0120944008767531,"-0.01 (-0.04, 0.01)",0.332637660754218,0.367652151359925,Female,0.601,Cortical,Volume of parsopercularis (left hemisphere),Invasive,
L_parsorbitalis,Invasive Bacterial Infections,44289,38177,6112,-0.034980928950319,-0.0589781484296802,-0.0109837094709577,"-0.03 (-0.06, -0.01)",0.00427686507101874,0.00764375885033136,Female,0.922,Cortical,Volume of parsorbitalis (left hemisphere),Invasive,**
L_parstriangularis,Invasive Bacterial Infections,44289,38177,6112,-0.0213678873356821,-0.0452327927553893,0.00249701808402509,"-0.02 (-0.05, 0.00)",0.0792767923250346,0.100897735686408,Female,0.447,Cortical,Volume of parstriangularis (left hemisphere),Invasive,
L_pericalcarine,Invasive Bacterial Infections,44289,38177,6112,-0.0138088976509302,-0.0385277259025428,0.0109099306006824,"-0.01 (-0.04, 0.01)",0.273548025474832,0.314767590957341,Female,0.549,Cortical,Volume of pericalcarine (left hemisphere),Invasive,
L_postcentral,Invasive Bacterial Infections,44289,38177,6112,-0.0345958624317277,-0.0587592831383667,-0.0104324417250887,"-0.03 (-0.06, -0.01)",0.00501443204351906,0.00877525607615835,Female,0.937,Cortical,Volume of postcentral (left hemisphere),Invasive,**
L_posteriorcingulate,Invasive Bacterial Infections,44289,38177,6112,-0.02554844749547,-0.0499030673556864,-0.00119382763525366,"-0.03 (-0.05, -0.00)",0.0397792336868219,0.0546886535031724,Female,0.577,Cortical,Volume of posteriorcingulate (left hemisphere),Invasive,*
