Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Acute Bacterial Infections,44289,25121,19168,-0.0150005707637443,-0.031561833088506,0.00156069156101755,"-0.02 (-0.03, 0.00)",0.0758535075613073,0.110812080611301,Female,0.094,Cortical,Volume of bankssts (left hemisphere),Acute Bacterial,
L_caudalanteriorcingulate,Acute Bacterial Infections,44289,25121,19168,-0.0201425978448587,-0.0381011100649214,-0.0021840856247959,"-0.02 (-0.04, -0.00)",0.0279263546475712,0.0483672946473398,Female,0.87,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Acute Bacterial,**
L_caudalmiddlefrontal,Acute Bacterial Infections,44289,25121,19168,-0.0121416018073238,-0.0291200628714517,0.00483685925680409,"-0.01 (-0.03, 0.00)",0.161028682889958,0.208098605580868,Female,0.185,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Acute Bacterial,
L_cuneus,Acute Bacterial Infections,44289,25121,19168,-0.0107005025526471,-0.0272151633926212,0.00581415828732707,"-0.01 (-0.03, 0.01)",0.204100930267393,0.252124678565603,Female,0.067,Cortical,Volume of cuneus (left hemisphere),Acute Bacterial,
L_entorhinal,Acute Bacterial Infections,44289,25121,19168,-0.0193951310635993,-0.0360812839295246,-0.00270897819767409,"-0.02 (-0.04, -0.00)",0.0227179643219716,0.0410389032913036,Female,0.537,Cortical,Volume of entorhinal (left hemisphere),Acute Bacterial,**
L_frontalpole,Acute Bacterial Infections,44289,25121,19168,-0.0151293176438098,-0.0327075308550639,0.00244889556744427,"-0.02 (-0.03, 0.00)",0.091618243429279,0.130439533017957,Female,0.006,Cortical,Volume of frontalpole (left hemisphere),Acute Bacterial,
L_fusiform,Acute Bacterial Infections,44289,25121,19168,-0.0208182822515191,-0.0370875363408806,-0.00454902816215763,"-0.02 (-0.04, -0.00)",0.0121432930404166,0.0275685571728378,Female,0.299,Cortical,Volume of fusiform (left hemisphere),Acute Bacterial,**
L_inferiorparietal,Acute Bacterial Infections,44289,25121,19168,-0.0411759278731446,-0.0580723231534249,-0.0242795325928643,"-0.04 (-0.06, -0.02)",1.78947531497579e-06,3.75789816144915e-05,Female,0.11,Cortical,Volume of inferiorparietal (left hemisphere),Acute Bacterial,**
L_inferiortemporal,Acute Bacterial Infections,44289,25121,19168,-0.0240263571880065,-0.0398818340779997,-0.00817088029801323,"-0.02 (-0.04, -0.01)",0.00297878974422045,0.00926734587090805,Female,0.311,Cortical,Volume of inferiortemporal (left hemisphere),Acute Bacterial,**
L_insula,Acute Bacterial Infections,43526,24700,18826,-0.0341141533051512,-0.0508127536161442,-0.0174155529941582,"-0.03 (-0.05, -0.02)",6.23334951220477e-05,0.000581779287805778,Female,0.734,Cortical,Volume of grey matter in Insular Cortex (left),Acute Bacterial,**
L_isthmuscingulate,Acute Bacterial Infections,44289,25121,19168,0.00563363361047982,-0.0103181193344981,0.0215853865554577,"0.01 (-0.01, 0.02)",0.488806808690387,0.543838038807848,Female,0.063,Cortical,Volume of isthmuscingulate (left hemisphere),Acute Bacterial,
L_lateraloccipital,Acute Bacterial Infections,44289,25121,19168,-0.0283791744669837,-0.0442209257115485,-0.0125374232224189,"-0.03 (-0.04, -0.01)",0.000446519180762598,0.00254506330757635,Female,0.362,Cortical,Volume of lateraloccipital (left hemisphere),Acute Bacterial,**
L_lateralorbitofrontal,Acute Bacterial Infections,44289,25121,19168,-0.0165128288326815,-0.032700751427843,-0.000324906237520031,"-0.02 (-0.03, -0.00)",0.0455758528413246,0.0715583483863788,Female,0.482,Cortical,Volume of lateralorbitofrontal (left hemisphere),Acute Bacterial,*
L_lingual,Acute Bacterial Infections,44289,25121,19168,-0.00819910356610957,-0.0251625588419571,0.00876435170973793,"-0.01 (-0.03, 0.01)",0.343463898499568,0.397944378951224,Female,0.464,Cortical,Volume of lingual (left hemisphere),Acute Bacterial,
L_medialorbitofrontal,Acute Bacterial Infections,44289,25121,19168,-0.0214516564542691,-0.0377024050968249,-0.00520090781171332,"-0.02 (-0.04, -0.01)",0.00967618312819559,0.0230081845734394,Female,0.541,Cortical,Volume of medialorbitofrontal (left hemisphere),Acute Bacterial,**
L_middletemporal,Acute Bacterial Infections,44289,25121,19168,-0.0379668699286079,-0.0537263564832703,-0.0222073833739456,"-0.04 (-0.05, -0.02)",2.3429220834475e-06,4.37345455576866e-05,Female,0.195,Cortical,Volume of middletemporal (left hemisphere),Acute Bacterial,**
L_paracentral,Acute Bacterial Infections,44289,25121,19168,-0.0295946562926119,-0.0469466271525244,-0.0122426854326994,"-0.03 (-0.05, -0.01)",0.000829739905578679,0.00357426420864662,Female,0.736,Cortical,Volume of paracentral (left hemisphere),Acute Bacterial,**
L_parahippocampal,Acute Bacterial Infections,44289,25121,19168,-0.0297977883783973,-0.0478121864802724,-0.0117833902765222,"-0.03 (-0.05, -0.01)",0.0011874688134016,0.00474987525360641,Female,0.969,Cortical,Volume of parahippocampal (left hemisphere),Acute Bacterial,**
L_parsopercularis,Acute Bacterial Infections,44289,25121,19168,-0.0178457259794763,-0.0345175687615541,-0.00117388319739863,"-0.02 (-0.03, -0.00)",0.0359086243937685,0.0585694067781854,Female,0.546,Cortical,Volume of parsopercularis (left hemisphere),Acute Bacterial,*
L_parsorbitalis,Acute Bacterial Infections,44289,25121,19168,-0.00840738730692839,-0.025137943617105,0.00832316900324817,"-0.01 (-0.03, 0.01)",0.324657965949348,0.378767626940906,Female,0.7,Cortical,Volume of parsorbitalis (left hemisphere),Acute Bacterial,
L_parstriangularis,Acute Bacterial Infections,44289,25121,19168,-0.020108692058871,-0.0367451733407785,-0.00347221077696356,"-0.02 (-0.04, -0.00)",0.0178359811274659,0.0346622494411744,Female,0.524,Cortical,Volume of parstriangularis (left hemisphere),Acute Bacterial,**
L_pericalcarine,Acute Bacterial Infections,44289,25121,19168,0.00616694994647002,-0.0110654405502539,0.0233993404431939,"0.01 (-0.01, 0.02)",0.483037864144923,0.542679243185983,Female,0.289,Cortical,Volume of pericalcarine (left hemisphere),Acute Bacterial,
L_postcentral,Acute Bacterial Infections,44289,25121,19168,-0.0196221940088722,-0.0364677617851209,-0.00277662623262355,"-0.02 (-0.04, -0.00)",0.0224301423311693,0.0409593903438744,Female,0.567,Cortical,Volume of postcentral (left hemisphere),Acute Bacterial,**
L_posteriorcingulate,Acute Bacterial Infections,44289,25121,19168,-0.0179952708114826,-0.0349736060016733,-0.00101693562129199,"-0.02 (-0.03, -0.00)",0.0377690301361639,0.061011510219957,Female,0.128,Cortical,Volume of posteriorcingulate (left hemisphere),Acute Bacterial,*
L_precentral,Acute Bacterial Infections,44289,25121,19168,-0.0265489669544586,-0.0430865509469518,-0.0100113829619654,"-0.03 (-0.04, -0.01)",0.00165314808968288,0.00603758432753748,Female,0.101,Cortical,Volume of precentral (left hemisphere),Acute Bacterial,**
L_precuneus,Acute Bacterial Infections,44289,25121,19168,-0.025988549064216,-0.0423954616726272,-0.00958163645580471,"-0.03 (-0.04, -0.01)",0.00190612996428704,0.00649545734799837,Female,0.174,Cortical,Volume of precuneus (left hemisphere),Acute Bacterial,**
L_rostralanteriorcingulate,Acute Bacterial Infections,44289,25121,19168,-0.0135344577370888,-0.0305897482309115,0.00352083275673385,"-0.01 (-0.03, 0.00)",0.119858315199911,0.162069873783641,Female,0.47,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Acute Bacterial,
L_rostralmiddlefrontal,Acute Bacterial Infections,44289,25121,19168,-0.015421143286118,-0.0310459143379914,0.000203627765755386,"-0.02 (-0.03, 0.00)",0.0530612514947681,0.0803089211812706,Female,0.182,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Acute Bacterial,
L_superiorfrontal,Acute Bacterial Infections,44289,25121,19168,-0.0258451459865132,-0.0416891907455022,-0.0100011012275242,"-0.03 (-0.04, -0.01)",0.00138855224830044,0.00536077219039813,Female,0.33,Cortical,Volume of superiorfrontal (left hemisphere),Acute Bacterial,**
L_superiorparietal,Acute Bacterial Infections,44289,25121,19168,-0.0298389308649179,-0.0470269023694566,-0.0126509593603792,"-0.03 (-0.05, -0.01)",0.000667922300391846,0.00316894869876557,Female,0.306,Cortical,Volume of superiorparietal (left hemisphere),Acute Bacterial,**
L_superiortemporal,Acute Bacterial Infections,44289,25121,19168,-0.0289980797507793,-0.0449822075367042,-0.0130139519648545,"-0.03 (-0.04, -0.01)",0.00037718903712302,0.00226313422273812,Female,0.359,Cortical,Volume of superiortemporal (left hemisphere),Acute Bacterial,**
L_supramarginal,Acute Bacterial Infections,44289,25121,19168,-0.0202180033255466,-0.0360665725232279,-0.0043694341278652,"-0.02 (-0.04, -0.00)",0.0124091679742344,0.0276743162534068,Female,0.276,Cortical,Volume of supramarginal (left hemisphere),Acute Bacterial,**
L_temporalpole,Acute Bacterial Infections,43526,24700,18826,-0.0479620683157615,-0.0642132954480136,-0.0317108411835093,"-0.05 (-0.06, -0.03)",7.31899762492663e-09,4.09863866995891e-07,Female,0.074,Cortical,Volume of grey matter in Temporal Pole (left),Acute Bacterial,**
L_transversetemporal,Acute Bacterial Infections,44289,25121,19168,-0.00611626676912299,-0.0232656562752225,0.0110331227369765,"-0.01 (-0.02, 0.01)",0.484535038558914,0.542679243185983,Female,0.556,Cortical,Volume of transversetemporal (left hemisphere),Acute Bacterial,
Laccumb,Acute Bacterial Infections,43521,24697,18824,-0.0557887707082578,-0.0733952906594764,-0.0381822507570391,"-0.06 (-0.07, -0.04)",5.32595235459668e-10,4.60101815242735e-08,Female,0.289,SubCortical,Volume of accumbens (left),Acute Bacterial,**
Lamyg,Acute Bacterial Infections,43521,24697,18824,-0.0132856632725035,-0.0297172689126701,0.003145942367663,"-0.01 (-0.03, 0.00)",0.113028216097006,0.156931738052041,Female,0.589,SubCortical,Volume of amygdala (left),Acute Bacterial,
Lcaud,Acute Bacterial Infections,43521,24697,18824,-0.00974367591538811,-0.0268876563034906,0.00740030447271433,"-0.01 (-0.03, 0.01)",0.265300579132826,0.32065105967133,Female,0.09,SubCortical,Volume of caudate (left),Acute Bacterial,
Lhippo,Acute Bacterial Infections,43521,24697,18824,-0.0231954329141126,-0.0404911758163114,-0.00589969001191374,"-0.02 (-0.04, -0.01)",0.0085768894504463,0.0212315543998179,Female,0.669,SubCortical,Volume of hippocampus (left),Acute Bacterial,**
LLatVent,Acute Bacterial Infections,44289,25121,19168,0.0164561533466144,0.000698108492553858,0.0322141982006749,"0.02 (0.00, 0.03)",0.0406787335570736,0.0650859736913177,Female,0.776,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Acute Bacterial,*
Lpal,Acute Bacterial Infections,43521,24697,18824,-0.0307826646651731,-0.0484623137768608,-0.0131030155534854,"-0.03 (-0.05, -0.01)",0.000643912235595737,0.00316894869876557,Female,0.614,SubCortical,Volume of pallidum (left),Acute Bacterial,**
Lput,Acute Bacterial Infections,43521,24697,18824,-0.0376926845915223,-0.0538171316986786,-0.021568237484366,"-0.04 (-0.05, -0.02)",4.62355492184761e-06,6.47297689058665e-05,Female,0.891,SubCortical,Volume of putamen (left),Acute Bacterial,**
Lthal,Acute Bacterial Infections,43521,24697,18824,-0.0357458604162701,-0.0520169610900841,-0.0194747597424561,"-0.04 (-0.05, -0.02)",1.6663405192442e-05,0.000215342467102328,Female,0.337,SubCortical,Volume of thalamus (left),Acute Bacterial,**
R_bankssts,Acute Bacterial Infections,44289,25121,19168,-0.0115806476801879,-0.0287683259641837,0.00560703060380785,"-0.01 (-0.03, 0.01)",0.186637232458206,0.233992948156556,Female,0.045,Cortical,Volume of bankssts (right hemisphere),Acute Bacterial,
R_caudalanteriorcingulate,Acute Bacterial Infections,44289,25121,19168,-0.00295965236468319,-0.0202088282731975,0.0142895235438311,"-0.00 (-0.02, 0.01)",0.736643062340442,0.777465666426228,Female,0.132,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Acute Bacterial,
R_caudalmiddlefrontal,Acute Bacterial Infections,44289,25121,19168,-0.0218101567990728,-0.0389600974332034,-0.00466021616494228,"-0.02 (-0.04, -0.00)",0.0126840616161448,0.0276743162534068,Female,0.241,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Acute Bacterial,**
R_cuneus,Acute Bacterial Infections,44289,25121,19168,-0.0145269363660947,-0.0307615362242123,0.00170766349202291,"-0.01 (-0.03, 0.00)",0.0794631576086113,0.114100944258519,Female,0.539,Cortical,Volume of cuneus (right hemisphere),Acute Bacterial,
R_entorhinal,Acute Bacterial Infections,44289,25121,19168,-0.0236383163790554,-0.0406243650407676,-0.00665226771734321,"-0.02 (-0.04, -0.01)",0.00638178548676186,0.0170180946313649,Female,0.528,Cortical,Volume of entorhinal (right hemisphere),Acute Bacterial,**
R_frontalpole,Acute Bacterial Infections,44289,25121,19168,-0.00955320840705196,-0.0272816145906994,0.00817519777659545,"-0.01 (-0.03, 0.01)",0.290889990092365,0.349067988110838,Female,0.073,Cortical,Volume of frontalpole (right hemisphere),Acute Bacterial,
R_fusiform,Acute Bacterial Infections,44289,25121,19168,-0.0234690638343402,-0.0393000149595659,-0.00763811270911449,"-0.02 (-0.04, -0.01)",0.00366630119246686,0.0111988836424442,Female,0.169,Cortical,Volume of fusiform (right hemisphere),Acute Bacterial,**
R_inferiorparietal,Acute Bacterial Infections,44289,25121,19168,-0.0316065169293642,-0.0476068591266839,-0.0156061747320446,"-0.03 (-0.05, -0.02)",0.000108211749557032,0.000865693996456252,Female,0.013,Cortical,Volume of inferiorparietal (right hemisphere),Acute Bacterial,**
R_inferiortemporal,Acute Bacterial Infections,44289,25121,19168,-0.0325779366667723,-0.0484504153719862,-0.0167054579615585,"-0.03 (-0.05, -0.02)",5.75823017813822e-05,0.000569048629368953,Female,0.027,Cortical,Volume of inferiortemporal (right hemisphere),Acute Bacterial,**
R_insula,Acute Bacterial Infections,43526,24700,18826,-0.0448073348731087,-0.0614130049912914,-0.028201664754926,"-0.04 (-0.06, -0.03)",1.23750250615759e-07,3.46500701724124e-06,Female,0.833,Cortical,Volume of grey matter in Insular Cortex (right),Acute Bacterial,**
R_isthmuscingulate,Acute Bacterial Infections,44289,25121,19168,-0.00606130459366908,-0.0226164320774656,0.0104938228901274,"-0.01 (-0.02, 0.01)",0.472996417618603,0.536914852431928,Female,0.175,Cortical,Volume of isthmuscingulate (right hemisphere),Acute Bacterial,
R_lateraloccipital,Acute Bacterial Infections,44289,25121,19168,-0.0149124440150742,-0.0303820998705636,0.000557211840415208,"-0.01 (-0.03, 0.00)",0.0588423166548034,0.0882634749822051,Female,0.314,Cortical,Volume of lateraloccipital (right hemisphere),Acute Bacterial,
R_lateralorbitofrontal,Acute Bacterial Infections,44289,25121,19168,-0.0183154720241895,-0.034630183708853,-0.00200076033952602,"-0.02 (-0.03, -0.00)",0.0277847363696206,0.0483672946473398,Female,0.325,Cortical,Volume of lateralorbitofrontal (right hemisphere),Acute Bacterial,**
R_lingual,Acute Bacterial Infections,44289,25121,19168,-0.00736130786067669,-0.0243951460018565,0.00967253028050314,"-0.01 (-0.02, 0.01)",0.396979025046263,0.456797782245015,Female,0.576,Cortical,Volume of lingual (right hemisphere),Acute Bacterial,
R_medialorbitofrontal,Acute Bacterial Infections,44289,25121,19168,-0.0258073148960058,-0.0419697028008937,-0.00964492699111783,"-0.03 (-0.04, -0.01)",0.00175121972338108,0.00615399321935579,Female,0.644,Cortical,Volume of medialorbitofrontal (right hemisphere),Acute Bacterial,**
R_middletemporal,Acute Bacterial Infections,44289,25121,19168,-0.0316803140915302,-0.0474153465144547,-0.0159452816686056,"-0.03 (-0.05, -0.02)",7.95156018759972e-05,0.000667931055758377,Female,0.078,Cortical,Volume of middletemporal (right hemisphere),Acute Bacterial,**
R_paracentral,Acute Bacterial Infections,44289,25121,19168,-0.031361726676485,-0.0483726832486654,-0.0143507701043046,"-0.03 (-0.05, -0.01)",0.00030239540802267,0.00188157142769662,Female,0.898,Cortical,Volume of paracentral (right hemisphere),Acute Bacterial,**
