Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections without Sepsis,44289,24713,19576,-0.0157864150743055,-0.032311771087392,0.000738940938781085,"-0.02 (-0.03, 0.00)",0.0611614325821068,0.0917421488731603,Female,0.158,Cortical,Volume of bankssts (left hemisphere),No-Sepsis,
L_caudalanteriorcingulate,Bacterial Infections without Sepsis,44289,24713,19576,-0.0201481751079638,-0.0380678185119118,-0.00222853170401579,"-0.02 (-0.04, -0.00)",0.0275456334060427,0.0477079011568575,Female,0.826,Cortical,Volume of caudalanteriorcingulate (left hemisphere),No-Sepsis,**
L_caudalmiddlefrontal,Bacterial Infections without Sepsis,44289,24713,19576,-0.0127236967142632,-0.0296653759823174,0.00421798255379103,"-0.01 (-0.03, 0.00)",0.141019741590029,0.188026322120039,Female,0.23,Cortical,Volume of caudalmiddlefrontal (left hemisphere),No-Sepsis,
L_cuneus,Bacterial Infections without Sepsis,44289,24713,19576,-0.0112798309014077,-0.0277587175251281,0.00519905572231275,"-0.01 (-0.03, 0.01)",0.179720944267399,0.228735747249417,Female,0.054,Cortical,Volume of cuneus (left hemisphere),No-Sepsis,
L_entorhinal,Bacterial Infections without Sepsis,44289,24713,19576,-0.0205218245151072,-0.037171745433614,-0.00387190359660035,"-0.02 (-0.04, -0.00)",0.0157040365191092,0.0314080730382185,Female,0.464,Cortical,Volume of entorhinal (left hemisphere),No-Sepsis,**
L_frontalpole,Bacterial Infections without Sepsis,44289,24713,19576,-0.0167122230422955,-0.034252268108744,0.000827822024152974,"-0.02 (-0.03, 0.00)",0.0618366761605508,0.0919341734068366,Female,0.019,Cortical,Volume of frontalpole (left hemisphere),No-Sepsis,
L_fusiform,Bacterial Infections without Sepsis,44289,24713,19576,-0.0200499599615748,-0.036284084663721,-0.00381583525942856,"-0.02 (-0.04, -0.00)",0.0154937897210452,0.031360923772718,Female,0.337,Cortical,Volume of fusiform (left hemisphere),No-Sepsis,**
L_inferiorparietal,Bacterial Infections without Sepsis,44289,24713,19576,-0.0404432842703868,-0.0573032490760291,-0.0235833194647446,"-0.04 (-0.06, -0.02)",2.58851927151468e-06,4.4439389592774e-05,Female,0.221,Cortical,Volume of inferiorparietal (left hemisphere),No-Sepsis,**
L_inferiortemporal,Bacterial Infections without Sepsis,44289,24713,19576,-0.0228136475289195,-0.0386349605065747,-0.00699233455126434,"-0.02 (-0.04, -0.01)",0.00471160586355434,0.0125642823028116,Female,0.498,Cortical,Volume of inferiortemporal (left hemisphere),No-Sepsis,**
L_insula,Bacterial Infections without Sepsis,43526,24300,19226,-0.0345984530237956,-0.05126065288077,-0.0179362531668212,"-0.03 (-0.05, -0.02)",4.71148269751843e-05,0.000494705683239435,Female,0.756,Cortical,Volume of grey matter in Insular Cortex (left),No-Sepsis,**
L_isthmuscingulate,Bacterial Infections without Sepsis,44289,24713,19576,0.00389700920001518,-0.0120202672908497,0.0198142856908801,"0.00 (-0.01, 0.02)",0.631322962900493,0.688715959527811,Female,0.108,Cortical,Volume of isthmuscingulate (left hemisphere),No-Sepsis,
L_lateraloccipital,Bacterial Infections without Sepsis,44289,24713,19576,-0.0300040349418884,-0.0458112331024736,-0.0141968367813031,"-0.03 (-0.05, -0.01)",0.000199186316489465,0.00145492613783609,Female,0.381,Cortical,Volume of lateraloccipital (left hemisphere),No-Sepsis,**
L_lateralorbitofrontal,Bacterial Infections without Sepsis,44289,24713,19576,-0.0169362621708711,-0.0330891112640942,-0.000783413077648058,"-0.02 (-0.03, -0.00)",0.0398772858399036,0.066330534862414,Female,0.664,Cortical,Volume of lateralorbitofrontal (left hemisphere),No-Sepsis,*
