Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,All Infectious Diseases,44289,14270,30019,-0.0336531194160139,-0.0511866390199431,-0.0161195998120846,"-0.03 (-0.05, -0.02)",0.000168792359031176,0.000262565891826274,Female,0.182,Cortical,Volume of bankssts (left hemisphere),Any,**
L_caudalanteriorcingulate,All Infectious Diseases,44289,14270,30019,-0.018036095853449,-0.0370515508498514,0.000979359142953461,"-0.02 (-0.04, 0.00)",0.0630238257477622,0.0674395078065226,Female,0.946,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Any,
L_caudalmiddlefrontal,All Infectious Diseases,44289,14270,30019,-0.0267810680420967,-0.0447571795891371,-0.00880495649505619,"-0.03 (-0.04, -0.01)",0.0035013796017013,0.00429366257726875,Female,0.05,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Any,**
L_cuneus,All Infectious Diseases,44289,14270,30019,-0.0224824641196552,-0.0399678827397959,-0.00499704549951456,"-0.02 (-0.04, -0.00)",0.0117336899924945,0.0135017802653361,Female,0.484,Cortical,Volume of cuneus (left hemisphere),Any,**
L_entorhinal,All Infectious Diseases,44289,14270,30019,-0.0291271194921205,-0.0467940083309485,-0.0114602306532925,"-0.03 (-0.05, -0.01)",0.00123253919298355,0.00164338559064474,Female,0.244,Cortical,Volume of entorhinal (left hemisphere),Any,**
L_frontalpole,All Infectious Diseases,44289,14270,30019,-0.0330195761590902,-0.0516301168850301,-0.0144090354331503,"-0.03 (-0.05, -0.01)",0.00050651799958023,0.000721144270588801,Female,0.003,Cortical,Volume of frontalpole (left hemisphere),Any,**
L_fusiform,All Infectious Diseases,44289,14270,30019,-0.0383834019347208,-0.0556074231022036,-0.021159380767238,"-0.04 (-0.06, -0.02)",1.25753574349775e-05,2.45658145241421e-05,Female,0.171,Cortical,Volume of fusiform (left hemisphere),Any,**
L_inferiorparietal,All Infectious Diseases,44289,14270,30019,-0.0615717552273966,-0.0794577197605715,-0.0436857906942216,"-0.06 (-0.08, -0.04)",1.5248573959312e-11,1.68816417951904e-10,Female,0.524,Cortical,Volume of inferiorparietal (left hemisphere),Any,**
L_inferiortemporal,All Infectious Diseases,44289,14270,30019,-0.0463406117096418,-0.0631251191119179,-0.0295561043073657,"-0.05 (-0.06, -0.03)",6.28425717685967e-08,1.70283097695552e-07,Female,0.916,Cortical,Volume of inferiortemporal (left hemisphere),Any,**
L_insula,All Infectious Diseases,43526,14045,29481,-0.0504881570645222,-0.0681569306027381,-0.0328193835263063,"-0.05 (-0.07, -0.03)",2.14758594942954e-08,7.84335738052527e-08,Female,0.212,Cortical,Volume of grey matter in Insular Cortex (left),Any,**
L_isthmuscingulate,All Infectious Diseases,44289,14270,30019,-0.0137874230695927,-0.0306773520567964,0.00310250591761109,"-0.01 (-0.03, 0.00)",0.109609592495575,0.114375226951904,Female,0.179,Cortical,Volume of isthmuscingulate (left hemisphere),Any,
L_lateraloccipital,All Infectious Diseases,44289,14270,30019,-0.0454062169587618,-0.0621770712137288,-0.0286353627037948,"-0.05 (-0.06, -0.03)",1.12196980695111e-07,2.89986042411979e-07,Female,0.509,Cortical,Volume of lateraloccipital (left hemisphere),Any,**
L_lateralorbitofrontal,All Infectious Diseases,44289,14270,30019,-0.0384420225225036,-0.0555794466815773,-0.0213045983634299,"-0.04 (-0.06, -0.02)",1.1019656481258e-05,2.23048468536306e-05,Female,0.422,Cortical,Volume of lateralorbitofrontal (left hemisphere),Any,**
L_lingual,All Infectious Diseases,44289,14270,30019,-0.0252346881528128,-0.0431948869377135,-0.00727448936791211,"-0.03 (-0.04, -0.01)",0.0058915376005147,0.00692152669151378,Female,0.727,Cortical,Volume of lingual (left hemisphere),Any,**
L_medialorbitofrontal,All Infectious Diseases,44289,14270,30019,-0.0503664441268061,-0.0675682616477652,-0.0331646266058471,"-0.05 (-0.07, -0.03)",9.59268955850882e-09,3.74784150192903e-08,Female,0.448,Cortical,Volume of medialorbitofrontal (left hemisphere),Any,**
L_middletemporal,All Infectious Diseases,44289,14270,30019,-0.0530938729616524,-0.0697774919513452,-0.0364102539719597,"-0.05 (-0.07, -0.04)",4.48482652433523e-10,2.59810640030455e-09,Female,0.789,Cortical,Volume of middletemporal (left hemisphere),Any,**
L_paracentral,All Infectious Diseases,44289,14270,30019,-0.0532423863467557,-0.0716109405362965,-0.0348738321572148,"-0.05 (-0.07, -0.03)",1.34565210243209e-08,5.13794439110434e-08,Female,0.402,Cortical,Volume of paracentral (left hemisphere),Any,**
L_parahippocampal,All Infectious Diseases,44289,14270,30019,-0.0426915750872253,-0.0617640270504093,-0.0236191231240413,"-0.04 (-0.06, -0.02)",1.15040462926694e-05,2.30080925853388e-05,Female,0.824,Cortical,Volume of parahippocampal (left hemisphere),Any,**
L_parsopercularis,All Infectious Diseases,44289,14270,30019,-0.0318502196781163,-0.0495013883878374,-0.0141990509683953,"-0.03 (-0.05, -0.01)",0.000405564718033039,0.000587369591634057,Female,0.91,Cortical,Volume of parsopercularis (left hemisphere),Any,**
L_parsorbitalis,All Infectious Diseases,44289,14270,30019,-0.0392674616388218,-0.0569788314911815,-0.021556091786462,"-0.04 (-0.06, -0.02)",1.39262304724153e-05,2.67645582523095e-05,Female,0.824,Cortical,Volume of parsorbitalis (left hemisphere),Any,**
L_parstriangularis,All Infectious Diseases,44289,14270,30019,-0.0378438814219311,-0.0554568127912487,-0.0202309500526136,"-0.04 (-0.06, -0.02)",2.54321205005281e-05,4.64255104560073e-05,Female,0.986,Cortical,Volume of parstriangularis (left hemisphere),Any,**
